"sim","censoring","n","perc_censored","alpha_fc","beta_fc","gamma_fc","alpha_aq","beta_aq","gamma_aq","se_alpha_aq","se_beta_aq","se_gamma_aq","alpha_sol","beta_sol","gamma_sol","se_alpha_sol","se_beta_sol","se_gamma_sol","alpha_tr","beta_tr","gamma_tr","se_alpha_tr","se_beta_tr","se_gamma_tr","time_aq","time_tr","time_sol"
"11439-1","heavy",100,0.42,1.05713709387302,0.514543886854027,0.0826280907801985,NA,NA,NA,NA,NA,NA,1.11406524329998,0.155503456667116,0.150374420675863,0.244458414744592,0.224116553627902,0.332072904784677,1.10663780320724,0.373919493961394,0.172498858603457,0.262489771630685,0.694239607674285,0.342701630768956,NA,0.801999999999907,1.06600000000003
"11439-2","heavy",100,0.47,1.11955656009075,0.188725383093925,0.219470870198334,NA,NA,NA,NA,NA,NA,1.19154123562943,-0.101720209249971,0.360241167743356,0.216173697041302,0.323159484844495,0.393719827191743,1.13289665197864,0.314842636251022,0.233465588383881,0.235109504610486,0.774403021643129,0.33630272685588,NA,0.994999999999891,1.77700000000004
"11439-3","heavy",100,0.45,1.15218910999424,0.460934115194539,-0.0131961228749037,NA,NA,NA,NA,NA,NA,1.1226971880897,0.43844721123204,0.00941043328969943,0.234978779044406,0.39035653145233,0.281777577957537,1.19534485534527,0.537141195673721,0.0220719391204789,0.238728295307466,0.748243980651426,0.283130193090292,NA,0.565000000000055,1.19100000000003
"11439-4","heavy",100,0.47,1.17859931267845,0.353724540620813,0.0921190027368176,NA,NA,NA,NA,NA,NA,1.22034112252156,0.30644614898447,0.0815799140445565,0.232495047731985,0.416015359199885,0.274908494301535,1.17754803623411,0.695160651670031,0.105878899927724,0.237397661786415,0.841602536430846,0.271293465144406,NA,0.654999999999973,1.673
"11439-5","heavy",100,0.48,1.11201821704454,0.546356588033342,0.16470999580446,NA,NA,NA,NA,NA,NA,1.08211489258775,0.608758998000759,0.152783928835938,0.235734230736248,0.486077720638568,0.297332547894616,1.16481464153694,0.579757520074705,0.211871501081203,0.235527210713309,0.898875794432285,0.301513752424871,NA,0.548999999999978,1.44000000000005
"11439-6","heavy",100,0.47,1.04035569820528,0.302732084496555,0.456416950479851,NA,NA,NA,NA,NA,NA,1.10504893531928,0.0731162741773455,0.52271203357633,0.217489721666733,0.395060214134372,0.286384197605134,1.09899101577851,0.233641524721751,0.509566673095358,0.218585002767116,0.654828260596373,0.282780324289943,NA,0.939000000000078,2.1400000000001
"11439-7","heavy",100,0.54,1.02006187977998,0.457303832427682,0.280585921384501,NA,NA,NA,NA,NA,NA,1.19518801947421,0.021581630954713,0.274931799338404,0.249107196544482,0.189378885751667,0.333872657769393,0.984544228425233,1.05333507256566,0.266591294133633,0.27468688234106,0.858752250174903,0.314655288861605,NA,0.566000000000031,1.26499999999987
"11439-8","heavy",100,0.47,0.869678066029579,0.872341328923587,0.17513614964708,NA,NA,NA,NA,NA,NA,0.69896644267816,1.46069875119139,0.0693055856508266,0.276343790163774,0.453640898833535,0.298467462343849,0.822801328419601,1.43544688766173,0.333752642197305,0.295639217283743,0.826279140114216,0.315182646051754,NA,0.84699999999998,1.50099999999998
"11439-9","heavy",100,0.48,0.903864108704042,0.447955711191568,0.108697236139222,NA,NA,NA,NA,NA,NA,0.952543399676139,0.215645316767596,0.234828840475838,0.222782378692757,0.674219128041272,0.291029215601702,0.716452340184439,1.91889951195588,0.146126465232124,0.201454437654344,0.726426997303641,0.247511608920046,NA,0.980000000000018,1.43200000000002
"11439-10","heavy",100,0.51,0.999138692344183,0.707746201675725,0.0606582621909701,NA,NA,NA,NA,NA,NA,1.00205951767922,0.581411741648636,0.16346625194277,0.257542718493004,0.45523299857424,0.367198726264282,1.02195836979486,0.939127887859002,0.277282036681387,0.271428875321741,0.939585814150891,0.354863931701546,NA,0.548000000000002,1.846
"11439-11","heavy",100,0.51,1.47095096064885,0.21276335219512,-0.140253684635088,NA,NA,NA,NA,NA,NA,1.49293328464083,0.143600267376352,-0.127778498681239,0.207778483001933,0.40451317169372,0.291472523394364,1.5384679760889,-0.132893240379957,-0.0491400797869787,0.206845651200658,0.672478183609915,0.288008124352073,NA,0.855999999999995,1.59899999999993
"11439-12","heavy",100,0.47,0.763678836038709,0.645524358213795,0.457333740922274,NA,NA,NA,NA,NA,NA,0.731430374956541,0.799579780814989,0.464516778846704,0.235109658248852,0.416104919371837,0.310760104937142,0.862205421191165,0.675481146366692,0.623584260873277,0.25440415909824,0.940670081095721,0.314994493074048,NA,0.4849999999999,1.46900000000005
"11439-13","heavy",100,0.48,1.00316666489828,0.554401102683681,0.24076465815049,NA,NA,NA,NA,NA,NA,0.874014125118671,1.16648931118757,0.189151927358098,0.216240149750258,0.398911478040796,0.26481933372732,0.913243693471163,1.87361972643817,0.262432721275276,0.224776185349321,0.779543399201558,0.263282885677817,NA,1.00299999999993,1.40199999999982
"11439-14","heavy",100,0.63,1.15157343798993,0.343501045147519,0.126065152761271,NA,NA,NA,NA,NA,NA,1.11594904985706,0.232908412386672,-0.0669775256866708,0.216051896058955,0.143068149253879,0.37911228910022,1.15613170398872,0.679095548685292,0.197127394082185,0.242005502919557,0.734306884388555,0.322831869432038,NA,0.55800000000022,1.36300000000006
"11439-15","heavy",100,0.53,1.19422575624496,0.584301781634957,-0.0920286035627344,NA,NA,NA,NA,NA,NA,1.29676438095566,0.525527502799867,-0.0157614815663145,0.255690056880134,0.485768800717515,0.299002521755928,1.31697358565834,0.718283656885495,0.00554587094027088,0.255738430397425,0.758350082375874,0.311435896040982,NA,0.550999999999931,1.8900000000001
"11439-16","heavy",100,0.46,0.831775147057794,0.355175684631474,0.475720846202762,NA,NA,NA,NA,NA,NA,0.8051701730199,0.502515649246421,0.45523149625242,0.207326434461308,0.334438484700729,0.257982687389426,0.664262405657091,1.87350653489957,0.501901594649681,0.216909769004802,0.848698060135983,0.233378398743356,NA,0.481999999999971,1.279
