"sim","censoring","n","perc_censored","alpha_fc","beta_fc","gamma_fc","alpha_aq","beta_aq","gamma_aq","se_alpha_aq","se_beta_aq","se_gamma_aq","alpha_tr","beta_tr","gamma_tr","se_alpha_tr","se_beta_tr","se_gamma_tr","time_aq","conv_msg_aq","time_tr"
11923,"extra_heavy",500,0.754,0.892300088973492,0.522888983193732,0.295687915586759,0.925031940323936,0.652378206186422,0.273693337060052,0.143449637392703,0.63402238567703,0.13731162903143,0.920271572830396,0.787051517926262,0.282717699761483,0.150544505770996,0.768442200970083,0.135369504595764,5.69399999999951,NA,0.0609999999996944
11924,"extra_heavy",500,0.756,1.04509334767481,0.215569059299699,0.366240942990462,1.21625965157045,-0.724758085271468,0.382903383532991,0.160026861861215,0.82380396672263,0.12942540569844,1.24610421657657,-1.17377824565281,0.382257299699218,0.16670259357716,1.15848457246019,0.12640044567825,5.60500000000138,NA,0.0609999999996944
11925,"extra_heavy",500,0.782,1.06021449005458,0.606764047014746,0.285781736303973,1.01443675043283,0.685025044978529,0.189370336939739,0.131188139226403,0.311054696402386,0.139594437510875,0.959096868483489,2.04434085170168,0.263365785699825,0.157895046257133,1.00343120063991,0.133860491937019,3.378999999999,NA,0.0630000000001019
11926,"extra_heavy",500,0.776,1.04367357558349,0.545278667757489,0.180083530603321,0.969788497482219,0.414075087512067,0.192867470746258,0.151470183668085,0.233841927193674,0.129002791514615,0.951789930543557,1.43957990298792,0.199579268010141,0.165597665360233,0.866100837966552,0.128834665021492,2.4989999999998,NA,0.0619999999998981
11927,"extra_heavy",500,0.762,1.0448181904822,0.442174320287075,0.196688198579893,1.07823671607108,0.160720392833658,0.237196539193634,0.146279531563549,0.274034439022297,0.138762549923313,1.07475173947878,0.59599574756697,0.241678384796183,0.168705283940119,1.22729813228286,0.135733729736248,2.78100000000086,NA,0.0619999999998981
11928,"extra_heavy",500,0.784,1.0533246805098,0.333300720982242,0.322948112570679,1.02854789163011,0.282283153046356,0.30246058476494,0.131054821650696,0.232645631410904,0.12623496925654,0.983455417738312,1.08200552158729,0.323024112443593,0.156512057865288,0.851246244468803,0.122684256546468,2.92100000000028,NA,0.0630000000001019
11929,"extra_heavy",500,0.796,1.12370426134254,0.30415731199896,0.0854812036444558,1.12589271840354,0.415731547953865,0.109070859423107,0.173416645668203,0.709008204346835,0.132334557044897,1.13505301104324,0.536271527503863,0.0948358094226497,0.172852492830755,0.993453749352998,0.131214017089952,3.99300000000039,NA,0.0630000000001019
11930,"extra_heavy",500,0.774,1.00079862784994,0.593981400532424,0.261343224048509,0.869901245686487,0.585648888911966,0.256100117695328,0.142035130571795,0.21257680381581,0.125972063309848,0.844239845763514,1.97528273736618,0.253847707696673,0.155500189755663,0.755849244825623,0.125427679027909,2.63299999999981,NA,0.0619999999998981
11931,"extra_heavy",500,0.766,0.94655044341534,0.363126610896291,0.311383984585264,1.04560359417345,0.0142582575058852,0.322010328186644,0.15509959207647,0.60440208130162,0.137801818933944,1.04259077035905,0.0198809907498819,0.319882051370193,0.159556892776509,0.975362530144313,0.13474769157655,4.81099999999969,NA,0.0619999999998981
11932,"extra_heavy",500,0.77,0.962260973140483,0.455860325193788,0.189329161624843,0.833216424292796,1.1908075564773,0.163033639196272,0.148489354834119,0.572901324265727,0.130151302395673,0.793442300519222,2.06221639641355,0.174051084015659,0.165155802197045,0.949835532529846,0.131552376583334,5.10500000000138,NA,0.0619999999998981
11933,"extra_heavy",500,0.804,0.930787632800403,0.382881582218482,0.352009884601398,0.925805781752243,0.354485536186712,0.31703877048683,0.141563862420645,0.296207658892759,0.13018199035694,0.932705358894163,0.627150556823101,0.330910365386046,0.158825718012916,0.654538655782448,0.128397536358428,4.08300000000054,NA,0.0639999999984866
11934,"extra_heavy",500,0.798,1.00934763226747,0.57186888423899,0.301352629033,1.07003893403431,0.162730931970542,0.333066513976527,0.184088394716881,0.19831379036386,0.153464116709444,1.08017585099737,0.611427139749798,0.290027358096573,0.18053453389947,0.765843611456094,0.135693520232514,3.28899999999885,NA,0.0629999999982829
11935,"extra_heavy",500,0.748,0.949181477165118,0.537388313323777,0.283473554125769,1.04628706032255,0.244149169690272,0.304915860698305,0.14100601042409,0.471120309622946,0.124303375373635,1.04749334652348,0.334708961650792,0.299737258145475,0.146658486197646,0.773349963765877,0.123379645057452,4.46699999999873,NA,0.0610000000015134
11936,"extra_heavy",500,0.772,0.983462841005096,0.59147435462311,0.276868249880135,1.0645161710386,0.312749971175506,0.293870215187056,0.158487518518052,0.399749250491401,0.133438665187334,1.0680909771493,0.590120200686498,0.283266559518832,0.164797812162104,0.809358854530382,0.133659949755371,3.78399999999965,NA,0.0619999999998981
