"sim","censoring","n","perc_censored","alpha_fc","beta_fc","gamma_fc","alpha_extrap","beta_extrap","gamma_extrap","alpha_extrap_pooled","beta_extrap_pooled","gamma_extrap_pooled","nse_alpha_extrap","nse_beta_extrap","nse_gamma_extrap","bse_alpha_extrap","bse_beta_extrap","bse_gamma_extrap","ese_alpha_extrap","ese_beta_extrap","ese_gamma_extrap","alpha_extrap_no","beta_extrap_no","gamma_extrap_no","alpha_extrap_no_pooled","beta_extrap_no_pooled","gamma_extrap_no_pooled","nse_alpha_extrap_no","nse_beta_extrap_no","nse_gamma_extrap_no","bse_alpha_extrap_no","bse_beta_extrap_no","bse_gamma_extrap_no","ese_alpha_extrap_no","ese_beta_extrap_no","ese_gamma_extrap_no","time_extrap","time_extrap_no"
"11431-1","extra_heavy",500,0.794,0.971085072541944,0.543869388963561,0.276210335908432,0.93193053382642,1.19937633757601,0.260360351192107,0.934490455214259,1.19721233144425,0.258946772215328,0.0997719433732268,0.460996416371635,0.111859408582444,0.142496151522301,0.663873533093497,0.164093751864683,0.101527435148184,0.477696389456738,0.120194932217324,0.859419507229617,2.00934800196138,0.332040182284611,0.849267682613393,2.08705888065822,0.3246979285268,0.117641955783837,0.734377659955907,0.0997899752689017,0.165164356339507,1.06793024806279,0.142686250718968,0.115740374226173,0.774634322502564,0.102041814824115,5.803,0.717000000000013
"11431-2","extra_heavy",500,0.832,1.06812795075417,0.56872474350031,0.233883134699829,1.20220666655516,0.138666370434186,0.322795314820013,1.20192919536063,0.138846340207218,0.322236324337552,0.0848449662143988,0.216503716547911,0.154495580111907,0.114085231517513,0.294183199166974,0.208353332464171,0.0761201275377633,0.197427329214659,0.138792108651753,1.14858028115196,0.558393781410276,0.360232677865234,1.15622295466407,0.543578448088345,0.355709850524008,0.121467821597133,0.649373213120038,0.105769213739672,0.168079528546788,0.895075408960315,0.151368648693562,0.115424052554751,0.611537917637014,0.1078974093635,5.06400000000002,0.722000000000008
"11431-3","extra_heavy",500,0.812,1.0293352035427,0.525193858898186,0.192061534861752,0.992172539433284,0.508052513732799,0.137447175979738,0.993025183218607,0.505304500317574,0.131262109173349,0.0901121190191807,0.16216217710445,0.122983109712487,0.126053715526164,0.228911421053873,0.172381418482568,0.0880392454119254,0.161057709217571,0.120638524384768,0.877605622112403,1.91991940083177,0.30004979789765,0.879425805699616,1.91231170345825,0.302405039470604,0.120909171482696,0.63880970146522,0.099568113433001,0.171214042835789,0.912782673368387,0.142329704430607,0.120764674118007,0.648711335531418,0.101586411131018,4.11600000000001,0.725999999999999
"11431-4","extra_heavy",500,0.822,1.01477877232966,0.491706541172334,0.308622401991648,0.907886713920925,0.891469193325106,0.326952070286277,0.905940763109034,0.894790145726305,0.329069718729718,0.101455471618301,0.290434691757793,0.109907027204595,0.139249435025764,0.412208593005371,0.159808318828768,0.0952358565347587,0.291751977953024,0.115821375952219,0.856461197486917,1.56961702148979,0.431323596848969,0.864668067424447,1.54019100188976,0.43051764836022,0.1225792632301,0.56320393546107,0.0976517908839002,0.167950152764564,0.784890505457365,0.14055928393357,0.114519741011485,0.544955836541768,0.100984214522833,5.44999999999999,0.735000000000014
"11431-5","extra_heavy",500,0.802,1.06981284813802,0.362755072955851,0.169036562517556,1.12679041368477,0.0653648027270278,0.12491154655915,1.12252784631546,0.0695794293899758,0.116407522653733,0.0725749536356611,0.0472669471632627,0.143196563963279,0.101937622856721,0.070027534916326,0.217304330313187,0.0717900285330648,0.0515249685114043,0.162979289093634,1.00213694714606,1.39330413531171,0.22665889285554,1.00446712472017,1.37880273037599,0.226673253983068,0.115403731998947,0.783762998970956,0.0958134673108665,0.16471132922734,1.11474348445692,0.135603083359954,0.117204452540716,0.791008594901222,0.0960239136707892,2.524,0.727000000000004
"11431-6","extra_heavy",500,0.804,1.09990618755642,0.482164539678706,0.0911102214392497,1.18338971266504,0.160555276208653,0.0540417280617456,1.18263366567771,0.165853261209034,0.0504705980735065,0.0701559675955049,0.108862334520984,0.151248836941311,0.097493486624916,0.152313109113799,0.20860125365146,0.0676808982320034,0.105911891946395,0.142873592844282,1.05091836032355,1.43142268166204,0.153706338771728,1.04956126668415,1.43882799765656,0.155903995958426,0.110258524168463,0.72535529778369,0.0981724829723624,0.148521010681317,0.975336801814219,0.137732940961143,0.0992244766871766,0.650778075263897,0.096962459939205,3.773,0.865999999999985
"11431-7","extra_heavy",500,0.824,0.961520632241344,0.554893211808348,0.198721966029712,0.819974152342456,1.26175616479076,0.244865108427929,0.816974944252572,1.26109890249273,0.248573859961894,0.117741903915122,0.407349703054987,0.105728500307181,0.172801597957497,0.587540411030609,0.141954223190332,0.126286006056021,0.422752853573459,0.0948350570984338,0.775578515223366,1.7842272895945,0.310666705590064,0.767125162202149,1.80941972481354,0.313311906743819,0.12946186113961,0.574427598735599,0.0997133091976446,0.184284720225423,0.818184762011053,0.144029738958697,0.13120630010289,0.583022160728491,0.104199582875023,5.56399999999999,0.719999999999999
"11431-8","extra_heavy",500,0.788,1.14363100033599,0.541756626760018,0.0829968241807755,1.04298852834958,0.799700556557659,0.0205630668859135,1.04300942460424,0.798692501638384,0.0219616665705833,0.0886110806032395,0.198003926187007,0.125362309704733,0.122365480700554,0.270449089799897,0.168150593546574,0.0841515851665712,0.183534245101449,0.111802859368179,0.899956418300593,2.65357244569206,0.230406093431803,0.903100678631483,2.64626545612853,0.225187531836025,0.118203188642669,0.694715313640161,0.101770188503642,0.164070395689214,0.944858374031992,0.146217096464648,0.113275061615939,0.63788074269525,0.104987027447731,4.30600000000001,0.725999999999999
"11431-9","extra_heavy",500,0.818,0.955497786006086,0.494176570080675,0.42159916341547,1.0061740479572,0.336379384533245,0.505473528484937,1.01609382574577,0.309714372959958,0.50803458301144,0.0993006046969019,0.272451786272237,0.112122125922834,0.139100081897356,0.374646059068118,0.151565986367994,0.0973799103130336,0.256427891231221,0.101822912509946,0.929187645180209,1.15788915911808,0.547044297405282,0.92506830359626,1.16751327308796,0.551550208780454,0.124346897376468,0.723791246496936,0.096672633081751,0.167800524732044,0.975289516127936,0.135662855862476,0.11209655694431,0.650414127946387,0.0950984956326153,4.56899999999999,0.725999999999999
"11431-10","extra_heavy",500,0.808,1.11219362118771,0.435902571161247,0.297202681681495,1.10677234786853,0.292065559100546,0.0314761000666466,1.10346075109759,0.292236976260471,0.0351485684917843,0.0784538296947005,0.0824113724456162,0.144091234828396,0.108626446758486,0.123533988444666,0.215616712657934,0.0752627655879051,0.0918448185275165,0.160197731386955,0.89748408414887,2.80073189550106,0.311531246867275,0.907069875287711,2.74226729219455,0.309766655181222,0.121366361276924,0.80265635472312,0.0987741485039957,0.166866349415304,1.12364264664441,0.143496776075465,0.114496447588036,0.786260568761102,0.10427552850492,3.077,0.719999999999999
