"sim","censoring","n","perc_censored","alpha_fc","beta_fc","gamma_fc","alpha_extrap","beta_extrap","gamma_extrap","alpha_extrap_pooled","beta_extrap_pooled","gamma_extrap_pooled","nse_alpha_extrap","nse_beta_extrap","nse_gamma_extrap","bse_alpha_extrap","bse_beta_extrap","bse_gamma_extrap","ese_alpha_extrap","ese_beta_extrap","ese_gamma_extrap","alpha_extrap_no","beta_extrap_no","gamma_extrap_no","alpha_extrap_no_pooled","beta_extrap_no_pooled","gamma_extrap_no_pooled","nse_alpha_extrap_no","nse_beta_extrap_no","nse_gamma_extrap_no","bse_alpha_extrap_no","bse_beta_extrap_no","bse_gamma_extrap_no","ese_alpha_extrap_no","ese_beta_extrap_no","ese_gamma_extrap_no","time_extrap","time_extrap_no"
"11431-1","heavy",2000,0.498,0.939530564874093,0.539758927976873,0.305734601311761,1.03756368636021,0.29683427261045,0.446294244762447,1.03616799723763,0.294435273289376,0.449398774391325,0.0364077269995153,0.0689351709922393,0.0476247303025023,0.051013082348662,0.104314894688989,0.0680157959840307,0.0357643917193459,0.0782150537571755,0.0485978197979163,0.944264168333836,0.502689802801449,0.343934551500575,0.94330648928198,0.499605151245437,0.347342724433585,0.0392464644519755,0.067852050924321,0.0497579842824272,0.0555831967905538,0.102304457347094,0.0689236514439209,0.0394009126202038,0.0766414411082322,0.0477778273277093,51.7950000000001,1.72199999999998
"11431-2","heavy",2000,0.475,1.00089550110804,0.455448350171375,0.222970185556642,1.03870631112546,0.451035287001661,0.280898229367374,1.03643930120706,0.45446899401803,0.283674132144492,0.0366384576659071,0.0804088909370292,0.0469757277985923,0.0510069275631051,0.113704164817621,0.0664030765966591,0.0355056787303919,0.0805219195482846,0.0469661570922839,0.965462848145736,0.638999855367482,0.211347620703962,0.966050281155548,0.640421936859203,0.205631531147323,0.0389172020028203,0.0825648486543652,0.048365784861015,0.0540369718112061,0.113639199680512,0.068311176636135,0.0374731430887678,0.0781426245860335,0.0482612466631347,47.877,1.70299999999997
"11431-3","heavy",2000,0.4955,0.964413929846482,0.502076087141177,0.253861995151308,1.03956786391335,0.296287322419056,0.328264448563422,1.03893238732662,0.296371501374347,0.328132263336164,0.0355700807522599,0.0569644557107287,0.0466463131983656,0.0506475363519316,0.0819919997263722,0.0645058375114947,0.0361020810570238,0.0590040271470643,0.0445883857637224,0.978904141700769,0.460515160202142,0.278807314736984,0.977499241635303,0.45642200835472,0.281654632780347,0.0381154493619525,0.0682603349708011,0.0477784879752141,0.0528975180093514,0.0947760039779589,0.0667320537156909,0.0366619493162293,0.0657081401082043,0.0465749296484885,45.8129999999999,1.8599999999999
"11431-4","heavy",2000,0.4855,0.995089045405051,0.457475644580807,0.247325842112771,1.04866705347525,0.414503034836621,0.329467296500451,1.05059824365998,0.412657406265641,0.329570820846778,0.0351287931732718,0.0697460958120787,0.0458796391981061,0.0504597849913525,0.102666202818498,0.0660685688288911,0.0362625156421678,0.0754012392999396,0.0475645547237902,0.964608137383625,0.602439241127753,0.231501343062229,0.963910474765048,0.604468751422812,0.231488284159806,0.0374043715507075,0.0702899493849263,0.0477688842246091,0.0516468017051578,0.0975282238355202,0.0675266375054893,0.0356515352341604,0.0675693445380456,0.0477234195025079,49.857,1.70900000000006
"11431-5","heavy",2000,0.468,0.990650373302947,0.546564931636127,0.246536613038152,1.05470666503141,0.52456559817427,0.354913980988037,1.05503025722096,0.519346543090064,0.357415393499151,0.0357390462149979,0.0822726957886119,0.0458061944455554,0.0513350280275353,0.118464784112946,0.0644393116053093,0.0368615963371288,0.0849034012355947,0.0453703619356921,0.967069931884197,0.733183409873876,0.244877304086604,0.966672012646167,0.733716690025909,0.245774793901792,0.0377712560687524,0.0798189697044988,0.0476548058601762,0.0507821642220238,0.111159378064054,0.0663342635166998,0.0339630033208943,0.0773219555301426,0.0461363973078197,49.2530000000002,1.84799999999996
"11431-6","heavy",2000,0.464,1.02487558331967,0.508589827324745,0.26243845599876,1.05660638275069,0.517197516228811,0.346091386104849,1.05711497334297,0.510511628335082,0.348483850952303,0.0356795903534068,0.0790794211362474,0.0459147664158284,0.050026970649605,0.111055746465247,0.0641370079044987,0.0351039448476209,0.0778506499407248,0.0448451891840811,1.01487056664627,0.601478041741211,0.285085293526799,1.01183620786812,0.602912406830503,0.285889931645121,0.0377728888175253,0.083355380643059,0.0477965753660929,0.0530175315852666,0.11717571408016,0.0686595149394318,0.0371658684840441,0.0823265962561322,0.0493068355808214,46.9190000000001,1.69299999999998
"11431-7","heavy",2000,0.486,1.01650623276073,0.539805471522198,0.207304411236899,1.07797145221747,0.514346548969423,0.270802302252587,1.07887731862292,0.512316550719649,0.272779207410903,0.0357830051057879,0.0729119550252098,0.0477430794593178,0.0486485335849779,0.103498537837013,0.0668501085811965,0.0328997419284045,0.0732693527273044,0.0467224413493813,1.0059448041337,0.6680366508916,0.214228024708682,1.00799506298429,0.668307370845928,0.21096083846521,0.0382745737573056,0.0770108442687192,0.0487240614580497,0.0538054064648857,0.110782767390941,0.0697924539720695,0.0378519907009785,0.079588481577584,0.0500041731043908,47.634,1.70699999999988
"11431-8","heavy",2000,0.489,1.0141745808383,0.511892454833135,0.213697789929585,1.06633588602206,0.440314176563278,0.333198115946508,1.06323742383129,0.448738208785076,0.333160225652301,0.0374960009264909,0.0729795699129561,0.0479914766766013,0.0511468714567047,0.107580573799462,0.0659386228389981,0.0347919068749115,0.0788991605413471,0.0452271406683878,1.0101490982717,0.545827284493471,0.248145852597793,1.01122699725429,0.546565480706085,0.244575352294289,0.0397598518086623,0.0750516419764597,0.0503840520856233,0.0539323581568555,0.107543521388845,0.0715520406528792,0.0364717553884661,0.0769976288069611,0.0508756917662892,50.115,1.71299999999997
"11431-9","heavy",2000,0.481,1.02829151851553,0.528406481187368,0.222632626065148,1.0656328045975,0.542805970709134,0.287530547018707,1.06490125641756,0.541762475957929,0.28713239353936,0.0367834458507652,0.0733660351189824,0.0477869154895211,0.0510533581272034,0.106304189865088,0.0672230468801791,0.0353794784145233,0.0768109027169751,0.0472591153578251,1.00621856737377,0.67213875182502,0.237708017384254,1.00457766796055,0.66603119797992,0.242059293659619,0.0391843276264704,0.0798065382583942,0.0488709718956121,0.0547378463330483,0.112795808051519,0.0695579023609204,0.038210525224346,0.0795979183416384,0.0494713985888995,46.6990000000001,1.70700000000011
"11431-10","heavy",2000,0.487,0.950669395001579,0.493091848380091,0.275468779159201,1.02484209123037,0.335803057212862,0.388133516587251,1.02615353387381,0.337808721992133,0.386863983462073,0.034476796673385,0.0641670268980378,0.0457365188601211,0.0482782751615385,0.0896421754491069,0.065488685525696,0.0338108905534674,0.0625202505249778,0.046879975374208,0.928788373176591,0.517976299930708,0.287660167750025,0.925592570912809,0.518408998954607,0.293293868579611,0.0367915574617702,0.0597827350319874,0.0473214589490968,0.0514158826909966,0.0832522915921334,0.066232497205145,0.0359990135186768,0.0580370624807656,0.0464318011172155,51.7479999999998,1.71000000000004
