"sim","censoring","n","perc_censored","alpha_fc","beta_fc","gamma_fc","alpha_extrap","beta_extrap","gamma_extrap","alpha_extrap_pooled","beta_extrap_pooled","gamma_extrap_pooled","nse_alpha_extrap","nse_beta_extrap","nse_gamma_extrap","bse_alpha_extrap","bse_beta_extrap","bse_gamma_extrap","ese_alpha_extrap","ese_beta_extrap","ese_gamma_extrap","alpha_extrap_no","beta_extrap_no","gamma_extrap_no","alpha_extrap_no_pooled","beta_extrap_no_pooled","gamma_extrap_no_pooled","nse_alpha_extrap_no","nse_beta_extrap_no","nse_gamma_extrap_no","bse_alpha_extrap_no","bse_beta_extrap_no","bse_gamma_extrap_no","ese_alpha_extrap_no","ese_beta_extrap_no","ese_gamma_extrap_no","time_extrap","time_extrap_no"
"11424-1","light",2000,0.1585,1.01952173339367,0.452923165824256,0.283299454723846,1.04174294098613,0.406338931446081,0.31716366850938,1.03914490155734,0.404708431849418,0.320089407699251,0.0345729130078284,0.0439572978686825,0.0466344628861534,0.0478247752018219,0.0635571633409074,0.0681940360782869,0.0330381615895867,0.045616847624855,0.0497803507024985,1.02185999120461,0.450234164112664,0.279566181232026,1.02160633453536,0.452777331330614,0.277637855948077,0.0347598435320108,0.0443091875968223,0.0471059874829407,0.0488769061570187,0.0602677708330127,0.0655326772517646,0.0343380222219827,0.0409232247074932,0.0455343948198584,21.914,1.59400000000005
"11424-2","light",2000,0.1665,0.974417700471771,0.46418321147724,0.273439113087262,0.966473067816332,0.538882898708347,0.296318685511242,0.96817345408019,0.539629503338348,0.296367230993518,0.0357200991542389,0.0483416524911004,0.0476463762823701,0.0513150240928524,0.0681053614469919,0.0686621806200326,0.0368410850652518,0.0478189478895113,0.0494464497303093,0.960340778052629,0.517297745321964,0.268057814167132,0.959765224244148,0.515840666168805,0.26843296205889,0.0361237352891588,0.0476715037451337,0.048363280425612,0.0511550080276096,0.0706523354692345,0.0682310620661341,0.0362384000397266,0.0520806831618144,0.0481223252089417,23.5020000000001,1.452
"11424-3","light",2000,0.152,0.980701279644772,0.490057560127108,0.237029914299549,0.998248997592099,0.467547375525559,0.277518780662961,0.99697868881726,0.467672247348093,0.278589556763986,0.0356867481109637,0.0476584545688579,0.0479836215212131,0.0517197361509297,0.0663790665988698,0.0678631541104281,0.0374021106170631,0.0460834291841,0.0479431818978661,0.976884962924112,0.50590027879608,0.238007423577993,0.97592380057163,0.507669973134551,0.236916382705327,0.0357436402678922,0.046262270527047,0.0482952000249949,0.0507685779019001,0.0654204536663075,0.0696563111797295,0.0360613163181761,0.0461360543701954,0.050180575912831,23.2769999999999,2.09000000000003
"11424-4","light",2000,0.1545,0.993929773456093,0.479657178367905,0.26526893713879,1.00312720708165,0.478437993596284,0.304140160264424,1.00132271744384,0.480244711661566,0.306246684166041,0.033926012225065,0.0411914564555511,0.0456824648432096,0.0477031350776401,0.0573423876731374,0.0637483479461567,0.0335916427195,0.0398092706558984,0.0445202371510951,0.995957608056994,0.472995250056677,0.2575794407922,0.999276891012225,0.469702003384821,0.254965400911987,0.0339807264254063,0.0396826174522966,0.0464499440971832,0.04791646790553,0.0574016203481439,0.0649730629093891,0.0338074101670346,0.0413944815987457,0.0454602404988514,22.598,1.69000000000005
"11424-5","light",2000,0.175,1.05539304503187,0.505707853562278,0.186045078393116,1.0840591394859,0.424974084140331,0.267609208847363,1.08411910221948,0.423121559879809,0.267280055204611,0.0345508468953038,0.038135094333409,0.0470607124381719,0.0489420670270882,0.0615844282278643,0.0665400581185831,0.0345715016118415,0.0482605358246575,0.0470246436094659,1.06320889306065,0.466032392756202,0.186988709820213,1.06290547639584,0.463033147386429,0.188715462116452,0.0343329473903884,0.0364331063179695,0.0478398666342634,0.0481471938308465,0.0585979731020906,0.0689881598570178,0.0338389351856092,0.0458576942389983,0.0497396163143267,25.756,2.30899999999997
"11424-6","light",2000,0.1645,1.01219144947871,0.474388461301491,0.209431759533702,1.01843060682511,0.497498974886831,0.251779624727762,1.02109486562913,0.494782947373903,0.250552532584766,0.0343558137074422,0.0464295118860767,0.0460718784590387,0.0480074863464691,0.0673833987511091,0.0645381345262587,0.0335293999965981,0.0487537795009001,0.045169014231494,0.998298600913356,0.529539854215698,0.205012351070796,1.00052300797436,0.529507146459587,0.204286045662092,0.0342705276858184,0.044060767090908,0.0464408217990966,0.0482783726247569,0.0632096989476592,0.0673976272100806,0.0340556008280506,0.0451870894990766,0.0488616598482702,23.4380000000001,1.62800000000004
"11424-7","light",2000,0.1775,0.994620418358692,0.540755194155239,0.265689806671492,1.02603648976366,0.453365219702492,0.328481217290499,1.0272296145666,0.452800927265925,0.32958820992905,0.034787078062726,0.0385217544727925,0.0476587062455274,0.0489295468949652,0.0560801490344011,0.0677907696488481,0.0343454345108271,0.0404500405573005,0.0481685019998279,1.00179995356489,0.512807949286608,0.273956749688083,1.00131330523996,0.5153734931527,0.272603599041337,0.0350429185374078,0.0407432014335389,0.0483957735577562,0.0496637305037085,0.0610603099372089,0.0666435731407812,0.0352158205837148,0.0454067500718396,0.0458669713565149,23.582,1.85500000000002
"11424-8","light",2000,0.1805,0.996468668038283,0.549869725157546,0.23461259702273,1.01257276537261,0.52373625597451,0.30205024109561,1.01433068887435,0.523658576929454,0.297345619103707,0.0343341243196793,0.0443086269667523,0.0465741691237871,0.0486956306140352,0.0692056948381469,0.066667639744306,0.0344944785816331,0.0529400591203966,0.0476708034704377,0.99144931717268,0.554752215175947,0.232207848198015,0.991252545186295,0.553023196943959,0.231384567558586,0.0342107804015594,0.0419755222953415,0.0471776158945341,0.0496290544518599,0.0661184306687513,0.0665542043692817,0.0359590615601655,0.0509365700473885,0.046983608755499,26.004,1.529
"11424-9","light",2000,0.17,0.976725577776764,0.528820462028465,0.298873229287496,0.98406931725798,0.562728034959175,0.338034596387968,0.986493982951773,0.558938969477982,0.337701258992399,0.0345941599995273,0.0471088136071808,0.0473515018763139,0.0491424230354536,0.070339616965878,0.0650822849972725,0.0348853854797404,0.0522188594218885,0.0446145139857694,0.973478843193801,0.557187262583097,0.290906407402581,0.975353296196494,0.554149722597237,0.291740051015079,0.0347643134670018,0.0456047294459527,0.0482238267014461,0.0493318036220465,0.0650048241120482,0.0684425859977587,0.03501889569436,0.0463171189221814,0.0486020189292924,24.8000000000001,1.76300000000003
"11424-10","light",2000,0.174,0.971331035477639,0.469552596705896,0.224408583840377,0.998332050214793,0.430062342646392,0.274017678245303,0.997938509053132,0.428669063261942,0.272446365506299,0.0354522164201118,0.0476381933376236,0.0477130522107866,0.0486901014198181,0.0640916308822162,0.0667186952777738,0.0333688302173355,0.0426533017716144,0.0466218162892925,0.978336401665295,0.465968678427399,0.219608165574093,0.97896414690852,0.464782306521285,0.221664535496679,0.0353343281148619,0.0446813250748687,0.0483896665038441,0.0484146466600873,0.0607243621375284,0.0692789776189834,0.0330873407069304,0.0410093717035965,0.0495313029573865,22.2769999999999,1.44200000000001
