"sim","censoring","n","perc_censored","alpha_fc","beta_fc","gamma_fc","alpha_aq","beta_aq","gamma_aq","se_alpha_aq","se_beta_aq","se_gamma_aq","alpha_tr","beta_tr","gamma_tr","se_alpha_tr","se_beta_tr","se_gamma_tr"
"11426-1","light",500,0.176,1.10598010605398,0.533735510165206,0.121850393014963,1.13881780590093,0.411798905941473,0.122120338573714,0.0693544678043441,0.067084382520126,0.0984448084455143,1.1220653567136,0.467714025496983,0.121037196132317,0.0702177626620972,0.0762785325989739,0.0985101633214793
"11426-2","light",500,0.174,1.01973124452762,0.549182609618625,0.178194959870917,1.06306154773911,0.407468908403435,0.178302126292109,0.0664957630077681,0.0675079568432292,0.0933928516137296,1.03981127544668,0.496679568987951,0.180863625677818,0.0673464291207727,0.0797806009486546,0.092896629324073
"11426-3","light",500,0.162,1.09000055046378,0.423059633087955,0.202900917955893,1.0941563388003,0.397591806565828,0.223479278984217,0.0676824195370339,0.0857851904916823,0.091967036805273,1.07892189274317,0.456946249182076,0.216388587590297,0.0681903969953374,0.0932763269752309,0.0917541678031769
"11426-4","light",500,0.166,1.06739578074733,0.408224183045287,0.212203713474323,1.05198580046676,0.432689143859401,0.187656329185026,0.0683737487885309,0.0666248605780148,0.0985352180023269,1.03868222419367,0.481104308137936,0.186401009209378,0.0689959224638968,0.074207824290245,0.0986214355356236
"11426-5","light",500,0.144,1.03785931736931,0.474811688632717,0.117193482383366,1.06612178285439,0.366547453121157,0.151361485855803,0.0676576366247459,0.0728082380540881,0.09339326815151,1.05061840911849,0.428628171928851,0.148570969265637,0.0687509337387411,0.0867135798541744,0.0937931198822848
"11426-6","light",500,0.198,0.968269843772031,0.62523040732522,0.25062801245389,0.949184594560927,0.607014219420381,0.241158679197058,0.0689448560265373,0.0791589415802078,0.0943919151600854,0.938920435089575,0.640736479439584,0.247360174753069,0.069869334491487,0.085063091496353,0.0944635427317053
"11426-7","light",500,0.188,0.957024414891397,0.549720060617896,0.159766911083296,0.96695100735061,0.473990527143011,0.1621740017562,0.0666907646278835,0.0715997047280084,0.0931194929374804,0.943770674523515,0.565811265194348,0.163941154896042,0.067811351926705,0.0850945446199153,0.0929990357863246
"11426-8","light",500,0.166,0.993399027062934,0.472565523508391,0.369909237709452,1.02132199992253,0.369383017273303,0.392314298454012,0.0686561950628576,0.0758903751834659,0.0945978163518651,1.01240540987086,0.397562250697468,0.392329975887219,0.0692597587459847,0.0810676794419147,0.0945242358468723
"11426-9","light",500,0.144,1.00569367739257,0.455919021388279,0.386479252726606,1.02685759127498,0.369988956991708,0.377342908486964,0.0659598429366548,0.0624969108339066,0.0925695723909976,0.992464427952459,0.491042712506445,0.365765119004529,0.0673306712272566,0.0797242790947434,0.0925837263345651
"11426-10","light",500,0.196,0.963460099773289,0.488565209461638,0.258930087271748,0.94442635740408,0.532154938705531,0.273557958036815,0.0693381348035814,0.0857504105693879,0.0940122729716331,0.933151209005755,0.566383718333763,0.270517095564165,0.0698325909446021,0.0899263490062865,0.0939545761841483
"11426-11","light",500,0.18,1.14914899294306,0.525968214164779,0.107862473083947,1.13158644330663,0.573600508755611,0.0903579254373001,0.0682449269266854,0.0866843675238019,0.0941000338204338,1.12793415285623,0.588553806202033,0.0932703259358095,0.0684275422838572,0.088794886688994,0.0939608882260913
"11426-12","light",500,0.146,1.01057663218318,0.563418820516274,0.181394742842985,1.00492097087028,0.548662945474218,0.20732454142785,0.0704518604215541,0.0855829867599245,0.0955177036287279,0.99807809709338,0.572742487761653,0.208362600630281,0.0708202440199546,0.0891084853975176,0.0954469724708885
"11426-13","light",500,0.17,0.943213251105286,0.526349806605386,0.304162909825216,0.94400258018471,0.549883320447808,0.311293677149196,0.0752389074885913,0.109114226527553,0.099691653248443,0.942995556404371,0.55494527789759,0.315406665817478,0.0756672571077671,0.112236121171206,0.0996884715728597
"11426-14","light",500,0.178,0.911715391935962,0.490329677941737,0.313888383818526,0.912996704887849,0.507876059816435,0.292133247666386,0.0677123412367703,0.0885303860974401,0.0919777039866144,0.902419578289459,0.551700149065052,0.289699488096766,0.0683294594829402,0.096032495215143,0.0920844764273424
"11426-15","light",500,0.18,0.960231398506703,0.471224115033018,0.346123147602453,0.978638144577484,0.399148395047682,0.359835925549788,0.0636282789337533,0.0577653721750723,0.0888606000260876,0.955348287069525,0.473218058752147,0.364865053505867,0.0652482581356045,0.0706972901815176,0.0890679990185558
"11426-16","light",500,0.172,1.01577390672469,0.429408622150423,0.146292484422261,1.06248635352765,0.23950198004633,0.162998460542069,0.0638191542786023,0.0584797955512917,0.089725193357193,1.0384857451722,0.327289213612791,0.1561257479141,0.0648015669630039,0.0730233387704308,0.0893374848509135
"11426-17","light",500,0.136,1.18052828088396,0.503859142538407,0.0143651984038808,1.18731843061558,0.493741259465672,0.0270619505643548,0.0684235360153498,0.0876678577664834,0.0899739924847573,1.17325201441914,0.543051054054918,0.0245729197913036,0.068943339288189,0.0934682137091663,0.0897739435889315
"11426-18","light",500,0.178,1.01901330606244,0.4365982618251,0.273854332046413,1.04489106094503,0.332244150262003,0.280217895756505,0.0612970033957028,0.0643538975836476,0.0889741368516585,1.02210816446825,0.407219989350243,0.273550518717368,0.062112715085468,0.0738808199081635,0.0885395308758
"11426-19","light",500,0.164,1.05768610854529,0.631730138605626,0.16687972507257,1.03789534423528,0.693850979626706,0.168127236252857,0.0669344007926898,0.0937560290053354,0.0918009660883383,1.03586277276824,0.702274643679282,0.16993291123368,0.0670602234543005,0.0949757151747155,0.0917413651814402
"11426-20","light",500,0.166,0.987428309717212,0.521327142202334,0.302212573873902,1.00808719510253,0.46247747564675,0.291226853108131,0.0665481905211381,0.0765782164266769,0.0965539322853634,0.991340545103201,0.532449182281826,0.278752537798911,0.0670633883038611,0.0856043286294259,0.0967384871894171
"11426-21","light",500,0.154,1.03289779928034,0.539678528309487,0.21062262061687,1.05671298337669,0.465292385873203,0.202897383266883,0.0678485623300254,0.0793890763600282,0.0904563244931911,1.04165208826534,0.517971141654001,0.205380399645408,0.0687507876393092,0.0876715842501924,0.0903128467150921
"11426-22","light",500,0.164,0.983769349989815,0.499906774726331,0.176151486256319,0.984978406581504,0.490420128618571,0.180881038723578,0.0661835222383369,0.0835911739041438,0.0898074995964779,0.977254755807798,0.517021992394585,0.180566740380476,0.0668023966736053,0.0887266996645354,0.0898954766651292
"11426-23","light",500,0.17,0.970131058568784,0.543960772020519,0.305984666292525,0.952354250234116,0.608310011177523,0.30083853647195,0.0678640595128897,0.083496373953523,0.0921551891254972,0.941269836362235,0.646811755935416,0.302967592807193,0.0682886711447167,0.0878421422658892,0.0919340239250561
"11426-24","light",500,0.176,1.0897637139371,0.367317170122595,0.14614724157061,1.08272003224474,0.359659109599338,0.147545883853398,0.0677904235897992,0.0757794258777952,0.0918551113015403,1.0583953710192,0.435309548613493,0.144247166904757,0.0690663945686227,0.0868151503044754,0.0915701878748798
"11426-25","light",500,0.192,1.01088258592779,0.443093749787212,0.377373262049596,1.01861296606445,0.420701361956044,0.378808617837233,0.0663466322152652,0.0737029580552985,0.0915233644155324,1.01414855725543,0.434821480818123,0.38160102172518,0.0667186985199237,0.076490104976346,0.091438527673009
"11426-26","light",500,0.17,1.02454646370992,0.464829836411922,0.240762220519855,1.02206049548059,0.467397795854882,0.241638446048651,0.0677881040689076,0.0984816655632186,0.0904943582630936,1.01780567682961,0.485107022041257,0.243415927909888,0.0681583472595579,0.102228336502734,0.0903979011213256
