"sim","censoring","n","perc_censored","alpha_fc","beta_fc","gamma_fc","alpha_aq","beta_aq","gamma_aq","se_alpha_aq","se_beta_aq","se_gamma_aq","alpha_tr","beta_tr","gamma_tr","se_alpha_tr","se_beta_tr","se_gamma_tr"
"11430-1","light",500,0.172,1.00637146185982,0.440527299060734,0.299131544208783,1.01848956976664,0.424918176655999,0.310278443452042,0.100560753217856,0.114060905367816,0.132719772314608,1.01112815264066,0.44236662332319,0.312746574402493,0.100250618842854,0.118598677076234,0.132991819173167
"11430-2","light",500,0.18,1.05103200312376,0.480497813031452,0.207854446178538,1.06498125154627,0.420725510539581,0.194557253173878,0.0922071135107262,0.10089134112216,0.127842003970748,1.04965174084033,0.479238268822731,0.203014791852967,0.0926618962310873,0.1194852946069,0.129442467442311
"11430-3","light",500,0.174,1.0244622231192,0.493976921472216,0.131834317952896,1.03727703422842,0.492446883437617,0.0988058960674357,0.091978442767807,0.139214545628052,0.128233585778612,1.03341514466206,0.520551416320435,0.103543046053232,0.0925664490385832,0.148160703393033,0.128458154766922
"11430-4","light",500,0.168,1.04656118048156,0.561286220093056,0.132525927038595,1.05083804838731,0.517430198322781,0.139969072496759,0.108044640109834,0.11525748615435,0.142251189712533,1.03595898705897,0.580797330894967,0.135623576127334,0.107362683927714,0.12606272505838,0.141852888339202
"11430-5","light",500,0.202,1.17346746440126,0.473126141675945,-0.0442227840977208,1.19702598553503,0.387405774408718,-0.0318641281534475,0.0920283659476771,0.0970835803029981,0.130788275283317,1.1793511923789,0.443150507601458,-0.0189320800061694,0.0933995202172862,0.109776035107301,0.131816803895076
"11430-6","light",500,0.174,1.11702577818286,0.531044960488468,0.26206752707846,1.15576492560507,0.376395082299718,0.289838369450909,0.0901761495252585,0.093322535063769,0.135421965388597,1.1311759696465,0.470966774524332,0.275965376613061,0.0926378555854157,0.10918474063822,0.13582059757728
"11430-7","light",500,0.172,1.00650918774965,0.513621514965888,0.237870549278827,1.01401854788559,0.476189592485483,0.23839580837898,0.102516997183885,0.116728372368389,0.143395159821745,1.01023582911945,0.499910153572634,0.236588663834373,0.103251901728767,0.125623466468337,0.143612668460482
"11430-8","light",500,0.17,1.00385075832374,0.454732882955857,0.311573779869568,1.02109479525612,0.378308647928,0.311169729496227,0.0981255593094512,0.0991311424498268,0.135082099441073,1.01199916349568,0.419189198315042,0.317978637346716,0.099915276161097,0.113923624209228,0.137956410659129
"11430-9","light",500,0.17,0.973043323387261,0.390066291882729,0.362560400470766,0.985798877309305,0.313182326581473,0.364199562302856,0.0930635223614336,0.0880600950029566,0.132824527765631,0.972735538547238,0.374994169841046,0.367228004134329,0.0930291489368643,0.105913349834937,0.131378202477354
"11430-10","light",500,0.18,0.862287590331707,0.562440101009155,0.357329919332568,0.901016238202467,0.446245001803962,0.366723761557299,0.0985651412900603,0.0964650359343668,0.134543937915778,0.892409383236581,0.485695870771868,0.364550372126412,0.102870618439589,0.111846782914113,0.136025184577081
"11430-11","light",500,0.19,1.16037374345424,0.476948265368029,0.166937333532641,1.16243877722553,0.453983022739964,0.181944460672273,0.100170920264198,0.14287032393685,0.12858505401639,1.14171456924702,0.509079770540789,0.178665551283499,0.0994166594218,0.142053644440767,0.125380897937576
"11430-12","light",500,0.164,0.968556857166317,0.452845667357588,0.295422479967612,0.983206187266404,0.377906965693979,0.345772211226742,0.0885372307688158,0.12514650947949,0.129007316599494,0.98605309236735,0.380443894201107,0.344694807245271,0.0884471708802545,0.125768928682873,0.129826556427911
"11430-13","light",500,0.15,1.10323183385103,0.34460462214485,0.289535181270198,1.11511210928172,0.312785742644945,0.292113870424582,0.101063734697991,0.140466250844547,0.130648162286852,1.10878290698393,0.333216406159667,0.291970701315938,0.101914852742799,0.134828200303935,0.13737514541671
"11430-14","light",500,0.168,1.123034216463,0.417167264038645,0.188540150310752,1.11712281806839,0.42004505137603,0.184197068001582,0.0967498358587406,0.126025521269648,0.131542153371594,1.114682833187,0.432231502909804,0.191488984437635,0.09890640275952,0.130691678097647,0.130607642110348
"11430-15","light",500,0.148,0.915934823454319,0.562528844939867,0.350975443031549,0.900534666894159,0.643050424584904,0.358371793171062,0.101876674592458,0.137931561575153,0.141633524345837,0.896872188625704,0.66217538984538,0.36582703662557,0.102703304075389,0.144376376459158,0.140412069784707
"11430-16","light",500,0.164,1.0255002502476,0.582121222556615,0.24538182648991,1.02058386046899,0.551827886999184,0.260251518601241,0.0906874723167302,0.117365691643158,0.124463574511667,1.01804302198592,0.583183712405459,0.256253416168868,0.0932096410016208,0.121294365415377,0.128969952091375
"11430-17","light",500,0.174,0.988248341829732,0.562804231718876,0.315709437055583,0.999080064423758,0.54717606115523,0.308201293940077,0.093871864166877,0.119898571883454,0.127310706465004,0.98612914593083,0.586366100123846,0.31619198397037,0.0950780263758042,0.132948061713322,0.129242520239709
"11430-18","light",500,0.156,0.97150858117955,0.476150432249339,0.34995772353687,0.991124998916493,0.416123767692975,0.348124406980295,0.0961934631723911,0.117129799785433,0.132074591059278,0.986526894806948,0.435800576157809,0.340782242264425,0.0958706148316643,0.118642058589802,0.130125938130643
"11430-19","light",500,0.162,1.14451255721599,0.403331744205127,0.210692209490613,1.14188858711235,0.408612080360647,0.196970804995283,0.0972977162943955,0.108721490477764,0.129077370525901,1.13719912514367,0.449204195018708,0.201424397942086,0.0986025243569272,0.126276996074972,0.128110187068167
"11430-20","light",500,0.174,0.996842837371102,0.530133482204723,0.207387714698186,0.99424522851181,0.526554358780741,0.207600495847369,0.10028790220061,0.122545926109235,0.142670350235273,0.987737255817708,0.569964008997382,0.198276753094111,0.101804238132065,0.137085538301926,0.14053426604051
"11430-21","light",500,0.152,1.06077831280391,0.378648543046073,0.285091416880901,1.0783906892082,0.303704302523352,0.289425997357846,0.0976230939078161,0.106540473371106,0.131076254564024,1.07227408434875,0.325396422140078,0.292876154523024,0.0986537499838877,0.118216138811683,0.132615492968368
"11430-22","light",500,0.16,1.03303880959357,0.572937602810913,0.148697857775242,1.0146899591893,0.668942268786424,0.107932545777898,0.0998715232501212,0.138673210885512,0.137870468274017,1.00866623956563,0.688157776708835,0.110382980402995,0.102192581886048,0.1412321034775,0.137730262364901
"11430-23","light",500,0.156,0.942511559017999,0.634504544651406,0.165998983348298,0.946282560167058,0.621927381616762,0.162442434853492,0.101338075253405,0.117783145711095,0.134073034571913,0.940063926116996,0.642318576350553,0.162125012241165,0.0991143951773909,0.122040470745946,0.135410088743622
"11430-24","light",500,0.152,1.01895445596818,0.646654840083716,0.133235749586229,1.02984040859029,0.629193103350969,0.138749266878825,0.0936499345781282,0.124960594407167,0.134536468885075,1.02017634375743,0.649770663326954,0.143565563934082,0.0943515712861276,0.126868294658517,0.135268356431536
"11430-25","light",500,0.182,1.02679992658918,0.493626715404258,0.176047786223111,1.0363814944359,0.506641955494431,0.154872225255627,0.0999567321982795,0.0933590475553703,0.136853554952092,1.02183191760119,0.571189971123669,0.143871216996696,0.0994256225754363,0.106800645086798,0.1381418926034
"11430-26","light",500,0.18,1.04284552099594,0.493993283675039,0.166609685429744,1.02923024060543,0.524400221573944,0.152309416837388,0.0957599836738812,0.111012567925066,0.132044050085447,1.00707735143994,0.592064904150711,0.154117864093904,0.0967315993493148,0.125819068610643,0.127914816855622
"11430-27","light",500,0.158,1.08249226871641,0.476693106890294,0.180164349327146,1.07581164726585,0.498584296502733,0.151643948916728,0.0971122890696877,0.118096402952995,0.134230371796602,1.06459777881717,0.531149376321264,0.153111822973248,0.101930710657576,0.120336622990816,0.137456576972854
"11430-28","light",500,0.154,1.00656916620141,0.536329099537005,0.208689102900483,1.04332181044408,0.385687211726601,0.21728217831492,0.0917261137193277,0.0854998537290728,0.132641980458665,1.0099002704157,0.512961078239736,0.210531727564361,0.0923830773669452,0.113163939121467,0.131392074512426
"11430-29","light",500,0.168,1.03970732751135,0.520632984458044,0.215359650947876,1.05193839403902,0.455293016649972,0.226251421666125,0.0976822026428561,0.0983483965644108,0.135552680839795,1.0440380042594,0.503476604329794,0.223543708803068,0.0989170567426669,0.109295796518606,0.136322282948401
"11430-30","light",500,0.172,0.950883004546866,0.491079723817215,0.415103970605057,0.937943416953807,0.51225860769923,0.397648254284207,0.100980012100572,0.116232591536371,0.134277715628121,0.931075203978504,0.543092802436917,0.396412206818037,0.102628994394254,0.129045855211649,0.1346810986862
"11430-31","light",500,0.168,1.13704420247611,0.383158296125313,0.0959668850779265,1.14036027025393,0.381078462553048,0.0996987442534541,0.0980887655621596,0.122756206672682,0.130221687606997,1.13640821241025,0.399456586397933,0.1017970141999,0.098494285566082,0.127429336332186,0.13053817775007
"11430-32","light",500,0.176,0.91866788951235,0.524787303618725,0.415806411261694,0.912318238231812,0.568356245852051,0.399385333588861,0.101723385119475,0.140832522879779,0.131757402213492,0.907627848597401,0.578520689283454,0.404196602643758,0.102021284722815,0.146740432552435,0.131789706659891
"11430-33","light",500,0.164,0.89788982152074,0.496523059043397,0.306806819081465,0.925682030924076,0.373287087219872,0.320123443609853,0.0933747930820811,0.0978413002481734,0.127564792606549,0.911411990978941,0.435404673693661,0.32265614661727,0.0959390543722924,0.110541654401126,0.128671130454024
"11430-34","light",500,0.14,0.948210042473028,0.55720730851034,0.338785759892162,0.946775027123466,0.538759559364779,0.35965483617782,0.103145250746243,0.146230649790883,0.132855288590869,0.943258874263103,0.54497514271427,0.362695716192682,0.104378953206266,0.147642329578938,0.131860186311961
"11430-35","light",500,0.194,1.07532131428874,0.54422298446025,0.164777537555401,1.09214871027523,0.471545277077629,0.154125515165335,0.097907996737442,0.136817274720616,0.137411610256382,1.09261841158449,0.489500790982386,0.15312290935847,0.0995720692942014,0.152784973404061,0.136943178002862
"11430-36","light",500,0.182,0.965179777660864,0.548536419937546,0.25509345299651,0.954791788391595,0.574087693269071,0.246807404232375,0.0917870356067432,0.125940808939633,0.133797957441175,0.948746559139992,0.603457649026363,0.243294332849376,0.0910266178769705,0.133566237511218,0.136837307661361
"11430-37","light",500,0.168,1.02143288961203,0.461092944543673,0.149292477467459,1.02060985902099,0.454040702675001,0.153858717930221,0.0855126191676604,0.124282672527848,0.126533352960125,1.01690672797302,0.477320574526166,0.159412737832292,0.0870150150571347,0.136768774259929,0.126277550294141
"11430-38","light",500,0.208,1.01999713876455,0.489047423267708,0.188856213697955,1.01154655578513,0.504129698298932,0.18859994945731,0.101763940194909,0.120983318934254,0.139261150491757,0.999523384007005,0.54695557261798,0.191858182311019,0.103220507795613,0.127396087529761,0.136617062067577
"11430-39","light",500,0.152,1.02861484477768,0.485798814480488,0.228076261777753,1.03532291495915,0.465279610078922,0.228064578328944,0.0936986546783285,0.116223763212986,0.136915290317046,1.01493016982087,0.538079211789296,0.224613844467883,0.0963520700110553,0.132417799180393,0.132882259146743
"11430-40","light",500,0.154,1.06031926675389,0.580383757885382,0.140223675840597,1.09603385552974,0.473829235899096,0.151828069765396,0.0981243235696127,0.138676490814725,0.137820308129771,1.08243319562242,0.528048281135052,0.14365607852266,0.101286567801191,0.147434336360336,0.133516915105177
"11430-41","light",500,0.152,0.915835117438859,0.523929224986214,0.140766183597328,0.89812835870276,0.585128885127219,0.146550914295637,0.0990553435844061,0.14063402509648,0.136444715928637,0.893011590201407,0.598418607928694,0.152780432698444,0.100288675273682,0.152162938432321,0.136975685534857
"11430-42","light",500,0.154,1.06005059781466,0.519646991266474,0.14473169287086,1.07384859416099,0.508203272626361,0.125562261872487,0.0958970134873025,0.117017560701506,0.131879488523525,1.06273120034232,0.554103595336773,0.117184342786681,0.0923654035110813,0.11903604164592,0.132322407469142
"11430-43","light",500,0.148,0.980180220821818,0.412427765195314,0.373899915990872,0.975736812513073,0.436111194885014,0.384215402434819,0.0916029651090888,0.132106137323766,0.121152478744997,0.968883072882026,0.447972995375799,0.389583201382806,0.0898600521920923,0.132929911281328,0.122068559636342
"11430-44","light",500,0.184,0.951143291919993,0.490821198756002,0.341159997314145,0.928522049113672,0.557919306847604,0.335503881271521,0.0977220589580455,0.114797631088656,0.128376654999773,0.927941547706815,0.565616702203745,0.333332457137567,0.0955663863879287,0.114668615589183,0.126198943641118
"11430-45","light",500,0.142,1.02326169524987,0.435241298268706,0.4064112615088,1.00220241638332,0.517230625546301,0.393231510738262,0.0925346414137533,0.115658456802871,0.123143102872094,0.996245050859693,0.540685333432957,0.391646153107821,0.0928370653025077,0.118597472666772,0.125478699190724
"11430-46","light",500,0.156,0.980679727427583,0.597661833368495,0.146217903345147,0.98220809813969,0.587244852759742,0.114913400932992,0.0903062914799693,0.0992902281077646,0.123179484753312,0.943802044063399,0.732508112335269,0.117730094406435,0.0932218016334559,0.125344357480803,0.123957469704669
"11430-47","light",500,0.16,0.964904044989857,0.567461925951538,0.239212169995588,0.995525561986425,0.453376056405151,0.248965912944542,0.0912281231123883,0.110169174674085,0.128447646243809,0.986953476730437,0.494426652073799,0.252459705052911,0.0925032191221521,0.11991324636713,0.132306352734445
"11430-48","light",500,0.198,0.914457803623485,0.597070234780281,0.273117608273309,0.886716548877913,0.680298934921457,0.260136247161017,0.100340091166448,0.131328164831562,0.143680370236277,0.886918622323102,0.694740272802954,0.263074390720148,0.101936616473067,0.131779101113352,0.141992755126403
"11430-49","light",500,0.172,1.07545758539746,0.493070021682916,0.340021490156758,1.08309448679557,0.44631398653773,0.346076913711772,0.092528558622588,0.0947498335279851,0.130349790234742,1.0601305685237,0.514842411211802,0.35037732693099,0.0938493842683336,0.108059084614845,0.127753955278367
"11430-50","light",500,0.164,1.00074126079065,0.509163657704849,0.188066881870465,1.01242471124978,0.481001164183678,0.171559154912885,0.100343690525956,0.110218762628954,0.135890568626823,1.0011080799876,0.517990508778229,0.173176835220785,0.0998643213099606,0.13102953031479,0.139936723819223
"11430-51","light",500,0.174,0.97263787865644,0.547042664509221,0.361478691114287,0.995589392490175,0.488611491063143,0.403090702414412,0.0979402795162388,0.131099619322723,0.136969628894072,0.977689460369342,0.54025909202865,0.40790593573251,0.0974258919663167,0.145118322237532,0.137300542244936
"11430-52","light",500,0.186,1.00327969860065,0.50480416405212,0.237904553398711,1.01625444724905,0.423365617049711,0.253738234654726,0.0984110189415908,0.104402667470641,0.145870961942454,1.00455133355353,0.458322279195866,0.253768937089644,0.0999929256722724,0.115350575485617,0.144310534827634
"11430-53","light",500,0.172,1.09774849556169,0.461693950001566,0.176113907430566,1.11626039834505,0.396983661874067,0.179276676835368,0.0929689310072822,0.127823960564007,0.132321587335012,1.11210034774969,0.412783035544567,0.183955247887055,0.0934992811494273,0.127667918252447,0.129264267394622
"11430-54","light",500,0.17,0.945991704417668,0.410645467377445,0.303441323510017,0.933008585378914,0.434220309093792,0.302590724132664,0.103259233897343,0.128595730722979,0.137111115151694,0.930727429320509,0.446923483532489,0.302917356127744,0.103898290526184,0.133053788533447,0.137614625875698
"11430-55","light",500,0.162,0.994025222545605,0.452493349960607,0.356841978833166,0.99636884123733,0.45947658918965,0.348632742663394,0.093197926735191,0.112355012796873,0.130746733571898,0.988773151987496,0.483192071201969,0.351845484246407,0.0953133874198857,0.11642162038809,0.132523599862124
"11430-56","light",500,0.164,1.03202814238091,0.527459979171104,0.25429519494403,1.0428306723416,0.494020867306504,0.28103261081467,0.0993989806893764,0.127183471446688,0.131267217807145,1.03919616520327,0.502115071767055,0.280700227206788,0.0980491568946486,0.127880861198019,0.130432172672655
"11430-57","light",500,0.164,1.01397061183789,0.294857165902093,0.442713756863928,1.03010644327168,0.246723594583686,0.43482572630737,0.0944486062235368,0.119674838275788,0.127082713444239,1.02231786906571,0.272876293810795,0.440740524858456,0.0968128748500215,0.130719655213524,0.127100291209755
"11430-58","light",500,0.156,1.0160056488362,0.539365816765358,0.205246437367804,1.00529577645254,0.593687120076545,0.201761501243882,0.0942254878004026,0.128490977466035,0.130117440433691,1.00115620375663,0.618629921482323,0.201697509079371,0.0975133680525749,0.134126598927856,0.132638481207157
"11430-59","light",500,0.16,1.03392609387941,0.457845011920588,0.178226755833744,1.02415499627535,0.529676925220495,0.162454976759633,0.102563551083463,0.143519308606846,0.134691329947691,1.01780447721716,0.555311687075191,0.168307489148053,0.103985047602069,0.145400271877132,0.13480636562209
"11430-60","light",500,0.156,0.95373432498692,0.554805850604742,0.313570196174186,0.971785529756766,0.477448935592941,0.332206559945607,0.096951141457996,0.125405743729137,0.130453081374069,0.943755071808388,0.569787998895347,0.329160298584932,0.093520332935381,0.122425961827019,0.128669420852052
"11430-61","light",500,0.156,0.948338889328364,0.474748332551409,0.187051466722116,0.950470486012826,0.478307337495894,0.192768103015488,0.0982832307905635,0.12239020272322,0.130937418675071,0.945951568422356,0.491635921921507,0.196223721302389,0.0999758065480551,0.125719456015806,0.133946973064454
"11430-62","light",500,0.188,1.06482704674723,0.38174048950639,0.216136063956205,1.04339657034776,0.428242531121117,0.213556681219352,0.0958397864469123,0.114698066594082,0.132119825213232,1.04047210783021,0.434612120237219,0.216718252060414,0.0963912414322338,0.116991198480304,0.13337009122047
"11430-63","light",500,0.19,1.03467439079622,0.428348528847312,0.145501406747789,1.08138643441615,0.274870812937941,0.169198742006857,0.0993020701685835,0.110945113614753,0.144646210219569,1.05621015905124,0.366158963011314,0.154545659431979,0.0973512786040688,0.11552505890862,0.142497433616739
"11430-64","light",500,0.142,1.06082726433452,0.469025185035027,0.244896576969939,1.06815735867577,0.413780953661374,0.251773509989666,0.0930585239504674,0.122509006630188,0.131734292220101,1.06577096143769,0.426953933153246,0.252584717226279,0.0926471739741623,0.128320268261868,0.129626897930016
"11430-65","light",500,0.15,1.08205879832782,0.503910235474285,0.223367316115949,1.05579622175053,0.60939254470199,0.210076261876438,0.0933873530956784,0.14083868671706,0.13087484448898,1.05888890255078,0.615845726666329,0.210080286584585,0.0936624374290548,0.146500487753147,0.132318924727671
"11430-66","light",500,0.174,0.975652004880651,0.582639896605704,0.258494107682412,0.991410991545165,0.541307078276668,0.243972709319201,0.0978442436738909,0.133769622586212,0.140631455682751,0.982621163337733,0.564735916799749,0.249158693833924,0.100237632252266,0.142684022754026,0.140988618027097
"11430-67","light",500,0.142,1.00753879789095,0.605572852628591,0.0695210004582421,1.02111388237979,0.596641005048078,0.0779255776067044,0.0935911522982982,0.122655720868672,0.129603806070173,1.01451140820095,0.610018102221738,0.0811119899406684,0.0925732418586561,0.123437969311595,0.130169150851229
"11430-68","light",500,0.152,1.06200869600224,0.451844582637811,0.371023165835507,1.08368181427168,0.40177311229547,0.392508503782669,0.106257864453358,0.124293790554645,0.141199769188984,1.06811760078044,0.431200113483371,0.402385873155831,0.108729473974921,0.133606807774894,0.142805425476102
"11430-69","light",500,0.16,1.00676570879145,0.375938813164239,0.286636186877954,0.990726891697576,0.452029594754076,0.277731380829359,0.092880420637411,0.133353110816656,0.125241335661152,0.985967589785134,0.46487774100543,0.280855294562673,0.0954205999326603,0.143178911323063,0.129611351181264
"11430-70","light",500,0.156,1.08850064303924,0.484970616619036,0.187645286645917,1.11312473835573,0.430236646979302,0.177859532052688,0.0961836243127419,0.100762275622225,0.126392601217316,1.09409808319349,0.506044484737967,0.180665588913288,0.0982031587309562,0.121444724014743,0.128776769588364
"11430-71","light",500,0.158,1.01692836193009,0.452396582588799,0.196526772584759,0.996183927370775,0.518600754789478,0.168957111418001,0.0945842392926246,0.105263404151185,0.130723793181217,0.988361462801494,0.536733824195574,0.175266660347803,0.0989568001280505,0.108780152330617,0.131801310699496
