"sim","censoring","n","perc_censored","alpha_fc","beta_fc","gamma_fc","alpha_aq","beta_aq","gamma_aq","se_alpha_aq","se_beta_aq","se_gamma_aq","alpha_tr","beta_tr","gamma_tr","se_alpha_tr","se_beta_tr","se_gamma_tr","time_aq","conv_msg_aq","time_tr"
11723,"heavy",100,0.49,1.04165045643499,0.557504620423281,0.204042900811758,1.29010628907715,0.387001646460685,0.243307593926612,0.467329978191435,0.296581879024302,0.337119506025564,1.26197351092884,0.407244519959846,0.249318475884049,0.467516476665918,0.296032602568917,0.325721602257234,1.475,NA,0.0109999999999992
11724,"heavy",100,0.48,1.901383238721,-0.0669561069384372,0.443612658549983,2.05120517011364,-0.162786440824308,0.521422083090831,0.496480431296018,0.286049149750419,0.31282032468531,2.07264049104055,-0.175203108446864,0.511428303661454,0.543095920845333,0.319889672781812,0.304268388699015,1.272,NA,0.0110000000000001
11725,"heavy",100,0.46,0.796890375712699,0.573033578396821,0.598244792813158,0.642784616386528,0.669035668968358,0.497272724239199,0.685255649215838,0.424359678404404,0.38272276531852,0.618153991170836,0.687593091270811,0.508634603391163,0.695570876117942,0.437606852634729,0.374203570266849,1.591,NA,0.00999999999999979
11726,"heavy",100,0.52,0.346385525888384,0.905227845018152,0.0774839314729042,0.350059603039914,0.820899171855375,0.165608029474727,0.649135533879864,0.353077733520429,0.313054442401044,0.321746010982011,0.848703857191032,0.15222280671063,0.647978194925223,0.354032855880323,0.309291030103637,1.474,NA,0.0120000000000005
11727,"heavy",100,0.47,0.550857739879582,0.715734067474089,0.148647163302754,0.445051505817018,0.827506856547844,0.0410303205757691,0.53091537631531,0.358475843804301,0.340490188804867,0.421032539537739,0.845884981593464,0.0609758647249016,0.536432807120222,0.367280204013975,0.34335132281684,1.449,NA,0.0100000000000016
11728,"heavy",100,0.55,0.534326629233545,0.696863150724949,0.383115015384398,0.499064685381685,0.66852475026856,0.401314980121686,0.684490353587893,0.387233379634294,0.343636335185561,0.455180376171239,0.700852626760709,0.395303237708772,0.694237419907188,0.401289470311876,0.34527116895421,1.675,NA,0.0119999999999969
11729,"heavy",100,0.62,0.630255320770631,0.845632105929681,-0.332544176070929,0.485245175021822,0.882740626203757,-0.368233657639548,0.801034439124557,0.420942791588599,0.347825585412727,0.481622790151385,0.888099345495763,-0.294553120283664,0.847686845847229,0.449016032902034,0.33421424057454,1.379,NA,0.0110000000000028
11730,"heavy",100,0.47,0.506864287014073,0.926019556160579,-0.197689118708053,0.458985810576736,0.989698765453677,-0.190580117264189,0.560941179197196,0.378081087856663,0.366618989808828,0.423852105349878,1.0263650675422,-0.188807904347497,0.563869457701901,0.381894006771943,0.356813735981366,1.355,NA,0.0109999999999992
11731,"heavy",100,0.54,1.8374514678507,0.150959439832701,0.0697061299380795,1.90583963897596,0.10015538304505,0.078124301437549,0.632654797274679,0.361145069211829,0.38642290410596,1.88224982209254,0.126104420247723,0.0683318571405775,0.684316294831068,0.400356193307551,0.398776019448541,1.592,NA,0.0120000000000005
11732,"heavy",100,0.47,0.668634170860081,0.686201766077033,0.289630986688775,0.834423315308641,0.567821763955798,0.31528438945203,0.637075022401199,0.366426467395712,0.313827522242951,0.798525956467711,0.590450569775343,0.305694154104763,0.643314431120663,0.370019867235105,0.3095577370654,1.48,NA,0.0109999999999992
