"sim","censoring","n","subdivisions","perc_censored","alpha_extrap","beta_extrap","gamma_extrap","se_alpha_extrap","se_beta_extrap","se_gamma_extrap","time_extrap","time_extrap_no"
"11422-1","extra_heavy",100,200,0.79,1.06357620840909,0.016527335796757,0.325989767702134,0.338574204358916,0.0362466809020398,0.306519479589068,0.822000000000003,NA
"11422-2","extra_heavy",100,200,0.76,1.09236070404923,0.198942763597053,0.196779705916909,0.23115900300938,0.238882937106798,0.475142104990973,0.908000000000001,NA
"11422-3","extra_heavy",100,200,0.91,1.10128397786484,-3.2072615302827e-05,0.725003479241146,0.351355447626972,5.76298076931902e-05,0.373833896849477,1.152,NA
"11422-4","extra_heavy",100,200,0.86,1.12155362333619,0.0111734112168666,-0.0535232418882439,0.23082367559996,0.0495679769244175,0.809217324598475,0.906999999999996,NA
"11422-5","extra_heavy",100,200,0.76,1.35062101613572,0.703944348289796,-0.0156438757771336,0.300448769951697,1.21294103533982,0.332496773392404,1.31700000000001,NA
"11422-6","extra_heavy",100,200,0.82,1.08697836955937,0.00274208372593647,0.0701273357804681,0.298187116185212,0.00336705722437929,0.327314590165514,0.75,NA
"11422-7","extra_heavy",100,200,0.79,0.755422216330958,0.862336157927009,0.167902592070185,0.284222000823646,0.520713374909673,0.314523367204702,0.975999999999999,NA
"11422-8","extra_heavy",100,200,0.82,1.23240561148693,-0.178176084703293,0.763082945465657,0.222965361792532,0.133215118359682,0.407637562123225,0.924999999999997,NA
"11422-9","extra_heavy",100,200,0.81,0.861645791233513,0.164716791786944,0.499685726806143,0.395707224446691,2.30251219094702,0.298623769273534,1.093,NA
"11422-10","extra_heavy",100,200,0.88,1.19554835241355,0.0444864761299222,-0.483374950251761,0.284463904011862,0.0356947044614606,0.486512392138369,0.757999999999996,NA
"11422-11","extra_heavy",100,200,0.8,1.01203265526919,0.436333030830925,0.261698720755379,0.276088960978199,0.286058912422887,0.302300275575841,1.108,NA
"11422-12","extra_heavy",100,200,0.8,0.801788232938204,0.17239909256125,0.528484172284785,0.307773781889073,0.399694707278931,0.327358862627435,1.13200000000001,NA
"11422-13","extra_heavy",100,200,0.8,1.30427625880974,0.216958786096774,-0.322520359239186,0.222441079348873,0.195282964896805,0.568590227615201,1.00800000000001,NA
"11422-14","extra_heavy",100,200,0.81,1.05925534963411,0.205492580055698,-0.0704873076430878,0.213828665933082,0.156194393315942,0.455110126917064,1.03900000000002,NA
"11422-15","extra_heavy",100,200,0.79,0.711558855010009,1.27238853060138,0.0665292359711789,0.254515242637109,1.34439066896426,0.440481976943157,1.24600000000001,NA
"11422-16","extra_heavy",100,200,0.85,0.928500986600716,0.110692211712991,0.415343017501439,0.312131374372959,0.145923237759862,0.352907942554404,0.878999999999991,NA
"11422-17","extra_heavy",100,200,0.81,1.00701843541045,0.00153477346603271,0.424239144117609,0.311091071648148,0.0040359114280826,0.323474939824274,0.721000000000004,NA
"11422-18","extra_heavy",100,200,0.82,1.09956673398557,0.0769664205667113,-0.093724525254601,0.238769014418474,0.0836777193211099,0.434471431472811,0.783999999999992,NA
"11422-19","extra_heavy",100,200,0.78,1.03970018248411,0.802173379413722,0.0809220294986036,0.263435159825255,0.788520954459012,0.318138819128615,0.975999999999999,NA
"11422-20","extra_heavy",100,200,0.79,1.01205664832329,0.959168889057805,0.134372259935431,0.326325512703587,0.885213946374825,0.294274827096036,1.042,NA
"11422-21","extra_heavy",100,200,0.84,1.0625590297087,0.756430559091177,0.301721497870974,0.306816050188218,1.95896510672714,0.471492286333492,1.23400000000001,NA
"11422-22","extra_heavy",100,200,0.79,0.931997413201021,0.384198402801192,-0.222069282428183,0.258366217600855,0.268554974816761,0.515023946140228,1.03799999999998,NA
"11422-23","extra_heavy",100,200,0.83,1.44136149320778,-0.00371930284546043,0.161238208668053,0.267431232621422,0.0472456831792407,0.295894653979117,0.861999999999995,NA
"11422-24","extra_heavy",100,200,0.89,1.288904631457,0.000617982407872373,-0.680363208129867,0.222634708285523,0.00047466356985942,0.751255664326584,0.933999999999997,NA
"11422-25","extra_heavy",100,200,0.85,1.01209106958698,0.0832424097829586,0.701868088151095,0.345526537967766,0.13725733970375,0.311843589396048,0.893000000000001,NA
"11422-26","extra_heavy",100,200,0.87,1.10039579247935,1.32347028373873,0.147949982867159,0.335252809627792,2.44154941721677,0.612471662673453,1.10599999999999,NA
"11422-27","extra_heavy",100,200,0.79,1.08763864283719,0.190198649037647,0.259875418142308,0.30522732643147,0.363433179988307,0.364169540342352,0.867999999999995,NA
"11422-28","extra_heavy",100,200,0.8,1.1690347492793,-0.00617547525212227,0.591375450844623,0.215530514947136,0.0157382824248263,0.512941535105516,0.816000000000003,NA
"11422-29","extra_heavy",100,200,0.78,1.07886750076309,0.909187098170448,0.240847800494731,0.277016912468517,1.32967324242309,0.266101213663532,1.07400000000001,NA
"11422-30","extra_heavy",100,200,0.8,0.791913329719964,0.181483286537022,-0.116055859983261,0.237397338684227,0.186464388414337,0.807485084196432,0.792000000000002,NA
