"sim","censoring","n","subdivisions","perc_censored","alpha_extrap","beta_extrap","gamma_extrap","se_alpha_extrap","se_beta_extrap","se_gamma_extrap","time_extrap","time_extrap_no"
"11436-1","light",100,200,0.13,1.31070842207125,0.205832000019534,0.269885665904576,0.23687789580558,0.241267225313198,0.324398876953518,0.77200000000002,NA
"11436-2","light",100,200,0.14,1.01971357459137,0.434241684565542,0.189000369190267,0.210796705222749,0.274243549356819,0.273398993288274,1.02800000000002,NA
"11436-3","light",100,200,0.17,0.842898634526985,0.283433645323035,0.481687888328958,0.222676283970205,0.24011313167611,0.286140841221732,1.41999999999999,NA
"11436-4","light",100,200,0.23,1.19401329414022,0.183089494915844,0.438546514043041,0.193643049096761,0.188344556051072,0.276195029331137,1.804,NA
"11436-5","light",100,200,0.21,1.00602768403221,0.339229980262433,0.48638207414422,0.210186384188614,0.16990318140496,0.306121906863503,0.814999999999998,NA
"11436-6","light",100,200,0.16,1.08315182661494,0.162719514164366,0.459541897576551,0.205092684236913,0.280647728938454,0.273285295714419,1.28500000000003,NA
"11436-7","light",100,200,0.21,0.971338268628774,0.263861717784811,0.541927176126874,0.194855190129069,0.232707141509335,0.277696672042928,1.27500000000001,NA
"11436-8","light",100,200,0.17,1.13232837150972,0.372297513494096,0.162700351670913,0.227663059266598,0.185240433294547,0.289759759639409,1.25299999999999,NA
"11436-9","light",100,200,0.16,1.14844976769259,0.518711797899554,0.0827457677082537,0.23229970818999,0.244137802479759,0.287209298319919,1.23499999999999,NA
"11436-10","light",100,200,0.18,1.3205101500642,0.380943369671162,-0.153015605754395,0.212876365077345,0.318209486461932,0.29213588356652,1.56899999999999,NA
"11436-11","light",100,200,0.16,1.02436180713672,0.569139096827201,0.0797757366616742,0.204323143891084,0.301429846674967,0.273796055734985,1.14600000000002,NA
"11436-12","light",100,200,0.2,1.02916712406739,0.243255765343807,0.423620640979935,0.187868911504267,0.233366259456615,0.279907750955336,1.02199999999999,NA
"11436-13","light",100,200,0.21,0.999437379411475,0.827305989928702,-0.0686094682460743,0.239361847487787,0.625795948555464,0.309803967649371,1.30800000000002,NA
"11436-14","light",100,200,0.2,0.780916164745052,0.496046088168534,0.502810748393589,0.223604662385888,0.212447073383832,0.289962395219153,1.19499999999999,NA
"11436-15","light",100,200,0.21,1.07034329452901,0.501821759909717,0.245298443102105,0.206561957831317,0.210931744298941,0.286345627336701,1.661,NA
"11436-16","light",100,200,0.2,1.09811295476272,0.315342290501417,-0.230355921347388,0.19546223761218,0.208410644717873,0.313329063335454,1.16999999999999,NA
"11436-17","light",100,200,0.2,1.15071477062962,0.185928990696818,0.275854008236606,0.205295937680558,0.191714627267734,0.28487953570617,1.089,NA
"11436-18","light",100,200,0.11,1.09444523113486,0.675473162222997,-0.00290388828238955,0.210324939549572,0.355893624575196,0.291492686150002,0.980000000000018,NA
"11436-19","light",100,200,0.15,1.00361930550984,0.64781909414883,0.230834799890352,0.212337241029797,0.222021918644201,0.292162179153261,1.25999999999999,NA
"11436-20","light",100,200,0.15,1.20139166500514,0.180810159732416,-0.141213317529081,0.218973330010337,0.139066208340359,0.297813092618655,0.842999999999989,NA
"11436-21","light",100,200,0.18,0.86794894437999,0.688704675038347,0.0717427808466391,0.195896788510521,0.270853363832986,0.243909287702824,1.66200000000001,NA
"11436-22","light",100,200,0.2,0.926089512517315,0.496280446078868,0.564680220310714,0.183525408607578,0.26873366203891,0.277338443447591,1.31400000000002,NA
"11436-23","light",100,200,0.15,1.11393962996469,0.514652354928394,-0.0235054656176675,0.235658227326554,0.302656352146296,0.354268238654408,0.98599999999999,NA
"11436-24","light",100,200,0.19,1.24601290035822,0.412310438565588,0.153622372338428,0.221336628934474,0.218971622435725,0.303164098967295,1.34899999999999,NA
"11436-25","light",100,200,0.17,0.954148089003009,0.415812220459677,0.422044584534583,0.198618233321746,0.271768109373349,0.303319764321313,1.23499999999999,NA
"11436-26","light",100,200,0.19,0.869342617545235,0.72511297193565,0.424665256128416,0.24758895549208,0.346049814182472,0.326321578577821,0.984999999999985,NA
