"sim","censoring","n","subdivisions","perc_censored","alpha_extrap","beta_extrap","gamma_extrap","se_alpha_extrap","se_beta_extrap","se_gamma_extrap","time_extrap","time_extrap_no"
"11434-1","extra_heavy",100,100,0.83,1.13631485285395,0.0453643434052804,0.0576888267509663,0.256407064149653,0.0508685221396133,0.357552480196923,0.912,NA
"11434-2","extra_heavy",100,100,0.84,1.21393260816842,0.0259922305999383,0.370239474935635,0.267394275329095,0.380977795042479,0.458048465066576,1.097,NA
"11434-3","extra_heavy",100,100,0.84,1.17875764526443,0.0377206917240844,0.22034706144667,0.394787357289453,0.257988371640734,0.286318788473024,0.956,NA
"11434-4","extra_heavy",100,100,0.78,1.00257587349549,0.0191681925790101,0.127548076284877,0.254566754778627,0.255828674048172,0.681469791794156,0.934,NA
"11434-5","extra_heavy",100,100,0.82,0.85723817586287,0.133358910580226,-0.196249248779779,0.26979382483651,0.0780026883946405,0.409395512611843,0.886000000000001,NA
"11434-6","extra_heavy",100,100,0.9,1.40682303393555,-0.00634882080841036,0.321315310860936,0.202540010776478,0.0657283389683086,0.656662490260468,0.885,NA
"11434-7","extra_heavy",100,100,0.84,1.51110955117363,-0.00128458074648602,0.116641390884814,0.613375734296395,0.0030103656956918,0.563025774763784,0.816000000000001,NA
"11434-8","extra_heavy",100,100,0.84,1.01279806547767,0.000528990131252583,0.237286377970563,0.206748052502189,0.00152631806613558,1.29135115856998,0.846,NA
"11434-9","extra_heavy",100,100,0.84,0.955546147886344,0.0670006750483391,0.228386699111926,0.477527851634121,0.0867867467319214,0.383163291759379,0.876999999999999,NA
"11434-10","extra_heavy",100,100,0.79,0.974210060329651,2.12497227534161,-0.218984592863777,0.325494772075074,2.16050741245707,0.773647367362313,1.219,NA
"11434-11","extra_heavy",100,100,0.85,1.0443920191385,-0.0224928209707813,0.475283796545158,0.315680099674846,0.0887032988039421,0.393771462649637,0.839,NA
"11434-12","extra_heavy",100,100,0.79,1.36605498839956,0.120442545677924,0.106426630393545,0.276208088336645,0.407577785062514,0.281468388503382,1.057,NA
"11434-13","extra_heavy",100,100,0.82,1.25043878720415,0.145496565364272,0.27478130102485,0.288636691605117,0.267166790862353,0.499611662241759,0.974,NA
"11434-14","extra_heavy",100,100,0.81,1.14674972705069,0.00475918660062473,0.424262589949312,0.198348332548872,0.156671429861538,0.52099294567708,0.946999999999999,NA
"11434-15","extra_heavy",100,100,0.81,0.773078947063428,1.15924811787773,0.177187129588412,0.323811361000603,0.813643106443069,0.356756816896027,1.05,NA
"11434-16","extra_heavy",100,100,0.87,0.173364390910418,0.00110906294102308,0.766103576577348,0.538088106439251,0.00073788156207848,0.365166810040251,1.005,NA
"11434-17","extra_heavy",100,100,0.75,1.37434237570345,0.00660545040021667,0.352028215059012,0.24026675190754,0.11886857682561,0.302641555698614,0.950000000000003,NA
"11434-18","extra_heavy",100,100,0.81,0.873136245852026,0.210273520410949,0.581391688337029,0.385704074754606,0.423453111768738,0.307227210723952,1.054,NA
"11434-19","extra_heavy",100,100,0.79,0.673119485598942,1.21587813170963,0.371568584247479,0.314161635586618,0.885305011385631,0.275803312130012,1.042,NA
"11434-20","extra_heavy",100,100,0.87,0.886334582337087,4.36616969445212,0.482526389720139,0.274245946843899,3.74388375022508,0.312696640315169,0.954000000000001,NA
"11434-21","extra_heavy",100,100,0.83,0.763034409597148,2.16758601298559,0.129680472696852,0.274727179514288,1.33327633589668,0.336465528402302,1.232,NA
"11434-22","extra_heavy",100,100,0.87,1.08040787061545,0.076754537818857,0.218495635008108,0.251705601141529,0.308780217323544,0.429058828506723,1.005,NA
"11434-23","extra_heavy",100,100,0.8,1.28261901915268,-0.048391577630984,0.498183122576997,0.262172940319596,0.0757197897170507,0.350438321692161,0.852,NA
"11434-24","extra_heavy",100,100,0.82,1.10080824185354,0.000432761895502663,0.675558974586581,0.509061784124921,0.0327974501727834,0.4465226486296,0.818000000000001,NA
"11434-25","extra_heavy",100,100,0.78,1.01659614812655,0.190265828911996,-0.184476908756496,0.238678308955295,0.141018912023176,0.599672524126585,0.847999999999999,NA
"11434-26","extra_heavy",100,100,0.81,0.941127096535112,0.000553328875286138,-0.500398589512229,0.20413480364574,0.00069434984772846,1.52939984121518,0.863999999999997,NA
"11434-27","extra_heavy",100,100,0.79,0.952369805901759,0.0903679109402115,-0.696686626238809,0.215183286670372,0.0495274315587071,0.687731638957164,0.844000000000001,NA
"11434-28","extra_heavy",100,100,0.89,1.13444942121223,2.19071898613658,0.240274704938209,0.241596634467564,3.91607172685555,0.333464400722816,0.957999999999998,NA
"11434-29","extra_heavy",100,100,0.84,0.865525457534117,1.63277941784455,0.252575929211817,0.350284093488116,2.29851820359564,0.49682277965291,1.172,NA
"11434-30","extra_heavy",100,100,0.85,1.071577605325,0.168837984704588,0.420446521824943,0.211615929067669,0.823231746525964,0.368802481878935,1.069,NA
"11434-31","extra_heavy",100,100,0.85,1.0697628243111,0.0809218200223858,0.140394998201999,0.376044063278983,0.454094794856891,0.299418175640052,1.057,NA
"11434-32","extra_heavy",100,100,0.77,1.03100145756022,0.0388634306079555,0.694366030818416,0.27894893213353,0.0538362474949336,0.28772214196437,0.812999999999995,NA
"11434-33","extra_heavy",100,100,0.79,1.2654489754377,0.00154213314119263,-0.480155847134589,0.220264598628887,0.00193912275278518,0.56961035509468,0.815000000000005,NA
"11434-34","extra_heavy",100,100,0.8,1.09273122608228,0.068203336012594,0.365154276384661,0.289826896564563,0.558472166866685,0.352809020785995,1.003,NA
"11434-35","extra_heavy",100,100,0.8,0.970696200646424,0.226387020492545,0.226004111459589,0.205375222626901,0.298288809163452,0.650526131961485,1.001,NA
"11434-36","extra_heavy",100,100,0.87,1.09272252677881,0.0011069425807667,0.325226922061107,0.463491660022788,0.00553497555512803,0.303824771723762,0.806000000000004,NA
"11434-37","extra_heavy",100,100,0.84,1.07106358503807,0.0575929282657581,-0.125808398394764,0.284078479382502,0.074158834849937,0.515911957322572,0.823,NA
"11434-38","extra_heavy",100,100,0.84,1.23380386202271,0.61902584578996,-0.0508732952290778,0.268642274444928,0.551583724000591,0.533032779065436,1.046,NA
"11434-39","extra_heavy",100,100,0.82,0.910954870682985,1.11648067901768,0.395538262501691,0.38057447200672,1.517464815988,0.281934007381162,1.071,NA
"11434-40","extra_heavy",100,100,0.88,1.24159264551965,0.0101339275188926,0.106862751912272,0.41915570392619,0.0529967547377366,0.263036203844796,0.837000000000003,NA
"11434-41","extra_heavy",100,100,0.85,1.21109256404314,4.68908661431714e-06,0.641085479651083,0.205455706534282,3.87689202153087e-05,0.559392542510979,1.05399999999999,NA
"11434-42","extra_heavy",100,100,0.85,0.994352369084982,0.882164493105948,0.15821566366327,0.333495584930454,0.768122069191263,0.295259086356081,1.064,NA
"11434-43","extra_heavy",100,100,0.81,1.18047801975974,0.961204785716187,-0.564972304714954,0.256004614217312,0.762584088669893,0.550018825160228,1.148,NA
"11434-44","extra_heavy",100,100,0.85,1.12626599081153,0.221517992507439,-0.356116099681077,0.215004772715266,0.15243561284753,0.526815849582225,0.877000000000002,NA
"11434-45","extra_heavy",100,100,0.81,1.07268274217076,0.0819040229513868,-0.389838833681852,0.261739832807353,0.0642474439908838,0.46380355421003,1.013,NA
"11434-46","extra_heavy",100,100,0.77,0.844212223386609,0.60850871725153,0.0441219383342282,0.203458648169155,0.214268080222695,0.308809157770518,1.001,NA
"11434-47","extra_heavy",100,100,0.82,1.17087089791825,0.215739868762431,0.408956527864532,0.263789862666552,1.28997654933578,0.431065526515035,1.244,NA
"11434-48","extra_heavy",100,100,0.73,1.35139452842195,-0.0360641951647969,0.339764610809445,0.222554555545155,0.240402505243734,0.409590889195742,0.93,NA
"11434-49","extra_heavy",100,100,0.82,1.0405763584887,-0.0317112484438117,0.754768448028545,0.225391035724083,0.2084286209048,0.71309911007705,0.964999999999996,NA
"11434-50","extra_heavy",100,100,0.77,1.14732091003373,0.314625246930652,-0.00898145014213315,0.226601474835419,0.507812623076024,0.472373681393173,1.11,NA
