"sim","censoring","n","subdivisions","perc_censored","alpha_extrap","beta_extrap","gamma_extrap","se_alpha_extrap","se_beta_extrap","se_gamma_extrap","time_extrap","time_extrap_no"
"11440-1","light",500,500,0.158,0.918294093891523,0.568313532741652,0.316587243240546,0.0957790760619622,0.100030161749571,0.137013703010021,7.70600000000002,NA
"11440-2","light",500,500,0.198,0.958239248806368,0.453118440304871,0.212440178950528,0.0992505046692445,0.0916367998678712,0.133203644179715,8.39600000000002,NA
"11440-3","light",500,500,0.164,1.00453608184447,0.383202927301613,0.227674647035013,0.102512306691745,0.110975168708137,0.130783314851883,6.21100000000001,NA
"11440-4","light",500,500,0.158,1.04967724339607,0.393105215492902,0.131577569801105,0.0882936490822421,0.0966534867949959,0.130755657831783,7.46600000000001,NA
"11440-5","light",500,500,0.156,0.904374065165299,0.55897579778377,0.329545572226649,0.0920795168951004,0.096024585416282,0.12975291607996,5.94299999999998,NA
"11440-6","light",500,500,0.152,1.01485681643942,0.521553390442409,0.123671209692338,0.109724929683929,0.15377443239796,0.136520931342165,6.89699999999999,NA
"11440-7","light",500,500,0.17,1.03755785341042,0.611143970724713,0.055229599609066,0.0883476762178043,0.121641720031581,0.121593831268645,6.721,NA
"11440-8","light",500,500,0.172,1.07552720509196,0.487989619345809,0.231630432517656,0.103887849355948,0.110720311707087,0.144161134942387,7.19899999999998,NA
"11440-9","light",500,500,0.182,0.900538761763416,0.428924965975801,0.46868622600845,0.0961285516679504,0.0955176240382037,0.137776297374781,9.98100000000002,NA
"11440-10","light",500,500,0.164,0.987780606318508,0.3645407472247,0.364554890814546,0.0924983178169281,0.123761618080832,0.131015537750646,6.983,NA
"11440-11","light",500,500,0.174,0.935968045751157,0.451375494990748,0.242151573953784,0.0969249139059922,0.111911737070989,0.132880184792184,7.79000000000002,NA
"11440-12","light",500,500,0.164,1.11167468918452,0.316227496312868,0.219404278149299,0.0948048144786934,0.0768243151769857,0.132896144453298,7.02099999999999,NA
"11440-13","light",500,500,0.168,0.822025784055879,0.61928388743687,0.360813882783052,0.0966382874992203,0.113294621143239,0.132103718015433,7.77199999999999,NA
"11440-14","light",500,500,0.164,0.923412689457815,0.496228692261301,0.230039507593848,0.0922062828116193,0.126390999037749,0.134219823522693,7.31399999999996,NA
"11440-15","light",500,500,0.208,1.00107586540866,0.58034353207083,0.290639733979524,0.0948747306435619,0.111387745034301,0.134737215866817,10.11,NA
"11440-16","light",500,500,0.182,0.859695153412123,0.677995573235252,0.161095448637538,0.0955790116783666,0.123629512866966,0.133219456740308,7.96800000000002,NA
"11440-17","light",500,500,0.168,0.896597575317483,0.653065707478278,0.214388830949011,0.0948828876993714,0.149298841413289,0.132699618609468,6.53699999999998,NA
"11440-18","light",500,500,0.15,1.0167831149539,0.425183754592615,0.180456989488407,0.0987176674805678,0.114332207743697,0.132906697113713,6.61899999999997,NA
"11440-19","light",500,500,0.168,1.16126077603327,0.397146555889499,0.215607044902109,0.0985157802612336,0.137695887979098,0.129393810019154,7.07900000000001,NA
"11440-20","light",500,500,0.164,1.01928267427016,0.537391341148627,0.121340215976999,0.0984906115629208,0.0908033527648177,0.139348679722745,6.60699999999997,NA
"11440-21","light",500,500,0.166,1.04688649708207,0.473793334103692,0.1238778718087,0.0972870489005698,0.0888893825566556,0.136478494150915,7.41199999999998,NA
