"sim","censoring","n","subdivisions","perc_censored","alpha_extrap","beta_extrap","gamma_extrap","se_alpha_extrap","se_beta_extrap","se_gamma_extrap","time_extrap","time_extrap_no"
"11430-1","light",500,500,0.172,1.01958898571831,0.423912351233092,0.312647635867616,0.0994894589395107,0.114057462221288,0.131201751223415,7.66900000000001,NA
"11430-2","light",500,500,0.152,1.01407145929081,0.72352882325361,0.172279720355214,0.0967561770869083,0.147314033495305,0.136107702029704,5.22600000000003,NA
"11430-3","light",500,500,0.172,0.94746806626365,0.697051629145714,0.277817731694084,0.0916635393835282,0.155845868530188,0.130190597413244,6.30200000000002,NA
"11430-4","light",500,500,0.176,0.939378896502719,0.483585831918684,0.325024915459331,0.0965232834743716,0.118639737215351,0.13871194239364,7.46299999999999,NA
"11430-5","light",500,500,0.168,1.00573559965848,0.446822917813369,0.305954948484402,0.104374308131122,0.106630841820906,0.135727673383425,7.345,NA
"11430-6","light",500,500,0.2,1.10058647333257,0.572659462115361,-0.0309080609638408,0.100962900057286,0.106859247970741,0.141279018962916,8.977,NA
"11430-7","light",500,500,0.156,1.11401198595424,0.362242871819371,0.165518003132457,0.0955981616082755,0.112413678844168,0.131115503502555,4.85900000000001,NA
"11430-8","light",500,500,0.182,1.0048881892851,0.58335841565824,0.144092506460084,0.106099034367439,0.13079030301745,0.135448433151244,6.065,NA
"11430-9","light",500,500,0.148,0.947478077331495,0.420208209210429,0.292182416292932,0.0981327901083527,0.115886542303881,0.132421549393712,6.79999999999998,NA
"11430-10","light",500,500,0.182,1.01191422234354,0.458798275760747,0.251922121968982,0.0955415112622318,0.126624780208294,0.130149633454394,8.22200000000001,NA
"11430-11","light",500,500,0.172,0.905907347775695,0.541800346915651,0.396685427659347,0.100166663537654,0.126585371227162,0.135540522427736,7.501,NA
"11430-12","light",500,500,0.162,1.02440865100211,0.500849416629673,0.191338381819233,0.0917716878608569,0.119556466759221,0.125540875695832,7.333,NA
