"sim","censoring","n","subdivisions","perc_censored","alpha_extrap","beta_extrap","gamma_extrap","se_alpha_extrap","se_beta_extrap","se_gamma_extrap","time_extrap","time_extrap_no"
"11433-1","heavy",500,500,0.48,1.0276977151214,0.520575375523659,0.173405445080516,0.100943892159374,0.233104148902237,0.126928969297884,12.098,NA
"11433-2","heavy",500,500,0.476,0.964173693396538,0.638403670424919,0.299966965891823,0.11820647196387,0.242893499338538,0.131466606722165,13.58,NA
"11433-3","heavy",500,500,0.522,0.940716824143893,0.455600260514333,0.396581200349572,0.101245999742157,0.200977732910334,0.129805442266617,11.477,NA
"11433-4","heavy",500,500,0.49,1.01650276604545,0.587063315548993,0.327320184656211,0.111983343568791,0.274519134402827,0.148506160566592,9.93799999999999,NA
"11433-5","heavy",500,500,0.492,0.977748652795899,0.481957803821827,0.295472148543054,0.110176799544549,0.187703180032419,0.131506833943952,14.436,NA
"11433-6","heavy",500,500,0.492,0.912410120455521,0.769184994723591,0.303306607568289,0.109616385353683,0.25032518236443,0.132507181948261,11.637,NA
"11433-7","heavy",500,500,0.484,1.00471023839937,0.288273094269879,0.341758834386046,0.102764584390734,0.183378104660101,0.14388498063867,11.809,NA
"11433-8","heavy",500,500,0.46,1.00371306064997,0.523789829404851,0.222600522106079,0.115039468609807,0.190871091856421,0.136344106920217,11.788,NA
"11433-9","heavy",500,500,0.458,0.88860043879871,0.645994156966239,0.319706736040155,0.106553094640796,0.214074717239784,0.12835343914434,11.32,NA
"11433-10","heavy",500,500,0.484,1.10616318949076,0.440748704621863,0.166874142199107,0.102411683827043,0.160338979881463,0.137418725098531,12.792,NA
"11433-11","heavy",500,500,0.486,0.921754321914656,0.992183671420969,0.211224972032206,0.101088201526433,0.240936076455311,0.145866258763202,11.102,NA
"11433-12","heavy",500,500,0.464,0.998633610095649,0.476601632637253,0.226204341990983,0.0942525595149329,0.139654951838699,0.144015068170693,9.54399999999998,NA
"11433-13","heavy",500,500,0.478,0.949767513458341,0.581996292265859,0.228999251590407,0.103150660237278,0.154526892252321,0.133370255795878,8.38200000000001,NA
"11433-14","heavy",500,500,0.474,1.0886389092294,0.266815440829737,0.20529648579701,0.0945102228075209,0.144744172369109,0.138372392709152,9.91800000000001,NA
