"sim","censoring","n","subdivisions","perc_censored","alpha_extrap","beta_extrap","gamma_extrap","se_alpha_extrap","se_beta_extrap","se_gamma_extrap","time_extrap","time_extrap_no"
"11424-1","heavy",500,500,0.506,1.02725321973534,0.546183975650007,0.204189209982422,0.103130631121198,0.186610804056953,0.144338141243902,11.497,NA
"11424-2","heavy",500,500,0.452,0.981270038180704,0.794756961602736,0.0981664786869575,0.0965991899369312,0.187397342079983,0.127925350221713,11.336,NA
"11424-3","heavy",500,500,0.5,0.93299164440149,0.708219614276762,0.359389568784207,0.113213525992504,0.221831368616461,0.144670580234211,12.024,NA
"11424-4","heavy",500,500,0.502,1.03002428957659,0.487086126532573,0.273740507040201,0.107753229541646,0.179176168651171,0.150264091262354,11.905,NA
"11424-5","heavy",500,500,0.51,0.941162320204364,0.552046980705785,0.3474588088045,0.112478948907292,0.20705370432545,0.136917584845068,12.227,NA
"11424-6","heavy",500,500,0.494,0.935138577209355,0.589927062233543,0.171137469781036,0.111288859531255,0.163180375941177,0.141697509351997,14.284,NA
"11424-7","heavy",500,500,0.496,1.11936797867188,0.508666326109705,0.273042358485049,0.111291133548886,0.178986921194399,0.140127931793433,12.272,NA
"11424-8","heavy",500,500,0.478,0.940303897467309,0.762129240525635,0.0650645837819578,0.10329459950329,0.194723312675894,0.133141012057794,14.807,NA
"11424-9","heavy",500,500,0.514,0.878576084973533,0.615199039078345,0.303744323060425,0.101758994392147,0.178284363489787,0.13899446254419,12.219,NA
"11424-10","heavy",500,500,0.486,1.11196653550928,0.447735520855514,0.220857893985386,0.101785168634607,0.149849271131047,0.132821037433717,8.75900000000001,NA
"11424-11","heavy",500,500,0.438,1.0436324365898,0.673787170955855,0.153734692264957,0.111113218414581,0.240971957346421,0.137346736633055,10.987,NA
"11424-12","heavy",500,500,0.46,1.00578649447769,0.580387235916263,0.18986575701555,0.104817939043959,0.195408981916911,0.137648246907682,10.084,NA
"11424-13","heavy",500,500,0.47,1.01920336435358,0.658170970614192,0.160780605062591,0.10427627632009,0.161152828510782,0.136970582359858,8.49200000000002,NA
"11424-14","heavy",500,500,0.482,0.93478015343294,0.942056189493764,0.230231253322576,0.119048775424254,0.267408390713474,0.134905578294997,12.15,NA
"11424-15","heavy",500,500,0.466,1.04702128761202,0.81084113618417,0.0946664509135202,0.106828606209105,0.239905163050925,0.151136362300225,9.73099999999999,NA
"11424-16","heavy",500,500,0.47,1.02217837017018,0.305464649194846,0.423084166670203,0.0988189420376293,0.183201222670872,0.14002341128075,9.92200000000003,NA
