"sim","censoring","n","alpha_d","beta_d","gamma_d","alpha_e","beta_e","gamma_e","alpha_w","beta_w","gamma_w"
11823,"light",100,0.911420591607199,0.479585781801367,0.323121196608517,0.916631538290129,0.484012817989104,0.316927800173772,0.902757528699447,0.500026318536136,0.330973899940677
11824,"light",100,0.794994141722591,0.539551326014324,0.442177751971754,0.804842651958849,0.507190859445728,0.445302170634857,0.79446007696448,0.527002652111969,0.446871908474694
11825,"light",100,1.10384259238657,0.687400645050273,0.24546664537492,1.0884913063324,0.698648599373486,0.25316435820689,1.0918112030742,0.686495232118548,0.254150554162628
11826,"light",100,0.873099435581251,0.812843059603923,0.239703783624782,0.868365437064841,0.861127250572361,0.231077424070125,0.863594057999162,0.86955145522603,0.242035365306592
11827,"light",100,1.14436027823439,0.239259725576985,0.0220293592790801,1.15155526885864,0.226412302212666,0.0197806130248912,1.14487432723419,0.232136886166521,0.0241507334048332
11828,"light",100,0.723016581791253,0.398402157061013,0.669211542685074,0.717904071472338,0.393708353844837,0.67423752811188,0.722822626013163,0.408032744493886,0.655431255704083
11829,"light",100,1.20182402898534,0.265137543309143,0.363027473510287,1.19897161163995,0.260529468321867,0.354795832423881,1.20221842757852,0.268825518665864,0.355392535784773
11830,"light",100,0.922132992036286,0.496593616606735,0.315112823918227,0.927139188290537,0.47649629078007,0.316194121502674,0.930209584704009,0.484172450095519,0.318056395771944
11831,"light",100,0.972335233961402,0.0841457587380817,0.726788713880369,0.953342414407126,0.0998725821698638,0.741903351493881,0.954038540006159,0.116343682800465,0.726819440159177
11832,"light",100,1.18976705125533,0.440726211401858,0.0142618855075779,1.1831921151717,0.454823608741811,0.0093740164754956,1.18412279542856,0.466997920857218,0.019072738364938
11833,"light",100,0.917386199997257,0.747801236278773,0.0431653798835342,0.917936761733079,0.74138829630475,0.0425563877732859,0.916725587831809,0.757808079165865,0.0350162916192849
11834,"light",100,1.0842871112938,0.414339322029945,0.297008954144652,1.08274139286497,0.40306964230456,0.299239663813813,1.09508994721678,0.403055518564523,0.287901513825474
11835,"light",100,1.01840968506142,0.345962646991305,0.474896426718342,1.02368428885935,0.342964700786811,0.466160361543213,1.02541965656122,0.341251071298082,0.471206484626156
11836,"light",100,1.10924340193832,0.51455321740914,-0.0658359026307937,1.09044386042771,0.534464153147445,-0.0662207736412065,1.10174989887416,0.518163133403578,-0.0619641742621746
11837,"light",100,1.17566980602746,0.513148594095427,-0.0736204129786772,1.17576314827421,0.504698572586846,-0.0647275742139414,1.16243297144749,0.512874423361507,-0.0569291549954423
11838,"light",100,0.913291267763755,1.04836130366096,0.393228899257099,0.908913985700523,1.05529627375427,0.395519159153209,0.905745267487072,1.05542366097737,0.394739034330724
11839,"light",100,1.30988088130683,0.569985072831809,0.165110903112786,1.3055993965792,0.565301833157754,0.187470385289578,1.31418989191383,0.550822875303536,0.177651026359302
11840,"light",100,0.673172549799255,0.819986694378882,0.553175776042682,0.672444860612144,0.819511267823381,0.558742318705709,0.673401277196366,0.810955257524408,0.560181859317095
11841,"light",100,1.00736899473699,0.385284349795391,0.282751807252414,1.01843953962918,0.379365302687045,0.278253691725441,1.00548036026925,0.3940455929376,0.269869014155032
11842,"light",100,0.95174972166984,0.709256825384935,0.24155342022499,0.957842750113569,0.701430153142979,0.242486251580175,0.953212137571693,0.714293504620797,0.242862369692088
11843,"light",100,0.965377003035363,0.944474936634711,0.135878656664103,0.966527512291211,0.940153097178905,0.142201207442189,0.96824314461356,0.97156515609206,0.119621894288141
11844,"light",100,0.96131444811808,0.798879291749852,0.305074468744722,0.962441607230171,0.809937235961514,0.313765061889656,0.963256240896695,0.800731099054639,0.310501277072181
11845,"light",100,0.869883190174556,0.55479513354296,0.597698556778859,0.869706289736955,0.551454032431087,0.598357763652572,0.874124159644244,0.550951460703623,0.587706972032194
11846,"light",100,1.08610119091356,0.787085812537647,-0.212821219928432,1.08722605978247,0.770718494892009,-0.202271721325852,1.08716081021981,0.776530781605953,-0.214190156795363
11847,"light",100,0.649365596593921,0.193807596519324,0.832293359686508,0.658006134405332,0.19534848961578,0.811864600979849,0.650640627686252,0.199848789014711,0.821086357646133
11848,"light",100,1.11189015567992,0.938834982507386,-0.167711720379089,1.11042424674341,0.944335290830386,-0.171519509460724,1.1106738845073,0.934544132896852,-0.158733470232829
11849,"light",100,1.06532569306092,0.801936794488904,0.453767380412099,1.06914913307644,0.799645690345559,0.449963031405575,1.07038816716549,0.798383573934241,0.449191602462945
11850,"light",100,0.847136205627174,0.366229627843581,0.296946481516083,0.845910014079186,0.362445157332965,0.304124132126605,0.844104836242891,0.366048934696559,0.292700428816214
