"sim","censoring","n","alpha_d","beta_d","gamma_d","alpha_e","beta_e","gamma_e","alpha_w","beta_w","gamma_w"
11523,"heavy",100,0.799647791515757,0.883259949891268,0.271888644620972,0.808301430320843,0.882338364584274,0.260787299392821,0.825436170774733,0.867100363409125,0.255089954870068
11524,"heavy",100,0.838124490341446,0.667813494685485,0.495749937010802,0.833783269263967,0.683402670795504,0.502800087023009,0.83838680762021,0.662789805620502,0.510690987208437
11525,"heavy",100,NA,NA,NA,0.856920725156564,1.20027379027806,0.426099931679537,0.857834203155264,1.17489871010826,0.433101523918419
11526,"heavy",100,NA,NA,NA,1.11966561751831,0.541565550825797,0.194001808157773,1.12022643207645,0.50628377954892,0.190251832882568
11527,"heavy",100,NA,NA,NA,0.976888101244126,1.29435699005807,0.125999749166,0.982998876605299,1.28420722571685,0.128257236852338
11528,"heavy",100,1.20485498399918,0.00852405737675186,0.23972532917756,1.19985972964607,0.00892629828343783,0.247696197112626,1.20315179533422,-0.00274301718329478,0.244394302979452
11529,"heavy",100,1.19932080529751,-0.232895331956555,0.341783940328344,1.1908626258086,-0.237807584432287,0.367454020760405,1.18652730723807,-0.236964795646045,0.363385863536642
11530,"heavy",100,NA,NA,NA,1.08681072836869,0.221749514567799,0.184418840219691,1.0965318409055,0.203248733436581,0.17884237312529
11531,"heavy",100,NA,NA,NA,0.989128140785135,1.77808406846642,0.0881043522629129,0.994213943758254,1.77330018380648,0.0963858066277913
11532,"heavy",100,0.970320961338249,0.811445757625204,-0.0956870897321678,0.959674610423336,0.799836787101623,-0.0748939367951257,0.960700301853266,0.824353547071213,-0.0913653368027931
11533,"heavy",100,1.05269304851495,0.893597645442788,0.0132564418406958,1.05105266113906,0.912319316014533,0.00112774898709668,1.05613117118617,0.893436391304567,0.0023969983544898
11534,"heavy",100,0.871751620363137,1.09992997553771,0.105716219835497,0.86819141283516,1.09827648201878,0.121143409681021,0.871762690797967,1.09925581027588,0.115548806999306
11535,"heavy",100,NA,NA,NA,1.02609522377536,0.671168671514761,0.111945614844737,1.02030719651837,0.648601365428646,0.121612395683081
11536,"heavy",100,NA,NA,NA,0.713853997737596,1.47344320741859,0.341871991963519,0.715790020752463,1.45503869326136,0.351860500034386
11537,"heavy",100,NA,NA,NA,1.1990147234242,0.276318748463043,0.112228457031439,1.2040616412669,0.267670041087699,0.115475267433006
11538,"heavy",100,NA,NA,NA,0.98420745123667,0.597675350306173,0.453668659544933,0.982201179801849,0.592580937572371,0.460367475459163
11539,"heavy",100,1.19866340926365,0.680422521974381,0.0929829657788338,1.20207763790857,0.666376618332186,0.0947816159622946,1.18545868128146,0.690592021823083,0.109047741810579
11540,"heavy",100,1.14700243823169,0.321639975607722,0.39681901081951,1.14755668086746,0.329149154837532,0.388036461845739,1.14408787625745,0.339081788488599,0.384380426373945
11541,"heavy",100,NA,NA,NA,1.20286301207308,0.459213353144975,-0.00855580326177881,1.19306261548727,0.456777163874544,-0.00222677138909724
11542,"heavy",100,NA,NA,NA,0.829953417748198,1.04893710021505,0.284451356052309,0.83820653999658,1.01338163852361,0.280278091953084
11543,"heavy",100,NA,NA,NA,1.16131932664479,0.460897213162523,0.0760442473487214,1.17270370910786,0.432329700513766,0.0736132884026714
11544,"heavy",100,NA,NA,NA,1.05352521462058,0.851576894806917,0.229980110931506,1.04764713870443,0.856676614691051,0.24104514655853
11545,"heavy",100,NA,NA,NA,0.921688541121929,0.75784957623701,0.0693152988213585,0.92753439560947,0.670760612640534,0.0889320351024969
11546,"heavy",100,NA,NA,NA,1.24001097436787,0.690554755976601,0.131028432626323,1.24735651501577,0.628066748138902,0.136292581925142
11547,"heavy",100,NA,NA,NA,1.21456444571413,0.0183854694501924,0.313375770809101,1.21194114493794,-0.00230916696123024,0.303034908155552
11548,"heavy",100,1.20005100753568,0.65004713237707,0.243948651439565,1.20053981703931,0.591431883795154,0.27052616667637,1.2114962497884,0.597795056050057,0.252991308535376
11549,"heavy",100,NA,NA,NA,1.15735470764052,0.156075388231103,0.412854096241422,1.16874087080076,0.155000099922241,0.396156084377785
11550,"heavy",100,NA,NA,NA,1.12370889730191,0.479799431165705,0.138542042289259,1.11948348815132,0.467693437545502,0.13472740413684
