"sim","censoring","n","alpha_d","beta_d","gamma_d","alpha_e","beta_e","gamma_e","alpha_w","beta_w","gamma_w"
11723,"heavy",500,NA,NA,NA,0.905457021417919,0.80692461273696,0.263018844858675,0.900151580683473,0.805322832610885,0.266943707641588
11724,"heavy",500,NA,NA,NA,0.993188013720207,0.593026936906753,0.261331509820289,0.995480989046597,0.590020848602148,0.259219414098106
11725,"heavy",500,NA,NA,NA,0.976981789325476,0.609510970062124,0.322619368397586,0.978068857634951,0.603075618757312,0.321656487979906
11726,"heavy",500,NA,NA,NA,0.904928629672626,0.971172080067384,0.254881471445154,0.897415173407812,0.99753279964391,0.253841966102193
11727,"heavy",500,NA,NA,NA,0.864314662645701,0.582815758413898,0.473277527068502,0.86126529025203,0.580174030692985,0.474137989882391
11728,"heavy",500,NA,NA,NA,0.985824072841389,0.558215830368784,0.240645366666872,0.996120754892782,0.543957884447804,0.237189748767476
11729,"heavy",500,0.979689373968355,0.701782571503203,0.383404867636343,0.979758109354611,0.721262467803308,0.376113282570402,0.979018159395155,0.705804956983117,0.383775585114093
11730,"heavy",500,NA,NA,NA,1.01699025543008,0.646674279616956,0.289459234584662,1.01986551231892,0.638712028868521,0.286363202862326
11731,"heavy",500,NA,NA,NA,0.892319042449378,0.661113485678011,0.184539755179905,0.896185554101183,0.65538534361175,0.182790777122813
11732,"heavy",500,0.872397590438306,0.584901325921986,0.325423790290188,0.869065355240979,0.577661307571032,0.328081183581942,0.876376544945771,0.574429590083506,0.325077721864618
11733,"heavy",500,0.973211825822562,0.396821195520592,0.41064089272128,0.973338877201659,0.393638316286735,0.410135966163612,0.975356626700464,0.392868734285669,0.409574561181558
11734,"heavy",500,NA,NA,NA,0.946218294432819,0.93408433898898,0.129758008397467,0.942294436540099,0.925439006145675,0.13567435531677
11735,"heavy",500,NA,NA,NA,0.901743893455233,0.44501654230045,0.445966447629856,0.897524059037229,0.441284714653259,0.441871752732989
11736,"heavy",500,1.06731119050713,0.520314981317379,0.281320566642937,1.06748366861495,0.517689616406358,0.281400788186199,1.06793095870219,0.518371288771093,0.281349585516242
11737,"heavy",500,NA,NA,NA,1.01440757295168,0.729951632699123,0.136970840120382,1.01534859675171,0.724949605028064,0.142729510168025
11738,"heavy",500,1.13618192293125,0.0663314542483486,0.310039845349024,1.13559161706394,0.0770077375215427,0.307038984307373,1.13614060079216,0.0745556016850676,0.306274691859866
