"sim","censoring","n","alpha_d","beta_d","gamma_d","alpha_e","beta_e","gamma_e","alpha_w","beta_w","gamma_w"
12323,"light",500,0.896992425897496,0.714907802397395,0.216847621401159,0.899734596407311,0.707351193680212,0.21997930731709,0.895179346741469,0.718286484071877,0.2202686142786
12324,"light",500,NA,NA,NA,1.13981857613728,0.359801485596139,0.152794198619671,1.13746224434839,0.36343826547976,0.15964961894881
12325,"light",500,0.983452557572065,0.396016604444246,0.414171637351533,0.984668558479275,0.39168818757488,0.415019358777006,0.983925159204441,0.395631030415551,0.412886189284394
12326,"light",500,1.08425815051589,0.436667452323297,0.118086036075596,1.08289845588183,0.434156354256841,0.119067650861332,1.08529403237146,0.437024244374286,0.114300065989755
12327,"light",500,NA,NA,NA,1.0328250909717,0.569214567059986,0.133391635268625,1.03641904556715,0.571960457551586,0.122820948212813
12328,"light",500,1.12692670653779,0.296845376252404,0.187379173401387,1.12181707325164,0.300300965783972,0.192312406440234,1.12880400665519,0.299841905449298,0.185768689321007
12329,"light",500,NA,NA,NA,0.9299842178083,0.512982824970096,0.326705278658726,0.931815696401988,0.517899958897751,0.323717559912287
12330,"light",500,0.993837177942935,0.562710326486624,0.187330551254824,0.993181305597511,0.564256906227698,0.189173077463283,0.99334539865462,0.565057073453438,0.188815616088122
12331,"light",500,NA,NA,NA,0.957707360648386,0.508143509066293,0.462627775764641,0.958015695385331,0.507551254339025,0.460514867748261
12332,"light",500,NA,NA,NA,0.986194862320556,0.583584726052586,0.304727466846646,0.988844901904269,0.579118068649963,0.300550617819958
12333,"light",500,0.903538513027761,0.512579910327298,0.33794472386907,0.905215577822456,0.514520311520385,0.337212516204896,0.903337105064889,0.514786501164079,0.34012132100114
12334,"light",500,NA,NA,NA,1.04680180028699,0.444400889184875,0.268713989359136,1.05267539123834,0.426854817445996,0.270059992749181
12335,"light",500,NA,NA,NA,1.02486932366599,0.528751780210134,0.283613479376236,1.03246684302634,0.513675727941823,0.282655972060662
12336,"light",500,1.02050921706166,0.469599185021387,0.191617842183747,1.02146831129004,0.465825905770477,0.191258382898063,1.01862181714101,0.467868779914646,0.197544485409954
12337,"light",500,0.92725054094616,0.563001472897071,0.2540353427062,0.93131675293903,0.562678892308657,0.25264598870564,0.932837767407449,0.562563762799599,0.246811883215323
12338,"light",500,NA,NA,NA,0.991419733375111,0.55920169012167,0.247052900032157,0.994885085404927,0.556116971790502,0.24276244127592
12339,"light",500,1.00846645243835,0.470246411849658,0.157267584876641,1.00298965879418,0.470107073637804,0.166007562872999,1.00246693327266,0.470813327781107,0.169512303429059
12340,"light",500,NA,NA,NA,0.870152352816886,0.649023517397237,0.29098461143219,0.870271601039547,0.643745460166172,0.285419295411516
12341,"light",500,0.940009724483282,0.400925869160683,0.374356286700481,0.942930681280227,0.394504025239523,0.375574374479847,0.943429247506859,0.394488515223472,0.375118086830089
12342,"light",500,1.04821365180431,0.430528318692911,0.320056252720557,1.05086553927135,0.425900468455955,0.324158997806834,1.04822209396461,0.427051320716239,0.328149714313469
12343,"light",500,1.01100274375734,0.422082837988467,0.317280595672047,1.01146958479684,0.417768415984004,0.318210841208384,1.01475492363579,0.408312994050945,0.318118088459501
12344,"light",500,0.930836408290093,0.581204769214002,0.258891532958145,0.92774127299494,0.591374745541641,0.262679649648122,0.931120673606942,0.581934906819387,0.260234111636418
12345,"light",500,NA,NA,NA,0.98081978546039,0.431641060691673,0.352986185649037,0.978721456871908,0.435647065400574,0.347300275068364
12346,"light",500,1.04032633929723,0.428819669316052,0.21960606946633,1.04454465738487,0.426361345823686,0.21806931912251,1.04340746090558,0.42145797649579,0.223288659966695
12347,"light",500,0.966023943303077,0.630493901734281,0.195244305999322,0.967487046822721,0.633125063130501,0.192571844319763,0.967354585243457,0.632454919988978,0.186532936075718
