"sim","censoring","n","alpha_d","beta_d","gamma_d","alpha_e","beta_e","gamma_e","alpha_w","beta_w","gamma_w"
12223,"heavy",500,NA,NA,NA,1.04808170257286,0.769035296322094,0.110570709733687,1.04311536515132,0.773670992899597,0.114564850285093
12224,"heavy",500,NA,NA,NA,0.994370298237431,0.903496337995683,0.240176715743597,0.998347943457037,0.881609295140847,0.239376847110089
12225,"heavy",500,0.892076582088759,0.783278824186734,0.244009217100257,0.896013067962755,0.783806499044672,0.243078555772942,0.897879411531113,0.780048602124165,0.244225767432124
12226,"heavy",500,0.911999419831269,0.931028648541272,0.357502327479199,0.910445307446529,0.93753768716596,0.354763277605929,0.906703426194315,0.932286742046749,0.357202979822426
12227,"heavy",500,NA,NA,NA,0.976639736149987,0.876597717968753,0.140899522887035,0.97660172742617,0.881987498433087,0.141633250997308
12228,"heavy",500,NA,NA,NA,1.09804766071772,0.396132139287386,0.154430830005781,1.10451386789611,0.383609779643136,0.141621192408042
12229,"heavy",500,NA,NA,NA,0.92929304029094,0.792178895144661,0.265553013121454,0.930056520855384,0.793494529165504,0.266628947725029
12230,"heavy",500,NA,NA,NA,0.929431635420384,0.613322073030435,0.379602041261485,0.936155365605866,0.605209753131153,0.373200278711496
12231,"heavy",500,NA,NA,NA,1.00940148399123,0.673441804655419,0.235533530917591,1.01374803073849,0.667674313148174,0.230090903725336
12232,"heavy",500,NA,NA,NA,0.951985448475149,1.06930474314322,0.275903349856845,0.951349854147794,1.07130347297013,0.272692942922839
12233,"heavy",500,NA,NA,NA,0.905584920031363,0.434377647686369,0.378700900355507,0.909187506131633,0.437601053238875,0.371275536832321
12234,"heavy",500,NA,NA,NA,1.01350485160102,0.626937381739075,0.185217900071151,1.01247470416306,0.629793502792087,0.180003428020047
12235,"heavy",500,NA,NA,NA,0.925411872390849,0.981499220635813,0.181389302891692,0.931905930298766,0.968981183538011,0.177655081926148
12236,"heavy",500,1.0243769180699,0.51487398679666,0.346575460685413,1.02819494902996,0.508738509700597,0.345576631513406,1.02824828769086,0.50358907723657,0.344005011105125
12237,"heavy",500,NA,NA,NA,1.01060359708498,0.485685099504923,0.365401751999007,1.01273074252226,0.483480374330654,0.366599172704598
12238,"heavy",500,NA,NA,NA,0.997338643976337,0.88636734880062,0.150406585057021,1.00255645346503,0.888152933302421,0.145189584067064
12239,"heavy",500,0.856321501344639,0.719820759123139,0.284085003551598,0.854726161461994,0.719874929538824,0.285286188261032,0.85747999170753,0.714276052459484,0.283440532714285
12240,"heavy",500,0.966111231027066,0.704349235307784,0.219031171024194,0.966479459887405,0.706821846497221,0.218086788828297,0.968706998647123,0.711375713165,0.213174756320797
