"sim","censoring","n","perc_censored","alpha_fc","beta_fc","gamma_fc","alpha_extrap","beta_extrap","gamma_extrap","se_alpha_extrap","se_beta_extrap","se_gamma_extrap","alpha_non_extrap","beta_non_extrap","gamma_non_extrap","se_alpha_non_extrap","se_beta_non_extrap","se_gamma_non_extrap"
"11433-1","extra_heavy",2000,0.818,1.03725073800923,0.554825781597324,0.1740287053937,1.01200388602073,0.946202667944244,0.116692715546325,0.0809687651031872,0.45541139380024,0.0956316335521266,0.907606800131835,1.64372569028194,0.340408562863362,0.0842728649403882,0.420968723104771,0.073308208927942
"11433-2","extra_heavy",2000,0.8195,0.988100012260092,0.518504395514594,0.236914702885001,0.942907777079445,0.659211195190315,0.270698868765293,0.0819431004672978,0.271681169450775,0.0744704675797125,0.860021304212349,1.59004717661229,0.346372229721923,0.0930559388884099,0.434519255623363,0.0582504678183151
"11433-3","extra_heavy",2000,0.8375,1.02528435433907,0.521270591119318,0.215182493387089,1.03081565822453,0.572980482679944,0.204585905083604,0.0786460776710956,0.247639430213585,0.0872026624235493,0.924256674594482,1.24020230843201,0.362848099031958,0.0904053130419863,0.324875883466355,0.066725850992447
"11433-4","extra_heavy",2000,0.814,0.992263429758684,0.496944109062369,0.226266350827376,0.98765664763791,0.602058525027739,0.295478977930315,0.0754576809543262,0.324250002348859,0.0820207814114764,0.942383589297341,1.28226729639089,0.377123746206134,0.0899921023214653,0.513086540143653,0.0665770630320524
"11433-5","extra_heavy",2000,0.806,1.00106646831777,0.468035609114633,0.268141346371285,0.998896545430601,0.508166229803037,0.234097401584474,0.0570949792807035,0.186632058776951,0.0789374614189196,0.919108432625485,1.1008572285217,0.398455136607395,0.0850043611651312,0.365507664343118,0.0670884083958654
"11433-6","extra_heavy",2000,0.8215,1.04610269501559,0.526450221819177,0.217114886894809,1.03413441543333,0.453228640317489,0.169453156064527,0.0789941547884097,0.127532532608211,0.104351808191995,0.99398670242778,1.28633892209508,0.332153957177222,0.0952643117802997,0.488674690853023,0.0692603333853983
"11433-7","extra_heavy",2000,0.798,1.01614350440671,0.499138261785301,0.180459945057829,0.930389084061552,0.834832891209031,0.170506914549993,0.0777193244858733,0.352762139364384,0.081328633901633,0.888569363037734,1.15806666998528,0.310456008170893,0.0934794670281005,0.353083709396499,0.0663495957544069
"11433-8","extra_heavy",2000,0.816,0.92015672224461,0.533148665035152,0.310448053909567,1.0120703563677,0.280571436656213,0.351468949289334,0.0609846989759884,0.155124404488528,0.0991651162500566,0.946519224977809,0.725051330885138,0.481837330037296,0.0890758631393992,0.457183926652352,0.0606845325846126
"11433-9","extra_heavy",2000,0.8125,1.05555075086868,0.47483744874821,0.211822184118659,0.975486525758772,0.893756219821662,0.222033105295655,0.0672139748270002,0.35501392009847,0.0748796940035924,0.932242185094568,1.25743913473278,0.364494739690272,0.0817672951749643,0.347418479811249,0.0688330921101274
"11433-10","extra_heavy",2000,0.8215,0.979272740776557,0.473226046039303,0.279524548949665,0.965541194228129,0.439597986571188,0.236866360307715,0.0752114529434519,0.184281211236066,0.0900514447295857,0.868814204937641,1.28536064282472,0.415092248516503,0.0957410694867994,0.435610701127908,0.0626810279176875
