<<<<<<< HEAD
"sim","censoring","n","distX","perc_censored","alpha_fc","beta_fc","gamma_fc","alpha_weibull","beta_weibull","gamma_weibull","se_alpha_weibull","se_beta_weibull","se_gamma_weibull"
"11423-1","heavy",2000,"normal",0.49,0.963145562611453,0.523564333094272,0.256726862498261,NA,NA,NA,NA,NA,NA
"11423-2","heavy",2000,"normal",0.4915,0.968181965868058,0.536816153570678,0.22644796928698,NA,NA,NA,NA,NA,NA
"11423-3","heavy",2000,"normal",0.484,0.958772778657316,0.484074746611478,0.309522745277978,NA,NA,NA,NA,NA,NA
"11423-4","heavy",2000,"normal",0.4965,0.99420875086729,0.502975755921622,0.256332618359453,NA,NA,NA,NA,NA,NA
"11423-5","heavy",2000,"normal",0.491,1.01544867738891,0.488568320322383,0.297997231195655,NA,NA,NA,NA,NA,NA
"11423-6","heavy",2000,"normal",0.4855,0.924607791816581,0.510259371824894,0.322697076390423,NA,NA,NA,NA,NA,NA
"11423-7","heavy",2000,"normal",0.498,0.962502743018955,0.489690181666515,0.345096950241942,NA,NA,NA,NA,NA,NA
"11423-8","heavy",2000,"normal",0.496,0.909193024636977,0.540083788866106,0.284231684740529,NA,NA,NA,NA,NA,NA
"11423-9","heavy",2000,"normal",0.4955,0.914283723233675,0.572520299449295,0.104535274668485,NA,NA,NA,NA,NA,NA
"11423-10","heavy",2000,"normal",0.478,1.02029275501175,0.475978590403924,0.257070524867351,NA,NA,NA,NA,NA,NA
"11423-11","heavy",2000,"normal",0.4945,0.963985537929562,0.532430231811439,0.19593838783192,NA,NA,NA,NA,NA,NA
"11423-12","heavy",2000,"normal",0.4835,1.02254917954434,0.505692656919217,0.212135380467806,NA,NA,NA,NA,NA,NA
"11423-13","heavy",2000,"normal",0.4875,0.936512247087659,0.553416833741388,0.247453818289072,NA,NA,NA,NA,NA,NA
"11423-14","heavy",2000,"normal",0.493,1.0304308626566,0.489736298096135,0.223400473173076,NA,NA,NA,NA,NA,NA
"11423-15","heavy",2000,"normal",0.4785,1.11182803724734,0.4649186061876,0.162959998932493,NA,NA,NA,NA,NA,NA
"11423-16","heavy",2000,"normal",0.493,0.963367315039077,0.527340779579088,0.251184782288092,NA,NA,NA,NA,NA,NA
"11423-17","heavy",2000,"normal",0.4975,1.0621280145093,0.457752221644334,0.23826636276604,NA,NA,NA,NA,NA,NA
"11423-18","heavy",2000,"normal",0.505,1.08983198788275,0.468399360902891,0.227391173946585,NA,NA,NA,NA,NA,NA
"11423-19","heavy",2000,"normal",0.4985,0.857533607862127,0.572289337534558,0.217503657397541,NA,NA,NA,NA,NA,NA
"11423-20","heavy",2000,"normal",0.484,0.962112134086728,0.501790844490047,0.265904297750111,NA,NA,NA,NA,NA,NA
"11423-21","heavy",2000,"normal",0.48,0.962807747109909,0.513865172242521,0.250855075466558,NA,NA,NA,NA,NA,NA
"11423-22","heavy",2000,"normal",0.4725,1.04713219023182,0.428900385943505,0.315342763361497,NA,NA,NA,NA,NA,NA
"11423-23","heavy",2000,"normal",0.4885,0.973713959723433,0.516513751313304,0.27037836791823,NA,NA,NA,NA,NA,NA
"11423-24","heavy",2000,"normal",0.5025,1.00095154142316,0.489916903659944,0.263535300429521,NA,NA,NA,NA,NA,NA
"11423-25","heavy",2000,"normal",0.4915,0.918391252044233,0.575070922831524,0.130388822994866,NA,NA,NA,NA,NA,NA
"11423-26","heavy",2000,"normal",0.4695,1.04283936740284,0.48102683520562,0.192566008716451,NA,NA,NA,NA,NA,NA
"11423-27","heavy",2000,"normal",0.487,0.943830819186945,0.536578095407339,0.261409876184893,NA,NA,NA,NA,NA,NA
"11423-28","heavy",2000,"normal",0.4895,0.985264753183604,0.523092496092738,0.210711940031022,NA,NA,NA,NA,NA,NA
"11423-29","heavy",2000,"normal",0.4875,0.944916089043539,0.545487165407857,0.222784900924361,NA,NA,NA,NA,NA,NA
"11423-30","heavy",2000,"normal",0.5095,0.968357865865598,0.515282026268609,0.175866454894938,NA,NA,NA,NA,NA,NA
"11423-31","heavy",2000,"normal",0.509,0.85810542659018,0.587354709645609,0.231284172321039,NA,NA,NA,NA,NA,NA
