<<<<<<< HEAD
"sim","censoring","n","distX","perc_censored","alpha_fc","beta_fc","gamma_fc","alpha_weibull","beta_weibull","gamma_weibull","se_alpha_weibull","se_beta_weibull","se_gamma_weibull"
"11424-1","heavy",500,"normal",0.49,1.08966448722703,0.458373972558709,0.24156772383631,1.03426748548738,0.483472928482347,0.231162522758256,0.25862558321836,0.155154926946096,0.145222248307844
"11424-2","heavy",500,"normal",0.496,0.933750369497197,0.59080067364015,0.198912501680341,NA,NA,NA,NA,NA,NA
"11424-3","heavy",500,"normal",0.49,0.996806487760751,0.538763799161751,0.0994345959186786,NA,NA,NA,NA,NA,NA
"11424-4","heavy",500,"normal",0.466,0.836302217091909,0.576352202673781,0.301799738779835,NA,NA,NA,NA,NA,NA
"11424-5","heavy",500,"normal",0.478,0.828802711294634,0.484222511841899,0.460543485092732,NA,NA,NA,NA,NA,NA
"11424-6","heavy",500,"normal",0.472,1.0742674407813,0.476537612781971,0.236032588740929,1.08221793046056,0.470356145822119,0.234869755241034,0.267170275650291,0.166068762910891,0.147788523350726
"11424-7","heavy",500,"normal",0.47,0.85851781957111,0.602088318338881,0.172238918693121,0.889309215600388,0.579107389182894,0.19363950650788,0.249634064826066,0.151283033041848,0.142331728317553
"11424-8","heavy",500,"normal",0.51,1.21696400936203,0.320124274017675,0.385678221441923,1.15466565029763,0.36446255362909,0.335750551451808,0.265878472741728,0.170627866698295,0.17147108028141
"11424-9","heavy",500,"normal",0.478,1.12851736649182,0.388973297172774,0.3675182809073,NA,NA,NA,NA,NA,NA
"11424-10","heavy",500,"normal",0.492,0.93904121558253,0.611548716387203,0.10603036236016,0.943532312872973,0.605805839786011,0.0977934644998813,0.273104981697933,0.173983584763397,0.162421561122919
"11424-11","heavy",500,"normal",0.484,0.672943563691704,0.707955063448135,0.246180013653965,0.605853366350449,0.767413359891237,0.194258151994309,0.27888901366155,0.174311345096308,0.163027948105882
"11424-12","heavy",500,"normal",0.508,1.05141859311617,0.481264526239916,0.311321038336207,1.11158033129342,0.441491691971854,0.30684825827332,0.245967825499441,0.152191458748378,0.151906789021754
"11424-13","heavy",500,"normal",0.516,0.767736963166724,0.628448294352171,0.191532235373774,NA,NA,NA,NA,NA,NA
"11424-14","heavy",500,"normal",0.532,1.25480813184934,0.422393678100432,0.196634714463235,NA,NA,NA,NA,NA,NA
"11424-15","heavy",500,"normal",0.51,1.21615342136698,0.392307353476885,0.231735989018117,1.20714014362563,0.392043940670441,0.241260783507152,0.255754830026406,0.154518215598755,0.156733685196434
"11424-16","heavy",500,"normal",0.466,0.78321155761739,0.643762374821958,0.132340312141166,0.928171012587514,0.534458152728551,0.223039992907717,0.268596149077638,0.16889142624003,0.150672786111662
"11424-17","heavy",500,"normal",0.484,1.1322906206618,0.435820412020184,0.215452849186074,1.13052452421964,0.438306927070886,0.211389403486315,0.257227251528321,0.159344013506798,0.150062552511774
"11424-18","heavy",500,"normal",0.532,0.921125982841364,0.526204481283421,0.313962048878879,NA,NA,NA,NA,NA,NA
"11424-19","heavy",500,"normal",0.49,1.07109090484587,0.515918137060746,0.17638743520886,NA,NA,NA,NA,NA,NA
"11424-20","heavy",500,"normal",0.496,1.13835517017536,0.438203916408947,0.347747125030884,1.09155612097078,0.469607635543025,0.353447952545541,0.264778634245627,0.167398095291899,0.143047390554807
"11424-21","heavy",500,"normal",0.512,0.859628182158396,0.569395238242715,0.257913458814093,0.746709352880488,0.62965589220362,0.241703826316251,0.271122103280146,0.160721426310463,0.149536275813772
"11424-22","heavy",500,"normal",0.49,0.812199719851376,0.571613013554761,0.303366957144241,0.907847815247228,0.505414733790276,0.335028095222824,0.276627329809103,0.171154789384033,0.151928331639699
"11424-23","heavy",500,"normal",0.468,0.921167009910894,0.533457698433141,0.351638565474956,0.846811045090181,0.597049788927914,0.296956500390084,0.252652470488066,0.16185607565361,0.161578000243774
"11424-24","heavy",500,"normal",0.524,0.984340882726942,0.492648722839759,0.272769944997592,0.795772921536125,0.621983029223763,0.225039391032893,0.270085782416093,0.163510843574991,0.151468694517442
"11424-25","heavy",500,"normal",0.478,1.11946902506622,0.452287098601757,0.357787356014987,1.13092854467102,0.439469936785505,0.374872013036842,0.261804594296646,0.163976101472662,0.153570908506764
"11424-26","heavy",500,"normal",0.492,1.14881849586497,0.438704426306421,0.360161610674724,1.10183575957407,0.475920732967926,0.319202812033553,0.265781302148353,0.162733868200592,0.151720468444382
"11424-27","heavy",500,"normal",0.468,0.819164881202738,0.602306277367262,0.302425419805228,NA,NA,NA,NA,NA,NA
