"sim","censoring","n","perc_censored","alpha_fc","beta_fc","gamma_fc","alpha_extrap","beta_extrap","gamma_extrap","se_alpha_extrap","se_beta_extrap","se_gamma_extrap","alpha_non_extrap","beta_non_extrap","gamma_non_extrap","se_alpha_non_extrap","se_beta_non_extrap","se_gamma_non_extrap"
"11426-1","heavy",500,0.472,1.10598010605398,0.533735510165206,0.121850393014963,1.13052502355116,0.528313930066289,0.118530803082582,0.0772947791603982,0.14395444706058,0.10802730207613,1.07547952057191,0.587594018525157,0.251028792021114,0.0863154983030697,0.170587176393312,0.0981960236302153
"11426-2","heavy",500,0.492,0.953065157153005,0.481486170233463,0.335124538720839,0.937867857706523,0.511086073265125,0.381586763457604,0.0794978463938588,0.146134710703487,0.0956097127765698,0.904032723718583,0.563363326324473,0.435377414736689,0.0844053586800682,0.158018906537976,0.0927836415483065
"11426-3","heavy",500,0.492,0.986708207093904,0.492430293247955,0.36316875682893,1.03459661920009,0.280305295730245,0.410580823356871,0.0707415236072456,0.0906911406029937,0.100844665608421,0.968537938107475,0.313014120742586,0.526325807815376,0.0797783286902571,0.100448897197992,0.0913227152968375
"11426-4","heavy",500,0.44,0.981184047464869,0.586835615680534,0.325072988398565,0.985106087456286,0.601856098606462,0.374746532549549,0.0706206712756285,0.128863375841629,0.0987038121325483,0.953916028085913,0.485289721328256,0.514615307010887,0.0766920080212847,0.121563934041143,0.0910761587590881
"11426-5","heavy",500,0.508,1.03541762116709,0.454228354117525,0.309377482313497,0.996657254696821,0.672862761440783,0.305492811623915,0.0778930457960081,0.159781881578123,0.0966533503420345,0.963207680802176,0.612573707539221,0.422882228402729,0.0855242047529141,0.16189030612473,0.0905013722324781
"11426-6","heavy",500,0.462,0.916949272392753,0.60078188759355,0.357175597822378,0.861984403470705,0.811916235756229,0.354101029565535,0.074199159484266,0.134832063881376,0.0976079185993177,0.833580138831159,0.734593681621658,0.494507422091808,0.0800279319870697,0.143058170148105,0.0924133823218389
"11426-7","heavy",500,0.488,0.932994076986789,0.56304054494064,0.322685852327638,0.941263125101401,0.49178473921861,0.359387333380674,0.0747705204023438,0.101773631117736,0.108416786765576,0.934605263207604,0.271205454060146,0.55433217037668,0.0831457567936906,0.0934094955618194,0.0995056010522733
"11426-8","heavy",500,0.454,1.01440724843543,0.485905496014044,0.259756230535482,1.02530163700895,0.446358022234708,0.300010610187796,0.0764137341756607,0.13236514758312,0.0995768684473435,0.998693905082949,0.440820290759858,0.389932504277107,0.0839370345354666,0.149451055469554,0.0938160966448897
"11426-9","heavy",500,0.502,1.04737009099666,0.496864754809562,0.308847788373474,1.04223666694561,0.566249530360888,0.334435477544821,0.0819001938549449,0.156421640359701,0.102264308526625,1.00990744963792,0.512461762442252,0.434598064416238,0.0882666624072129,0.149850521949001,0.0963901081453953
"11426-10","heavy",500,0.494,0.918937050770052,0.45653236554062,0.336289330365945,0.893455713728902,0.594987471442011,0.267580617164686,0.0744461615918616,0.119983880828572,0.0984003744883973,0.841115800571695,0.57745906500054,0.411393542345576,0.0811981625848218,0.123967811532588,0.0916913818070421
"11426-11","heavy",500,0.504,1.02267937444853,0.414421277360674,0.385888597498221,1.02806359350041,0.406755335085418,0.378517007929238,0.0764027748603354,0.119289769194162,0.101127031696562,0.97838694842759,0.41597881187301,0.486773601099916,0.0848743939025821,0.128956398915865,0.0939807261220835
"11426-12","heavy",500,0.458,1.06647310528971,0.540109153082427,0.0822406198186648,1.02965729482991,0.731941453446527,0.0736222958039118,0.0752322659230854,0.147529790553099,0.100410001477747,0.994428346922346,0.626343538436691,0.212113762693908,0.0805939532905813,0.14295819546955,0.0944432228574437
"11426-13","heavy",500,0.514,0.939196914355736,0.668977506399205,0.263835915270916,0.873677071659521,0.910310660224843,0.189572694498875,0.0756273730243113,0.11682549909245,0.108281253406636,0.80018958593269,0.916831135579504,0.452694872973823,0.0839598683322686,0.149349719087654,0.0955906645228528
"11426-14","heavy",500,0.482,0.975852533640864,0.505425104819436,0.300729240950511,0.936851622209123,0.648877924096392,0.299557524361876,0.0820806082151502,0.153081129006316,0.097417963743689,0.886542007140956,0.686678636479582,0.375180681558809,0.0867864200572087,0.153149461234021,0.0933749528415169
"11426-15","heavy",500,0.522,0.984649652130336,0.585616392106151,0.286016031609362,1.03298237521903,0.342114787148289,0.259357463722106,0.0706999337179553,0.0777652951514792,0.106731895632517,0.935141362530449,0.485993839703734,0.459220519846412,0.0811118393656228,0.112183052364375,0.0930459775896343
"11426-16","heavy",500,0.496,0.911473162963725,0.614456808167188,0.265935031782351,0.845484133507085,0.871654177895123,0.176349660716081,0.0786715209606741,0.14245870470156,0.103401179681309,0.740243208453671,0.982977503023931,0.363702820003379,0.084379653516494,0.151910608427774,0.0953897058949864
"11426-17","heavy",500,0.506,0.943944704698402,0.554907121894894,0.152149960054074,0.896442140501426,0.687258038975035,0.146853053024164,0.0826506250957866,0.145228431252085,0.104998794372985,0.839491734704082,0.677879171222328,0.286211979593176,0.0896317027512743,0.147453623240433,0.0978460582587999
"11426-18","heavy",500,0.49,1.05542775182729,0.514346484465947,0.15408116414846,1.04386668287475,0.570036393847468,0.179520115016747,0.0767652789534976,0.136802460310194,0.0931313607825353,1.03990545132423,0.450602918553278,0.252838924344079,0.0814843249349477,0.128272836409448,0.0905607585857812
"11426-19","heavy",500,0.478,0.963627605733219,0.45290636831208,0.328337247579778,0.968873104515926,0.500222853452864,0.323727134570104,0.0765411805248601,0.133967010551253,0.098993899054521,0.933111446214097,0.51307855289856,0.420515748819133,0.0833350362361752,0.149315034556682,0.0939256248917886
"11426-20","heavy",500,0.468,1.02731827450421,0.430399092877998,0.17127684543005,0.961670059575748,0.755520608658129,0.175996639007126,0.0794043205277422,0.193350114689429,0.097971764940819,0.960291782874658,0.599751332383125,0.266043983918689,0.0841159424440029,0.18103129523875,0.0931202100852778
