"sim","censoring","n","perc_censored","alpha_fc","beta_fc","gamma_fc","alpha_aq","beta_aq","gamma_aq","alpha_tr","beta_tr","gamma_tr"
"123-1","heavy",500,0.344,1.00432754827094,0.508999021655727,0.266868534198715,1.00918543834095,0.50437564348439,0.280089297327464,1.00716239370803,0.506653633990217,0.283546308455418
"123-2","heavy",500,0.342,1.25799442049803,0.322507228338941,0.114486339748654,1.23013583901202,0.347530364256576,0.113209807046454,1.23042613448993,0.35039920845508,0.109616553853994
"123-3","heavy",500,0.358,1.09672820928404,0.350987482248014,0.28686905396423,0.99468236241926,0.437832333605646,0.294606766808026,0.986004266638234,0.454660633204794,0.282094213143393
"123-4","heavy",500,0.356,1.03467878736566,0.517106017566474,0.141425806457117,1.09737306948746,0.483686247333733,0.148467716402191,1.09174808781298,0.490895446218895,0.149313987675875
"123-5","heavy",500,0.338,0.957790624383491,0.540448667891972,0.14271567310927,1.01577651079801,0.490049740942919,0.150345875644479,1.00651799311621,0.496710019843922,0.158468964109528
"123-6","heavy",500,0.336,1.02175261754688,0.386613055164302,0.404725135670037,1.03892173984069,0.365197087495775,0.421391983852055,1.02489110337088,0.375273785632517,0.432634788556973
"123-7","heavy",500,0.358,1.06048264761799,0.438222987354669,0.33144122328132,1.14424642396664,0.357913572060496,0.322860017917753,1.1311062601458,0.373008576535013,0.32120267051312
"123-8","heavy",500,0.386,1.05784267516791,0.487970173503542,0.150797274195033,1.04654975895748,0.470594413621501,0.17737513914233,1.02509279002316,0.490094905230771,0.183904448496688
"123-9","heavy",500,0.35,0.751188837272607,0.601136101792017,0.365953162482149,0.743823906362686,0.593850121222722,0.348921615991634,0.726099620768929,0.607452212664073,0.362101430432832
"123-10","heavy",500,0.352,0.919854695547021,0.527676373832448,0.377115502409659,0.912905084753448,0.515208024500586,0.417996474715458,0.914189271432402,0.52636560160482,0.394179091267339
"123-11","heavy",500,0.344,0.838288738607029,0.625821017617504,0.181786954160882,0.875201640781381,0.601807831331458,0.171626810904659,0.859568780429572,0.598131348554282,0.211931184411138
"123-12","heavy",500,0.352,0.912113296947273,0.499443107525024,0.311253698230459,0.931822562920893,0.449133977663373,0.321555970421604,0.891893556679094,0.487902553346638,0.324617259116075
"123-13","heavy",500,0.34,0.950635434594092,0.516781273494648,0.328365124611779,1.02387810546002,0.469118217190453,0.303827502986023,1.0232179388212,0.472253727087242,0.302993573395272
"123-14","heavy",500,0.324,1.16961567775037,0.387517666017554,0.302478502718922,1.23228458957862,0.331517998846433,0.320437208006943,1.24399097308629,0.326056763938821,0.3087698218694
"123-15","heavy",500,0.312,0.903006446427405,0.518641232704197,0.293758434418868,0.945762162101833,0.47718831849331,0.311128923429158,0.958674697986763,0.472212410828773,0.297367588424338
"123-16","heavy",500,0.328,1.04306839174726,0.552797511554413,0.206116295632466,1.04058020193695,0.546670356228535,0.204587815598458,1.02332435112066,0.556762463270108,0.22121298897195
"123-17","heavy",500,0.338,1.19013030606651,0.409927683681581,0.171146867542309,1.22085172919628,0.382006376502348,0.177033485587879,1.21642097050188,0.388201620073384,0.175233447060528
"123-18","heavy",500,0.348,0.9424938705624,0.495108172483708,0.419101582366387,0.911859599404972,0.52794445086978,0.418633599434934,0.907205941231874,0.537471218548991,0.412614510903298
"123-19","heavy",500,0.362,1.08583372599569,0.483913171003551,0.150792152548256,1.20290777526757,0.363355232058914,0.153941221101821,1.16332418253019,0.41345207475219,0.128202804558212
"123-20","heavy",500,0.39,0.983618505519547,0.518015234176571,0.229277400676841,0.968895983987691,0.555180542219459,0.209860255324515,0.954139273798023,0.566738355485673,0.225184110898091
"123-21","heavy",500,0.338,0.904200934572139,0.520740858560238,0.481928744229891,0.806878351220034,0.611702389058062,0.447280855531185,0.785835427147166,0.625542997962476,0.464547526552957
"123-22","heavy",500,0.384,0.938734845579591,0.513384296398305,0.308188373904403,0.908177949973619,0.519906882519831,0.308739469545316,0.903199796836039,0.523834015497485,0.316711513826936
"123-23","heavy",500,0.318,0.962712469240038,0.458190796721158,0.402510777693717,0.89783427584845,0.498511144970578,0.42177643041118,0.896600483521826,0.509901865263862,0.406452470801006
"123-24","heavy",500,0.38,0.926372616897621,0.525440790696769,0.300292216810821,0.857189082998715,0.594090711523009,0.287267688874542,0.840074464065992,0.613978395789706,0.282996186551667
