"sim","censoring","n","perc_censored","alpha_fc","beta_fc","gamma_fc","alpha_aq","beta_aq","gamma_aq","se_alpha_aq","se_beta_aq","se_gamma_aq","alpha_tr","beta_tr","gamma_tr","se_alpha_tr","se_beta_tr","se_gamma_tr"
"11429-1","extra_heavy",500,0.818,0.955242595169614,0.572371946390059,0.207025849551696,1.0134009146376,0.43385967533689,0.333548728428151,0.121321538645321,0.314064127914521,0.0995698798344594,1.00446520039827,0.713754223005937,0.347893453936039,0.1305080452597,0.538776976105567,0.098339981023467
"11429-2","extra_heavy",500,0.824,1.0497430458101,0.512454894557347,0.281079685917759,1.12833159267969,0.429654668294294,0.372831270462167,0.104648323723795,0.437442263354159,0.107947320354794,1.07825562760354,0.913778219575051,0.399319673067549,0.12543640201958,0.750873534534151,0.0953388393936555
"11429-3","extra_heavy",500,0.822,1.02105243808628,0.507394445095558,0.218967414584494,1.06583560248565,0.177668641520918,0.104115307850635,0.0826213106244077,0.0672947607590785,0.134547038281051,0.946400413040679,1.36121791900515,0.291622384251084,0.119395018083577,0.551789467900257,0.0978193895840175
"11429-4","extra_heavy",500,0.82,0.981203520569848,0.412538842032974,0.469944560526276,0.965974257007587,0.385667469753479,0.389017208580059,0.087703781034539,0.171422567058165,0.140411316041347,0.915050721491442,0.923006578013647,0.548295576672143,0.116222805060332,0.487265809066089,0.102619228593945
"11429-5","extra_heavy",500,0.818,1.03493462378188,0.533870704728718,0.300659091256136,1.06271315145737,0.430013803355732,0.269928992199968,0.0857916064405421,0.188891732925779,0.131999302695857,0.930373170918731,1.69117674293326,0.389599641943472,0.120669610509077,0.67089144917665,0.10092347301082
"11429-6","extra_heavy",500,0.774,1.01821788664498,0.596701217430811,0.162798025400225,1.00311992712115,0.594098501799624,0.028624121006718,0.0819008415677642,0.156268403450404,0.11552995039796,0.926376602362568,1.6384837245113,0.20462089380716,0.105098473087659,0.507605462652724,0.0962095551512173
"11429-7","extra_heavy",500,0.832,0.863449235806466,0.597629506234448,0.331974367970991,0.885091328197056,0.445960354322224,0.269760357035798,0.0925379682152102,0.166307058183074,0.143268582127331,0.779322299815579,1.28620806859196,0.446307033857239,0.123615414058256,0.484519140128231,0.105873799023811
"11429-8","extra_heavy",500,0.816,1.01874872277219,0.387103972440747,0.220376955112586,1.08317413601486,0.112484644860228,0.261585465678344,0.0849486975072522,0.108675165556521,0.144983078568903,0.993139382641387,0.805848286359032,0.326431381728873,0.120616663094528,0.563651080001455,0.102245453028413
"11429-9","extra_heavy",500,0.806,0.957669669329876,0.36103180590976,0.319355972887384,0.92611905997421,1.03096188208465,0.246828389055213,0.0892500816424214,0.445756488687902,0.122719066450133,0.89299123168705,1.54630330182507,0.377363853149039,0.11695942320452,0.865200302932845,0.0968605809924822
"11429-10","extra_heavy",500,0.806,0.961903885253675,0.556454139510904,0.22118704046784,1.01492561229923,0.175051472739817,0.0720994185055007,0.077825671531408,0.0595548272432482,0.142640839122137,0.866776036361968,1.67686681524562,0.295166673653214,0.115169674886064,0.594916624755765,0.10052040922804
"11429-11","extra_heavy",500,0.83,1.04790480289772,0.497312137499589,0.159330888410992,1.13054923039647,0.284077409392731,0.156115550948025,0.0854079232767807,0.18998803911307,0.15355298848263,1.09928174435759,0.799327964986487,0.299346560385259,0.128679471221016,0.801070003684797,0.103121576971401
"11429-12","extra_heavy",500,0.822,1.07538851654088,0.382558534591524,0.251610643107194,1.03803601598919,0.4433389379736,0.250455352105204,0.0949234638180693,0.206699636016636,0.111374177193722,0.983973864769318,1.05222773368584,0.335245489383098,0.119194120569709,0.5225296107947,0.0950618506608172
"11429-13","extra_heavy",500,0.826,1.06722602014083,0.544709458954663,0.12664240404181,1.04390961748975,0.267491420291124,0.0520597675456667,0.0868433071777049,0.086052881801501,0.13012010355627,0.898439925385621,1.8103831649556,0.25809367261878,0.12208839751335,0.584500377889735,0.0970708924018988
"11429-14","extra_heavy",500,0.806,0.95688406198382,0.50669289730672,0.235260574690183,1.00006023567427,0.530951550694148,0.357519550514618,0.118918456874893,0.507125446275083,0.101516621589559,0.988454424835286,0.729549262772542,0.373812267141926,0.129197302000734,0.704944623959929,0.0983481735819705
"11429-15","extra_heavy",500,0.788,0.999498796182362,0.461052941017378,0.313268043030132,0.962804381715012,1.06573203370564,0.359513443362012,0.110232298734097,0.489631082583703,0.098533318346225,0.949578602169065,1.2730755958429,0.382819384569811,0.118050984729476,0.607620767246057,0.0962776209478781
"11429-16","extra_heavy",500,0.818,0.90751879740201,0.686787085248997,0.0996177424743368,0.996743117882232,0.792352931626323,0.235336570860681,0.113459085626894,0.643614234291826,0.11475031082072,0.981348300083417,0.950809348280344,0.276938153459031,0.127403807927387,0.803019712370582,0.10143329632992
"11429-17","extra_heavy",500,0.83,0.966196772134881,0.507892717147728,0.291597220553039,1.07451666042571,0.159011895314149,0.39128221158436,0.112423437003328,0.30307691671298,0.109134001469393,1.06515624683498,0.292634964448966,0.405025504512874,0.1328253540354,0.59436228814958,0.100918921250266
"11429-18","extra_heavy",500,0.814,0.912108614634301,0.495065656648063,0.334795835645072,0.922820193735692,0.369374951050826,0.329307907954088,0.0937374819096721,0.19901355259142,0.117601770899376,0.872665901099448,1.19813433656895,0.422988442506828,0.123276652208119,0.716944520910177,0.0973240928625875
