"sim","censoring","n","perc_censored","alpha_fc","beta_fc","gamma_fc","alpha_aq","beta_aq","gamma_aq","se_alpha_aq","se_beta_aq","se_gamma_aq","alpha_sol","beta_sol","gamma_sol","se_alpha_sol","se_beta_sol","se_gamma_sol","alpha_tr","beta_tr","gamma_tr","se_alpha_tr","se_beta_tr","se_gamma_tr","time_aq","time_tr","time_sol"
"11435-1","heavy",500,0.496,1.10145207847758,0.508843668327364,0.244813500658444,NA,NA,NA,NA,NA,NA,1.05379290464906,0.617628802072255,0.288010131867373,0.118666961463432,0.200133670828978,0.138777618206764,1.04813355946487,0.659319399377184,0.297257659814446,0.117679318038584,0.210762238270391,0.13567650056518,NA,0.701999999999998,0.706999999999994
"11435-2","heavy",500,0.486,0.963437014345015,0.574115774288322,0.210923010365096,NA,NA,NA,NA,NA,NA,0.919352438766666,0.798604265991853,0.183415488718072,0.107871019593475,0.212084886448889,0.146037625130816,0.900596041779539,0.900772102294162,0.204843560226917,0.112121719584374,0.242999039184076,0.140809967455925,NA,0.916999999999973,0.689999999999998
"11435-3","heavy",500,0.488,1.00736992954532,0.428499762367569,0.390256979937863,NA,NA,NA,NA,NA,NA,1.00833803983904,0.486104137490174,0.399552416437418,0.106786835727583,0.192226254980581,0.134200342631943,1.00887595116004,0.482699411460418,0.416962527638526,0.106796578153026,0.198816718246754,0.129431349284321,NA,0.737000000000023,0.678000000000054
"11435-4","heavy",500,0.498,1.0293385786001,0.487278107193175,0.211609650602391,NA,NA,NA,NA,NA,NA,0.989116214813788,0.640385627185211,0.194146558121648,0.108908396081987,0.186681628460092,0.143560161021493,0.979442800605255,0.700262134473983,0.205638885896983,0.109291860981305,0.203010602935399,0.140140305183004,NA,0.718999999999994,0.645000000000039
"11435-5","heavy",500,0.468,0.932661796905837,0.513155231582976,0.203769076150102,NA,NA,NA,NA,NA,NA,0.861904130046843,0.773737985972388,0.228992147764534,0.106061455709685,0.212075352747597,0.138133930759351,0.857339474871152,0.771993690923496,0.245569488124515,0.105748714784216,0.215635625484814,0.135185401336247,NA,0.843999999999994,0.809999999999945
"11435-6","heavy",500,0.548,1.01397064106516,0.532199884838035,0.287887130090745,NA,NA,NA,NA,NA,NA,0.977424436674012,0.730550026430878,0.218986972138627,0.103512305273698,0.204988197919698,0.139935457100921,0.957891766152386,0.828596973034399,0.245990137689363,0.112102522359595,0.254723494587992,0.135375647791459,NA,1.19999999999999,0.874000000000024
"11435-7","heavy",500,0.458,1.01908374405564,0.543556432406298,0.199535861873999,NA,NA,NA,NA,NA,NA,0.896958858801669,1.11545251129801,0.191823969163263,0.107467317709429,0.243333098301339,0.125287333685771,0.894428746488495,1.11023052240067,0.199092847129856,0.104586875952019,0.23697462523447,0.126536148537999,NA,0.881999999999948,1.00100000000003
"11435-8","heavy",500,0.462,0.964465328828304,0.511916498310458,0.374302428619368,NA,NA,NA,NA,NA,NA,0.892114441120567,0.915824284159968,0.333782843613399,0.0991739891459351,0.216112964982377,0.136190448338296,0.88270122692589,0.930519342183434,0.352999857421908,0.102719922954292,0.219101863371521,0.134049230884474,NA,0.774000000000001,0.694999999999993
"11435-9","heavy",500,0.504,1.01885640007508,0.436531606782666,0.304689061123846,NA,NA,NA,NA,NA,NA,1.01635636613899,0.460908308633546,0.309521301325106,0.110847212841159,0.19327341998594,0.150592020548137,1.00540322462984,0.500876793855463,0.326799747759466,0.114120603346761,0.219428451446925,0.151163650470679,NA,0.775999999999954,0.662000000000035
"11435-10","heavy",500,0.48,0.910436494246572,0.520888344118751,0.389401130813069,NA,NA,NA,NA,NA,NA,0.930355927573505,0.456568877515342,0.436235276421015,0.0981777509713553,0.208177275073708,0.122306803396031,0.928847206346024,0.454457816228776,0.440124919212165,0.102404572821703,0.21782684676326,0.121285869315678,NA,0.656000000000006,0.648000000000025
"11435-11","heavy",500,0.52,0.915908189982476,0.631116337238127,0.210551690192132,NA,NA,NA,NA,NA,NA,0.882125773685998,0.738823865865058,0.24943240967216,0.106500943317853,0.208506398875338,0.138644673902733,0.850674041116039,0.887272968261646,0.273594477908101,0.114405958956584,0.252556462460461,0.135786503660705,NA,0.822000000000003,0.802000000000021
"11435-12","heavy",500,0.5,1.01881982192476,0.446449221504329,0.325646669606593,NA,NA,NA,NA,NA,NA,0.970514596699993,0.667845546148032,0.323476881217813,0.111305976323637,0.217362403512942,0.129593737940762,0.970256232363791,0.661509681639353,0.323392275486268,0.110431456281822,0.208100248670525,0.129291690187372,NA,0.786999999999978,0.80400000000003
