"sim","censoring","n","perc_censored","alpha_fc","beta_fc","gamma_fc","alpha_aq","beta_aq","gamma_aq","se_alpha_aq","se_beta_aq","se_gamma_aq","alpha_sol","beta_sol","gamma_sol","se_alpha_sol","se_beta_sol","se_gamma_sol","alpha_tr","beta_tr","gamma_tr","se_alpha_tr","se_beta_tr","se_gamma_tr","time_aq","time_tr","time_sol"
"11425-1","extra_heavy",500,0.798,1.10833885315916,0.46855944273888,0.145371808290014,NA,NA,NA,NA,NA,NA,1.21530556918784,0.0333277771051304,0.215747011754678,0.125550784554826,0.0487901158747478,0.143563224626739,1.19723686993922,0.588245963071775,0.241048795062087,0.166459964685239,0.974343232448356,0.132453107382779,NA,0.659999999999968,0.648000000000025
"11425-2","extra_heavy",500,0.81,0.998658487269459,0.538096116949978,0.169508071347708,NA,NA,NA,NA,NA,NA,0.993973188928987,0.0139143649786517,0.235257711620761,0.131355036905011,0.00857033961622229,0.151004354284568,0.958272130935758,1.18137025453256,0.29739959123802,0.171569869292642,0.861420223538226,0.138515144097613,NA,0.651000000000067,0.644000000000005
"11425-3","extra_heavy",500,0.816,0.943564720020018,0.498108307562167,0.302542957578265,NA,NA,NA,NA,NA,NA,0.957966548525764,0.0115382110680922,0.325568004040729,0.119843975631023,0.00737973805803896,0.164901957467072,0.830170758978064,1.6379347627932,0.409007964859265,0.162892112921106,0.88866840250971,0.13581793428088,NA,0.661999999999921,0.644999999999982
"11425-4","extra_heavy",500,0.804,0.986672680712484,0.465170157090081,0.269394693918477,NA,NA,NA,NA,NA,NA,0.98990042237006,0.0333675778806257,0.282342955365125,0.120687269733057,0.0234223042054165,0.156722680922696,0.962737045057521,1.03753067511096,0.38046516235552,0.159059193669331,0.979965009223179,0.132514438746943,NA,0.780999999999949,0.638000000000034
"11425-5","extra_heavy",500,0.822,0.985204824615821,0.4691628668523,0.195139621954677,NA,NA,NA,NA,NA,NA,0.998239120310687,0.00928940136029271,0.304468614697346,0.15523942673148,0.00806724156137991,0.132206688177433,0.925610752409836,1.14143393357534,0.316394497252946,0.184852021882905,0.830841249937905,0.136873288089225,NA,0.658000000000015,0.640999999999963
"11425-6","extra_heavy",500,0.796,0.916997252193665,0.500124770718843,0.338172890804657,NA,NA,NA,NA,NA,NA,0.907115287620198,0.307298188015632,0.299676651552495,0.121285712132228,0.170269131985067,0.156720671051393,0.889958277530943,1.03789317074581,0.414870373713253,0.154445074449346,0.825506433131862,0.134058099686884,NA,0.646999999999935,0.642999999999915
"11425-7","extra_heavy",500,0.772,0.923158215345308,0.506400540393824,0.338122396586515,NA,NA,NA,NA,NA,NA,0.842681941034241,0.184024851747038,0.245524235750972,0.116997478713418,0.0618886044637658,0.145627805556831,0.767607712086283,1.7726743948327,0.384415463113376,0.144880039697022,0.650339502059784,0.128561853498459,NA,0.649000000000001,0.648000000000025
"11425-8","extra_heavy",500,0.776,1.05231248526325,0.388163237408397,0.205514647800957,NA,NA,NA,NA,NA,NA,1.07986923950121,0.0244212206776438,0.15552875957379,0.108085636936546,0.0182698574091859,0.175695508862389,0.992903204120668,1.08940818297927,0.239020517412199,0.136931548297591,0.685072100415957,0.138693881762424,NA,0.657000000000039,0.643000000000029
"11425-9","extra_heavy",500,0.842,0.938085172113387,0.604129309550446,0.320913031326942,NA,NA,NA,NA,NA,NA,1.03060735135102,0.00162621681973175,0.392126835838147,0.147898813762448,0.00172084625666222,0.161592535112015,0.973727137614157,1.04275097976589,0.44258862116524,0.183147628770993,0.968980260394397,0.14032749233237,NA,0.657000000000039,0.635999999999967
"11425-10","extra_heavy",500,0.84,1.17879168444175,0.434713701198077,0.121677064778787,NA,NA,NA,NA,NA,NA,1.12278359151772,0.0182116240473041,0.102818014305068,0.1342309668066,0.00874925873054631,0.138298127307168,1.03192424489213,1.51520572542178,0.172467414226037,0.168961950736442,0.697938140624356,0.127587273668369,NA,0.660999999999945,0.63900000000001
"11425-11","extra_heavy",500,0.792,1.00978605184153,0.541969586275687,0.13832513095165,NA,NA,NA,NA,NA,NA,1.0297031995723,0.0280496582048885,0.187551188594362,0.112607990499308,0.0179015911065239,0.160888400928923,0.93453996425323,1.59352682375299,0.272351184897391,0.154817372490471,0.968153623711091,0.137306183688213,NA,0.658000000000015,0.639999999999986
"11425-12","extra_heavy",500,0.78,1.04170421073405,0.468336896454853,0.251249885216164,NA,NA,NA,NA,NA,NA,0.908390539268342,0.0589938084901655,0.304776305325237,0.136182270407861,0.0214368531548154,0.12863934630169,0.801274895770909,2.8923574166898,0.353407433887745,0.165461977729439,1.03433023408814,0.127637502249462,NA,0.655999999999949,0.640999999999963
