"sim","censoring","n","alpha_cf","beta_cf","gamma_cf","alpha_m","beta_m","gamma_m","conv_msg_cf","conv_msg_m"
12323,"heavy",500,0.885183282980728,0.713505054102577,0.247845909005225,0.888798311845408,0.711985688583993,0.248294723374836,NA,NA
12324,"heavy",500,1.11908651835905,0.44182023122345,0.165158447264666,1.12238306247871,0.438128412537027,0.16851497700168,NA,NA
12325,"heavy",500,1.01106351746314,0.254731715306089,0.435211186253469,1.01300375870683,0.259709218723934,0.433553324473222,NA,NA
12326,"heavy",500,1.1036704535861,0.330955466222544,0.162371878748384,1.10136988996046,0.331512459751951,0.16391363827512,NA,NA
12327,"heavy",500,1.07931629015365,0.45902908146919,0.159624765416586,1.08075444631104,0.466584830783986,0.155653253649571,NA,NA
12328,"heavy",500,1.07375301308907,0.493098353385279,0.150643530849605,1.0727344918532,0.498142669596145,0.146931361188467,NA,NA
12329,"heavy",500,0.934735478115491,0.360721292517425,0.351976324483691,0.94171773949804,0.377922636097845,0.349748600918716,NA,NA
12330,"heavy",500,0.948261303330911,0.757588268155223,0.181439300102468,0.948377298086081,0.769200539633512,0.179364098150485,NA,NA
12331,"heavy",500,0.937166679718813,0.566208195729103,0.385810470557273,0.938000762419008,0.573826031408703,0.389271347373659,NA,NA
12332,"heavy",500,0.945023128635214,0.809848845199853,0.31480273552935,0.943594479458514,0.835078514488014,0.314828022244642,NA,NA
12333,"heavy",500,0.936152126579976,0.422858850511237,0.333699896907358,0.939263829020609,0.436904594679067,0.322506736192987,NA,NA
12334,"heavy",500,1.04886406848179,0.476850037575851,0.241000890182205,1.05244072282009,0.487961646580693,0.238128401430385,NA,NA
12335,"heavy",500,0.944845814042474,0.854415906388345,0.294485467067638,0.935932317906678,0.894258239140039,0.298871867789254,NA,NA
12336,"heavy",500,1.01811238483232,0.448955197764244,0.146470980132284,1.02135917851218,0.456632859186295,0.140789687920699,NA,NA
12337,"heavy",500,0.971180807010482,0.328826539226601,0.242646622709437,0.978566069293393,0.328318319124602,0.239158269222547,NA,NA
12338,"heavy",500,0.975715177637469,0.5902808491247,0.324594578260836,0.979756515059919,0.59035626833469,0.323681502535826,NA,NA
12339,"heavy",500,1.0170075230657,0.371401571935799,0.182343866133863,1.01736720440846,0.374201059863845,0.180181859763399,NA,NA
12340,"heavy",500,0.847610868094418,0.84626521153775,0.289654826816706,0.854726471867812,0.825325284824305,0.290712951958027,NA,NA
12341,"heavy",500,0.904650074835785,0.544873709281537,0.363234605234707,0.906094201794919,0.541023454881018,0.367048288477774,NA,NA
12342,"heavy",500,1.00789276027464,0.550666794808202,0.324194288632128,1.01140898260138,0.544186550737392,0.33106451081945,NA,NA
12343,"heavy",500,1.02443130419419,0.422175645178418,0.341793848585949,1.02447539108871,0.423435836275647,0.341597196794642,NA,NA
12344,"heavy",500,0.979531282299422,0.428178759544902,0.236266225817977,0.979999250153724,0.437594851813,0.232224104709683,NA,NA
12345,"heavy",500,0.932874063875415,0.627900740524242,0.354722245723746,0.923188654262602,0.66157943628154,0.354414911391508,NA,NA
12346,"heavy",500,1.02183250992521,0.488744650665722,0.163022651979122,1.02480372357137,0.483871205454714,0.165433283450628,NA,NA
12347,"heavy",500,0.991270260306715,0.627097486171819,0.226016359836643,0.989700565925931,0.64915126379643,0.230406228423038,NA,NA
12348,"heavy",500,1.01179524409315,0.50345503843692,0.196664748381032,1.01420194151469,0.505985512623605,0.200462132965489,NA,NA
12349,"heavy",500,0.92347378422405,0.799317568345886,0.178170214733515,0.927435013642005,0.821547440169406,0.172991639660673,NA,NA
12350,"heavy",500,0.924620071151157,1.05910348825236,0.130239705570913,0.9297988574226,1.09177092764196,0.127471081922145,NA,NA
12351,"heavy",500,1.02909294020596,0.478870595995626,0.166099543724173,1.03543730076348,0.492646266908996,0.157586158751666,NA,NA
12352,"heavy",500,1.17994524164817,0.406881447694008,0.0413431419227691,1.18080039276369,0.410597646076942,0.0411820072365058,NA,NA
12353,"heavy",500,1.0580085144097,0.532578981783926,0.210967381364097,1.06091347593844,0.536568369832896,0.207178788805923,NA,NA
12354,"heavy",500,0.969764259565825,0.746684884713433,0.1940206912207,0.966067702844474,0.76527602243623,0.19230201830629,NA,NA
12355,"heavy",500,1.06923901485698,0.528923916407617,0.22997801943938,1.06710204374781,0.557670121735337,0.227301346380059,NA,NA
12356,"heavy",500,0.734078863940087,0.658414542499751,0.438773665650727,0.738028992678358,0.665057651287647,0.4268820935733,NA,NA
12357,"heavy",500,1.0453583914214,0.531781929624531,0.183485228779529,1.04623970893598,0.543449912201677,0.183824782693545,NA,NA
12358,"heavy",500,1.05786001743643,0.273198572860407,0.385703181806713,1.05841726729498,0.278231152527327,0.384392428302814,NA,NA
12359,"heavy",500,0.913961732448542,0.616820037156059,0.394294743770874,0.921017712642131,0.617320865899965,0.389033992251666,NA,NA
12360,"heavy",500,0.943786088756661,0.539892337436761,0.289966662755269,0.940057148594986,0.564907385969546,0.286622510011273,NA,NA
12361,"heavy",500,0.930024559079276,0.754702426654251,0.298689349216284,0.931357677067643,0.760833872597988,0.293076853359488,NA,NA
12362,"heavy",500,1.05070096683409,0.344471596405175,0.346561282568097,1.04778911561779,0.344429507757463,0.353678747770158,NA,NA
12363,"heavy",500,1.03689017498842,0.305235116350148,0.404661990733574,1.03650943171369,0.310456051088351,0.405519841640337,NA,NA
12364,"heavy",500,0.856402631111949,0.508551295332372,0.355596785333475,0.859812377820686,0.510860628972836,0.350089721405001,NA,NA
12365,"heavy",500,1.04268625870241,0.523209875377972,0.28649166916965,1.04302501602336,0.532600114128258,0.290979663004592,NA,NA
12366,"heavy",500,0.865312582423502,0.59803536304549,0.315509934386243,0.871645669016476,0.604200386845995,0.312459372961639,NA,NA
12367,"heavy",500,0.918458014047298,0.649727847573226,0.262528367447589,0.924190403987501,0.640656415067362,0.262776689368108,NA,NA
12368,"heavy",500,0.937373599674097,0.601441964446871,0.28776609699214,0.939545269118191,0.606844020464771,0.291920380898424,NA,NA
12369,"heavy",500,1.1379288663717,0.421893370060036,0.0989025350922586,1.13676583762999,0.452687672786093,0.0988289133195746,NA,NA
12370,"heavy",500,0.93538583204372,0.673164159860645,0.286602327006656,0.934520083642206,0.704153298862662,0.278168166866906,NA,NA
12371,"heavy",500,1.01190239400101,0.467026133254338,0.239252986326625,1.01046529497314,0.471029369698567,0.239007258126095,NA,NA
12372,"heavy",500,1.03359700641732,0.53137245841496,0.344642420161177,1.03052214477723,0.553590668161376,0.350502872131487,NA,NA
12373,"heavy",500,0.885939974475793,0.676554368574815,0.361631537835228,0.890689978780229,0.672717971932587,0.366694371874885,NA,NA
12374,"heavy",500,0.904600730689617,0.641657650764898,0.407872205105385,0.912100193975089,0.64855488856378,0.397626677745914,NA,NA
12375,"heavy",500,0.957157330054395,0.527860814501735,0.292395245776759,0.960795189268809,0.525150112174258,0.29169981164141,NA,NA
12376,"heavy",500,1.1000020909409,0.416589541195091,0.21489633175048,1.10553120521113,0.407153928647632,0.20899265001877,NA,NA
12377,"heavy",500,0.992003829074089,0.622017925681928,0.251339080099949,0.993436171064706,0.617922128993746,0.247553272119842,NA,NA
12378,"heavy",500,1.02109636312892,0.597497370382955,0.127275054693897,1.02251149531653,0.603789887039094,0.127040224282889,NA,NA
12379,"heavy",500,0.96820976963465,0.62407317529984,0.264515371302686,0.962686152122037,0.637375187628491,0.268745033104269,NA,NA
