"sim","censoring","n","alpha_cf","beta_cf","gamma_cf","alpha_m","beta_m","gamma_m","conv_msg_cf","conv_msg_m"
12223,"heavy",500,1.07061652432362,0.677015094795174,0.0886674790923881,1.06621861905834,0.685508844588099,0.0926086969816513,NA,NA
12224,"heavy",500,1.04901380048272,0.628637794118384,0.183761855936347,1.05196945363932,0.631454436122525,0.181604085644611,NA,NA
12225,"heavy",500,0.916170857756431,0.667285091316619,0.22016703491005,0.921009997547239,0.678156032224597,0.21955044450804,NA,NA
12226,"heavy",500,0.919501474636321,0.889295829533609,0.353742620004184,0.916563620499025,0.913096133594283,0.350886085413363,NA,NA
12227,"heavy",500,1.00126286171006,0.746736008621745,0.117746273188661,1.00264026262714,0.756770628380605,0.118404448900436,NA,NA
12228,"heavy",500,1.11205110108394,0.333364203962341,0.144405385792328,1.11796265402282,0.332483144950685,0.131979338560314,NA,NA
12229,"heavy",500,0.952756847096296,0.698777455391115,0.264156697643905,0.954679972112175,0.704473350138099,0.26519022188789,NA,NA
12230,"heavy",500,0.949305123938752,0.513677707496503,0.365695003847442,0.955565056254678,0.521750161841833,0.359642141636956,NA,NA
12231,"heavy",500,1.03340897229622,0.567287382847477,0.207670213575673,1.03761158515232,0.568909859327337,0.20111796220366,NA,NA
12232,"heavy",500,0.968271059376569,0.989391629088224,0.270651835990571,0.967328783316924,1.00493046304675,0.268430752925238,NA,NA
12233,"heavy",500,0.937953242807979,0.299016706433388,0.362496061577302,0.942550749387621,0.304524338406762,0.354717727635521,NA,NA
12234,"heavy",500,1.03472441863078,0.539948835153456,0.166247124363878,1.03618056885994,0.549897964614132,0.161259290631391,NA,NA
12235,"heavy",500,0.983281763540267,0.701793813651067,0.140929507267503,0.99025927350003,0.695910980998345,0.137384126787033,NA,NA
12236,"heavy",500,1.02843075533879,0.490438581474213,0.336387358603726,1.03116566941957,0.495943055170293,0.335056530587874,NA,NA
12237,"heavy",500,1.01920712310168,0.437478381106567,0.354286494263321,1.0218923319418,0.437705698320949,0.356080928240241,NA,NA
12238,"heavy",500,1.00770685748111,0.815404005315921,0.137229466007358,1.01251478429919,0.823827783256185,0.131773010336754,NA,NA
12239,"heavy",500,0.887140696926386,0.579121383587024,0.260888027048917,0.889661141251338,0.596031125189047,0.262522180963297,NA,NA
12240,"heavy",500,0.976720076297183,0.65366953918607,0.207095812513895,0.97569474725172,0.679288774226283,0.205822865014986,NA,NA
12241,"heavy",500,1.15131470335898,0.156365534686413,0.227141808550502,1.14552639189082,0.161817687830297,0.23813503583881,NA,NA
12242,"heavy",500,1.00797528158585,0.447014267731091,0.397614087491266,1.00822984788308,0.46062707216174,0.391910720910683,NA,NA
12243,"heavy",500,0.965317892039064,0.586663921272477,0.173652399882478,0.969692430120933,0.58285831527547,0.17745504962207,NA,NA
12244,"heavy",500,0.920034091678475,0.559374176443065,0.392153175660515,0.917814176619037,0.559467960675789,0.393057914923089,NA,NA
12245,"heavy",500,0.91921899791487,0.561206957012067,0.556969837358996,0.92117450354431,0.573071177255024,0.554729393733635,NA,NA
12246,"heavy",500,0.991311013388496,0.843798621687577,0.120148081143376,0.988964721961628,0.857915928990683,0.124530515950901,NA,NA
12247,"heavy",500,0.976545428780506,0.53026756443408,0.281765642362176,0.979402863146931,0.53291495280917,0.282431190971742,NA,NA
12248,"heavy",500,0.882997301862031,0.951557383404528,0.374116891014445,0.884185977449401,0.947634887675058,0.373594464422131,NA,NA
12249,"heavy",500,1.07778375802345,0.427635608698943,0.228441890797925,1.07675415928398,0.425429696629141,0.233804812914807,NA,NA
12250,"heavy",500,0.95797728706608,0.410359239656984,0.277799369873674,0.959927216826892,0.439276047290912,0.272767517348358,NA,NA
12251,"heavy",500,0.978991580676563,0.499026503248347,0.271701622477698,0.978180511946572,0.514641170382768,0.267532438456708,NA,NA
12252,"heavy",500,0.898167636433433,0.78965485687562,0.404317416170981,0.900753049393525,0.798343422765872,0.403799131346682,NA,NA
12253,"heavy",500,0.968857549149911,0.382276385357092,0.355898342552554,0.974666826061915,0.383975912497138,0.352357694554669,NA,NA
12254,"heavy",500,0.998951695649573,0.561066016028544,0.259615165910959,0.996127195685566,0.581020443555016,0.258117581857384,NA,NA
12255,"heavy",500,0.965779237319969,0.69830786401517,0.292901423007281,0.962780444939389,0.72913465878734,0.290608359786394,NA,NA
12256,"heavy",500,0.99512240442047,0.696991050517342,0.188205030672909,0.992850598633219,0.714880184980866,0.191008572233312,NA,NA
12257,"heavy",500,1.04516370882122,0.578124166082715,0.168677392252029,1.04455879422867,0.586145089551513,0.169317207936152,NA,NA
12258,"heavy",500,1.06116283535094,0.632296866002907,0.0478151028613165,1.05829442395323,0.649461523243475,0.0490172233497211,NA,NA
12259,"heavy",500,0.960103289181034,0.463655318415731,0.334682337574348,0.956339425487598,0.47127403672693,0.331965545639976,NA,NA
12260,"heavy",500,1.04740879213823,0.462922869071041,0.360390021866559,1.05085963812783,0.471737056806983,0.356652966918582,NA,NA
12261,"heavy",500,0.912874275975177,0.847770019268618,0.234567031810645,0.921210909985581,0.836625024009469,0.235702010971081,NA,NA
12262,"heavy",500,0.896569348232941,0.473500128119384,0.450841796031261,0.905529563292553,0.468872162595042,0.449810449177383,NA,NA
12263,"heavy",500,1.02768032441675,0.727753568945621,0.105321375075753,1.02274828245005,0.742848562620047,0.111518254455614,NA,NA
12264,"heavy",500,0.887403973857277,0.794337011845548,0.351801820545876,0.885199954597046,0.81113404631834,0.351901704290175,NA,NA
12265,"heavy",500,0.885772430430522,0.639182934204299,0.446165478980264,0.887112759766965,0.646723345856705,0.443862069041962,NA,NA
12266,"heavy",500,1.0578732261175,0.527006549454764,0.2417968420348,1.0552410581464,0.540212108837746,0.242635943090668,NA,NA
12267,"heavy",500,1.09180015135194,0.604526051938128,0.173881132506708,1.09314528226952,0.607258665342308,0.173013951876401,NA,NA
