"sim","censoring","n","alpha_cf","beta_cf","gamma_cf","alpha_m","beta_m","gamma_m","conv_msg_cf","conv_msg_m"
12323,"extra_heavy",500,0.975068540248669,0.269048813914412,0.110603811023814,0.968724049505776,0.274819236667755,0.109429741709929,NA,NA
12324,"extra_heavy",500,1.18200667300705,0.213407011507896,0.179543133392428,1.18225902928046,0.219646407537917,0.173529212224476,NA,NA
12325,"extra_heavy",500,0.993329340668185,0.5004459380563,0.487053323221527,0.979419628220645,0.63679216876937,0.475246602377264,NA,NA
12326,"extra_heavy",500,1.08247243123502,0.25871515856307,0.17405061180136,1.08611255621484,0.259287251040827,0.164795042593866,NA,NA
12327,"extra_heavy",500,1.1952604028785,0.0236660799721266,0.105291552380404,1.18547901239254,0.0256536376099149,0.0910867014073169,NA,NA
12328,"extra_heavy",500,1.07978976392203,0.850367738080688,0.153495012928278,1.08067238985666,0.888218349114805,0.145904381109385,NA,NA
12329,"extra_heavy",500,1.01870040838295,0.106206238136894,0.292122400173942,1.01510662799739,0.103512107303569,0.303497844772564,NA,NA
12330,"extra_heavy",500,1.06619652130807,0.179542530082873,0.0288742250071053,1.07218673555215,0.173354777021765,0.0331208376315584,NA,NA
12331,"extra_heavy",500,0.913458080178319,0.621057114940454,0.392635197941893,0.918167394506757,0.604414627108422,0.398469259021768,NA,NA
12332,"extra_heavy",500,1.0496117073934,0.15969719227972,0.302628061075515,1.04535386619801,0.163137019959353,0.303341775279907,NA,NA
12333,"extra_heavy",500,0.952925056401076,0.406476128476574,0.297640229952612,0.953697930275835,0.402697155626791,0.300312855767776,NA,NA
12334,"extra_heavy",500,1.09151994198574,0.185638986365663,0.103514983728851,1.09175315833697,0.1930024434054,0.0936912635550495,NA,NA
12335,"extra_heavy",500,0.846524176609036,2.1326572382265,0.325506858726057,0.852980716349089,2.18186258406623,0.321040464910232,NA,NA
12336,"extra_heavy",500,1.0304162469383,0.324841402496067,0.184628699300289,1.03122080807751,0.318304579007979,0.188237821048189,NA,NA
12337,"extra_heavy",500,1.06216852263603,0.0964945978239766,0.273725923375163,1.06690052702608,0.0874265949307653,0.279711575848764,NA,NA
12338,"extra_heavy",500,1.00843826929072,0.276004321232232,0.27177016224359,0.999288783500777,0.275529735701595,0.282275591695297,NA,NA
12339,"extra_heavy",500,0.82209131965467,1.65243806331045,0.247316754177427,0.847482399336072,1.77140150959972,0.236602022337856,NA,NA
12340,"extra_heavy",500,1.04716037106976,0.0853123105145413,0.33180583227923,1.04781953468856,0.08305565989128,0.328929651705526,NA,NA
12341,"extra_heavy",500,0.965486964847145,0.186720693411468,0.350603616208282,0.966877144976212,0.180588721756773,0.350329055616158,NA,NA
12342,"extra_heavy",500,1.14592796494261,0.0189559106517233,0.449561729236651,1.14867897332239,0.0162123674907776,0.456691429097178,NA,NA
12343,"extra_heavy",500,1.01255113704366,0.28933549276614,0.298460785562727,1.00180456920819,0.304637509414711,0.294632731448113,NA,NA
12344,"extra_heavy",500,0.873503721572209,1.55239010922368,0.224708446592781,0.894124373213306,1.60060213963907,0.215149081465007,NA,NA
12345,"extra_heavy",500,0.883060431566625,1.27621694024349,0.347591785645817,0.873370942931967,1.33163600261884,0.344115984887689,NA,NA
12346,"extra_heavy",500,1.01845869498407,0.532534195682962,0.142971105416603,1.01692993959833,0.535956493288222,0.140961453693163,NA,NA
12347,"extra_heavy",500,1.13949189304832,0.0157171716384156,0.37107635656843,1.14519407077121,0.0142485445054006,0.373894191086537,NA,NA
12348,"extra_heavy",500,1.10930481236292,0.164738432302614,0.251898139988768,1.11884950369127,0.1593317459533,0.246211426308827,NA,NA
12349,"extra_heavy",500,0.904802853977399,1.48285477762578,0.203273248521736,0.916452906609564,1.52217090194181,0.185759922705057,NA,NA
12350,"extra_heavy",500,1.06263780739311,0.244734747190665,0.0682637518576416,1.06190738264629,0.243561100250679,0.0683173379416136,NA,NA
12351,"extra_heavy",500,1.14911958580267,0.0243057418149322,0.201711627424403,1.14552131203935,0.030479444502469,0.197360171732119,NA,NA
12352,"extra_heavy",500,1.12901402106346,0.457031860289627,0.0231504049609771,1.11775189749709,0.479244055016952,0.0225984060881611,NA,NA
12353,"extra_heavy",500,1.1750552624433,0.155540395343079,0.204002848915848,1.1761655806207,0.151485353397872,0.206338251186756,NA,NA
12354,"extra_heavy",500,0.929799875297731,1.71308795123663,0.316882642809377,0.922361099172801,1.83173617898375,0.314476779286175,NA,NA
12355,"extra_heavy",500,1.12333171936011,0.188016819725819,0.00641356976174671,1.1204073096797,0.183955746101277,0.016524080241388,NA,NA
12356,"extra_heavy",500,0.887520797200002,0.109933424820585,0.542898963501106,0.884992497844763,0.112863504704983,0.545432336050424,NA,NA
12357,"extra_heavy",500,0.920477805014099,0.817137932009082,0.159365183562471,0.926911071347421,0.798246909580973,0.15987603779597,NA,NA
12358,"extra_heavy",500,1.09321241907404,0.103848197725639,0.290547162259936,1.10029115457534,0.10444865062797,0.2882510536549,NA,NA
12359,"extra_heavy",500,0.999432192077918,0.52717688040342,0.240723677633775,0.997453873498552,0.530372337322862,0.241474929735469,NA,NA
12360,"extra_heavy",500,1.09922742013384,-0.000709791934003642,0.428379750268392,1.10165077852684,0.00734872593318354,0.419988868826957,NA,NA
12361,"extra_heavy",500,1.06661664180737,0.35680036376023,0.241621463076973,1.06970853546262,0.35112203844102,0.244459287291499,NA,NA
12362,"extra_heavy",500,1.02084306480259,0.152943211851131,0.421191490073641,1.02099785962146,0.151965479514189,0.421491647278115,NA,NA
12363,"extra_heavy",500,1.0212430771613,0.739855457938518,0.325460737504514,1.02462950688201,0.759868965383135,0.321371247636794,NA,NA
12364,"extra_heavy",500,0.816956813419791,0.461797169162,0.30499371557523,0.819915400610128,0.45578881468819,0.306646197483638,NA,NA
12365,"extra_heavy",500,1.16729364614678,0.129201315521443,0.364259630461199,1.1628480857138,0.129443509597978,0.364735826312749,NA,NA
12366,"extra_heavy",500,0.763833196938594,0.367930389617205,0.119041635276647,0.76891210960834,0.367509817271859,0.116506337572191,NA,NA
12367,"extra_heavy",500,1.01515873834613,0.292134148497194,0.249808403970955,1.01943106566194,0.287796739359516,0.250532986449943,NA,NA
12368,"extra_heavy",500,1.0627039534274,0.225978025667868,0.43592351154995,1.06785491428921,0.22032830803509,0.43592279327313,NA,NA
12369,"extra_heavy",500,1.11480200986636,0.576360316285146,0.11446671533354,1.1173087287267,0.579130857063511,0.114159606062929,NA,NA
12370,"extra_heavy",500,1.04681081693112,0.247792336689758,0.145853774265248,1.05114579854272,0.241840081354348,0.152535720105009,NA,NA
12371,"extra_heavy",500,1.02114461471798,0.58453175709894,0.198467436894976,1.01838272466983,0.604373342450537,0.196493731844027,NA,NA
12372,"extra_heavy",500,1.06295355273716,0.600141423858356,0.408371582448734,1.0732066591199,0.554047292331648,0.416984348212726,NA,NA
12373,"extra_heavy",500,1.01633022506882,0.175181196184646,0.433396878185869,1.02490195601026,0.163696996372345,0.432654191060496,NA,NA
12374,"extra_heavy",500,0.789464836666673,0.820677414460615,0.410656470994578,0.791587512697111,0.808116932526343,0.419555920350961,NA,NA
12375,"extra_heavy",500,0.7980656884075,0.98445172089682,0.429018567688031,0.813213191222813,0.979482365105869,0.426359679320233,NA,NA
12376,"extra_heavy",500,1.14597179492844,0.506567044742668,0.238057881327598,1.14936012605052,0.510280827251373,0.242053215406691,NA,NA
12377,"extra_heavy",500,0.961905668141518,1.34681663947017,0.281083014741737,0.968545416765416,1.3715215333631,0.278989555263323,NA,NA
