"sim","censoring","n","subdivisions","perc_censored","alpha_extrap","beta_extrap","gamma_extrap","se_alpha_extrap","se_beta_extrap","se_gamma_extrap","time_extrap","time_extrap_no"
"11435-1","light",500,750,0.178,1.09978519409825,0.514543639666869,0.248036937538912,0.106933807951627,0.118842061204358,0.135966646669723,9.98300000000006,NA
"11435-2","light",500,750,0.176,1.13034772984566,0.368624278233104,0.222028007631794,0.0943665983111631,0.0981720575650413,0.12975619345975,9.43000000000006,NA
"11435-3","light",500,750,0.15,1.0536743951708,0.592386897348083,0.180671057053489,0.103448838192757,0.150423606734298,0.133791464340512,7.23500000000001,NA
"11435-4","light",500,750,0.164,1.07014366737888,0.467257458994987,0.0902045280535164,0.0994751195180492,0.11499643569765,0.138085782988199,7.73199999999997,NA
"11435-5","light",500,750,0.17,1.07209878625525,0.486776094280158,0.215739539348931,0.0925961347948139,0.108846521528544,0.131956458746193,6.64499999999998,NA
"11435-6","light",500,750,0.158,1.09316596368044,0.632071919118235,0.030301486628766,0.0897742694656288,0.100671290923758,0.125581428926164,9.83199999999999,NA
"11435-7","light",500,750,0.162,0.9969118783937,0.483486553957501,0.358041432277628,0.0947735321391364,0.103106096548153,0.12500652932519,10.862,NA
"11435-8","light",500,750,0.196,0.946172241757795,0.493926108107205,0.315436245986583,0.0898335801480716,0.0848344408174744,0.127382752268333,11.087,NA
"11435-9","light",500,750,0.158,1.00106462588534,0.548236502282465,0.207055486104646,0.103922068984448,0.12157172320581,0.138035772307423,7.83600000000001,NA
"11435-10","light",500,750,0.172,1.08002873148542,0.609908939300145,0.150109836004322,0.0981689626914196,0.109633251578091,0.138525018323878,9.27099999999996,NA
"11435-11","light",500,750,0.168,1.00353162702859,0.548997000595286,0.20109754073457,0.0975474204853169,0.136160904019737,0.136560000994516,7.49900000000002,NA
"11435-12","light",500,750,0.158,0.943709708666484,0.387682346344883,0.417394326946537,0.0967146810488003,0.12000334756723,0.133431059492971,6.59100000000001,NA
"11435-13","light",500,750,0.174,0.878823787540769,0.499374092468262,0.389346546543999,0.0990314144038102,0.0967883648346552,0.13358150958285,9.726,NA
"11435-14","light",500,750,0.128,1.03458358776284,0.439495403523421,0.17440191526135,0.0929445569796911,0.0955060557068358,0.130271116581236,6.048,NA
"11435-15","light",500,750,0.168,1.02255228910219,0.331526961344124,0.231512417895926,0.0987456085852972,0.0890773240557651,0.136476464631701,10.808,NA
"11435-16","light",500,750,0.166,1.04555501923839,0.456614538886789,0.244557909573335,0.0925491633653753,0.123558368731526,0.128741893463243,8.92999999999995,NA
"11435-17","light",500,750,0.138,1.06710400457369,0.420081066461424,0.134347879153672,0.0978286156140811,0.122964064095491,0.136843035436635,6.86400000000003,NA
"11435-18","light",500,750,0.184,1.06702314320433,0.458487036399423,0.167072039940701,0.0950823712643921,0.132180013934751,0.129935867961503,8.40899999999999,NA
"11435-19","light",500,750,0.156,1.07713036896564,0.636216833028212,0.21193036448643,0.0979917874599356,0.12691100555429,0.128724034010682,7.78399999999999,NA
"11435-20","light",500,750,0.182,0.964046263925774,0.524498005759953,0.266441456190367,0.0946326924993517,0.13212221658114,0.129210573674634,8.75600000000009,NA
