"sim","censoring","n","subdivisions","perc_censored","alpha_extrap","beta_extrap","gamma_extrap","se_alpha_extrap","se_beta_extrap","se_gamma_extrap","time_extrap","time_extrap_no"
"11432-1","heavy",100,100,0.44,0.78327471870321,1.41436660375257,0.293465676792214,0.234886326440896,0.540193111116103,0.300146557186212,1.323,NA
"11432-2","heavy",100,100,0.5,1.32989984423278,-0.669468597782604,0.394305752330168,0.297303524318596,0.8181929823167,0.346684417190616,1.419,NA
"11432-3","heavy",100,100,0.55,1.24206374191013,0.231527127745634,0.194199792478188,0.211313156315566,0.29066878681332,0.334052732191986,1.112,NA
"11432-4","heavy",100,100,0.5,1.09219374587329,0.199266695193244,0.24970583670889,0.225845890764819,0.451672257319603,0.269766133621664,1.294,NA
"11432-5","heavy",100,100,0.42,0.977125453040349,0.334257644655594,0.251053327929744,0.263826963362743,0.557477406359459,0.306852290023946,1.073,NA
"11432-6","heavy",100,100,0.54,0.813193113461471,0.463708448173846,0.409360425019327,0.226658360057256,0.246657014899761,0.296593251906716,1.183,NA
"11432-7","heavy",100,100,0.41,0.763989194404482,0.0178893420007364,0.775105182941482,0.221029658182502,0.471357396146056,0.318213284368391,1,NA
"11432-8","heavy",100,100,0.49,0.762531537753742,0.577854504208635,0.498216928908632,0.272757281497269,0.631441602458234,0.334528366305976,1.239,NA
"11432-9","heavy",100,100,0.42,0.793389103269388,0.672050846668636,0.552855539970636,0.216226034841471,0.54658146751395,0.284823320546374,1.263,NA
"11432-10","heavy",100,100,0.52,1.13406328420232,0.571084810955958,-0.0623649862648998,0.19572692430014,0.414933568115343,0.311252043445981,1.505,NA
"11432-11","heavy",100,100,0.43,0.956574097640281,0.0253708019412873,0.522668697235806,0.24136679489797,0.629827824961649,0.29699332902975,1.162,NA
"11432-12","heavy",100,100,0.48,0.942828490116429,0.685063499410665,0.31388771674111,0.208431073314363,0.365946201521649,0.286117544995466,1.324,NA
"11432-13","heavy",100,100,0.5,0.725537445467789,0.566174391070753,0.734763127080717,0.252509955518299,0.491940562194346,0.268756516410652,1.212,NA
"11432-14","heavy",100,100,0.54,0.899457434253212,0.415970944334765,0.214073340658438,0.220603962844008,0.390611759885383,0.306561789055973,1.274,NA
"11432-15","heavy",100,100,0.41,1.03426096625367,0.393673467839716,0.453316270835389,0.224880160238407,0.527258348710435,0.277883675276439,1.02,NA
"11432-16","heavy",100,100,0.48,1.00672464348798,0.338819511954152,0.223278870419511,0.203297046230998,0.34741624206199,0.257726429337232,1.524,NA
"11432-17","heavy",100,100,0.46,1.08169689052601,0.233099121472688,0.239722142402307,0.214847003785262,0.325870671448082,0.284580370813479,1.199,NA
"11432-18","heavy",100,100,0.47,1.15556994111065,0.212043172490638,0.51528039394524,0.205076110803707,0.580469035107163,0.303536709248844,1.169,NA
"11432-19","heavy",100,100,0.49,0.805417378479689,1.13473662200264,0.189889941628748,0.260243599941019,0.525786289790174,0.281279202147541,1.203,NA
"11432-20","heavy",100,100,0.59,1.30067696118184,0.159393519517865,-0.0405550828476908,0.220641266152781,0.233747561178646,0.317996427277356,0.876999999999999,NA
"11432-21","heavy",100,100,0.54,1.03987477555638,0.520177972419979,0.144516505671374,0.257055826267286,0.352733531022343,0.389915414442473,1.135,NA
"11432-22","heavy",100,100,0.45,1.24495712216113,0.457741876519126,-0.0574613437417947,0.217061143733906,0.475817181604624,0.298643628259956,1.075,NA
"11432-23","heavy",100,100,0.49,1.03811521470812,0.637140611852734,0.249964962295672,0.236363084917165,0.33252484404109,0.331688140512102,1.031,NA
"11432-24","heavy",100,100,0.54,1.1239824994312,0.407653613958591,0.204294205256841,0.220678945389449,0.370389660340305,0.303063087351841,1.282,NA
"11432-25","heavy",100,100,0.38,0.857048962004974,1.63975795867503,0.293945215048131,0.236704343890892,0.656034947796134,0.338290230500588,1.277,NA
"11432-26","heavy",100,100,0.5,0.984770731333873,0.273405693903233,0.502355641716209,0.22570673083723,0.25172253114291,0.298628737085308,1.134,NA
"11432-27","heavy",100,100,0.51,1.08556673612425,0.405821339750332,-0.113345234903839,0.259472860856961,0.331115505965103,0.325799130744476,1.18,NA
"11432-28","heavy",100,100,0.48,0.957480373874429,0.453009645252715,0.529594115281166,0.263233736065846,0.503008930124942,0.312183207083018,1.28,NA
"11432-29","heavy",100,100,0.51,0.87970721868538,0.187413668344709,0.709838225530483,0.254190015261405,0.467569832204365,0.345722318457145,1.444,NA
"11432-30","heavy",100,100,0.49,0.772821382411857,0.370485127177424,0.752628479919635,0.233077091366303,0.344393693634254,0.312027003531701,1.364,NA
"11432-31","heavy",100,100,0.52,1.05609192472055,0.229212360620935,0.223264344727453,0.23599593946349,0.599483087086297,0.317029127619884,1.166,NA
"11432-32","heavy",100,100,0.56,1.22578060499885,0.337205911430094,0.174074839903679,0.283366245984016,0.36573652506743,0.319379371193444,1.339,NA
"11432-33","heavy",100,100,0.52,0.899348443723929,0.565385629124914,0.081756806475088,0.222087369354049,0.353805259030665,0.322674308055601,1.215,NA
"11432-34","heavy",100,100,0.49,1.12095175108249,0.550446835828623,-0.0399670841214972,0.234980351669945,0.370705048307449,0.347723890413692,1.26000000000001,NA
"11432-35","heavy",100,100,0.5,0.995899428970017,0.111605760328343,0.475857172950983,0.216434865109876,0.196180621527598,0.308837526100903,1.093,NA
"11432-36","heavy",100,100,0.43,1.15812504768313,0.163547321799006,0.177038244287068,0.267951691293383,0.498788413511521,0.312682623617524,1.135,NA
"11432-37","heavy",100,100,0.45,1.15924466320367,0.236421453601493,0.190723546896298,0.224027320362121,0.460085043759103,0.278323666275039,1.292,NA
"11432-38","heavy",100,100,0.5,1.19755877385048,1.22885266868968,-0.0190542000376721,0.23585578464767,0.613714693640659,0.287463594902865,1.169,NA
"11432-39","heavy",100,100,0.36,0.924343666287641,0.292311683213195,0.421412899704262,0.213646770928635,0.439716628131434,0.32114215973335,1.15300000000001,NA
"11432-40","heavy",100,100,0.51,0.93397578960515,1.07952539777263,0.405168745652223,0.255067130831368,0.569780043020582,0.338275203244739,1.104,NA
"11432-41","heavy",100,100,0.49,0.847869099447499,0.792480827648192,0.131517901299815,0.193445147229789,0.448191415415953,0.259811115305238,1.28,NA
"11432-42","heavy",100,100,0.51,1.05081952981427,0.497711461405753,0.426380724325323,0.226536640262615,0.279864277743916,0.291555181165798,1.052,NA
"11432-43","heavy",100,100,0.42,1.231664182935,-0.0580755645970406,0.375740780804154,0.249715539179069,0.517721174414168,0.290829720237229,1.122,NA
"11432-44","heavy",100,100,0.55,0.718169256423101,0.713376726227243,0.193785694107963,0.211369338597295,0.343742229173775,0.294593881359761,1.041,NA
"11432-45","heavy",100,100,0.41,0.972651432566261,0.181650962698517,0.396254066348101,0.233532851298767,0.47014839252122,0.29825661243905,1.062,NA
"11432-46","heavy",100,100,0.42,1.00144808254268,0.486393623359743,0.210665176471035,0.221421089052347,0.623713006940626,0.265186931629906,1.15799999999999,NA
"11432-47","heavy",100,100,0.51,0.907495629531295,0.480439357200426,0.26970748429614,0.198924526982043,0.327203474509266,0.349346716717874,1.07000000000001,NA
"11432-48","heavy",100,100,0.47,1.08906542002741,0.623595742766425,0.378644410629456,0.230886971020157,0.637548866934552,0.309329648705845,1.294,NA
"11432-49","heavy",100,100,0.5,0.840848258355444,0.45574108611033,0.613730952803578,0.252567133746911,0.329973310158481,0.354180781056202,1.306,NA
"11432-50","heavy",100,100,0.5,1.05228175418387,0.182398438115735,0.358711219091975,0.307458811399991,0.58960649208553,0.318579506944843,1.39399999999999,NA
