"sim","censoring","n","subdivisions","perc_censored","alpha_extrap","beta_extrap","gamma_extrap","se_alpha_extrap","se_beta_extrap","se_gamma_extrap","time_extrap","time_extrap_no"
"11435-1","light",500,500,0.178,1.09824354904588,0.52185844768483,0.245332830019055,0.106853495755951,0.118747049800076,0.135814331058711,9.94299999999998,NA
"11435-2","light",500,500,0.176,1.13263948854934,0.362533864902893,0.226158878014431,0.0943930029994585,0.0980747721314111,0.129530793362018,8.18699999999998,NA
"11435-3","light",500,500,0.15,1.053674397715,0.592386886509071,0.18067105978051,0.103448838229921,0.150423606262389,0.133791464481261,5.99000000000001,NA
"11435-4","light",500,500,0.164,1.0701435978779,0.467257694492062,0.0902044052807735,0.0994751182886666,0.114996428947467,0.13808578085426,6.465,NA
"11435-5","light",500,500,0.17,1.0720987849593,0.486776098138668,0.215739538936574,0.0925961347962367,0.108846521754096,0.131956458591184,6.202,NA
"11435-6","light",500,500,0.158,1.09316595618967,0.632071947905594,0.0303015089803101,0.0897742687924605,0.100671292790329,0.125581426424369,9.02300000000002,NA
"11435-7","light",500,500,0.162,0.996911821550188,0.483486507712262,0.358041513096567,0.0947735408245916,0.10310608933269,0.12500652396797,7.73199999999997,NA
"11435-8","light",500,500,0.196,0.948809504913288,0.488578059349497,0.321740675038167,0.0898622763380542,0.0852764920674681,0.127499814969143,10.183,NA
"11435-9","light",500,500,0.158,1.00106463430224,0.548236488134024,0.207055484916046,0.103922068835521,0.121571722729241,0.138035773051464,7.98899999999998,NA
"11435-10","light",500,500,0.172,1.08002866968626,0.609909158640337,0.150109799726306,0.098168960569941,0.109633250722159,0.138525008873897,9.12600000000003,NA
"11435-11","light",500,500,0.168,1.00353162340604,0.548997013316384,0.201097537948163,0.0975474200392361,0.136160903566913,0.136560001015788,9.5,NA
"11435-12","light",500,500,0.158,0.943709704533422,0.387682359850192,0.417394326358698,0.096714680842562,0.120003348511321,0.133431059994756,7.83699999999999,NA
"11435-13","light",500,500,0.174,0.878823787366975,0.499374092232735,0.389346549382147,0.0990314144456833,0.0967883649139946,0.133581509426661,8.553,NA
"11435-14","light",500,500,0.128,1.034583586415,0.439495410636082,0.174401905827457,0.092944556732359,0.0955060559623604,0.130271117109415,5.36399999999998,NA
"11435-15","light",500,500,0.168,1.02761047017077,0.315853201952371,0.241222512173444,0.0988838560363017,0.0888411687820633,0.136611671542841,10.055,NA
"11435-16","light",500,500,0.166,1.04555501875112,0.456614546930256,0.244557902885773,0.0925491631694071,0.123558368268162,0.128741893842442,8.26799999999997,NA
"11435-17","light",500,500,0.138,1.06710401225752,0.420081041142536,0.134347882398307,0.0978286159849131,0.122964064269889,0.136843035861147,6.41499999999996,NA
"11435-18","light",500,500,0.184,1.0670231695398,0.458486932362701,0.167072076898503,0.0950823717303033,0.132180013336282,0.129935868488292,10.531,NA
"11435-19","light",500,500,0.156,1.07713037565073,0.636216815002253,0.211930364259581,0.09799178737037,0.126911005090018,0.128724034396488,10.317,NA
"11435-20","light",500,500,0.182,0.964046237656149,0.524498110782134,0.266441390409402,0.0946326898443708,0.13212221911122,0.129210576523143,8.95300000000003,NA
"11435-21","light",500,500,0.184,1.04184300085875,0.460325887429434,0.225005872730892,0.0937500843344144,0.113391505781121,0.138718089265897,7.99200000000002,NA
"11435-22","light",500,500,0.136,0.945816561893961,0.479730197979646,0.289817972224507,0.0896865051086297,0.119840896979722,0.125768997749032,6.53800000000001,NA
"11435-23","light",500,500,0.198,1.07915020117243,0.409907220730916,0.0800282558138119,0.0915183449448449,0.0782588960707179,0.125585063876549,9.166,NA
"11435-24","light",500,500,0.162,0.960483996418294,0.421841026547069,0.239309749987131,0.100719238191455,0.11186304540086,0.136750412902987,6.64300000000003,NA
"11435-25","light",500,500,0.17,0.893703482143028,0.415410943672285,0.339703806997724,0.0857924430648729,0.0905240039065075,0.130617399652274,8.97899999999998,NA
"11435-26","light",500,500,0.17,1.03034616551552,0.396180639461671,0.354206627739352,0.094479255169167,0.128763866556093,0.141637649461991,8.13400000000001,NA
"11435-27","light",500,500,0.192,0.922417003528482,0.512803105714182,0.347329361838009,0.0911386491961663,0.117559928108629,0.133523521602235,10.514,NA
"11435-28","light",500,500,0.172,0.997915916375093,0.494347501724887,0.358930272771836,0.10003478277149,0.114403777291871,0.138097385824671,8.49200000000002,NA
"11435-29","light",500,500,0.144,1.01306995146384,0.443519743867294,0.337058081609094,0.0964306883220965,0.129174166067412,0.135934661318916,7.67700000000002,NA
"11435-30","light",500,500,0.144,0.801444531241453,0.493116432683943,0.443615570857497,0.0946550438677718,0.0975877038581209,0.125528623926861,7.13600000000002,NA
"11435-31","light",500,500,0.17,1.17597492477851,0.308120633752481,0.136841792657167,0.0989470644328488,0.0619779831293801,0.138087078805671,10.829,NA
"11435-32","light",500,500,0.174,1.04157263477089,0.512116015647863,0.154255206283438,0.0955033376066385,0.154024723332817,0.143424346361716,6.75900000000001,NA
"11435-33","light",500,500,0.17,1.05907088219494,0.404885729140055,0.216161628997861,0.0952048430297322,0.0883443361898623,0.124766102688299,10.602,NA
"11435-34","light",500,500,0.162,0.94133568097362,0.557573639008042,0.259415791494813,0.0966332454339079,0.102536651877193,0.129789584657188,8.34500000000003,NA
"11435-35","light",500,500,0.168,1.01627386127581,0.58833463015946,0.193261379742757,0.0992775506645549,0.145530320200487,0.133042601370241,8.19600000000003,NA
"11435-36","light",500,500,0.194,1.0246583362463,0.491635375117971,0.109588157329565,0.0982752886977362,0.102758986539229,0.133561822593569,8.10299999999995,NA
"11435-37","light",500,500,0.18,0.995481436484435,0.491868647533075,0.181800299559906,0.0918237531304706,0.102321235440543,0.133603931778155,10.6790000000001,NA
"11435-38","light",500,500,0.146,1.05754835439279,0.427869805984017,0.160810453628324,0.0924084595775006,0.114073404588277,0.124709776676527,10.058,NA
"11435-39","light",500,500,0.174,1.09250272021423,0.306386055360817,0.249839862159659,0.0937325536283939,0.141397571349643,0.1315583007359,7.74099999999999,NA
"11435-40","light",500,500,0.21,0.935476766896122,0.68560604600217,0.247269987771362,0.0976426365629278,0.130395890414501,0.136622992209374,9.98599999999999,NA
"11435-41","light",500,500,0.168,0.993417382415104,0.529780530315024,0.238455311192666,0.1020784922909,0.116696820950452,0.13348919852297,7.74299999999994,NA
"11435-42","light",500,500,0.158,1.00397838513786,0.498903087499247,0.247290287821076,0.0900375806344316,0.112515455951695,0.126986963420722,6.05399999999997,NA
"11435-43","light",500,500,0.164,0.930278799586623,0.550843426894823,0.255867625267739,0.0964786585765885,0.139821337393889,0.140277884373569,7.61800000000005,NA
"11435-44","light",500,500,0.16,1.01776586821965,0.451361059351683,0.222856768332998,0.101881203724737,0.115320827227481,0.13184990801667,7.97199999999998,NA
"11435-45","light",500,500,0.186,0.988677936795742,0.504970379832575,0.138440237042589,0.101776755761046,0.121539841042601,0.145114467204966,8.38499999999999,NA
"11435-46","light",500,500,0.196,1.01515591967055,0.42276573414936,0.293028519686739,0.0916861821637566,0.106637797517246,0.132366624638435,8.61299999999994,NA
"11435-47","light",500,500,0.146,0.92970279811256,0.322557590208745,0.461349674215723,0.0901784239755607,0.112522476020163,0.123300794665119,8.05899999999997,NA
"11435-48","light",500,500,0.172,1.18402021150741,0.254372562801897,0.260173363650662,0.0982146653696341,0.0912939615034808,0.134778765721219,8.82600000000002,NA
