"sim","censoring","n","subdivisions","perc_censored","alpha_extrap","beta_extrap","gamma_extrap","se_alpha_extrap","se_beta_extrap","se_gamma_extrap","time_extrap","time_extrap_no"
"11422-1","light",500,750,0.178,1.01699268658568,0.486605219975106,0.239615481094352,0.0937747285428759,0.0893834244889791,0.133280357363388,8.26299999999992,NA
"11422-2","light",500,750,0.16,1.05627062381633,0.431949369043803,0.0122408191527257,0.0916881809991558,0.115219716349321,0.137085804491165,7.98800000000006,NA
"11422-3","light",500,750,0.19,1.06477066128147,0.431474897257221,0.181453364078125,0.0970484430612985,0.10662638602348,0.124811584983355,12.0310000000001,NA
"11422-4","light",500,750,0.162,0.973027477845555,0.605362373010564,0.240620631499654,0.0937717213273869,0.133332641425023,0.133942421452404,5.56299999999999,NA
"11422-5","light",500,750,0.144,0.957318874567717,0.70167950106154,0.213012182300099,0.103381776115155,0.132505280027454,0.138916889888951,5.72399999999993,NA
"11422-6","light",500,750,0.17,1.0734626374903,0.584933224587697,0.170271304798963,0.0973106845708572,0.117829721746421,0.126730749209711,9.447,NA
"11422-7","light",500,750,0.138,0.848380113295098,0.548803256464237,0.397035762040399,0.094056179526514,0.144820065583802,0.130080734724993,5.99799999999993,NA
"11422-8","light",500,750,0.146,1.07147872183294,0.302067547656397,0.294860481999162,0.0871057958401191,0.0943004328352689,0.131919632677341,6.45400000000006,NA
"11422-9","light",500,750,0.154,0.962303771991657,0.646211423642626,0.203393899738359,0.094462007960001,0.112364160590139,0.13165946092641,7.50099999999998,NA
"11422-10","light",500,750,0.2,0.92448381673845,0.504599179878863,0.390630192686215,0.0965061242233836,0.132617358287602,0.1292096486146,9.38800000000003,NA
"11422-11","light",500,750,0.18,0.983131984751694,0.441662196704949,0.384710982606198,0.0939912021682586,0.0824206597230348,0.134107524527504,11.955,NA
"11422-12","light",500,750,0.158,1.03775848269752,0.37412806833183,0.354163087723934,0.0958702961620034,0.1066616522342,0.133804083103624,7.64499999999998,NA
"11422-13","light",500,750,0.16,1.01008379794017,0.42543860452095,0.245203499312073,0.0960925891723184,0.124084755175609,0.128557680764718,6.79999999999995,NA
"11422-14","light",500,750,0.214,0.89004982170712,0.450396667611296,0.333965650852471,0.0960395947669365,0.131388705534019,0.125484054398499,9.62699999999995,NA
"11422-15","light",500,750,0.174,0.979089856220347,0.510281556976834,0.323489619132856,0.101346450688578,0.100447555806173,0.133507739830182,8.745,NA
"11422-16","light",500,750,0.156,0.964886324852521,0.567275685121112,0.213003692087625,0.0880308300736562,0.131980467459731,0.122542172991632,7.83400000000006,NA
"11422-17","light",500,750,0.182,1.02204214492182,0.579327852475293,0.215954186267982,0.0957414053576744,0.121875661890144,0.129985220999488,8.875,NA
"11422-18","light",500,750,0.186,1.01378127032462,0.58136167872902,0.136532915678494,0.0961277426798166,0.135817794930079,0.131174053540272,10.1139999999999,NA
"11422-19","light",500,750,0.168,1.03828200095234,0.380218359211736,0.230833044948897,0.101415722523415,0.112877475244399,0.141454897677934,6.28800000000001,NA
"11422-20","light",500,750,0.172,0.939865711207721,0.406170679553696,0.339022885454743,0.0985296604186442,0.097620039729275,0.135925014136045,9.15600000000006,NA
"11422-21","light",500,750,0.166,0.911962711543283,0.553089176994345,0.268394747017227,0.0905275792848122,0.0973566340578192,0.123959017056352,6.28599999999994,NA
"11422-22","light",500,750,0.15,1.04112519008329,0.399315851524029,0.242393996083852,0.0905057119107595,0.101825871708416,0.121083314640577,5.66100000000006,NA
"11422-23","light",500,750,0.176,0.93442370037926,0.527624318075018,0.34573932274879,0.0930872502028741,0.0931310254095422,0.133322456603396,8.74099999999999,NA
"11422-24","light",500,750,0.15,1.06365871612877,0.406314505893492,0.277539856516042,0.10773050096864,0.156852498707585,0.138812038411969,6.91899999999998,NA
"11422-25","light",500,750,0.156,NA,NA,NA,NA,NA,NA,0.0299999999999727,NA
"11422-26","light",500,750,0.176,0.958866028585788,0.594566522426602,0.286193624642488,0.0936022672040409,0.112703381599444,0.126304605137036,8.98000000000002,NA
"11422-27","light",500,750,0.182,1.07353517443338,0.309334063783036,0.184854685475874,0.0949230918033484,0.0967307863751579,0.128321447164754,10.5169999999999,NA
"11422-28","light",500,750,0.17,1.01406618509788,0.444903829191075,0.171283220553379,0.0939379910866271,0.108741812602613,0.137400932389607,10.01,NA
"11422-29","light",500,750,0.17,1.06571879938502,0.395239070959478,0.273321526508761,0.0974456203785569,0.121497082909443,0.130068601552485,7.548,NA
"11422-30","light",500,750,0.158,1.12392902952645,0.484827558629982,0.0844634950079236,0.0948346487967318,0.128742022572991,0.124791306076667,7.05599999999993,NA
