"sim","censoring","n","subdivisions","perc_censored","alpha_extrap","beta_extrap","gamma_extrap","se_alpha_extrap","se_beta_extrap","se_gamma_extrap","time_extrap","time_extrap_no"
"11436-1","extra_heavy",100,100,0.86,1.35637777069899,-7.81268476799415e-05,0.679632695021046,0.225408896961771,0.000222241644579868,0.94640414642304,0.964,NA
"11436-2","extra_heavy",100,100,0.76,1.16463102749755,-0.000987291244215258,0.264358363630039,0.368662986630513,0.0159373583859181,0.291734896242968,0.803,NA
"11436-3","extra_heavy",100,100,0.88,0.9413633001238,0.0321353531695838,0.22365365996453,0.215683825721854,0.0603044802372229,0.702178319351063,0.919,NA
"11436-4","extra_heavy",100,100,0.86,1.361656212783,-0.237331912429045,0.473527956732566,0.419665412161527,0.918229602234558,0.323239158113532,1.039,NA
"11436-5","extra_heavy",100,100,0.81,0.987555690156765,0.452071021061002,0.382488106833998,0.274030434304163,0.538978753086295,0.399994541336554,1.091,NA
"11436-6","extra_heavy",100,100,0.83,1.17660344818048,-0.152504357242222,0.486321872933506,0.348737967519651,1.34332693189312,0.280157257063822,1.283,NA
"11436-7","extra_heavy",100,100,0.82,1.09513557324351,-0.0249969312307862,0.607879922853004,0.445974629329214,0.254479437266948,0.35691693653602,0.942,NA
"11436-8","extra_heavy",100,100,0.86,1.30603099636085,-0.00083075504308046,0.314915199577045,0.228134468462507,0.0108497656950505,1.23227159630378,0.895999999999999,NA
"11436-9","extra_heavy",100,100,0.8,1.25840380637647,0.214729542149192,0.0392822536361176,0.230709681687306,0.313743298732153,0.418999904451056,0.981,NA
"11436-10","extra_heavy",100,100,0.77,1.17392151988158,1.00793549555505,0.0416828086142428,0.373173644090358,1.29575415360641,0.289190638331427,1.128,NA
"11436-11","extra_heavy",100,100,0.84,1.11491990041035,0.364459288489105,0.134730551672101,0.251079150436603,0.837056883653733,0.394334075512448,1.105,NA
"11436-12","extra_heavy",100,100,0.85,0.857022092767275,0.0165399414076686,0.431063520843496,0.327311284334058,0.0195579488465318,0.269798639547757,0.782,NA
"11436-13","extra_heavy",100,100,0.78,1.03671580711854,0.133755954240387,-0.137908327486307,0.250018699637265,0.158123411620012,0.392799075396772,0.902000000000001,NA
"11436-14","extra_heavy",100,100,0.84,1.01267931846242,-0.0178439310962047,0.68489085560808,0.284398429869348,0.140117876482355,0.36703230558266,0.919999999999998,NA
"11436-15","extra_heavy",100,100,0.75,1.30746595392309,-0.803732948451451,0.53943452140477,0.333707615089762,2.10113277603328,0.308736548165717,1.342,NA
"11436-16","extra_heavy",100,100,0.72,0.909538993606525,3.59586324978156,-0.318213813920643,0.275953745213739,2.71023125213423,0.350746468171471,1.171,NA
"11436-17","extra_heavy",100,100,0.83,0.803351662431583,0.477257602577508,0.176072937606227,0.295758441030715,0.28786589666521,0.299477818673804,0.931000000000001,NA
"11436-18","extra_heavy",100,100,0.79,1.18134000017628,0.298357336041098,0.13303069759776,0.357342057336606,1.29256413570285,0.300169007968976,1.168,NA
"11436-19","extra_heavy",100,100,0.87,1.21557865146349,-0.0313359836504792,0.901477900366937,0.228330002187231,0.0583030559261382,0.8646271591563,0.853999999999999,NA
"11436-20","extra_heavy",100,100,0.82,1.22454367996145,0.0669680011555006,-0.0565537337351361,0.293877810340949,0.619606861604286,0.353224341474797,1.016,NA
"11436-21","extra_heavy",100,100,0.81,0.792766251969612,0.328427424895157,-0.0565812327159246,0.277629966389297,0.181730336474934,0.275170458291176,1.008,NA
"11436-22","extra_heavy",100,100,0.89,0.893001138170175,0.298792221968778,0.589102552121828,0.331235043733767,0.478343555798221,0.30941573855524,1.089,NA
"11436-23","extra_heavy",100,100,0.83,1.23600594731455,0.00032989138203387,0.246789085106184,0.370520030678991,0.00346632254802603,0.438456189935421,0.966999999999999,NA
"11436-24","extra_heavy",100,100,0.84,1.15955411913051,0.0908950794971895,0.159769855344203,0.322984397828261,0.104074370844009,0.368898970314129,0.863,NA
"11436-25","extra_heavy",100,100,0.79,1.09535514036188,-0.176845450467677,0.559931227962574,0.366891565131673,1.29202189650347,0.295151926453978,1.057,NA
"11436-26","extra_heavy",100,100,0.83,1.35995093675868,-0.078291457959241,0.379769910387268,0.573072401675713,0.249243480382548,0.50954815774446,1.023,NA
"11436-27","extra_heavy",100,100,0.78,1.32369448989093,-0.0274844770043545,0.315847926782887,0.224994761617533,0.227520936489824,0.534541989182003,0.917999999999999,NA
"11436-28","extra_heavy",100,100,0.85,0.794198168671361,0.441340291497792,0.0727475207479682,0.223472857144436,0.307341535290916,0.463816081109593,1.115,NA
"11436-29","extra_heavy",100,100,0.82,1.01544065443719,0.00212152133945065,0.352879064528271,0.206195689177269,0.00618680758826392,0.663194893297838,0.823,NA
"11436-30","extra_heavy",100,100,0.83,0.732341919231516,0.342051630422619,0.496791684104928,0.324807985534584,0.373936363799295,0.309510331755431,0.927999999999997,NA
"11436-31","extra_heavy",100,100,0.79,1.05122396356264,0.612723217018711,0.301831726742159,0.239540508689195,0.910495305362078,0.527642882409543,1.064,NA
"11436-32","extra_heavy",100,100,0.86,1.14739754202689,0.0187511043626755,0.128117796498055,0.305993385227888,0.0654010012672514,0.366353677737036,0.823,NA
"11436-33","extra_heavy",100,100,0.8,0.868546273448908,0.00107014831644656,-0.424486190957098,0.229034931695064,0.000533049289995965,0.572622111812278,0.826999999999998,NA
"11436-34","extra_heavy",100,100,0.74,0.724704468321036,0.67745598313526,0.606924024688227,0.209550415973303,0.938048837937203,0.361345681069086,1.056,NA
"11436-35","extra_heavy",100,100,0.82,0.917965633148178,0.394777655536822,-0.761184157936019,0.19459545907479,0.185994381407532,0.580671183622657,0.945,NA
"11436-36","extra_heavy",100,100,0.79,0.55856728422479,0.303923459365329,0.327943986827497,0.236746942588652,0.132588179187086,0.289297695297837,0.902999999999999,NA
"11436-37","extra_heavy",100,100,0.82,1.34866847217041,9.54794335094084e-05,0.164457757722819,0.20789959423885,0.000154253775746621,0.581482191886192,0.884999999999998,NA
"11436-38","extra_heavy",100,100,0.82,1.20192109170855,0.00960701688097887,-2.31285919627129,0.186286621869436,0.0337033626891432,8.72245334236389,0.951999999999998,NA
"11436-39","extra_heavy",100,100,0.85,1.08418498204766,-0.037947180200859,0.556880911651294,0.539022110950816,0.730066432935288,0.352630583514958,1.00700000000001,NA
"11436-40","extra_heavy",100,100,0.79,1.00950340298928,0.0257482262898555,0.468845024753341,0.209330274545135,0.181669093310131,0.473436239274686,0.890999999999998,NA
"11436-41","extra_heavy",100,100,0.79,1.0298712345236,0.255363589397081,0.326906669942644,0.304705256534865,0.303700135077207,0.334332217859813,1.055,NA
"11436-42","extra_heavy",100,100,0.79,1.5112128253417,-0.131515740612141,0.165102468760197,0.323873845424701,0.185977003896274,0.299444109072301,0.949000000000005,NA
"11436-43","extra_heavy",100,100,0.8,1.09830198109927,0.131814383249166,-0.203867006977601,0.232192354905344,0.194008417001283,0.391598244225371,1.01,NA
"11436-44","extra_heavy",100,100,0.8,1.10620585777738,0.184856618330784,0.191204284418869,0.349195259840195,0.958290536484585,0.304752146525675,1.227,NA
"11436-45","extra_heavy",100,100,0.88,1.04668359522622,0.219404895850861,0.131285446840115,0.229271277228568,0.41618256457447,0.638469258377579,0.942999999999998,NA
"11436-46","extra_heavy",100,100,0.81,0.579752994474504,0.0124072339958865,0.161093489151347,0.206448251333025,0.00810156192612538,0.776412807699119,0.809000000000005,NA
"11436-47","extra_heavy",100,100,0.88,1.34024758281788,0.0100085689094868,-0.602994923569955,0.2164022109795,0.00979247421056042,0.92081540458824,0.834000000000003,NA
"11436-48","extra_heavy",100,100,0.8,1.00634431411756,0.130315787228479,-0.315755893565904,0.251421253391476,0.0787298490259194,0.461932206985277,0.872,NA
"11436-49","extra_heavy",100,100,0.85,1.16420578454317,0.0208817141127926,-0.175769292919881,0.21426366585871,0.0377726515221501,0.706178316339476,0.848999999999997,NA
"11436-50","extra_heavy",100,100,0.78,1.2583366234752,-1.44400045329545,0.479164279899993,0.335657453831345,2.20417112172108,0.304445670232927,1.227,NA
