"sim","censoring","n","subdivisions","perc_censored","alpha_extrap","beta_extrap","gamma_extrap","se_alpha_extrap","se_beta_extrap","se_gamma_extrap","time_extrap","time_extrap_no"
"11425-1","extra_heavy",500,500,0.798,1.21033334043376,0.235154733825795,0.216719858083733,0.132894405528163,0.354033822411088,0.143527128709238,5.41999999999999,NA
"11425-2","extra_heavy",500,500,0.822,0.622350575477298,1.403506248812,0.343959062823192,0.155431045515366,0.418902091702003,0.127922371578245,5.255,NA
"11425-3","extra_heavy",500,500,0.816,1.05749607023793,0.0889357353492658,0.39410869370859,0.109561890784517,0.143557768858066,0.192878577650987,3.89600000000002,NA
"11425-4","extra_heavy",500,500,0.82,1.15004944679605,0.163178916110012,0.252656569525179,0.122050775013365,0.199868451440944,0.160672737663578,4.77000000000001,NA
"11425-5","extra_heavy",500,500,0.782,0.933188223511038,0.293706696645956,0.488650940965276,0.122532659009211,0.178129521112676,0.143377100125956,3.39100000000002,NA
"11425-6","extra_heavy",500,500,0.82,1.01168488193811,0.965291241444433,0.134727594096227,0.128266992821366,0.429767480963023,0.184373735627683,5.91399999999999,NA
"11425-7","extra_heavy",500,500,0.786,0.989000395819409,0.749213180008975,0.384715225362681,0.135985066845947,0.522777283198261,0.138866236759748,5.64600000000002,NA
"11425-8","extra_heavy",500,500,0.802,1.0318153942698,0.712469870814729,0.00906858670464617,0.119511484559149,0.28818905495732,0.180977423848727,5.18100000000001,NA
"11425-9","extra_heavy",500,500,0.808,0.980170025881219,0.298651144004747,0.33170263403335,0.119263667604191,0.22125739105175,0.160630818696496,4.09800000000001,NA
"11425-10","extra_heavy",500,500,0.806,1.14071738371124,0.294973683966302,0.0652889077097681,0.113800944403473,0.288694833183705,0.220603814583693,4.87800000000001,NA
"11425-11","extra_heavy",500,500,0.798,1.20244385297396,0.0432137887747432,0.0840099664091705,0.0959232741366395,0.0375933073488271,0.215628820369061,2.58500000000001,NA
"11425-12","extra_heavy",500,500,0.832,0.90291326798237,1.47246057618572,0.112177399884809,0.161857326337457,0.618567463894577,0.145406546394445,6.75299999999999,NA
"11425-13","extra_heavy",500,500,0.848,1.00430529169351,0.183729668561792,-0.0233652454365439,0.102512176437596,0.0721602821876965,0.236807877682265,3.14599999999999,NA
"11425-14","extra_heavy",500,500,0.814,1.10165453352825,0.774013047353036,-0.262023037021421,0.132317838585371,0.289520566405564,0.209477118100985,4.92400000000001,NA
"11425-15","extra_heavy",500,500,0.782,1.09709424989686,0.23072282247886,0.230235553685049,0.115617850362893,0.331365970842613,0.177552962278871,4.74100000000001,NA
"11425-16","extra_heavy",500,500,0.832,0.998684170938684,0.0278847109664973,0.383298829110527,0.125308074599134,0.114625415238952,0.189674297722365,3.70500000000001,NA
"11425-17","extra_heavy",500,500,0.834,0.968105168092712,0.305794392588783,0.252486515727119,0.135030350793533,0.181272733102793,0.148754833180448,3.95699999999999,NA
"11425-18","extra_heavy",500,500,0.814,1.05052713715856,0.289316585215183,0.415429386604414,0.13365176883469,0.364832117369428,0.152162008877733,5.17000000000002,NA
"11425-19","extra_heavy",500,500,0.834,1.24104474001678,0.0126306475152944,0.219243846712835,0.0911272921971376,0.0382599552740674,0.233134641803826,2.61900000000003,NA
