"sim","censoring","n","subdivisions","perc_censored","alpha_extrap","beta_extrap","gamma_extrap","se_alpha_extrap","se_beta_extrap","se_gamma_extrap","time_extrap","time_extrap_no"
"11431-1","heavy",500,500,0.488,1.00722166246752,0.370380920555797,0.313858815223319,0.107129737435912,0.174534690693778,0.139558427834403,9.58799999999999,NA
"11431-2","heavy",500,500,0.47,0.930910420180051,0.530285662718994,0.369902008618947,0.106771068028581,0.225184337633491,0.137331852857787,11.33,NA
"11431-3","heavy",500,500,0.486,0.973774993150088,0.659476675498439,0.0450027611811318,0.106701012748107,0.189262821464725,0.141690655134246,10.655,NA
"11431-4","heavy",500,500,0.458,1.03887286652892,0.585517327808147,0.255732431381722,0.0992182788860956,0.169585278135623,0.130130339336318,9.90400000000005,NA
"11431-5","heavy",500,500,0.504,1.0426486126992,0.359566233915487,0.21650273088303,0.102140520785279,0.161940917831678,0.153369826582541,11.561,NA
"11431-6","heavy",500,500,0.494,1.15608373664545,0.283876362776322,0.317311346512628,0.11309543216118,0.202270725145208,0.139732370078443,17.998,NA
"11431-7","heavy",500,500,0.472,1.04876773182313,0.398894720215283,0.133228031560556,0.108114059282147,0.172073412847599,0.139767448878862,12.034,NA
"11431-8","heavy",500,500,0.46,1.0322031644008,0.565338502755886,0.279901375665089,0.106237678696583,0.191588715334467,0.140476919346441,12.914,NA
"11431-9","heavy",500,500,0.47,0.971978391975695,0.603061514414289,0.256122301568545,0.1012007547402,0.166346711258725,0.131248074179388,11.875,NA
"11431-10","heavy",500,500,0.49,0.986959317247719,0.514600714214441,0.299349951702443,0.112637049502791,0.223037828404918,0.136706282577475,13.331,NA
"11431-11","heavy",500,500,0.49,1.06832071371584,0.432220804254506,0.277878695014447,0.0971760112343909,0.162101359301573,0.145446544718701,7.30500000000001,NA
"11431-12","heavy",500,500,0.51,1.00766679163054,0.3764581052091,0.243652253315783,0.107435576699352,0.117883859351429,0.146653723981331,14.54,NA
"11431-13","heavy",500,500,0.488,1.0184282679964,0.537304907623403,0.255128191236896,0.110201550455039,0.168674712801952,0.139272578038136,13.347,NA
"11431-14","heavy",500,500,0.502,0.807020526001783,0.737789294519378,0.461211908131269,0.108268516794175,0.207128041316385,0.125615234734694,14.2,NA
"11431-15","heavy",500,500,0.488,0.839043528483981,0.725582177316203,0.35416011978009,0.119058706766238,0.186662812873316,0.139656066298277,10.228,NA
"11431-16","heavy",500,500,0.486,0.97527608577466,0.478024019551878,0.203636862371592,0.103483725786232,0.185210479251828,0.140619578279852,10.403,NA
"11431-17","heavy",500,500,0.464,1.06040596106813,0.536264802003205,0.204228267459072,0.105507828836708,0.167302706147834,0.149218780918448,8.41700000000003,NA
"11431-18","heavy",500,500,0.498,0.968171616483055,0.426232239425085,0.371263185311711,0.104883279640207,0.164192439250848,0.14261175128446,14.352,NA
"11431-19","heavy",500,500,0.502,0.905695633524754,0.725887490976286,0.295197785500108,0.114836346477151,0.192351506354488,0.144035006287549,10.663,NA
"11431-20","heavy",500,500,0.478,1.16201201471263,0.340322244910346,0.236983754339755,0.103121797882553,0.216002194260453,0.142958993597862,11.012,NA
"11431-21","heavy",500,500,0.48,1.11548607571551,0.295826863346995,0.31441820576653,0.102914827818954,0.191834053075484,0.139831197922237,14.021,NA
"11431-22","heavy",500,500,0.506,0.87374930213709,0.318615907761557,0.499588352633929,0.112253690777413,0.207681755717218,0.130473600444426,12.441,NA
"11431-23","heavy",500,500,0.47,0.930397241745354,0.67875117063938,0.295176986685759,0.114116613040661,0.252957057105634,0.13727387674521,11.18,NA
"11431-24","heavy",500,500,0.462,1.0780782610311,0.722318631335504,0.331242036492566,0.0995589255281972,0.231110708754783,0.120085303584438,8.25799999999998,NA
"11431-25","heavy",500,500,0.456,1.06300536260914,0.44443625264561,0.191799844080261,0.0966340408580507,0.17301246057038,0.15321072467879,11.576,NA
"11431-26","heavy",500,500,0.476,0.921999695608622,0.524789655974089,0.312235743489878,0.101048757070461,0.1430645631797,0.140869846810627,13.073,NA
"11431-27","heavy",500,500,0.496,0.904644433815576,0.564122188990968,0.302833737419138,0.110911199220316,0.173546337128047,0.139219153942472,11.254,NA
"11431-28","heavy",500,500,0.518,0.983767515317477,0.552319289358877,0.338065075723964,0.123498357191339,0.250069108844588,0.147675232406422,10.7990000000001,NA
"11431-29","heavy",500,500,0.476,0.890631142663249,0.530940319118059,0.372259688357984,0.0959196422197475,0.207725521789737,0.127621153048512,7.58499999999992,NA
"11431-30","heavy",500,500,0.484,0.903111223918238,0.53798940518528,0.334496315698144,0.096391888324886,0.179843338171635,0.130446975428026,10.6510000000001,NA
"11431-31","heavy",500,500,0.512,0.929955868579867,0.467025437098376,0.258595735575521,0.0986159156177639,0.144350374968813,0.141589313143664,12.078,NA
