"sim","censoring","n","interpolate","extrapolate","alpha_tr","beta_tr","gamma_tr"
"118-69","Moderate",2000,"carry-forward","exponential",0.983519329896078,0.546723701210176,0.25264851850601
"118-70","Moderate",2000,"carry-forward","exponential",0.984524399278668,0.557072220231698,0.273895411568199
"118-71","Moderate",2000,"carry-forward","exponential",0.960914838692556,0.508003282112757,0.274321923084266
"118-72","Moderate",2000,"carry-forward","exponential",0.955694943910654,0.514858206186122,0.292839561751454
"118-73","Moderate",2000,"carry-forward","exponential",0.993341653531269,0.528523538869915,0.285093343252141
"118-74","Moderate",2000,"carry-forward","exponential",1.09575893850844,0.426113587778056,0.149136832103716
"118-75","Moderate",2000,"carry-forward","exponential",1.01768637081029,0.414658104349722,0.314925651069425
"118-76","Moderate",2000,"carry-forward","exponential",1.00066435654083,0.498841704467965,0.199455821491547
"118-77","Moderate",2000,"carry-forward","exponential",1.07819175738298,0.382907207252408,0.197921382778044
"118-78","Moderate",2000,"carry-forward","exponential",0.989401069743697,0.616583968508784,0.22363324731033
"118-79","Moderate",2000,"carry-forward","exponential",1.03223752934157,0.529580051846743,0.215118823339021
"118-80","Moderate",2000,"carry-forward","exponential",0.983821901821787,0.515910246265698,0.282480678637682
"118-81","Moderate",2000,"carry-forward","exponential",0.999797836581925,0.395912546964805,0.349945601613528
"118-82","Moderate",2000,"carry-forward","exponential",0.936307306955185,0.698798974589546,0.303203536107636
"118-83","Moderate",2000,"carry-forward","exponential",1.00701750367166,0.616699858062247,0.248269175555336
"118-84","Moderate",2000,"carry-forward","exponential",0.977831357453084,0.50306847344744,0.274954339000755
"118-85","Moderate",2000,"carry-forward","exponential",0.948361615361729,0.665215866441,0.270213473722736
"118-86","Moderate",2000,"carry-forward","exponential",0.985240770463409,0.606919377519459,0.229687020935612
"118-87","Moderate",2000,"carry-forward","exponential",0.998148026615772,0.559165236183787,0.259051049974904
"118-88","Moderate",2000,"carry-forward","exponential",0.958490458737689,0.560902644631343,0.271134450645763
"118-89","Moderate",2000,"carry-forward","exponential",1.03986594823426,0.466577547173491,0.264499556974092
"118-90","Moderate",2000,"carry-forward","exponential",0.989347777321996,0.520745095047681,0.231723376151499
"118-91","Moderate",2000,"carry-forward","exponential",0.998559144958779,0.526693752690315,0.250777416592717
"118-92","Moderate",2000,"carry-forward","exponential",1.0342083352646,0.513004243891918,0.183962226706653
"118-93","Moderate",2000,"carry-forward","exponential",0.998516860349965,0.587576734284227,0.222307848212597
"118-94","Moderate",2000,"carry-forward","exponential",0.968181720484216,0.54175539101992,0.273254377280032
"118-95","Moderate",2000,"carry-forward","exponential",1.01088054484507,0.568958128229065,0.242020772520575
"118-96","Moderate",2000,"carry-forward","exponential",0.973357700695987,0.638517537962866,0.280362765311132
"118-97","Moderate",2000,"carry-forward","exponential",1.0672559611921,0.352684029447705,0.257314685740834
"118-98","Moderate",2000,"carry-forward","exponential",1.05324200802767,0.486657329253002,0.187065290355556
"118-99","Moderate",2000,"carry-forward","exponential",0.948770426644988,0.658051124292788,0.226417347063508
"118-100","Moderate",2000,"carry-forward","exponential",0.929175306814054,0.69112425625141,0.303920561114132
"119-1","Moderate",2000,"carry-forward","exponential",1.08244069894757,0.633481910081802,0.16366681427244
"119-2","Moderate",2000,"carry-forward","exponential",0.975707662888176,0.517543098587578,0.233785206601606
"119-3","Moderate",2000,"carry-forward","exponential",0.934292529110723,0.720435335804183,0.296731046573027
"119-4","Moderate",2000,"carry-forward","exponential",0.936824982616179,0.714024345191191,0.243748673980525
"119-5","Moderate",2000,"carry-forward","exponential",0.996286774320342,0.542732612933939,0.273083154229377
"119-6","Moderate",2000,"carry-forward","exponential",0.913894553397461,0.655483553336772,0.263771324616923
"119-7","Moderate",2000,"carry-forward","exponential",0.932413965878141,0.63891669323941,0.25985849796554
"119-8","Moderate",2000,"carry-forward","exponential",0.988170648806168,0.518402492446457,0.245323732635457
"119-9","Moderate",2000,"carry-forward","exponential",0.965461741497177,0.537166967485882,0.34720422693622
"119-10","Moderate",2000,"carry-forward","exponential",1.01542328058384,0.455392319344061,0.235585299512431
"119-11","Moderate",2000,"carry-forward","exponential",1.0125995104259,0.690689202397612,0.187949346221738
"119-12","Moderate",2000,"carry-forward","exponential",0.963918663556095,0.542453065143666,0.334484602358789
"119-13","Moderate",2000,"carry-forward","exponential",1.04950717805558,0.422715816728863,0.22514908752814
"119-14","Moderate",2000,"carry-forward","exponential",1.02868416734434,0.401951832168585,0.3246929901864
"119-15","Moderate",2000,"carry-forward","exponential",0.990164662017688,0.556684005971563,0.205976437413292
"119-16","Moderate",2000,"carry-forward","exponential",1.03091340716114,0.478120028809179,0.270433315442047
"119-17","Moderate",2000,"carry-forward","exponential",1.02044089483092,0.460316777124718,0.257650040075004
"119-18","Moderate",2000,"carry-forward","exponential",1.05117812327457,0.592999155143802,0.191963679737219
"119-19","Moderate",2000,"carry-forward","exponential",0.989633045933354,0.598753541335662,0.250690705763065
"119-20","Moderate",2000,"carry-forward","exponential",1.08403410542557,0.486680762606437,0.0894552001451557
"119-21","Moderate",2000,"carry-forward","exponential",0.957712699478164,0.484089351951198,0.236044357353825
"119-22","Moderate",2000,"carry-forward","exponential",1.02555977252591,0.459698464300412,0.275264747447475
"119-23","Moderate",2000,"carry-forward","exponential",1.12476365925234,0.412822102446311,0.161353362436541
"119-24","Moderate",2000,"carry-forward","exponential",1.00876638755666,0.605198002697386,0.251162026588536
"119-25","Moderate",2000,"carry-forward","exponential",0.967503844170118,0.621234186794529,0.259376840575976
"119-26","Moderate",2000,"carry-forward","exponential",1.0082424017893,0.556643912125191,0.225616451057102
"119-27","Moderate",2000,"carry-forward","exponential",1.01666013611562,0.419263481338925,0.29249159464786
"119-28","Moderate",2000,"carry-forward","exponential",0.995432738723415,0.591656624030614,0.271601032155527
"119-29","Moderate",2000,"carry-forward","exponential",1.05131025578088,0.515738533416246,0.170504909569335
"119-30","Moderate",2000,"carry-forward","exponential",1.03360327192588,0.585619106871328,0.228581337640308
"119-31","Moderate",2000,"carry-forward","exponential",0.970766979585252,0.472095703926885,0.296957926338226
"119-32","Moderate",2000,"carry-forward","exponential",1.010134175002,0.504697214815765,0.295425826740962
"119-33","Moderate",2000,"carry-forward","exponential",0.9395384901598,0.693214599286677,0.24549125093628
"119-34","Moderate",2000,"carry-forward","exponential",1.03020971157852,0.504300862528568,0.263614444451967
"119-35","Moderate",2000,"carry-forward","exponential",1.01505698362316,0.479230683328949,0.302676724550719
"119-36","Moderate",2000,"carry-forward","exponential",0.996534228426123,0.658664496318809,0.229872362780941
"119-37","Moderate",2000,"carry-forward","exponential",0.996433250084579,0.649526160326165,0.274146246666505
"119-38","Moderate",2000,"carry-forward","exponential",0.984158203969154,0.605752379566133,0.236551838427616
"119-39","Moderate",2000,"carry-forward","exponential",0.948746961571222,0.560214763324966,0.261672963547796
"119-40","Moderate",2000,"carry-forward","exponential",1.06730365610104,0.420756174609122,0.208877654918571
"119-41","Moderate",2000,"carry-forward","exponential",0.992655221370581,0.596761825569331,0.263135738760299
"119-42","Moderate",2000,"carry-forward","exponential",1.00843364971106,0.479182780849883,0.302633535743529
"119-43","Moderate",2000,"carry-forward","exponential",0.99665443036321,0.546889146268029,0.252153729186242
"119-44","Moderate",2000,"carry-forward","exponential",0.987592529417591,0.461728382825618,0.317682508346795
"119-45","Moderate",2000,"carry-forward","exponential",1.00041860603418,0.579193312507349,0.211761671643655
"119-46","Moderate",2000,"carry-forward","exponential",1.01917163109538,0.545926295583549,0.246776709191482
"119-47","Moderate",2000,"carry-forward","exponential",1.01765630487577,0.541041049908043,0.219945463111709
"119-48","Moderate",2000,"carry-forward","exponential",1.0203753946367,0.489720029341194,0.260888808517617
"119-49","Moderate",2000,"carry-forward","exponential",1.05895457781449,0.546883740708169,0.192726362316779
"119-50","Moderate",2000,"carry-forward","exponential",0.953138823496307,0.617054232465783,0.257820772704421
"119-51","Moderate",2000,"carry-forward","exponential",1.00354252539967,0.539558580075737,0.241957027960593
"119-52","Moderate",2000,"carry-forward","exponential",0.961705642111191,0.709309353537477,0.293118399010901
"119-53","Moderate",2000,"carry-forward","exponential",0.961326643588411,0.625935657374667,0.285349665105124
"119-54","Moderate",2000,"carry-forward","exponential",0.998363365939982,0.546474450039046,0.234265660774062
"119-55","Moderate",2000,"carry-forward","exponential",0.976642406918571,0.584832056477538,0.224480066903862
"119-56","Moderate",2000,"carry-forward","exponential",1.05542872620275,0.502216677874879,0.248592267581012
"119-57","Moderate",2000,"carry-forward","exponential",1.01362455935718,0.438106122516378,0.271043856815211
"119-58","Moderate",2000,"carry-forward","exponential",1.02151816565967,0.529316384512109,0.24405447599947
"119-59","Moderate",2000,"carry-forward","exponential",0.920462284436134,0.67546746981281,0.246377892541205
"119-60","Moderate",2000,"carry-forward","exponential",1.02122599233399,0.555812189846722,0.191197598164945
"119-61","Moderate",2000,"carry-forward","exponential",0.941679052658175,0.628677949944266,0.298384127084097
"119-62","Moderate",2000,"carry-forward","exponential",1.04539800363441,0.38912199848074,0.278503618904735
"119-63","Moderate",2000,"carry-forward","exponential",0.963900175985216,0.585948930938386,0.288703499570958
"119-64","Moderate",2000,"carry-forward","exponential",1.04344988541905,0.531017380161848,0.211852538518949
"119-65","Moderate",2000,"carry-forward","exponential",0.985513428025652,0.660842037532391,0.18352908095295
"119-66","Moderate",2000,"carry-forward","exponential",0.976615068933791,0.458342714632798,0.309215209409826
"119-67","Moderate",2000,"carry-forward","exponential",1.07816421996185,0.434024530810958,0.170771580037398
"119-68","Moderate",2000,"carry-forward","exponential",1.00117378766308,0.589530496696582,0.223811907524487
"119-69","Moderate",2000,"carry-forward","exponential",1.03064694116588,0.605592392173297,0.260610132537862
"119-70","Moderate",2000,"carry-forward","exponential",1.08420051149759,0.376074622463548,0.147881549178773
"119-71","Moderate",2000,"carry-forward","exponential",1.01393792931705,0.505634457370674,0.256636667997799
"119-72","Moderate",2000,"carry-forward","exponential",1.00669169077493,0.474285371027073,0.257375487376303
"119-73","Moderate",2000,"carry-forward","exponential",0.967900191213249,0.522990651427734,0.305124215223211
"119-74","Moderate",2000,"carry-forward","exponential",1.01132083766652,0.487170796175585,0.264026701811157
"119-75","Moderate",2000,"carry-forward","exponential",1.06373409696973,0.427013416329974,0.210730232311935
"119-76","Moderate",2000,"carry-forward","exponential",1.03489114611236,0.602508836656333,0.187520436631177
"119-77","Moderate",2000,"carry-forward","exponential",0.979352115454106,0.654359816553733,0.253047657524074
"119-78","Moderate",2000,"carry-forward","exponential",0.993088313131025,0.577745483543294,0.196239280168989
"119-79","Moderate",2000,"carry-forward","exponential",0.96315141846985,0.624691846484818,0.229668711248076
"119-80","Moderate",2000,"carry-forward","exponential",0.937274763047303,0.610906461667611,0.306721782248513
"119-81","Moderate",2000,"carry-forward","exponential",0.988332739626393,0.586118697665626,0.22260716464718
"119-82","Moderate",2000,"carry-forward","exponential",1.09359626987298,0.348713819828537,0.230761431578375
"119-83","Moderate",2000,"carry-forward","exponential",1.01897477619668,0.498492368703791,0.211210920472341
"119-84","Moderate",2000,"carry-forward","exponential",0.995302941248217,0.537375036531431,0.218518860899872
"119-85","Moderate",2000,"carry-forward","exponential",0.973112153369167,0.572072850812677,0.234263534467268
"119-86","Moderate",2000,"carry-forward","exponential",0.96324563594461,0.646154255158609,0.306816628798436
"119-87","Moderate",2000,"carry-forward","exponential",0.95510082002805,0.637026035793592,0.273053534442169
"119-88","Moderate",2000,"carry-forward","exponential",0.987282794427295,0.580022824005294,0.240463522739128
"119-89","Moderate",2000,"carry-forward","exponential",1.00731334270032,0.504889884946333,0.249378208152371
"119-90","Moderate",2000,"carry-forward","exponential",0.926910229054958,0.590835982146408,0.281111555962122
"119-91","Moderate",2000,"carry-forward","exponential",0.963706968949796,0.461169941910668,0.306433010086643
"119-92","Moderate",2000,"carry-forward","exponential",1.0139502933285,0.439235954444425,0.2531856277956
"119-93","Moderate",2000,"carry-forward","exponential",0.938496489986518,0.646334145941871,0.309533694016374
"119-94","Moderate",2000,"carry-forward","exponential",1.03607858139626,0.467260270703759,0.244337948766193
"119-95","Moderate",2000,"carry-forward","exponential",0.956447521074666,0.722091012932893,0.289752539417613
"119-96","Moderate",2000,"carry-forward","exponential",1.05367135424843,0.58676530737315,0.137545367983924
"119-97","Moderate",2000,"carry-forward","exponential",0.928623485930453,0.73727188933966,0.248183436028656
"119-98","Moderate",2000,"carry-forward","exponential",1.00645578459393,0.641138423061798,0.191257571778171
"119-99","Moderate",2000,"carry-forward","exponential",0.933280550320291,0.604318201228485,0.275647510864255
"119-100","Moderate",2000,"carry-forward","exponential",1.01081957749235,0.480296357276005,0.205142816115255
"120-1","Moderate",2000,"carry-forward","exponential",0.930288601007578,0.711173727374689,0.30373742614464
"120-2","Moderate",2000,"carry-forward","exponential",1.00056980451948,0.593425303605448,0.168723780608989
"120-3","Moderate",2000,"carry-forward","exponential",0.978257010968812,0.58017838106014,0.22385856539108
"120-4","Moderate",2000,"carry-forward","exponential",0.995694802542941,0.554914528645255,0.238543986821156
"120-5","Moderate",2000,"carry-forward","exponential",1.02601496713188,0.474537207400428,0.243595510824119
"120-6","Moderate",2000,"carry-forward","exponential",1.10615424017377,0.487718138805619,0.0620818233953875
"120-7","Moderate",2000,"carry-forward","exponential",0.947991354038694,0.681302983583576,0.262494258309797
"120-8","Moderate",2000,"carry-forward","exponential",0.986787962663001,0.570938785645701,0.257668533348476
"120-9","Moderate",2000,"carry-forward","exponential",1.0391175741929,0.354909079981449,0.281537006085796
"120-10","Moderate",2000,"carry-forward","exponential",0.978352690813533,0.476178087825045,0.288742307506046
"120-11","Moderate",2000,"carry-forward","exponential",1.00644509290717,0.484667471389329,0.303449796268541
"120-12","Moderate",2000,"carry-forward","exponential",1.01882569728047,0.587554425895735,0.161473755072175
"120-13","Moderate",2000,"carry-forward","exponential",1.00098695597239,0.554892651422285,0.269366147954049
"120-14","Moderate",2000,"carry-forward","exponential",1.03084572342369,0.547470041850487,0.171176180872849
"120-15","Moderate",2000,"carry-forward","exponential",0.975013150487539,0.643979537916974,0.254180190520911
"120-16","Moderate",2000,"carry-forward","exponential",0.987800262030721,0.625525835944557,0.300426414469435
"120-17","Moderate",2000,"carry-forward","exponential",1.04526130693156,0.49640854314277,0.201138516346958
"120-18","Moderate",2000,"carry-forward","exponential",1.05961668759954,0.453323949484222,0.189601151118697
"120-19","Moderate",2000,"carry-forward","exponential",1.0010782780172,0.340944478705621,0.299261098935316
"120-20","Moderate",2000,"carry-forward","exponential",1.02320563467933,0.467652309998859,0.228353489155522
"120-21","Moderate",2000,"carry-forward","exponential",0.989428242888694,0.520294454053865,0.303988137306389
"120-22","Moderate",2000,"carry-forward","exponential",0.935799284329351,0.601791163549348,0.27184019398443
"120-23","Moderate",2000,"carry-forward","exponential",0.967378544064882,0.484197339459225,0.245769883117129
"120-24","Moderate",2000,"carry-forward","exponential",1.00808355815016,0.507846121948939,0.218518171473691
"120-25","Moderate",2000,"carry-forward","exponential",1.00466014913176,0.506682793808463,0.191135661693941
"120-26","Moderate",2000,"carry-forward","exponential",1.03050432510422,0.470111372916024,0.21997479234579
"120-27","Moderate",2000,"carry-forward","exponential",0.968455816832703,0.479298801228793,0.340496175197981
"120-28","Moderate",2000,"carry-forward","exponential",1.0523158964154,0.436885682747253,0.180957825788267
"120-29","Moderate",2000,"carry-forward","exponential",0.973939269421919,0.442928864546029,0.263188480844649
"120-30","Moderate",2000,"carry-forward","exponential",0.934642496578569,0.552089832108086,0.333164465294097
"120-31","Moderate",2000,"carry-forward","exponential",0.930393163063206,0.64795987442445,0.29917056031483
"120-32","Moderate",2000,"carry-forward","exponential",0.974373129776709,0.493494932231895,0.355496671025783
"120-33","Moderate",2000,"carry-forward","exponential",0.965588406315638,0.57079405660225,0.238390477029722
"120-34","Moderate",2000,"carry-forward","exponential",0.946653485527061,0.695425721912039,0.212183346649315
"120-35","Moderate",2000,"carry-forward","exponential",1.06239817550379,0.523236538245236,0.208756255090018
"120-36","Moderate",2000,"carry-forward","exponential",0.963233168483911,0.559173686877757,0.264785219865945
"120-37","Moderate",2000,"carry-forward","exponential",1.08125587336212,0.389293926734422,0.181575176982706
"120-38","Moderate",2000,"carry-forward","exponential",1.02594225591488,0.387715387996163,0.268427932385245
"120-39","Moderate",2000,"carry-forward","exponential",0.990975414300209,0.597747881965049,0.293538068556842
"120-40","Moderate",2000,"carry-forward","exponential",0.959514872702533,0.642505224422439,0.274690266215045
"120-41","Moderate",2000,"carry-forward","exponential",1.06884433172714,0.355896421436886,0.147963841543539
"120-42","Moderate",2000,"carry-forward","exponential",0.962603542251554,0.592843233933558,0.247162493457133
"120-43","Moderate",2000,"carry-forward","exponential",0.975910816603141,0.570186937114261,0.195699775084786
"120-44","Moderate",2000,"carry-forward","exponential",0.99698325367032,0.616521190444668,0.191831050993576
"120-45","Moderate",2000,"carry-forward","exponential",0.963961695079212,0.621373028049041,0.234833933121828
"120-46","Moderate",2000,"carry-forward","exponential",0.965942299471765,0.577921116646078,0.321201880351549
"120-47","Moderate",2000,"carry-forward","exponential",0.98388872221528,0.686467415108448,0.2460006244398
"120-48","Moderate",2000,"carry-forward","exponential",0.976159495424036,0.632818552679966,0.269362312089395
"120-49","Moderate",2000,"carry-forward","exponential",0.993706142297326,0.604464504203508,0.228180670769508
"120-50","Moderate",2000,"carry-forward","exponential",0.966479998986127,0.55004316890701,0.318420913588743
"120-51","Moderate",2000,"carry-forward","exponential",1.03341386695236,0.294322032995513,0.281654301763671
"120-52","Moderate",2000,"carry-forward","exponential",1.01158573883408,0.465374747130468,0.253855056263511
"120-53","Moderate",2000,"carry-forward","exponential",1.01322758571193,0.339359385148903,0.264813534956515
"120-54","Moderate",2000,"carry-forward","exponential",0.975191769131481,0.61139627371404,0.299185872266347
"120-55","Moderate",2000,"carry-forward","exponential",1.01633793056097,0.620950441393795,0.2295327732702
"120-56","Moderate",2000,"carry-forward","exponential",0.976929970625137,0.679410232424117,0.162368789209933
"120-57","Moderate",2000,"carry-forward","exponential",0.948932180625053,0.617283130423831,0.285652956334453
"120-58","Moderate",2000,"carry-forward","exponential",1.03416301388054,0.41711558914779,0.212320334921812
"120-59","Moderate",2000,"carry-forward","exponential",0.995564896108007,0.531296944799479,0.220542627890251
"120-60","Moderate",2000,"carry-forward","exponential",0.936569135512894,0.460322816082721,0.33747734795772
"120-61","Moderate",2000,"carry-forward","exponential",1.02951153533656,0.602113447307827,0.166187518904921
"120-62","Moderate",2000,"carry-forward","exponential",0.98916508500906,0.353734178295776,0.301452118368017
"120-63","Moderate",2000,"carry-forward","exponential",0.981023025802694,0.634603830784491,0.269021360496745
"120-64","Moderate",2000,"carry-forward","exponential",0.973087314799909,0.536098925007037,0.238261813718212
"120-65","Moderate",2000,"carry-forward","exponential",0.96419807885751,0.63026084476729,0.33306063632566
"120-66","Moderate",2000,"carry-forward","exponential",1.06676104381039,0.464883982453787,0.184855583769267
"120-67","Moderate",2000,"carry-forward","exponential",0.961979391331624,0.604560001532154,0.295395598092016
"120-68","Moderate",2000,"carry-forward","exponential",0.97674237439199,0.646010903143888,0.267523887719153
"120-69","Moderate",2000,"carry-forward","exponential",1.00168270581015,0.640024777912125,0.203312520824623
"120-70","Moderate",2000,"carry-forward","exponential",0.999935212696699,0.492276889049366,0.261060083151692
"120-71","Moderate",2000,"carry-forward","exponential",1.02359697496823,0.520161674567174,0.206297030461883
"120-72","Moderate",2000,"carry-forward","exponential",1.00316573749928,0.521435621293995,0.287522043007491
"120-73","Moderate",2000,"carry-forward","exponential",0.941611620563523,0.526313980229357,0.308199926354342
"120-74","Moderate",2000,"carry-forward","exponential",0.998492195970057,0.442715325044586,0.266335984274296
"120-75","Moderate",2000,"carry-forward","exponential",1.03386216548792,0.60218778045936,0.272655026457883
"120-76","Moderate",2000,"carry-forward","exponential",0.947259402827559,0.775089448511106,0.262327723462658
"120-77","Moderate",2000,"carry-forward","exponential",1.0052854380345,0.410738137558095,0.325047224339376
"120-78","Moderate",2000,"carry-forward","exponential",0.938916850384735,0.676148665326553,0.259714130249748
"120-79","Moderate",2000,"carry-forward","exponential",0.984280720177994,0.500696804379359,0.256721340631739
"120-80","Moderate",2000,"carry-forward","exponential",0.998884358894936,0.563267351679938,0.181690257655579
"120-81","Moderate",2000,"carry-forward","exponential",1.01151045240951,0.564322822688479,0.203612128128857
"120-82","Moderate",2000,"carry-forward","exponential",0.956661732011969,0.595866474058499,0.231406113204688
"120-83","Moderate",2000,"carry-forward","exponential",1.02707115109783,0.514047765301528,0.186189761138836
"120-84","Moderate",2000,"carry-forward","exponential",1.07901243624562,0.387655506277004,0.229236373680497
"120-85","Moderate",2000,"carry-forward","exponential",1.01703553434052,0.441098350791624,0.212220533996461
"120-86","Moderate",2000,"carry-forward","exponential",0.992620674609052,0.46482348910785,0.299731861836462
"120-87","Moderate",2000,"carry-forward","exponential",0.991060263851139,0.586053417902306,0.284640218718009
"120-88","Moderate",2000,"carry-forward","exponential",1.0204980207774,0.519274769159277,0.177838713117543
"120-89","Moderate",2000,"carry-forward","exponential",0.998924448280077,0.525626691249616,0.261971227066904
"120-90","Moderate",2000,"carry-forward","exponential",1.04621542228004,0.458977531122157,0.20151934035243
"120-91","Moderate",2000,"carry-forward","exponential",0.980340727065389,0.530106188834665,0.212358434863355
"120-92","Moderate",2000,"carry-forward","exponential",1.01558830066139,0.498315759310489,0.261439234534761
"120-93","Moderate",2000,"carry-forward","exponential",0.961483283517684,0.613433541429033,0.276873916415757
"120-94","Moderate",2000,"carry-forward","exponential",1.04895592399446,0.448385129253505,0.253465977406348
"120-95","Moderate",2000,"carry-forward","exponential",1.01878243163431,0.522439658525157,0.223528679250946
"120-96","Moderate",2000,"carry-forward","exponential",1.04116654241589,0.483339249287327,0.186100358381746
"120-97","Moderate",2000,"carry-forward","exponential",1.00788681671705,0.476531951351164,0.28715173973824
"120-98","Moderate",2000,"carry-forward","exponential",0.957186327747651,0.475497557069625,0.326722508526103
"120-99","Moderate",2000,"carry-forward","exponential",1.01129345135596,0.49969826270904,0.324228368246518
"120-100","Moderate",2000,"carry-forward","exponential",0.996930017267392,0.497404764804856,0.296428702958252
"121-1","Moderate",2000,"carry-forward","exponential",1.01179175187656,0.480272870883737,0.308834924533875
"121-2","Moderate",2000,"carry-forward","exponential",1.0475257537661,0.529710198557325,0.180268693536809
"121-3","Moderate",2000,"carry-forward","exponential",0.952608280940393,0.660663968701387,0.232567078514328
"121-4","Moderate",2000,"carry-forward","exponential",0.910804230753399,0.588197151037486,0.260990803351982
"121-5","Moderate",2000,"carry-forward","exponential",1.01338928903187,0.507554781154822,0.248565339425002
"121-6","Moderate",2000,"carry-forward","exponential",1.02976270059308,0.487345248331547,0.287072580467844
"121-7","Moderate",2000,"carry-forward","exponential",1.05779215583497,0.489883039583878,0.265359721531763
"121-8","Moderate",2000,"carry-forward","exponential",1.0438111263124,0.427293842120334,0.242645208102841
"121-9","Moderate",2000,"carry-forward","exponential",0.947320631314534,0.525866960643707,0.290826306859628
"121-10","Moderate",2000,"carry-forward","exponential",0.949130082383415,0.605791467992029,0.352936949551135
"121-11","Moderate",2000,"carry-forward","exponential",1.01206691531633,0.682345636741527,0.228037179690644
"121-12","Moderate",2000,"carry-forward","exponential",0.982696871520407,0.588552545322201,0.300090611204179
"121-13","Moderate",2000,"carry-forward","exponential",1.0487712660987,0.506077127828338,0.204642724497144
"121-14","Moderate",2000,"carry-forward","exponential",0.961043271185266,0.532227382987878,0.338600353424105
"121-15","Moderate",2000,"carry-forward","exponential",1.04004652632207,0.381572986187332,0.240169419183517
"121-16","Moderate",2000,"carry-forward","exponential",1.01948174613759,0.403843179519554,0.274965740358533
"121-17","Moderate",2000,"carry-forward","exponential",1.04799677423183,0.5269607021969,0.184929616532664
"121-18","Moderate",2000,"carry-forward","exponential",1.0235654874056,0.535787119611983,0.261796671238117
"121-19","Moderate",2000,"carry-forward","exponential",0.961079280983191,0.494546740103495,0.27543116372077
"121-20","Moderate",2000,"carry-forward","exponential",0.944570100731718,0.74943560567879,0.269135873553519
"121-21","Moderate",2000,"carry-forward","exponential",0.986089971604974,0.61584822574581,0.236360905891679
"121-22","Moderate",2000,"carry-forward","exponential",0.973459423766121,0.608007170486094,0.21409669107808
"121-23","Moderate",2000,"carry-forward","exponential",0.997994445950759,0.577728471054916,0.234232557766247
"121-24","Moderate",2000,"carry-forward","exponential",0.935655735779595,0.631436769751288,0.280640889326458
"121-25","Moderate",2000,"carry-forward","exponential",1.14609109741848,0.317712630191181,0.166280129485141
"121-26","Moderate",2000,"carry-forward","exponential",0.972799855466046,0.484276271914225,0.336786819930433
"121-27","Moderate",2000,"carry-forward","exponential",1.01504844783779,0.419954929577532,0.29568693742104
"121-28","Moderate",2000,"carry-forward","exponential",0.936011977608323,0.492628109735005,0.330352067541231
"121-29","Moderate",2000,"carry-forward","exponential",0.970025711620373,0.50977968590042,0.316268626779375
"121-30","Moderate",2000,"carry-forward","exponential",1.00514280224172,0.637016629797953,0.251053606908542
"121-31","Moderate",2000,"carry-forward","exponential",0.95130299472592,0.538192947623849,0.316452339270772
"121-32","Moderate",2000,"carry-forward","exponential",0.956730626132228,0.626511178219743,0.267346317102748
"121-33","Moderate",2000,"carry-forward","exponential",0.986372105279724,0.583119528620733,0.186464815089502
"121-34","Moderate",2000,"carry-forward","exponential",0.986810305050804,0.678909861784744,0.231570981529011
"121-35","Moderate",2000,"carry-forward","exponential",0.990573482673224,0.674631962009132,0.183409754775688
"121-36","Moderate",2000,"carry-forward","exponential",1.04503020783711,0.589061950507736,0.211063329616496
"121-37","Moderate",2000,"carry-forward","exponential",0.916734626780364,0.581095428092779,0.306243245937781
"121-38","Moderate",2000,"carry-forward","exponential",0.966720901858889,0.462076478322844,0.263744856841993
"121-39","Moderate",2000,"carry-forward","exponential",1.00008820684439,0.426392746703211,0.292608202320855
"121-40","Moderate",2000,"carry-forward","exponential",1.06038227699547,0.33208447897592,0.152941667005546
"121-41","Moderate",2000,"carry-forward","exponential",0.938540986071425,0.606029983523505,0.261805375986377
"121-42","Moderate",2000,"carry-forward","exponential",0.985547422418248,0.482869031861705,0.26842745589933
"121-43","Moderate",2000,"carry-forward","exponential",0.955011357739057,0.690389567663346,0.232881048095839
"121-44","Moderate",2000,"carry-forward","exponential",1.083058333683,0.431802594498005,0.157822081810992
"121-45","Moderate",2000,"carry-forward","exponential",0.958128704918527,0.525358772214822,0.272021135333481
"121-46","Moderate",2000,"carry-forward","exponential",0.95510629489649,0.631349736184191,0.269678374864658
"121-47","Moderate",2000,"carry-forward","exponential",1.05603227896998,0.457958240970898,0.232816195801424
"121-48","Moderate",2000,"carry-forward","exponential",0.945039933230176,0.465302201977752,0.369395122310316
"121-49","Moderate",2000,"carry-forward","exponential",0.959038502547383,0.644895978200907,0.262579684034631
"121-50","Moderate",2000,"carry-forward","exponential",1.01782984790595,0.488369890714123,0.240769490190838
"121-51","Moderate",2000,"carry-forward","exponential",0.963593155939481,0.709635205377372,0.203978440012283
"121-52","Moderate",2000,"carry-forward","exponential",0.957463651935703,0.65886046123447,0.296775712657153
"121-53","Moderate",2000,"carry-forward","exponential",0.959796601551785,0.74708822611909,0.267138213913808
"121-54","Moderate",2000,"carry-forward","exponential",0.950008206661055,0.543062297582506,0.3061439802723
"121-55","Moderate",2000,"carry-forward","exponential",0.963036841040562,0.601381011507532,0.211434199330683
"121-56","Moderate",2000,"carry-forward","exponential",0.986382747498455,0.691487275823454,0.200220276075047
"121-57","Moderate",2000,"carry-forward","exponential",0.955588939541222,0.560300558356398,0.319246173990338
"121-58","Moderate",2000,"carry-forward","exponential",0.952618219237603,0.641386784566206,0.26279887878635
