"sim","censoring","n","interpolate","extrapolate","alpha_aq","beta_aq","gamma_aq"
"114-53","Heavy",100,"carry-forward","weibull",1.10196244121059,0.0182024935384734,0.250678675675294
"114-54","Heavy",100,"carry-forward","weibull",0.786033509880094,2.13917142449532,0.282997044458249
"114-55","Heavy",100,"carry-forward","weibull",1.22717906583026,-0.0374437873019868,0.292597235938142
"114-56","Heavy",100,"carry-forward","weibull",1.09889235273627,-0.220439278352032,0.418150047248059
"114-57","Heavy",100,"carry-forward","weibull",0.88614634363695,0.659523222931982,0.178081669015427
"114-58","Heavy",100,"carry-forward","weibull",1.07571225842914,-0.0501279073597638,0.202890548148534
"114-59","Heavy",100,"carry-forward","weibull",1.57787048641464,-0.015184376233789,-0.0718997029651912
"114-60","Heavy",100,"carry-forward","weibull",0.989014261326506,0.108817744634604,0.129998060673041
"114-61","Heavy",100,"carry-forward","weibull",0.845182676771921,0.224219292443963,0.221643871816144
"114-62","Heavy",100,"carry-forward","weibull",0.628654203548114,2.09254992640784,0.498225326055305
"114-63","Heavy",100,"carry-forward","weibull",0.869860675479464,0.0192560193785066,0.633646456520923
"114-64","Heavy",100,"carry-forward","weibull",1.05711355768031,0.615614402029713,0.237060111458486
"114-65","Heavy",100,"carry-forward","weibull",0.863284696166919,0.157824120931572,-0.30006887581438
"114-66","Heavy",100,"carry-forward","weibull",1.25320136307806,-0.0218039825525283,0.311688364734057
"114-67","Heavy",100,"carry-forward","weibull",1.04296467955977,-0.000590322955965588,0.501231916886456
"114-68","Heavy",100,"carry-forward","weibull",0.695702442918783,0.301681668254044,0.328553951839404
"114-69","Heavy",100,"carry-forward","weibull",0.961266680625238,0.0539162912258546,0.295455910678751
"114-70","Heavy",100,"carry-forward","weibull",1.02361008288942,-0.0119876749201972,0.337283350371321
"114-71","Heavy",100,"carry-forward","weibull",0.865134126129401,0.453760150871439,0.0812217353721988
"114-72","Heavy",100,"carry-forward","weibull",1.07911390803333,0.000744832654906299,0.16863253154234
"114-73","Heavy",100,"carry-forward","weibull",0.56648873018951,0.842850799863179,0.476906832925567
"114-74","Heavy",100,"carry-forward","weibull",1.16882438195873,-0.101453686433603,0.368067762155598
"114-75","Heavy",100,"carry-forward","weibull",1.1640212868391,0.0317860930950143,0.113392909225441
"114-76","Heavy",100,"carry-forward","weibull",1.28205115102144,-0.044160036652422,0.199441879116024
"114-77","Heavy",100,"carry-forward","weibull",0.315404158841073,4.05828823313324,0.691454067045773
"114-78","Heavy",100,"carry-forward","weibull",0.969366890302845,0.379653216088851,0.376388853258998
"114-79","Heavy",100,"carry-forward","weibull",0.741127437089018,1.78861054425818,0.518645453866134
"114-80","Heavy",100,"carry-forward","weibull",1.12867376652241,0.0356451340512195,-0.0600408140697414
"114-81","Heavy",100,"carry-forward","weibull",1.41088153070835,-0.12180435947803,-0.13597736835334
"114-82","Heavy",100,"carry-forward","weibull",1.28838725703992,1.18015786854228,-0.0541648231382128
"114-83","Heavy",100,"carry-forward","weibull",0.803147668738103,0.661789821711883,0.49787729291102
"114-84","Heavy",100,"carry-forward","weibull",1.01139656708723,0.716448172161558,0.308231163857847
"114-85","Heavy",100,"carry-forward","weibull",1.19443999645869,-0.379147513027046,0.160171577208255
"114-86","Heavy",100,"carry-forward","weibull",1.3506230371402,0.0195360827294189,0.028811476755184
"114-87","Heavy",100,"carry-forward","weibull",1.49474013050936,-0.0132191562523384,-0.302632122893979
"114-88","Heavy",100,"carry-forward","weibull",1.10672054990144,-0.334999196387739,0.435356765024154
"114-89","Heavy",100,"carry-forward","weibull",0.352123357402115,2.59487846534386,0.822992363939916
"114-90","Heavy",100,"carry-forward","weibull",1.23748417321016,-0.406880021307772,0.104384813492534
"114-91","Heavy",100,"carry-forward","weibull",0.71923869602221,0.0757348444174166,0.477385486166981
"114-92","Heavy",100,"carry-forward","weibull",1.5746600859304,-1.46519835616398,0.210656666824106
"114-93","Heavy",100,"carry-forward","weibull",0.184687943784617,0.00856765240447251,1.1798279542422
"114-94","Heavy",100,"carry-forward","weibull",0.836388662771811,0.161600764883628,0.63464709760098
"114-95","Heavy",100,"carry-forward","weibull",0.819522312313302,0.32711580595971,0.471579346016936
"114-96","Heavy",100,"carry-forward","weibull",1.10534035331336,1.69317442017372,-0.210200786873601
"114-97","Heavy",100,"carry-forward","weibull",1.06255041831202,0.00031681488599055,0.330326814462872
"114-98","Heavy",100,"carry-forward","weibull",1.05659521925765,-0.117268998078118,0.397477582102737
"114-99","Heavy",100,"carry-forward","weibull",0.904188225775343,1.58960017437289,0.430077595173776
"114-100","Heavy",100,"carry-forward","weibull",1.103959572942,0.018155346622736,0.252646718919001
"114-101","Heavy",100,"carry-forward","weibull",0.676377112286011,1.41042261316298,0.661305438558302
"114-102","Heavy",100,"carry-forward","weibull",1.0827775422488,0.00899030185440491,0.515568166174113
"114-103","Heavy",100,"carry-forward","weibull",0.744884681481922,0.546888398071645,0.305494367026174
"114-104","Heavy",100,"carry-forward","weibull",1.28841395146303,-0.142038355145786,0.169499655968907
"114-105","Heavy",100,"carry-forward","weibull",0.0807968645919025,0.0126445654302274,0.972428341947818
"114-106","Heavy",100,"carry-forward","weibull",1.19602571820624,0.0322172827575387,-0.07532327287489
"114-107","Heavy",100,"carry-forward","weibull",1.10364843774589,-0.0330855949879956,0.0364794540128223
"114-108","Heavy",100,"carry-forward","weibull",0.882902375715116,0.332956933648428,0.278882122654578
"114-109","Heavy",100,"carry-forward","weibull",1.09405547265891,1.11370478107572,-0.0443217800927472
"114-110","Heavy",100,"carry-forward","weibull",0.825107351168413,1.93384749216547,0.206654361493759
"114-111","Heavy",100,"carry-forward","weibull",1.16058392516404,0.0881809050046563,-0.0582239939102565
"114-112","Heavy",100,"carry-forward","weibull",1.08616803065537,0.351002855907054,0.259099545224352
"114-113","Heavy",100,"carry-forward","weibull",1.28361325344008,0.0154426662529889,-0.251503687677079
"114-114","Heavy",100,"carry-forward","weibull",1.24150200524869,0.0181568415404429,0.120933952763931
"114-115","Heavy",100,"carry-forward","weibull",1.15622841151591,0.00165863788461499,0.299778147120811
"114-116","Heavy",100,"carry-forward","weibull",1.30263527489095,0.110072581081247,-0.102602974718792
"114-117","Heavy",100,"carry-forward","weibull",1.39222741947648,-0.0303525119491034,0.27011778323136
"114-118","Heavy",100,"carry-forward","weibull",1.0247725680385,0.186127267662404,0.165413767215144
"114-119","Heavy",100,"carry-forward","weibull",1.02302331160469,0.0569710019919017,0.320148893591837
"114-120","Heavy",100,"carry-forward","weibull",0.948266588328708,0.00166198531767862,-0.188124442279643
"114-121","Heavy",100,"carry-forward","weibull",0.820376333564293,0.339131789205105,0.408554270390349
"114-122","Heavy",100,"carry-forward","weibull",0.603034647645806,3.0859037634657,0.0905162299534142
"114-123","Heavy",100,"carry-forward","weibull",0.619103023975214,0.683133096693165,0.531194661711511
"114-124","Heavy",100,"carry-forward","weibull",0.893289531809239,0.135062869942075,0.304945559061553
"114-125","Heavy",100,"carry-forward","weibull",1.05726480278394,0.503893572536604,0.112022541009792
"114-126","Heavy",100,"carry-forward","weibull",1.21980873318318,1.03511148456812,0.0692328593162235
"114-127","Heavy",100,"carry-forward","weibull",1.12192152895214,1.3419293190213,0.158996527697069
"114-128","Heavy",100,"carry-forward","weibull",1.17392296785523,0.104419564490574,0.246033296657462
"114-129","Heavy",100,"carry-forward","weibull",1.36799374128924,-0.00665009211124093,0.195490122958036
"114-130","Heavy",100,"carry-forward","weibull",1.09626226213731,-0.00160785960768663,0.228333664591672
"114-131","Heavy",100,"carry-forward","weibull",0.823558192646914,0.0184108422538847,0.487323102607589
"114-132","Heavy",100,"carry-forward","weibull",1.12481272147486,0.0227940654325836,0.362936301447231
"114-133","Heavy",100,"carry-forward","weibull",0.199927822691017,0.762172847486061,0.697121332407997
"114-134","Heavy",100,"carry-forward","weibull",1.26690044229771,0.628674184026904,-0.359268812161252
"114-135","Heavy",100,"carry-forward","weibull",1.56117212890577,-1.38854318707051,0.204348520301697
"114-136","Heavy",100,"carry-forward","weibull",1.18801764526994,0.00668677287335406,0.118141738742696
"114-137","Heavy",100,"carry-forward","weibull",0.813156283929105,0.273706887526355,0.463263832762077
"114-138","Heavy",100,"carry-forward","weibull",0.997196140445538,0.0224343416063387,0.00101982808855253
"114-139","Heavy",100,"carry-forward","weibull",1.27039542760164,0.181574924941935,-0.138669930421538
"114-140","Heavy",100,"carry-forward","weibull",1.1060961585572,0.113062984695787,0.198064157717136
"114-141","Heavy",100,"carry-forward","weibull",0.797435785039492,0.10571807807753,0.711788499384104
"114-142","Heavy",100,"carry-forward","weibull",1.07710605188422,0.0505173134095227,0.510585706096811
"114-143","Heavy",100,"carry-forward","weibull",0.966428523255187,0.205159719060492,0.406977490757386
"114-144","Heavy",100,"carry-forward","weibull",1.11065469445474,0.166516595174028,-0.077878366223141
"114-145","Heavy",100,"carry-forward","weibull",0.826451454966363,0.808036897315419,0.11955854924351
"114-146","Heavy",100,"carry-forward","weibull",0.806603568414738,-0.676557051127093,0.630944164239272
"114-147","Heavy",100,"carry-forward","weibull",0.531042995004393,0.0421560045790567,0.807817783544928
"114-148","Heavy",100,"carry-forward","weibull",0.690538187075694,0.236503237717444,0.345824867948445
"114-149","Heavy",100,"carry-forward","weibull",0.91970693085595,0.0491442184273559,0.175573266326111
"114-150","Heavy",100,"carry-forward","weibull",1.03840165533215,0.44703567797736,0.250827811998002
"114-151","Heavy",100,"carry-forward","weibull",1.13406959483303,0.228995595191711,-0.253819310631735
"114-152","Heavy",100,"carry-forward","weibull",1.7505312640037,-0.00135572851792159,-0.294971810073149
"114-153","Heavy",100,"carry-forward","weibull",1.03801254206961,0.415753829703909,-0.234484699015206
"114-154","Heavy",100,"carry-forward","weibull",0.744671592143941,0.280213622955002,0.311103361945372
"114-155","Heavy",100,"carry-forward","weibull",1.26471175872706,0.0122902680845919,0.107156670206412
"114-156","Heavy",100,"carry-forward","weibull",1.29172680060279,-0.067132343443754,0.154929519692476
"114-157","Heavy",100,"carry-forward","weibull",0.740015607936567,0.521861926992884,0.460607564510509
"114-158","Heavy",100,"carry-forward","weibull",1.11317618228752,0.862584712295725,-0.423835782819398
"114-159","Heavy",100,"carry-forward","weibull",1.16736786000119,-6.08453754287631e-05,0.312944990448043
"114-160","Heavy",100,"carry-forward","weibull",1.12973844706069,0.940604016921044,0.145272153487694
"114-161","Heavy",100,"carry-forward","weibull",0.977401488136632,0.154491833136198,0.362302745689684
"114-162","Heavy",100,"carry-forward","weibull",0.910621711962328,1.15786050912708,-0.248036270777258
"114-163","Heavy",100,"carry-forward","weibull",0.529690196395394,0.332799400268284,0.588100250645217
"114-164","Heavy",100,"carry-forward","weibull",1.35702760357092,-0.0211837254681338,-0.000165089410056542
"114-165","Heavy",100,"carry-forward","weibull",1.12585122982023,-0.523930503632651,0.503623039986143
"114-166","Heavy",100,"carry-forward","weibull",0.61309452783539,1.69288841222269,0.253623596480082
"114-167","Heavy",100,"carry-forward","weibull",1.0229882615838,0.00406362172543433,0.469170416376846
"114-168","Heavy",100,"carry-forward","weibull",0.99713899344203,0.316515197002935,-0.0567188425300562
"114-169","Heavy",100,"carry-forward","weibull",0.786445313742957,0.5371442551604,0.394420962879229
"114-170","Heavy",100,"carry-forward","weibull",0.962745662331193,0.0502321886349137,0.703599579406937
"114-171","Heavy",100,"carry-forward","weibull",1.02986903950011,0.0148136177934658,-0.0414533637740909
"114-172","Heavy",100,"carry-forward","weibull",1.03349778908085,0.0579877058134797,0.143642482659038
"114-173","Heavy",100,"carry-forward","weibull",1.44993533321091,-0.0596950795936439,-0.0310730956056682
"114-174","Heavy",100,"carry-forward","weibull",1.45754819146821,-0.0579604479842835,-0.0167448163586914
"114-175","Heavy",100,"carry-forward","weibull",1.17253212105979,-0.0231499590836075,0.34343027332363
"114-176","Heavy",100,"carry-forward","weibull",1.05375097920906,0.00195844183052012,0.564060232397316
"114-177","Heavy",100,"carry-forward","weibull",0.740022944521802,2.18997119252805,0.405445208582334
"114-178","Heavy",100,"carry-forward","weibull",0.557547033145436,0.741943049864822,0.594285094407024
"114-179","Heavy",100,"carry-forward","weibull",1.20706628056793,0.000368545804762629,0.267803745098145
"114-180","Heavy",100,"carry-forward","weibull",1.0388431840251,0.212345468914267,0.0934201685281508
"114-181","Heavy",100,"carry-forward","weibull",0.249376113997585,1.58891450044979,0.7123639284851
"114-182","Heavy",100,"carry-forward","weibull",1.26499520232629,0.0446098274805343,0.332034583593858
"114-183","Heavy",100,"carry-forward","weibull",1.07414683611158,0.488942992981212,0.0677955772678556
"114-184","Heavy",100,"carry-forward","weibull",1.03536286812416,0.0807511309602492,0.434797758723657
"114-185","Heavy",100,"carry-forward","weibull",0.94774483948722,0.094927695865311,0.499416092314246
"114-186","Heavy",100,"carry-forward","weibull",1.05841076768773,0.545735849668574,0.202648701351779
"114-187","Heavy",100,"carry-forward","weibull",0.907499928195591,0.0208599995465577,0.454355304697751
"114-188","Heavy",100,"carry-forward","weibull",0.970256398824915,0.105799471307166,0.20849723851928
"114-189","Heavy",100,"carry-forward","weibull",1.69197072797608,-0.131808316310746,-0.19410409374774
"114-190","Heavy",100,"carry-forward","weibull",1.15815313657838,-0.324109801135437,0.426732896694264
"114-191","Heavy",100,"carry-forward","weibull",0.598396844473257,0.57483560377853,0.454401652108684
"114-192","Heavy",100,"carry-forward","weibull",1.67577455497768,-0.0947827533738917,-0.0260180370488035
"114-193","Heavy",100,"carry-forward","weibull",1.13958953401856,0.191863059215149,0.26044714304802
"114-194","Heavy",100,"carry-forward","weibull",1.12547184644423,-0.0014663028767548,0.170111718066835
"114-195","Heavy",100,"carry-forward","weibull",1.10447322013202,0.0509548678522211,-0.447329940697743
"114-196","Heavy",100,"carry-forward","weibull",1.13079316782187,0.587689751289029,-0.142051627845582
"114-197","Heavy",100,"carry-forward","weibull",0.994894215174648,0.123697533604806,0.407758962800585
"114-198","Heavy",100,"carry-forward","weibull",1.41597615278761,-0.135440801517995,-0.0569363480629377
"114-199","Heavy",100,"carry-forward","weibull",0.94132216812333,0.0300066404783767,0.378796791520498
"114-200","Heavy",100,"carry-forward","weibull",1.18160899787699,0.0194419999907611,0.0881237803454264
"115-1","Heavy",100,"carry-forward","weibull",1.46583340230748,-0.715064440721318,0.206531098189987
"115-2","Heavy",100,"carry-forward","weibull",0.901102295391217,0.491395789169841,0.308459578861513
"115-3","Heavy",100,"carry-forward","weibull",0.480081759065108,2.57245630733551,0.279147641198927
"115-4","Heavy",100,"carry-forward","weibull",1.07064882886215,0.0742923500179239,0.158201701335558
"115-5","Heavy",100,"carry-forward","weibull",1.55529446642718,-0.872521217590821,-0.109294254772506
"115-6","Heavy",100,"carry-forward","weibull",0.829090062628728,1.03154528757033,0.336537162163385
"115-7","Heavy",100,"carry-forward","weibull",0.86183898615171,0.500399013123494,0.411503760878293
"115-8","Heavy",100,"carry-forward","weibull",0.781417164579582,0.00738652739045523,0.4843877271509
"115-9","Heavy",100,"carry-forward","weibull",0.71406651741997,0.106102397176264,0.537214260285498
"115-10","Heavy",100,"carry-forward","weibull",0.921037687118096,0.833596552001017,0.320626513645573
"115-11","Heavy",100,"carry-forward","weibull",1.10025240396653,0.00844852977372844,0.0255014078150984
"115-12","Heavy",100,"carry-forward","weibull",1.67658923257992,-0.773324254094265,-0.300017805838022
"115-13","Heavy",100,"carry-forward","weibull",0.732747213122613,0.816657765050824,0.470855619308806
"115-14","Heavy",100,"carry-forward","weibull",0.556741809600734,0.780514139449412,0.812483472053469
"115-15","Heavy",100,"carry-forward","weibull",0.978024024183349,0.302652108626301,0.222338065838438
"115-16","Heavy",100,"carry-forward","weibull",1.34899300632206,-0.631291715921746,0.374445562394773
"115-17","Heavy",100,"carry-forward","weibull",0.69285694755476,1.90625849366753,0.320608879162674
"115-18","Heavy",100,"carry-forward","weibull",1.23532452641282,-0.0206207467680168,0.392958333208066
"115-19","Heavy",100,"carry-forward","weibull",0.953801875436475,0.48375665126356,0.22273589368963
"115-20","Heavy",100,"carry-forward","weibull",1.0270097434076,0.113898950411109,0.270527878575083
"115-21","Heavy",100,"carry-forward","weibull",1.04169836619985,0.339958132033013,0.253722008395679
"115-22","Heavy",100,"carry-forward","weibull",0.914517459181339,1.49922686934596,0.396076071428073
"115-23","Heavy",100,"carry-forward","weibull",0.85793425676978,0.448238516335049,0.731676170281937
"115-24","Heavy",100,"carry-forward","weibull",1.15873517857153,0.211556807782073,-0.1551881835087
"115-25","Heavy",100,"carry-forward","weibull",1.08288144327953,0.679018371541423,0.0997515980768648
"115-26","Heavy",100,"carry-forward","weibull",1.27582639018958,0.242119979145521,-0.168053943032653
"115-27","Heavy",100,"carry-forward","weibull",1.05775401857977,0.275224392122623,0.424354004709693
"115-28","Heavy",100,"carry-forward","weibull",1.18227167695981,0.973239632170919,0.295964420124221
"115-29","Heavy",100,"carry-forward","weibull",0.859031503013663,2.46217275251313,0.407872843961763
"115-30","Heavy",100,"carry-forward","weibull",1.20506622848419,0.0968162958278894,-0.0907451316627571
"115-31","Heavy",100,"carry-forward","weibull",1.43150908856514,0.675753040473367,-0.209869985873056
"115-32","Heavy",100,"carry-forward","weibull",1.63436903381122,-1.35156452879482,-0.00467896763299457
"115-33","Heavy",100,"carry-forward","weibull",1.18202034500057,0.0163371284406608,0.353993897269581
"115-34","Heavy",100,"carry-forward","weibull",0.976092876196138,0.327831299159202,0.409494815997464
"115-35","Heavy",100,"carry-forward","weibull",0.915366691873262,0.0239823697791024,0.586836503782216
"115-36","Heavy",100,"carry-forward","weibull",0.404677344169732,1.73005126057635,0.743656916486023
"115-37","Heavy",100,"carry-forward","weibull",0.777650554068036,1.17424578843389,0.344858162661171
"115-38","Heavy",100,"carry-forward","weibull",0.840185481811591,0.256730986894053,-0.113277885665687
"115-39","Heavy",100,"carry-forward","weibull",1.18731306493946,0.235890461166831,0.100688409597147
"115-40","Heavy",100,"carry-forward","weibull",0.700343127812618,1.78830448875243,0.0301306897470467
"115-41","Heavy",100,"carry-forward","weibull",1.159839711239,0.356787166513811,-0.0793969487944492
"115-42","Heavy",100,"carry-forward","weibull",0.649695257958664,1.81533828867646,0.392806313572436
"115-43","Heavy",100,"carry-forward","weibull",1.10369188080434,0.00739902591862072,0.234947707425737
"115-44","Heavy",100,"carry-forward","weibull",1.24663344698519,-0.0400567657450275,0.248090357930572
"115-45","Heavy",100,"carry-forward","weibull",1.25958286230308,-0.000195054992451089,0.242193597962376
"115-46","Heavy",100,"carry-forward","weibull",0.771510295685208,0.71177847347545,0.110342011340005
"115-47","Heavy",100,"carry-forward","weibull",0.944031515204176,1.48670486309766,0.0998222918043641
"115-48","Heavy",100,"carry-forward","weibull",1.26090517820222,-0.00895870612215821,-0.148096210567506
"115-49","Heavy",100,"carry-forward","weibull",1.60689028192046,-2.26052033804405,0.178942084359424
"115-50","Heavy",100,"carry-forward","weibull",1.15970955309744,0.0854391028271373,0.130007480408235
"115-51","Heavy",100,"carry-forward","weibull",0.320060533922168,2.60923160008473,0.476915730044838
"115-52","Heavy",100,"carry-forward","weibull",0.541524968193473,0.210711068293253,0.378565900733148
"115-53","Heavy",100,"carry-forward","weibull",1.0145734381406,0.0242805278877879,0.240663508449316
"115-54","Heavy",100,"carry-forward","weibull",1.17156495938123,-0.020169086533417,0.375940478144699
"115-55","Heavy",100,"carry-forward","weibull",1.0218805082093,0.514566773829256,-0.333957938146099
"115-56","Heavy",100,"carry-forward","weibull",0.637524801233989,0.297071510315588,0.589113657462418
"115-57","Heavy",100,"carry-forward","weibull",1.28585050206709,1.15464624719537,-0.259638069644261
"115-58","Heavy",100,"carry-forward","weibull",0.699141407604881,1.20986211334716,0.259728245294638
"115-59","Heavy",100,"carry-forward","weibull",0.875838559272431,0.459174511925127,-0.0906494156286666
"115-60","Heavy",100,"carry-forward","weibull",1.18253148994281,0.419325770357804,0.00821220634773903
"115-61","Heavy",100,"carry-forward","weibull",0.458621856281798,3.64392669714199,0.310582901806903
"115-62","Heavy",100,"carry-forward","weibull",0.700184001590283,2.63005811629364,0.111746976562151
"115-63","Heavy",100,"carry-forward","weibull",0.743712864532386,2.17838932576285,0.189167212914525
"115-64","Heavy",100,"carry-forward","weibull",0.810136667103548,0.500831403888581,0.495742068134838
"115-65","Heavy",100,"carry-forward","weibull",0.738140785849155,1.04439866335025,0.600840928221506
"115-66","Heavy",100,"carry-forward","weibull",1.32364564831587,-1.09780261626986,0.176264658757683
"115-67","Heavy",100,"carry-forward","weibull",0.787898235648946,0.127374712021447,0.419754823326001
"115-68","Heavy",100,"carry-forward","weibull",0.804024010867329,0.356100582210052,0.507765172038512
"115-69","Heavy",100,"carry-forward","weibull",0.572294486368745,3.45123471551778,0.507359574650914
"115-70","Heavy",100,"carry-forward","weibull",0.940393361229263,1.03379468468375,0.234940762825879
"115-71","Heavy",100,"carry-forward","weibull",0.868372085615756,0.651116852858745,0.287311153161343
"115-72","Heavy",100,"carry-forward","weibull",-0.104974419727549,2.84726006145459,1.43268428285869
"115-73","Heavy",100,"carry-forward","weibull",0.804692036303673,0.668069844530398,0.400139603059835
"115-74","Heavy",100,"carry-forward","weibull",1.11183797096206,0.33707000721912,0.0343550369663927
"115-75","Heavy",100,"carry-forward","weibull",1.03628185070242,0.583196089379457,0.473940898805942
"115-76","Heavy",100,"carry-forward","weibull",1.15586984197514,0.0129577188619257,0.151865470032211
"115-77","Heavy",100,"carry-forward","weibull",0.891554955800625,0.728684199356581,0.173304119207886
"115-78","Heavy",100,"carry-forward","weibull",1.24605211396231,-0.00481851738844198,0.272995129825361
"115-79","Heavy",100,"carry-forward","weibull",0.916875179144586,0.63313917756572,-0.0836824423444058
"115-80","Heavy",100,"carry-forward","weibull",1.04144884101463,0.174440631104174,0.284445522344662
"115-81","Heavy",100,"carry-forward","weibull",1.1568545393228,0.0150238004290308,0.0185132476981929
"115-82","Heavy",100,"carry-forward","weibull",0.835856975099789,0.0377354140029079,0.621313282561317
"115-83","Heavy",100,"carry-forward","weibull",0.760236634570665,0.000890712610317686,0.484701463153504
"115-84","Heavy",100,"carry-forward","weibull",0.747471249380479,0.851097139920692,0.162379547962145
"115-85","Heavy",100,"carry-forward","weibull",0.646629637400351,1.36105259431986,0.324197279260564
"115-86","Heavy",100,"carry-forward","weibull",0.188623196346576,0.25214199716902,1.24480203011775
"115-87","Heavy",100,"carry-forward","weibull",1.13371621532701,0.060388441608915,0.393231287274471
"115-88","Heavy",100,"carry-forward","weibull",0.810058763715492,0.657857811880871,0.286730448668446
"115-89","Heavy",100,"carry-forward","weibull",0.707870150596212,0.188025950303352,0.239708775262431
"115-90","Heavy",100,"carry-forward","weibull",1.00420563396904,0.262898516434703,0.177866881703215
