"sim","censoring","n","perc_censored","alpha_fc","beta_fc","gamma_fc","alpha_aq","beta_aq","gamma_aq","se_alpha_aq","se_beta_aq","se_gamma_aq","alpha_sol","beta_sol","gamma_sol","se_alpha_sol","se_beta_sol","se_gamma_sol","alpha_tr","beta_tr","gamma_tr","se_alpha_tr","se_beta_tr","se_gamma_tr","time_aq","time_tr","time_sol"
"11428-1","heavy",2000,0.466,1.04228870287455,0.50352254871738,0.189460470173612,NA,NA,NA,NA,NA,NA,0.991772531727248,0.661858840700946,0.204395048683697,0.0516871054879074,0.0939855083522688,0.0644209502663728,0.996964189256537,0.635968256913704,0.198472975991961,0.0514345983313902,0.0890510153382338,0.0643090028468854,NA,1.572,1.51599999999996
"11428-2","heavy",2000,0.4735,0.986542956354745,0.542590590231647,0.282981065496371,NA,NA,NA,NA,NA,NA,0.962033887487853,0.652336349373196,0.277373747183811,0.0539129660425456,0.101287691973764,0.0695508365899428,0.961957350923483,0.637106003257449,0.279498655576252,0.0542951682990377,0.097606139157885,0.0691326269041942,NA,1.44900000000007,1.4849999999999
"11428-3","heavy",2000,0.4855,0.970360113091022,0.554401987623064,0.267815811489699,NA,NA,NA,NA,NA,NA,0.97120126259186,0.567915558230696,0.298789595486719,0.0546578202293466,0.102775629466281,0.0700214064352117,0.963795266175526,0.603695890060249,0.305760675729099,0.0564970195039678,0.106512321258115,0.0684390856718925,NA,1.70299999999997,1.85799999999995
"11428-4","heavy",2000,0.5025,0.96190589998978,0.51426664505569,0.295752404705512,NA,NA,NA,NA,NA,NA,0.952306268866936,0.566556243752654,0.295008437070786,0.0534004503829564,0.0961423217930851,0.0676670732391726,0.95185020902793,0.558073963000845,0.2970914837577,0.0517504118366363,0.0951817898811096,0.0676162881383377,NA,1.58399999999995,1.48799999999994
"11428-5","heavy",2000,0.473,0.982293349437318,0.485158475896584,0.262795720731077,NA,NA,NA,NA,NA,NA,0.953640927342568,0.58731617274761,0.289372286933842,0.0531417761372407,0.103117577909047,0.0664351410745053,0.951585046236863,0.580603723972586,0.295363161977779,0.0557454191730345,0.106836273011399,0.0695755774354225,NA,1.58499999999992,1.45100000000002
"11428-6","heavy",2000,0.492,0.952243422530314,0.551788283497859,0.289440243445962,NA,NA,NA,NA,NA,NA,0.968242671921229,0.568077898180121,0.315321500425215,0.053620530018854,0.10960387746519,0.0691460782451776,0.967828609810698,0.573166278968613,0.325207580349857,0.0549050017898805,0.114397209467496,0.0692487354364658,NA,1.57299999999998,1.73900000000003
"11428-7","heavy",2000,0.488,1.01990231916915,0.495335063216312,0.236062322016663,NA,NA,NA,NA,NA,NA,1.00987506188663,0.540998241769527,0.246752352832337,0.0532086420738683,0.0913374136233072,0.0715078917395711,1.00863388555925,0.537537980771708,0.251338749989057,0.0546704302217833,0.0921173012289662,0.070431533140219,NA,1.58899999999994,1.66899999999998
"11428-8","heavy",2000,0.48,1.03114683642675,0.441662371333564,0.24293108249319,NA,NA,NA,NA,NA,NA,1.02709104623627,0.485569738799308,0.25644099208815,0.0552852243806227,0.101968994443749,0.0679377940011667,1.02421996527066,0.486362510499105,0.261980107352596,0.0541872025275301,0.102076787928174,0.0678035200288608,NA,1.84100000000001,1.37400000000002
"11428-9","heavy",2000,0.4625,0.980870546160754,0.504494653074211,0.26189597501852,NA,NA,NA,NA,NA,NA,0.97331508953473,0.501937143960942,0.273993304055378,0.0518136785771647,0.0821187658146694,0.068659745554922,0.968498122034985,0.532576011306957,0.277181290386065,0.0518089442194255,0.08795154350706,0.0694315010737239,NA,1.53999999999996,1.69500000000005
"11428-10","heavy",2000,0.4905,1.05566430305646,0.415697469122423,0.266647953163309,NA,NA,NA,NA,NA,NA,1.06326798260689,0.39609214888402,0.294610451135738,0.0525194163234459,0.0965525063048878,0.0662608520408798,1.05862895733866,0.408867547144112,0.303272135537961,0.0532798970880543,0.0987998502001253,0.0649539337034459,NA,1.50800000000004,1.43899999999996
"11428-11","heavy",2000,0.5,1.06012546797405,0.53931487898997,0.197338167103846,NA,NA,NA,NA,NA,NA,1.03592469136935,0.701373536606709,0.202594442257531,0.0560786724651928,0.112873076564719,0.0722625549726248,1.03000141678095,0.723643462153632,0.216067165047073,0.055918174217526,0.118762087087292,0.0702561739173946,NA,1.572,1.45799999999997
"11428-12","heavy",2000,0.489,1.01395360106037,0.478345567001755,0.286844446984723,NA,NA,NA,NA,NA,NA,1.03155233584313,0.416622982942891,0.312338996029576,0.0547231557810091,0.0947712742607008,0.0712690144679118,1.02274820631704,0.442178376497191,0.327237189909314,0.0555877546321662,0.104841126786652,0.0705909120358507,NA,1.726,1.471
