"sim","censoring","n","perc_censored","alpha_fc","beta_fc","gamma_fc","alpha_aq","beta_aq","gamma_aq","se_alpha_aq","se_beta_aq","se_gamma_aq","alpha_sol","beta_sol","gamma_sol","se_alpha_sol","se_beta_sol","se_gamma_sol","alpha_tr","beta_tr","gamma_tr","se_alpha_tr","se_beta_tr","se_gamma_tr","time_aq","time_tr","time_sol"
"11430-1","heavy",100,0.49,1.04852261921754,0.428291715868745,0.344363286654488,NA,NA,NA,NA,NA,NA,0.986618120757136,0.634710081904197,0.318508604617904,0.238109108451152,0.400795135568837,0.276379391473275,0.935939859096457,1.36822804387853,0.356692072032134,0.225494559729951,0.716583735913125,0.271716764776203,NA,0.933999999999969,1.23000000000002
"11430-2","heavy",100,0.42,1.12965473908981,0.369200587792602,0.417542467872512,NA,NA,NA,NA,NA,NA,1.15384323028176,0.273105315275003,0.351479156948059,0.207352089103829,0.216921458270233,0.298839117612507,1.17005503415071,0.393576451133588,0.482415469733252,0.232593909541379,0.697215335563017,0.283953043072361,NA,0.486000000000104,1.12400000000002
"11430-3","heavy",100,0.44,1.32413791417219,0.0102982328744995,0.0236294114254989,NA,NA,NA,NA,NA,NA,1.28808630609249,0.122972255266303,-0.000578851273473336,0.214391797904864,0.344158551844864,0.252053014186842,1.20700395569151,0.660710542428385,0.0016972724633355,0.221464996867633,0.703250456303497,0.257639009543491,NA,0.588999999999942,1.34400000000005
"11430-4","heavy",100,0.49,1.02862369277528,0.128895610977467,0.621306999748967,NA,NA,NA,NA,NA,NA,0.992247154653809,0.190041470570934,0.628218421983748,0.277907811214966,0.429597744386661,0.334999863212231,1.01462677081608,0.253432681277076,0.637380969517462,0.304339946875599,0.833650899903802,0.335225571818086,NA,0.903999999999996,1.42100000000005
"11430-5","heavy",100,0.44,1.15626489846311,0.424717938219651,0.0198873496059568,NA,NA,NA,NA,NA,NA,1.11771284579281,0.855466807481916,0.0388444472902378,0.256346513110386,0.700897622297063,0.274958551449277,1.26675111263621,0.321651760301251,0.0852830479536502,0.267366489902275,1.12593771089823,0.273806639233612,NA,1.30199999999991,1.98000000000002
"11430-6","heavy",100,0.46,0.813273910643845,0.517235904627111,0.490220384229064,NA,NA,NA,NA,NA,NA,0.648330569729846,1.04147552859804,0.574974730632452,0.228858479919041,0.397546680723969,0.260913201101745,0.671201669313444,1.67172097569212,0.705672844974012,0.255823141370565,0.975316349118886,0.265308754599904,NA,0.545000000000073,1.68200000000002
"11430-7","heavy",100,0.58,0.976391764659051,0.758775819120404,-0.145941277909006,NA,NA,NA,NA,NA,NA,0.898594242373633,1.04049543168862,-0.342031784153272,0.257625030208335,0.469029448024668,0.332077662910237,0.988498712536069,1.5025813521404,-0.178805377236149,0.248810108758853,0.75462937869984,0.326427223617904,NA,0.940000000000055,1.94900000000007
"11430-8","heavy",100,0.44,1.1027659301602,0.433550679766857,0.394312542702852,NA,NA,NA,NA,NA,NA,1.135667643175,0.329063646955703,0.406237362343236,0.236314666194841,0.391009360487993,0.314874107961542,1.11698393240194,0.714545845337565,0.410622004388132,0.23800892193498,0.685174334765532,0.301851943361189,NA,1.04600000000005,1.94399999999996
"11430-9","heavy",100,0.41,0.878262798099073,0.516666384328092,0.0956317488359837,NA,NA,NA,NA,NA,NA,0.869064806496869,0.756491123139099,0.0417025755737361,0.211804958097529,0.512601603333436,0.312841333687484,0.95206440113535,0.4849107220462,0.195728741656071,0.23375080207018,0.96868968203767,0.295564864084691,NA,1.05600000000004,1.79600000000005
"11430-10","heavy",100,0.5,0.911389711113521,0.302248492391391,0.653496445303342,NA,NA,NA,NA,NA,NA,0.964477273807562,0.105927471565033,0.695293776810914,0.214404200119612,0.29656520349238,0.316318940950512,0.999010991981613,-0.0137113527731053,0.753027298845654,0.227698834708563,0.575071188997001,0.281015129968134,NA,1.05499999999984,1.85300000000007
"11430-11","heavy",100,0.53,0.854486514974339,0.606984074836632,0.164025700407584,NA,NA,NA,NA,NA,NA,0.925610388778816,0.486437951928915,0.302574170044532,0.306169420780642,0.542889086984523,0.295840069485422,0.943410992553365,0.887920420686523,0.290718707141314,0.302023800781521,0.999123201151902,0.302870189244549,NA,0.539999999999964,1.85599999999999
"11430-12","heavy",100,0.48,1.04449541477848,0.475823119910483,0.314769047034944,NA,NA,NA,NA,NA,NA,0.943886081744678,0.659348845283583,0.400523367987956,0.258840653784161,0.45633069551537,0.331635023267968,1.05762708458021,0.601261776346669,0.481620236207559,0.251974165877998,0.867140289756059,0.341050157128665,NA,0.547000000000025,1.43100000000004
"11430-13","heavy",100,0.52,0.969221097591772,0.460721809234654,0.0331919385635177,NA,NA,NA,NA,NA,NA,1.02209744928395,0.466711166657447,-0.0890745025493242,0.222093918419101,0.347177388889483,0.312901934319136,0.922894608036591,1.2592364941283,0.0294971274656781,0.253330936895468,0.882478984695734,0.272768358805194,NA,0.486000000000104,1.23299999999995
