"sim","censoring","n","perc_censored","alpha_fc","beta_fc","gamma_fc","alpha_aq","beta_aq","gamma_aq","se_alpha_aq","se_beta_aq","se_gamma_aq","alpha_tr","beta_tr","gamma_tr","se_alpha_tr","se_beta_tr","se_gamma_tr"
"11425-1","extra_heavy",100,0.84,0.790457723196543,0.446908712707141,0.560359213038276,0.88669801104476,0.0399775416568511,0.719600304915729,0.267225613424074,0.362376969493067,0.208303959035364,0.908888308441666,0.00844258082800249,0.720607213731562,0.314985563112141,1.48678280609022,0.208116592010787
"11425-2","extra_heavy",100,0.85,1.00708155530013,0.642789905158636,-0.0377349257883744,0.758873378059561,0.426371755922083,0.45554052260121,0.417043125336395,0.3354992323192,0.292880973618802,0.759460659302309,2.02560901792509,0.303697381900033,0.392146637916403,1.47749547041508,0.245681142380428
"11425-3","extra_heavy",100,0.83,1.29129947447554,0.745885540093337,-0.107831771925517,1.16579969417231,2.05925385761102,-0.28587127323651,0.218091763474494,1.16141596396781,0.251438476118334,1.06626335591051,3.12797334325914,-0.188883922331703,0.247629693953119,1.61243320640964,0.214062618618951
"11425-4","extra_heavy",100,0.89,0.897576674557557,0.793421138252068,0.0825104952561937,1.47883997107946,-0.287635852755778,0.187885215171247,0.401032967995801,0.386729142523666,0.253273255982777,1.44311190080419,-0.984749250112571,0.200168262775111,0.470518714660219,1.85891291511154,0.252786047365803
"11425-5","extra_heavy",100,0.8,0.865825897236011,0.55520415010339,0.542484297640025,1.02160697369524,0.0301220587413379,0.817688029506265,0.239389892607435,1.31698733931509,0.26720420995663,1.03174244936365,-0.0433108848437963,0.823956592937334,0.262122979723448,1.62796415956228,0.230647004342074
"11425-6","extra_heavy",100,0.82,0.902842252162335,0.407599864017534,0.0737065489283183,0.790936242767881,0.137767333931993,0.0526036266585003,0.234627220090491,0.105798136571773,0.21269978357619,0.711970394320466,1.44748151085416,0.108475257202049,0.268576627236832,1.02446740199747,0.205688973238597
"11425-7","extra_heavy",100,0.82,0.85520148268966,0.39515936950424,0.463202901649897,0.687036143950017,0.5802916231369,0.40703933195868,0.188246176390757,0.31223946894844,0.195842093627665,0.612309247532236,1.99489921747961,0.529362725457324,0.242608850021686,1.2326267923704,0.176890798236645
"11425-8","extra_heavy",100,0.84,1.24916398105085,0.569260595933025,0.133325236811348,1.35299518655541,0.0242879032193985,-0.354179843835974,0.152836667049686,0.0176068812532562,0.497204944189571,1.32382313291077,0.693327146144493,0.238160719310676,0.307956658889706,2.03451804544102,0.230871611621735
"11425-9","extra_heavy",100,0.77,1.10887109306692,0.423274364881959,0.0722642091193789,1.07110647607665,1.28715004527135,-0.461828670597844,0.149190895520513,0.480304523255535,0.303229331062662,0.790141214118903,4.4682589031631,-0.0797853332937436,0.220134439816428,1.69458264499063,0.209824882095673
"11425-10","extra_heavy",100,0.74,0.916362582452897,0.67646257659256,0.311695930625886,0.777321669024021,1.32593801561067,0.582672937501351,0.247522024302881,0.877542036176318,0.216920586771855,0.77613539557325,2.83605695043542,0.575560384173293,0.278972101019039,2.24239824687713,0.21750826598805
"11425-11","extra_heavy",100,0.82,0.891989245244543,0.655081768749357,0.284146070395265,0.823104256842521,0.418185746190838,0.0227744348514072,0.166157787396893,0.149849128272706,0.262173603797202,0.295204117316761,10.3246766515047,0.410823646729439,0.298621109514168,3.51010430461868,0.194023980905042
"11425-12","extra_heavy",100,0.81,0.941728431640319,0.186830225330501,0.526539972980705,0.815852059523809,0.197911856090852,0.350214796286955,0.183814433099111,0.131166892488494,0.2341490343294,0.67375132352199,3.1949020026853,0.526050225309721,0.254438476023294,2.0745150846031,0.189853787466068
"11425-13","extra_heavy",100,0.81,0.852487520635276,0.913954531691771,0.326653373690702,1.1082042316759,0.000109727235896646,0.342364800904235,0.141356332264518,0.00152116447926351,0.363610494029366,0.881735919816134,2.068126386685,0.320475365290176,0.263719106107914,2.04179869839431,0.208618370523846
"11425-14","extra_heavy",100,0.75,1.03029853841294,0.557585847861483,0.390198169162434,1.04875715945314,0.762667457509019,0.403912806218492,0.197559206402441,0.623295562411829,0.270372575821973,0.951206282507871,2.11106607029743,0.504020275142893,0.267450267404323,1.88444247412061,0.237380881313314
