"sim","censoring","n","perc_censored","alpha_cf","beta_cf","gamma_cf","alpha_m","beta_m","gamma_m"
"133-1","heavy",1000,0.424,1.02179284102799,0.45754302667291,0.207628502669873,1.0222855614616,0.458836005238584,0.207512990821116
"133-2","heavy",1000,0.397,0.959964119925695,0.608099300388575,0.252440943946318,0.960377087898622,0.61096523850646,0.252478822498886
"133-3","heavy",1000,0.392,1.02428993869043,0.417227569103147,0.214456245292366,1.02230700636151,0.431115265923526,0.21467859344437
"133-4","heavy",1000,0.432,1.01752032977197,0.384865803142263,0.220439454326355,1.01599981026355,0.407532618992516,0.2196624345858
"133-5","heavy",1000,0.381,0.883623534457241,0.69826404480299,0.238863755352297,0.884360311659003,0.698845621850284,0.238674088496821
"133-6","heavy",1000,0.431,1.05562172876833,0.320624354266713,0.235254416541003,1.0566113096279,0.321975887547131,0.235584952617862
"133-7","heavy",1000,0.408,0.97062502976194,0.500209926537701,0.284293660540395,0.97110502313321,0.507740160859292,0.284061620960139
"133-8","heavy",1000,0.414,0.972640171543279,0.515883560294353,0.284980278896104,0.971934928023855,0.528553764712238,0.284805617254098
"133-9","heavy",1000,0.388,1.06382752118342,0.568513022644759,0.106683698443786,1.06367291315426,0.573221383477466,0.106734259751144
"133-10","heavy",1000,0.38,0.979186148516638,0.497174698761077,0.26799822200621,0.97908383490555,0.498715045405362,0.268021378795524
"133-11","heavy",1000,0.408,1.00225693708201,0.560547680250875,0.285788542883155,1.00127647027791,0.582079571774536,0.285860014170779
"133-12","heavy",1000,0.406,0.919826578904954,0.638143448001814,0.300157491359639,0.920120148309251,0.64991480709162,0.300071158452037
"133-13","heavy",1000,0.42,1.04069835578087,0.292264710722084,0.249064454280621,1.04067407663371,0.299247186065421,0.249085319089042
"133-14","heavy",1000,0.385,1.06842756656617,0.350305040153649,0.284092716476883,1.067944463347,0.359231276361858,0.283760185596331
"133-15","heavy",1000,0.432,0.987849564787863,0.585731068750565,0.27089915803158,0.988235385217106,0.593919095642885,0.27076853675149
"133-16","heavy",1000,0.392,1.07210694630175,0.488019706254966,0.157044603243012,1.07121856761853,0.497893362468488,0.157107364361725
"133-17","heavy",1000,0.418,0.903033174680587,0.490103734036522,0.263598706212962,0.902566477343491,0.496620045787845,0.263662788904771
"133-18","heavy",1000,0.432,0.965700778296881,0.769601959766403,0.129318269795193,0.964497179903906,0.781687431577064,0.129461977920101
"133-19","heavy",1000,0.399,1.05611450936929,0.491860774550527,0.220701909382674,1.05472923201775,0.504257793243844,0.220745833148388
"133-20","heavy",1000,0.412,1.11379473440459,0.49416155088364,0.186291615678656,1.11366116493887,0.495912576920257,0.186300405297261
"133-21","heavy",1000,0.438,1.01156977028885,0.54615907067455,0.217436030993268,1.01210959427494,0.54960705717142,0.217546396181917
