"sim","censoring","n","distX","B","perc_censored","alpha_fc","beta_fc","gamma_fc","alpha_weibull","beta_weibull","gamma_weibull","se_alpha_weibull","se_beta_weibull","se_gamma_weibull","alpha_expo","beta_expo","gamma_expo","se_alpha_expo","se_beta_expo","se_gamma_expo","alpha_drop","beta_drop","gamma_drop","se_alpha_drop","se_beta_drop","se_gamma_drop","time_weibull","time_expo","time_drop"
"11440-1","heavy",2000,"weibull",50,0.4725,0.990345104494089,0.464690346906196,0.295436955964534,1.01922976067142,0.399467948390309,0.356526630962176,0.0533459747792006,0.0783849816969489,0.0706013682860904,1.025173411114,0.432384203958028,0.34802593090254,0.0485516989075234,0.0912717197280923,0.0649628668325008,1.02792497241535,0.538230408275538,0.393651533634306,0.054936137123779,0.126289724548192,0.0653214752764543,1872.884,1867.125,2067.96
"11440-2","heavy",2000,"weibull",50,0.4695,0.966281516201003,0.524863827309027,0.273348114475924,1.01559041535283,0.451017251660367,0.366486137856365,0.0531391556789418,0.114546906117381,0.0678706736252738,1.01532041337596,0.479872827354706,0.356759991897566,0.0516473605524757,0.108043452245746,0.069411619668787,1.01240593316823,0.534336301698844,0.401611341185933,0.0528771179403629,0.124692775085025,0.0636700194134058,2044.287,2042.05899999999,2125.383
"11440-3","heavy",2000,"weibull",50,0.466,0.973390854015229,0.584779918026424,0.171145948277523,1.02457479060548,0.570017647614737,0.252816809493539,0.0525085214179318,0.119181317901037,0.0638941040997023,1.02258127294391,0.563008779397457,0.258963425380176,0.052604115674699,0.114474601250224,0.0720697601861012,1.02245096561773,0.599379045630166,0.291914098867581,0.0557600463946655,0.127237933766693,0.066699087717855,2024.448,2019.156,2087.18400000001
"11440-4","heavy",2000,"weibull",50,0.484,1.01068241519779,0.536053134469214,0.271196686730782,1.04613657168405,0.519997192344102,0.351326367710001,0.0531926668204633,0.102581776214943,0.0641944742558562,1.04004127404576,0.543707059772224,0.353896578377378,0.0514341498754098,0.108394246198107,0.0601201942650431,1.04022235347641,0.619894766020576,0.414657831820488,0.0536421184181395,0.130376174061196,0.0657434641360488,1962.82399999999,1975.80499999999,2110.25499999999
"11440-5","heavy",2000,"weibull",50,0.5045,1.00272041731568,0.45881082306747,0.322791309951984,1.08557068057898,0.266627861827491,0.429558868168216,0.0568036193422554,0.115559440363633,0.0722215858040972,1.08016600897857,0.294319242518905,0.435719467710203,0.0522824572077507,0.105091584115958,0.0639993778807364,1.07698905396682,0.336830551996545,0.447030531316515,0.0476523806188206,0.121129278041023,0.0603283473630849,2219.027,2234.29700000001,2257.08499999999
"11440-6","heavy",2000,"weibull",50,0.486,1.01654914567731,0.506132539527532,0.226980720614573,1.07785486164438,0.444556067179147,0.326404153015588,0.052748339146151,0.110138274656822,0.0749889284529576,1.07527789082492,0.44765775970491,0.335359267175048,0.0540436799538661,0.119695111469208,0.0709663689983855,1.08072568432286,0.456876390022494,0.33950623120493,0.0492205564605455,0.140758989988966,0.0621842261556049,2169.98,2186.962,2197.875
"11440-7","heavy",2000,"weibull",50,0.4785,1.02106616012378,0.487507187472902,0.232619529964081,1.04743917460814,0.468150336259029,0.293804341651468,0.0512560512590861,0.0937727505361917,0.0681777493086066,1.04238775245543,0.521337151076022,0.292396188979877,0.0577145152456,0.120063291011243,0.0664645896952909,1.02829621868816,0.652869969426376,0.354997034472099,0.0501333195379587,0.142520651862426,0.0644358716995483,1950.228,1972.49500000001,2111.045
"11440-8","heavy",2000,"weibull",50,0.482,1.00364840490547,0.494093433803522,0.225347550492741,1.06678672490926,0.317910539583113,0.30852093592253,0.0537061559807783,0.0884247864797937,0.0654470680672557,1.05057148672876,0.385917460715732,0.328333238897011,0.0525068932839024,0.0918636992624005,0.0688102771259823,1.05592940274002,0.459992996065362,0.367552002133253,0.053430560674276,0.111964727441568,0.0729277661863004,1956.592,1936.713,2225.10100000001
"11440-9","heavy",2000,"weibull",50,0.49,1.04321308720926,0.485359520188969,0.181944769153768,1.07430956276637,0.513534838022574,0.26514844249331,0.058405436789811,0.121631569975389,0.0670401289461609,1.07551573234018,0.538440388035908,0.256209050610873,0.0568512092438227,0.116750591889336,0.0719769861768808,1.07837747508126,0.5428773321555,0.281610097729402,0.0535689580681445,0.138446375526601,0.0694067447255393,2274.164,2265.792,2311.33200000001
"11440-10","heavy",2000,"weibull",50,0.4845,1.04942156699615,0.496815172779641,0.202016242281181,1.10512736843403,0.37746995177278,0.29834694882046,0.0519176403690743,0.102958410197929,0.0656769549686629,1.10754434508499,0.406648935215904,0.295220933479886,0.0522138712058785,0.105532569816531,0.0669604791461306,1.10820518329455,0.463376896958798,0.322989935939809,0.0520365259194419,0.114197814855726,0.068714844953794,2221.39700000001,2245.242,2296.95400000001
