"sim","censoring","n","distX","B","perc_censored","alpha_fc","beta_fc","gamma_fc","alpha_weibull","beta_weibull","gamma_weibull","se_alpha_weibull","se_beta_weibull","se_gamma_weibull","alpha_expo","beta_expo","gamma_expo","se_alpha_expo","se_beta_expo","se_gamma_expo","alpha_drop","beta_drop","gamma_drop","se_alpha_drop","se_beta_drop","se_gamma_drop","time_weibull","time_expo","time_drop"
"11437-1","heavy",2000,"weibull",50,0.4935,0.952688432181431,0.556763688913099,0.281880102307207,1.05267021623487,0.327777354095756,0.370856386489662,0.048124843785973,0.106396951834296,0.0707023606616257,1.04765603395387,0.34775181036776,0.382631274836172,0.0532108040992904,0.107368261973292,0.0693015042442847,1.04642037078715,0.437468799611876,0.392633694783197,0.0458330831568594,0.122761244786489,0.0700635058811884,1879.971,1877.485,1914.48699999999
"11437-2","heavy",2000,"weibull",50,0.4885,1.01121818229768,0.487324937866872,0.25683220110743,1.06378292841899,0.386603108656251,0.377311856996247,0.0489488015470206,0.113741891925898,0.0660350530460064,1.06262795832774,0.424723946674102,0.360949822366504,0.0523962214263975,0.10268112318196,0.0721498776216582,1.07734415692129,0.454395772454848,0.376017450304919,0.0537303897644614,0.126574029494493,0.0677050719834441,1835.282,1847.039,1901.166
"11437-3","heavy",2000,"weibull",50,0.4875,0.925503490813863,0.48192806613652,0.414062256774405,0.97500418447337,0.400716042746135,0.506665747750423,0.0495577530293031,0.115430061756685,0.0672985718596944,0.974667619052454,0.420272387974524,0.495993481786178,0.0493740320564278,0.111660110516688,0.0642342858798923,0.986400219643522,0.44289899313074,0.517765670281421,0.0554880516141219,0.131656263268709,0.0744025240530684,1868.55,1837.96,1926.04700000001
"11437-4","heavy",2000,"weibull",50,0.498,0.984602621581282,0.524079405958013,0.217097825743221,1.06355624079441,0.381806024578808,0.323835893771508,0.0543548442100498,0.100196899601782,0.0670461000384869,1.05335020140796,0.422016730651784,0.329803315523707,0.05571781499886,0.107681653775286,0.0693400467840841,1.055876177971,0.448058729384188,0.34735238506726,0.0542850969901941,0.134317054523747,0.0674325204944989,1908.66099999999,1899.644,1966.30100000001
"11437-5","heavy",2000,"weibull",50,0.4645,1.03724661418682,0.464416820452477,0.168075777391759,1.09515991271541,0.358067862606524,0.241823199313997,0.0533405624493233,0.0951361410148493,0.0691915182865713,1.08561190765506,0.386546460488159,0.242308232479127,0.054019673777792,0.101841615578946,0.0757385255224132,1.09136197555397,0.41116400684832,0.275899333511047,0.0589519206740545,0.139077372159285,0.0650685746424775,1686.77799999999,1691.629,1798.61
"11437-6","heavy",2000,"weibull",50,0.4915,0.993404454549161,0.450999536031804,0.317525346531644,1.0290227091335,0.431373282466318,0.414168849546675,0.0538974121691166,0.117304537448309,0.0749946777674568,1.02190563336754,0.467133695193742,0.424153628863212,0.0573668059376713,0.125321428198971,0.0632954684494635,1.01536569789479,0.553487386624909,0.442651679005003,0.054662318187458,0.127524365580785,0.0674168828565404,1832.12699999999,1863.522,1910.49000000001
"11437-7","heavy",2000,"weibull",50,0.4795,1.02522088624508,0.471997592616858,0.240744641011818,1.09222510432806,0.30629094066957,0.351903053257535,0.0507715843507209,0.103715538017147,0.0685203019754065,1.08302948715891,0.343083775669669,0.35612526600047,0.0483268293062627,0.0931391464019284,0.0697439987707876,1.08968561778024,0.391600583349928,0.36957628509732,0.0486179181800043,0.105969664623995,0.0614370790672961,1864.25799999999,1862.505,1935.2
"11437-8","heavy",2000,"weibull",50,0.4945,0.993536799804495,0.512573833086331,0.247241124138111,1.05405287349022,0.465850272503863,0.327897773189218,0.0463667735374814,0.10453446861672,0.0663612709563233,1.04470196833675,0.496550825323091,0.341669418454498,0.0479421909094848,0.114797990680777,0.0626450677267068,1.04699618144669,0.570638041104764,0.359421027873398,0.0591990845840379,0.129002790523104,0.0670776877632631,1865.935,1847.94100000001,1907.861
"11437-9","heavy",2000,"weibull",50,0.487,0.982307866727573,0.509303991498183,0.268901923706611,1.04830666345059,0.392417384602936,0.369137881454416,0.0503185050895641,0.0988258046273233,0.0726589247666817,1.04506292163491,0.406101846957903,0.370344043715649,0.0492160905981132,0.105747819929551,0.0694602386820455,1.05310643397791,0.443423258002479,0.372034351540162,0.0515368323174344,0.125216146612783,0.0676073106501151,1891.101,1901.787,1935.33500000001
"11437-10","heavy",2000,"weibull",50,0.4965,1.00005272174516,0.496845921789019,0.261958231261496,1.06701966380254,0.378104301967714,0.39712680729178,0.0528358362264915,0.113324246450868,0.0739998248702968,1.06102386589833,0.408327403992458,0.400123342955639,0.0513734665603157,0.10538740680081,0.0722028503981039,1.04888306084126,0.463598321478061,0.410227675363452,0.0500993898739247,0.113721168795639,0.0706743661454627,1939.697,1922.31700000001,1902.772
"11437-11","heavy",2000,"weibull",50,0.49,1.00129332307006,0.484383034706004,0.295744879845803,1.07091739434056,0.379933233270037,0.365385918652204,0.051642394921935,0.0929125604782965,0.0705533221516599,1.06242357957138,0.412581650640752,0.37592223377323,0.0544697373388945,0.0910313140475393,0.0684304257130973,1.05046032368028,0.48985660064263,0.406485388874536,0.0551353883559636,0.143060413021016,0.0611200212365474,2011.698,2328.89599999999,2357.74400000001
"11437-12","heavy",2000,"weibull",50,0.504,1.05834907262916,0.530389498745996,0.173386059899481,1.07760193792319,0.576475870479409,0.251987564617752,0.0545573151342318,0.111424083200885,0.0728512017604353,1.08014993856623,0.595811669513146,0.245025999683068,0.0522168368297666,0.114277293129905,0.0703870345593252,1.08656495969997,0.65619671840007,0.291413178490975,0.0516286527365025,0.136300656458292,0.0675287187790055,2265.693,2291.133,2526.7
"11437-13","heavy",2000,"weibull",50,0.473,0.983952073044737,0.463400905994432,0.29190293080425,1.0627731530187,0.342211413290073,0.388652530571024,0.0556367159874412,0.131055082858029,0.0637316974441701,1.05312054778953,0.356314652506665,0.396617786749825,0.0521387760228494,0.125624253627452,0.0719361167799176,1.06817750113246,0.322964069571221,0.408853747558641,0.0558994021479555,0.129512500473755,0.0643814957936138,2456.46399999999,2461.398,2501.18900000001
"11437-14","heavy",2000,"weibull",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11437-15","heavy",2000,"weibull",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11437-16","heavy",2000,"weibull",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11437-17","heavy",2000,"weibull",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11437-18","heavy",2000,"weibull",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11437-19","heavy",2000,"weibull",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
