"sim","censoring","n","distX","B","perc_censored","alpha_fc","beta_fc","gamma_fc","alpha_weibull","beta_weibull","gamma_weibull","se_alpha_weibull","se_beta_weibull","se_gamma_weibull","alpha_expo","beta_expo","gamma_expo","se_alpha_expo","se_beta_expo","se_gamma_expo","alpha_drop","beta_drop","gamma_drop","se_alpha_drop","se_beta_drop","se_gamma_drop","time_weibull","time_expo","time_drop"
"11437-1","heavy",500,"lognormal",50,0.476,1.0848041460847,0.481389280451902,0.212890499234168,1.48628685075051,0.15432914269962,0.236246536491893,0.1364567038899,0.124761108682711,0.131878450422065,1.49402629028293,0.158377325289981,0.249109892813873,0.143234912924744,0.132793046124302,0.134238023807651,1.48278157820363,0.179143494323281,0.23888982257235,0.134653567859521,0.137406524196611,0.138546573034618,300.845,306.157999999999,311.237
"11437-2","heavy",500,"lognormal",50,0.464,0.970961480311792,0.527595192018881,0.298761536147896,1.30113391405907,0.323016388104164,0.320209449978223,0.134393837042148,0.122004622230064,0.133763884184775,1.33668886993199,0.312331145906187,0.301766747377272,0.146622341464764,0.137799532499813,0.143446347931921,1.32231804401086,0.318690673660714,0.318683491647351,0.143340576511758,0.13748686474249,0.138822684386147,302.916999999999,305.423000000001,301.777
"11437-3","heavy",500,"lognormal",50,0.474,0.939586174213738,0.542897962008784,0.218196426503156,1.3475431561135,0.230875242217373,0.263057812061023,0.13638145697966,0.124217968871608,0.134078765594424,1.34153796481463,0.222922546705292,0.283209169513764,0.1297522482499,0.118293616009829,0.133257500203513,1.34186356905027,0.212424636561377,0.29736969202977,0.145607210653096,0.132568724382596,0.138154817173718,300.593000000001,301.782000000001,300.491
"11437-4","heavy",500,"lognormal",50,0.546,1.02731506290983,0.441631494166939,0.339016957496693,1.3935842968418,0.206956760683757,0.335474010589881,0.141467645731461,0.121123392726048,0.125115205980181,1.40380631193468,0.190852109069509,0.336296986271757,0.145881076649818,0.1288956504535,0.143166712451949,1.3824227542018,0.203480081439733,0.374836628424347,0.129275795316768,0.121701529005786,0.132285377078373,349.360999999999,351.785,345.791000000001
"11437-5","heavy",500,"lognormal",50,0.49,0.940731906411779,0.530472788447176,0.303198047358621,1.37482031461444,0.241140441653519,0.276958565087457,0.119266236725116,0.108677826893378,0.142660086417831,1.35195577971441,0.251321371636329,0.298672764546463,0.125708913816986,0.118345493488132,0.130377027911638,1.3519372009912,0.264562345463346,0.285518478752415,0.11914507644366,0.108881094815181,0.130747917148064,309.207,312.379999999999,314.564
"11437-6","heavy",500,"lognormal",50,0.554,1.04074792577982,0.461480742679272,0.294203357354185,1.39775661146158,0.228403901738995,0.334439955653673,0.135094379643711,0.109282118671528,0.126939418190693,1.35974046619188,0.255560606983475,0.335208865057332,0.12920275423124,0.118033735750099,0.123660294678843,1.38601010934612,0.241589619435779,0.327606973741184,0.139139156378532,0.117556863066162,0.125084205951644,356.911,350.733,353.201000000001
"11437-7","heavy",500,"lognormal",50,0.47,1.05447442423553,0.398705497601474,0.29848713559062,1.34641948866625,0.184562211384535,0.308997623874194,0.124065471726662,0.108241508155557,0.133931375646847,1.329043208848,0.203689780681283,0.319580664589642,0.137976008569394,0.111288162210972,0.135800414784868,1.34716562023557,0.190209572813,0.304916825216581,0.131433414360033,0.11857226403441,0.127032234152414,300.076000000001,300.642,304.811
"11437-8","heavy",500,"lognormal",50,0.49,0.999910484808552,0.532744845693933,0.0854781765433697,1.24225840098455,0.405857448525073,0.164588322076546,0.136579998697272,0.111567321333044,0.130557330851192,1.2370504879233,0.42405452302289,0.143093537329035,0.130918589656041,0.116785169972879,0.128670364431409,1.25466441919548,0.420723379656952,0.130426080129341,0.129917465157189,0.10432031732769,0.130688738755738,313.575000000001,315.271999999999,323.574000000001
"11437-9","heavy",500,"lognormal",50,0.566,1.10353320199192,0.487684319670172,0.183555068925409,1.38850559110664,0.331087627062217,0.21807229425649,0.113401194296115,0.0945887971044952,0.131045456612155,1.37503581049287,0.359149878933546,0.219144344498324,0.124115210490225,0.0977757672798361,0.138882706348073,1.39351748085431,0.360016967724925,0.22311928869182,0.127313821152199,0.112057308389028,0.129239410279722,358.606,359.544,358.037
"11437-10","heavy",500,"lognormal",50,0.532,0.858153635805587,0.556419935865738,0.331107757531986,1.27176516938918,0.277017988836288,0.33006406415416,0.1292288733709,0.114158002922714,0.131676234422572,1.24416370675592,0.315191940413172,0.342276175101853,0.131496623188074,0.117646893607737,0.137836241799775,1.29048632384416,0.280880107769389,0.343350069785558,0.129805407016955,0.122668032000648,0.139211999351547,336.569,336.431,341.653999999999
"11437-11","heavy",500,"lognormal",50,0.488,1.01020397849789,0.43449440027252,0.410719953045515,1.23456373958234,0.321532867393685,0.430481483138564,0.133269852261726,0.119865573510052,0.122885949599581,1.25814265027021,0.317149029621393,0.398381406994416,0.142395716925464,0.127152998847401,0.130389863191193,1.20625359685588,0.354382426119554,0.435561646455378,0.134375105209726,0.120612021455373,0.122319450924159,318.433999999997,314.584999999999,313.344000000001
"11437-12","heavy",500,"lognormal",50,0.488,0.977104828893289,0.597634153919451,0.158696588268872,1.31825249344069,0.435432875669427,0.146947695227041,0.138986555975819,0.119339841571027,0.138259951131647,1.30683212534509,0.448724142823333,0.154796480016633,0.135001482219775,0.124506442987829,0.134471016860517,1.30093381979548,0.464112873804909,0.160546384160368,0.12698035332729,0.121008953421798,0.129959244533749,318.295000000002,316.499,317.521000000001
"11437-13","heavy",500,"lognormal",50,0.484,0.902984673297898,0.509763693741395,0.344334133139587,1.37920487340549,0.127544611546045,0.357740330041891,0.156212096253755,0.127523846023856,0.132142762994897,1.38275455797435,0.111170031588086,0.368607603162734,0.144235701744509,0.129958994986132,0.131185240658458,1.36574981749125,0.136709855806344,0.370293707889403,0.129360079897656,0.116724260073159,0.136507608402416,308.030999999999,308.867999999999,307.114999999998
"11437-14","heavy",500,"lognormal",50,0.482,0.921551790037179,0.495621080206122,0.469082058836108,1.29674786049151,0.227070993786168,0.495226291450144,0.129632946565721,0.109089949637047,0.13239391817213,1.26468014333983,0.255376168572384,0.506457496721194,0.129933841675352,0.11653036829664,0.12622648023865,1.30624242470291,0.227192756760643,0.496125879439573,0.137909970368855,0.114999833339504,0.120276582238755,311.805999999997,307.346999999998,311.264999999999
"11437-15","heavy",500,"lognormal",50,0.49,0.975464371292599,0.495958535149611,0.345820603178578,1.31015277011076,0.277330363980277,0.35894393192375,0.133943857708416,0.128939094734767,0.121819170671267,1.33491225683984,0.267239214693357,0.372224802850224,0.136166583525962,0.129887736482464,0.118693542344849,1.28811196692514,0.292545029393116,0.390261120421848,0.135597799289307,0.134423991144496,0.12615511610636,314.198,322.668000000001,313.157999999999
"11437-16","heavy",500,"lognormal",50,0.492,1.10705858039188,0.419697374973813,0.380585771507815,1.32474978702647,0.297130089787499,0.403866561440367,0.124838768818399,0.101562531570756,0.128312461440981,1.36951773706361,0.275787253115909,0.369959574216204,0.12694782477829,0.107182006543973,0.1384444838482,1.35386537553648,0.290060759708769,0.375390550107127,0.128180802734204,0.10931442391642,0.134914863465482,324.081999999999,325.293999999998,324.059000000001
"11437-17","heavy",500,"lognormal",50,0.492,1.00190139830354,0.48952151982972,0.252993979088227,1.29491095274169,0.335530668736578,0.258518814810468,0.130477947407237,0.116032770915035,0.131593057089342,1.31826523390605,0.308005137648837,0.246152744180889,0.129825204082444,0.111634181155586,0.128045497060481,1.28838274944378,0.308679731592236,0.30681385312881,0.130574453453183,0.118477621027575,0.12916787517344,315.647000000001,318.531000000003,315.538
"11437-18","heavy",500,"lognormal",50,0.49,0.928066104749925,0.49413993153695,0.361108809234939,1.25523139472475,0.290994950351666,0.361661905026848,0.127036494675462,0.113153858566592,0.129631204359353,1.23904776772936,0.297600159169703,0.386383238517243,0.129613452406034,0.116232992353264,0.146196079267987,1.24444705437004,0.297714711045457,0.382133786647308,0.133000541567886,0.121800431854706,0.150765508450051,323.762000000002,323.001,321.352000000003
"11437-19","heavy",500,"lognormal",50,0.474,1.04346068074739,0.442691309579036,0.278501577441866,1.29611175920961,0.280984323976894,0.283565186954794,0.112143537479609,0.104693400204721,0.110083321537797,1.31152493340977,0.27814206949512,0.293900221328977,0.125542828400916,0.109603943725656,0.118152693690833,1.30185484269846,0.275556120830063,0.305212740870083,0.126404554872209,0.111571963461947,0.125581280858226,303.712,306.809999999998,303.93
"11437-20","heavy",500,"lognormal",50,0.538,1.18466069101964,0.335614726567055,0.207738829100829,1.40926411512139,0.196477142939057,0.221825176015527,0.127790709485563,0.108307140561875,0.129211089897427,1.40741280845565,0.194149228602636,0.217924331513968,0.125098926349846,0.109080632945338,0.137103209145378,1.40887736891728,0.215551522251579,0.205930945374061,0.123975352178468,0.100074844715,0.136525831441592,347.613000000001,347.062000000002,347.465
"11437-21","heavy",500,"lognormal",50,0.478,1.05819614119248,0.513239673735505,0.168291320357714,1.45605159657746,0.224988934708627,0.190908677863861,0.138156192054221,0.11866730292472,0.132555001748519,1.42578754747913,0.259922631012679,0.202366264965697,0.139874049130604,0.122522782058979,0.144010803746483,1.46230419835934,0.229997079277711,0.191960523321078,0.138023998751095,0.119117828964896,0.146345807964286,308.222999999998,308.831999999999,307.561999999998
"11437-22","heavy",500,"lognormal",50,0.512,1.08455425750962,0.461324410235763,0.202022684716964,1.45012419550755,0.192097376703583,0.266511995729892,0.127345427741287,0.118112991765148,0.135419857313579,1.4666313347361,0.191647270296389,0.242428377727279,0.126858184779038,0.125184656360178,0.1311016594245,1.45962116485417,0.187482179148666,0.256286874758672,0.13433119002982,0.118504350623939,0.131837300059797,334.499,330.936999999998,331.100999999999
"11437-23","heavy",500,"lognormal",50,0.506,0.964627119356608,0.494972012243399,0.371312645633417,1.3158332410192,0.211431522945906,0.408758110690915,0.121046423502932,0.122453835931514,0.131000084548636,1.31114339553054,0.218267820370454,0.440829232074254,0.134986472209307,0.130066523769947,0.136361176468149,1.32470774405536,0.196199803297015,0.444882137564304,0.133656017248897,0.142444322277149,0.140619407705798,324.298999999999,324.788,321.392
"11437-24","heavy",500,"lognormal",50,0.51,1.09134053055626,0.463690999022273,0.0792039438224875,1.57034977880098,0.0694640280135169,0.0646617159981453,0.142165345809588,0.125328734435455,0.132007163307557,1.58128476621728,0.0620408748539515,0.0641117252203675,0.150851144104923,0.14005488265961,0.144031160173148,1.55668601159802,0.084653747099837,0.0710456444000579,0.142949900429599,0.129256590497118,0.144199212109823,329.978999999999,328.589,328.595999999998
"11437-25","heavy",500,"lognormal",50,0.46,1.20152781332109,0.406616895713523,0.290374179698933,1.57738912765717,0.119379283506642,0.304939861903955,0.106030251992831,0.097577911883728,0.124958335086543,1.54479212647655,0.142851349705045,0.312384515273956,0.119693096433326,0.109724006544822,0.126720185596903,1.55338933449083,0.132594626827563,0.314749916033416,0.126759829896432,0.105950880638143,0.13219702933865,302.191000000003,301.216,300.451999999997
"11437-26","heavy",500,"lognormal",50,0.492,0.977575931032919,0.572231735078018,0.2369181602294,1.41352016619411,0.259280561490435,0.261275786605361,0.127403942723388,0.102577368736894,0.127966828355475,1.41771557174681,0.254300411647941,0.262955063142715,0.1227189608667,0.107467680126604,0.126621326089461,1.41839514407235,0.261333961032201,0.238096160925585,0.124731049269465,0.110720420598408,0.138229240061316,318.628000000001,316.510999999999,319.401000000002
"11437-27","heavy",500,"lognormal",50,0.448,1.06870891803633,0.53117369493299,0.255092908243442,1.28030980148585,0.442848486997586,0.274700758597947,0.174388032296693,0.149430264265568,0.150938689257327,1.28370273804971,0.422946684369177,0.298376569268262,0.170180982387918,0.128656152613514,0.137937947832721,1.29202317224306,0.453182920936101,0.259288120382529,0.142107893564558,0.137395508424759,0.130979750917196,289.199999999997,289.901000000005,291.165000000001
"11437-28","heavy",500,"lognormal",50,0.5,0.985492381330154,0.608521410715413,0.140554564635509,1.41425273265634,0.272511209135241,0.161314115050969,0.129161460204582,0.116270846314268,0.12035658035348,1.40614914094538,0.299613238199741,0.13622367997993,0.124419083281006,0.11602078469585,0.127145151949933,1.42116764158049,0.265965018363476,0.154628493258582,0.13743903534045,0.135980743833783,0.130231891189934,326.212999999996,321.906999999999,327.338000000003
"11437-29","heavy",500,"lognormal",50,0.488,1.05154307586456,0.465667467519891,0.247389948533888,1.34769343176739,0.287922245367558,0.272096058564389,0.137886710229289,0.120727745789217,0.130438047920244,1.35904393611376,0.274084964362942,0.265327241301816,0.127859616530389,0.10950057041573,0.133649476187425,1.33668681811366,0.301239231547674,0.242024295722925,0.138016264942995,0.136970534808206,0.140280866427497,315.820000000007,316.733,314.165000000001
"11437-30","heavy",500,"lognormal",50,0.48,0.989441075284942,0.566211410468322,0.20294188432127,1.29799563494659,0.368124003948325,0.226941392656131,0.137759242428244,0.11229902529776,0.133378391020375,1.31065456048483,0.344892299376107,0.250375761125406,0.136451032424042,0.111755180903564,0.123715303337262,1.30699208606811,0.367742274421956,0.24552507367971,0.134951263128024,0.120377679838883,0.110663878546462,306.848000000005,308.281999999999,309.087999999996
"11437-31","heavy",500,"lognormal",50,0.508,1.14598820118636,0.337504222976056,0.34848864079016,1.32556755349316,0.237654820152701,0.36854307874854,0.119893906497849,0.111934212963728,0.126523229285364,1.33395842852257,0.25676046536538,0.320691888531967,0.122502556125417,0.115557293039547,0.121964252582997,1.33408428539566,0.234847067122092,0.363272563424398,0.12440448264642,0.103645120897328,0.129437623975714,327.305999999997,330.881000000001,330.368999999999
"11437-32","heavy",500,"lognormal",50,0.494,0.936239297544016,0.535374940012243,0.351821705451674,1.27339831700605,0.337788392905285,0.377071632021958,0.139146876753209,0.112094115439709,0.129033564521761,1.25279190598075,0.340537371114364,0.385423967485775,0.138215021955334,0.105681914918715,0.137258612688002,1.26360241804533,0.341269675756335,0.381801966071562,0.136317564617637,0.108348306045578,0.129992017502961,321.966,319.428,320.251000000004
"11437-33","heavy",500,"lognormal",50,0.536,1.16210681757476,0.39241263010103,0.0632598872303198,1.41802949209017,0.230856249588959,0.0954765925867347,0.111774407135044,0.103068953625116,0.135628544284743,1.41418391925146,0.231774966699427,0.0835274812281575,0.11914845484038,0.112655594032965,0.128475620887374,1.37675161625261,0.26126640986848,0.0982282940291386,0.115349356069729,0.10665209858024,0.12054638621634,343.400999999998,351.351999999999,344.984000000004
"11437-34","heavy",500,"lognormal",50,0.46,0.989995399960365,0.529986502053291,0.158831071447249,1.38709002987172,0.237627518580598,0.158088726580193,0.132620726165172,0.108569020987265,0.126147113397186,1.36782187639982,0.245006004571283,0.186370576030324,0.129963850481145,0.110829006396117,0.126614519003044,1.38322419053497,0.235964523199991,0.179728867689757,0.128560212895229,0.122329640985731,0.124110185459754,298.178,293.819000000003,296.016000000003
"11437-35","heavy",500,"lognormal",50,0.518,1.05476040299388,0.525226423873956,0.250530396364516,1.4402375389615,0.270295603479547,0.261151133066407,0.123656187037532,0.0993935057146806,0.135864095138619,1.46219677508897,0.246420205573783,0.26597274842908,0.119219190722819,0.114070971872769,0.128415050672787,1.43735814710397,0.276422142088656,0.278896246940453,0.120229730109492,0.101144870943284,0.123561964281563,330.912000000004,332.943999999996,329.937000000005
"11437-36","heavy",500,"lognormal",50,0.488,1.08927074063815,0.460616066305106,0.171948586722068,1.34091134253372,0.316286946403171,0.218020908982734,0.144330969474925,0.127263323554885,0.150677506487319,1.35542352954724,0.317136388908165,0.202080397366665,0.130411891967091,0.117757971421005,0.134191744342666,1.33714463846376,0.316454572465642,0.223000151570184,0.145318644033698,0.129375932951167,0.152172288628562,317.881000000001,315.006000000001,315.940000000002
"11437-37","heavy",500,"lognormal",50,0.498,1.19599570692457,0.331182519962376,0.213058648544772,1.53296507030388,0.0728807620420336,0.195202797138247,0.123467924065999,0.117733979409421,0.124062901869079,1.53639000728128,0.0787482942934764,0.197305848890563,0.146575634698911,0.131851131474632,0.132124605178179,1.5235582301804,0.0848383987258498,0.199065294016105,0.1246241857962,0.121984086177099,0.129233743130966,318.511999999995,321.341999999997,315.43
"11437-38","heavy",500,"lognormal",50,0.514,0.937010478548098,0.564335742503734,0.169468385994797,1.34019592964064,0.257769873142313,0.22408880351346,0.140144083398104,0.124552802591063,0.140036220403388,1.32546230375168,0.259365462841638,0.265610927931394,0.125165205551447,0.129661364605095,0.13144212275882,1.32079782689987,0.289175052798626,0.230191893048737,0.13047649242515,0.123174110855129,0.135577031378292,332.445,332.690999999999,332.580999999998
"11437-39","heavy",500,"lognormal",50,0.498,1.32000714654964,0.330511940532113,0.144743874296106,1.51387213694634,0.240857979861807,0.159506642201882,0.131413268641049,0.115986696512367,0.12557427993013,1.50685557489349,0.245389264410103,0.138029721922413,0.130477036833326,0.109731831807371,0.132505398601624,1.52631587912,0.218978509995768,0.144738106357597,0.139344614652483,0.125702098937146,0.139229877112623,323.962,323.404000000002,324.402999999998
"11437-40","heavy",500,"lognormal",50,0.454,1.04415785192484,0.478870706372115,0.258469505348985,1.3586814649318,0.253727027893851,0.296006618983145,0.130620961104957,0.110772307587008,0.124622929978127,1.36886030530864,0.26822225001212,0.267463050305277,0.12391804284314,0.100356411428194,0.128617563529849,1.37177891209816,0.26353532558732,0.26771277426495,0.121643525495074,0.110720105517419,0.123103252310683,299.175000000003,297.135999999999,296.562000000005
