"sim","censoring","n","distX","B","perc_censored","alpha_fc","beta_fc","gamma_fc","alpha_weibull","beta_weibull","gamma_weibull","se_alpha_weibull","se_beta_weibull","se_gamma_weibull","alpha_expo","beta_expo","gamma_expo","se_alpha_expo","se_beta_expo","se_gamma_expo","alpha_drop","beta_drop","gamma_drop","se_alpha_drop","se_beta_drop","se_gamma_drop","time_weibull","time_expo","time_drop"
"11428-1","heavy",500,"weibull",50,0.5,0.897372252611159,0.438492734269562,0.425538406275781,0.975387194566357,0.248161635095125,0.527689044853331,0.0990335745828527,0.199239363150448,0.123085997371008,0.964495030577755,0.260338354332228,0.547860420535004,0.0919262057733177,0.181098844729932,0.119610018273689,0.972145675950381,0.262464912995469,0.568954236124782,0.106149480535269,0.196277094522137,0.135680991869868,305.409000000001,310.642,313.577
"11428-2","heavy",500,"weibull",50,0.522,1.00382946329216,0.642659200816255,0.197941953828541,1.07953748728976,0.579391421667117,0.287953774033952,0.0995111291223696,0.232001054954741,0.140816636737966,1.04763670556083,0.674580752491043,0.295916043823423,0.0960413195516355,0.232703228015922,0.135080385724145,1.05999284973779,0.707355368922302,0.339191408253976,0.100053588135809,0.255920788675074,0.132431929201402,293.090999999999,296.238,310.051
"11428-3","heavy",500,"weibull",50,0.468,1.08670187133045,0.429114988453479,0.129832761895359,1.09649872251726,0.601684331298022,0.161656279027803,0.104373310118542,0.231018992103192,0.134237679582909,1.09288405239468,0.608402266297274,0.176362774501236,0.113073412558349,0.25748768815017,0.140495348541435,1.09213803806512,0.689368533419211,0.176957809166428,0.11297465253396,0.292645059453854,0.138645681340857,270.881,269.674,277.727
"11428-4","heavy",500,"weibull",50,0.502,1.09354695286276,0.353140087922494,0.326988217426363,1.07803658224028,0.50959193424231,0.37645952467913,0.103502041739054,0.201678127813613,0.133517237330433,1.08657192832676,0.512262722650118,0.390320665731615,0.117548027785436,0.237079520064253,0.123187266443321,1.07826022514679,0.653406449991571,0.400840720238382,0.099140019394671,0.275425987048708,0.125477687018746,281.464,285.121999999999,306.166
"11428-5","heavy",500,"weibull",50,0.49,0.932423931640348,0.521397993534466,0.177945921524461,0.996281846221528,0.344713614195405,0.302606633802355,0.104572369845953,0.213890863963192,0.123618020495814,0.962302443551536,0.351578451314365,0.338894672763599,0.117253874145907,0.215330464518184,0.13680348758546,0.989779730659782,0.392720737714297,0.317465647693928,0.109853397604124,0.221740957787646,0.13753187007128,280.337,278.687,276.738000000001
"11428-6","heavy",500,"weibull",50,0.498,0.900100753823442,0.574379864439083,0.317275357419301,0.911403415957499,0.587628868187954,0.373510073679592,0.108042972203306,0.196832611570371,0.144072346380528,0.88969329894229,0.649881956057776,0.392043357753688,0.101939370974414,0.185963691166122,0.134493761527546,0.896901931163051,0.696479576069791,0.442123541182806,0.103354593214862,0.230558197078836,0.127875922777602,266.835000000001,263.053,279.305
"11428-7","heavy",500,"weibull",50,0.426,1.01441999630455,0.635328484450997,0.276121310407099,1.04478689505057,0.636494167734602,0.361132099321109,0.0973095441401282,0.233020196813188,0.125952791845236,1.03420913753237,0.681691019655857,0.365217143806896,0.109654546794896,0.232683613337664,0.125864998762563,1.04647454293534,0.714592372523114,0.389851257477088,0.111721776376227,0.254869358645764,0.136401934602273,252.807999999999,253.27,261.224
"11428-8","heavy",500,"weibull",50,0.48,1.06457159757313,0.472825393357064,0.22764639443555,1.11055618981538,0.382718890698662,0.319526639183542,0.112605587899642,0.298774644306142,0.132285220607832,1.1284786296373,0.330602503032974,0.322741057388539,0.108717848267187,0.256535925819048,0.138528272140685,1.15158405770223,0.289521360130792,0.311438869827959,0.0952277642436516,0.267690746225264,0.120517066466222,277.001999999999,271.406000000001,280.012000000001
"11428-9","heavy",500,"weibull",50,0.484,1.02713759916213,0.614530459783601,0.155224257851836,1.07621787590219,0.528342315302147,0.222373405999899,0.100559732869439,0.213871849237455,0.140154111019242,1.08289878187178,0.550616971765996,0.201903483965825,0.100968917048329,0.190065384579936,0.139126988959173,1.09804857884735,0.592947314231393,0.265781511337054,0.124227871026411,0.268213693216323,0.142931547515358,251.279,255.932999999999,268.022999999999
"11428-10","heavy",500,"weibull",50,0.438,1.15094970695973,0.433413195861923,0.106838035696269,1.11739797576503,0.73667216041889,0.124943652389503,0.100069026937648,0.270696457938552,0.140989213246377,1.14312474763978,0.701553110538725,0.127782359526505,0.114387342361383,0.253938553647978,0.134178472533474,1.12676223704649,0.842113227568962,0.182352341193932,0.111230268962353,0.342970031876636,0.132522005093224,237.607999999998,224.928,254.144
"11428-11","heavy",500,"weibull",50,0.494,0.926880316896438,0.496544426909984,0.229564148655823,0.92659762371452,0.686084558746467,0.269351223108735,0.117973917760942,0.276086394749281,0.152637956252093,0.928719833461567,0.65141737145318,0.273160447200915,0.103731495891518,0.237695190718479,0.125574022339949,0.915054666002015,0.795898227103108,0.327606314895059,0.112675781004663,0.285678513395518,0.124118712064534,264.233,260.933000000001,282.335000000001
"11428-12","heavy",500,"weibull",50,0.528,0.85947110169715,0.52250043952696,0.377255600850792,0.882380182674591,0.468245835124373,0.457671543220747,0.113447314756602,0.192725390669681,0.116900152316498,0.862157952351307,0.497691615218343,0.465818501964878,0.101907689635532,0.186127306222602,0.12148384172477,0.866907974357292,0.72990706703791,0.486432288963506,0.102454181777963,0.300890856207679,0.1296395423285,253.610999999999,262.103999999999,290.386
"11428-13","heavy",500,"weibull",50,0.488,1.03490160712253,0.592354220679975,0.219686449432842,1.07013705656234,0.739611169664815,0.232530224233664,0.0974654704005206,0.19917261983965,0.126593091729222,1.03680495714565,0.821149813271046,0.252900003198461,0.113560361072545,0.234156795116985,0.130311229380588,1.03130476829267,0.871594082027841,0.295525591588942,0.108309022285448,0.281017000252642,0.129937397261936,292.307999999999,294.418,284.368999999999
