"sim","censoring","n","distX","B","perc_censored","alpha_fc","beta_fc","gamma_fc","alpha_weibull","beta_weibull","gamma_weibull","se_alpha_weibull","se_beta_weibull","se_gamma_weibull","alpha_expo","beta_expo","gamma_expo","se_alpha_expo","se_beta_expo","se_gamma_expo","alpha_drop","beta_drop","gamma_drop","se_alpha_drop","se_beta_drop","se_gamma_drop","time_weibull","time_expo","time_drop"
"11439-1","heavy",100,"normal",50,0.41,0.76161093900061,0.805839349742462,-0.272098520223873,1.53464091412531,0.333767978892033,0.0249348677087955,0.403873129020163,0.264886985505468,0.331904227293341,1.49830229888787,0.352942075360187,0.018399321486471,0.407859974486073,0.261361029692281,0.342340290336896,1.44250090934423,0.385435719053759,0.0603459686056325,0.453246409263624,0.277519660782824,0.330761386785999,45.651,45.969,44.323
"11439-2","heavy",100,"normal",50,0.55,1.02302588463493,0.423249460615824,0.42814899699044,1.41682013349123,0.21387763914246,0.590761288925066,0.297614286126804,0.208642895139986,0.264314243829101,1.37092578066441,0.214507541184998,0.678489605342273,0.313890997087791,0.209027817254841,0.284813416180173,1.35430454347037,0.237044411453467,0.637899656801724,0.304368211352307,0.2058209311972,0.310050997304938,61.554,60.405,61.1
"11439-3","heavy",100,"normal",50,0.45,1.3265212925283,0.303108067478831,0.213663490203869,1.81993784619958,-0.0328117225296198,0.385330239330005,0.292364401473142,0.211081251978197,0.308300761795031,1.80683507912655,-0.0506101127308998,0.426172260637739,0.290969388195222,0.195016737148874,0.260087328627035,1.82920731297665,-0.0482094014969928,0.357726409226042,0.316696019898747,0.208936322288822,0.271352884262364,52.658,53.154,52.964
"11439-4","heavy",100,"normal",50,0.4,0.950305558129306,0.562675874306696,0.313320634214182,1.35161972183872,0.340726920444991,0.498213235969058,0.315957211251205,0.239956063795373,0.310050820735264,1.33274725789058,0.364793680280007,0.472814555577809,0.286600462067261,0.212974996755751,0.299080229639878,1.32945237223366,0.34820934891497,0.497553262877727,0.302445859827423,0.212917456079788,0.295973794423161,47.591,48.1289999999999,46.056
"11439-5","heavy",100,"normal",50,0.44,1.27620524770436,0.339185097153289,0.312544129819916,1.99848799104357,-0.17464626774506,0.464539777814095,0.340273808125078,0.209527029546792,0.280764602221292,1.97252467402521,-0.1544528653426,0.481167879164187,0.33581159391219,0.214830068906531,0.285839109547242,1.98320732850486,-0.162047470429547,0.46918347770895,0.338743520048634,0.232970702510719,0.30649943192613,54.039,53.58,53.422
"11439-6","heavy",100,"normal",50,0.44,0.827544608290376,0.505283282448887,0.301656486386421,1.47964057710303,0.0803521320248194,0.547688535126654,0.338215654211002,0.200881070152368,0.299359463946913,1.47226838867209,0.0723502636739281,0.57122439245771,0.338766193653233,0.219350023432652,0.30552191617938,1.47846295109964,0.0805505567899442,0.547307558191537,0.355551655004485,0.207635698561733,0.310404251658717,53.043,52.1500000000001,51.615
"11439-7","heavy",100,"normal",50,0.59,1.12677824637852,0.282489912358931,0.480245765193201,1.42672118217047,0.0739723184190725,0.658066303860912,0.355671047175994,0.257482978307183,0.377399760854924,1.37530762780387,0.125295340060423,0.618971687307877,0.332684260927898,0.233156784425824,0.359673351427637,1.38610975032587,0.140271680942457,0.634307977590036,0.311442814643107,0.222960705240017,0.308570724368483,64.163,63.949,64.336
"11439-8","heavy",100,"normal",50,0.54,1.1679928453776,0.343065236096143,0.803601067601379,1.26356980358461,0.331105490339959,0.904178838354409,0.353560979364757,0.230461808135394,0.331191439953469,1.29246572801087,0.337411954680907,0.868087201839402,0.315005745916425,0.198929751786767,0.311142293986306,1.2972000642095,0.368297422685237,0.839855929122536,0.344114928064667,0.223312966456353,0.317271810367823,61.2710000000002,59.9390000000001,61.3699999999999
"11439-9","heavy",100,"normal",50,0.44,1.31018973873127,0.222499971356436,0.627524773467484,1.91957953243626,-0.236349764942603,0.816091918397204,0.292941526060135,0.179036412036625,0.262737511379628,1.88248761602695,-0.22473274439833,0.850983321642936,0.250811141253208,0.181899538959355,0.260118618677889,1.91501000518351,-0.236880349443868,0.824307725685883,0.249823193114442,0.162081296746987,0.246973118548229,56.2460000000001,54.047,51.163
"11439-10","heavy",100,"normal",50,0.51,1.31310205912886,0.347076793306259,0.265870233905578,1.68540205309511,0.0859082663349991,0.457471133688986,0.335024850832223,0.213253906245291,0.285251541651171,1.79138325611827,0.0373655903200152,0.407149699008604,0.295784069882733,0.232958947273918,0.293520698478685,1.72643054795966,0.0523269690309001,0.456302896991196,0.339504729700789,0.24237099769167,0.29900528925637,54.7349999999999,58.1299999999999,58.191
"11439-11","heavy",100,"normal",50,0.49,1.27920717570654,0.396876979747873,0.32406882421654,1.84285373951344,0.0179711653073427,0.527827047783268,0.259925357898355,0.183125628344196,0.276819839211959,1.85657728959329,0.012153622273435,0.516509900253838,0.311151568359821,0.232909347563211,0.272425499772845,1.79184481173481,0.0522185678077231,0.506693794348765,0.295899271472775,0.203592295016557,0.268062236159267,57.722,57.2510000000002,55.4640000000002
