"sim","censoring","n","distX","B","perc_censored","alpha_fc","beta_fc","gamma_fc","alpha_weibull","beta_weibull","gamma_weibull","se_alpha_weibull","se_beta_weibull","se_gamma_weibull","alpha_expo","beta_expo","gamma_expo","se_alpha_expo","se_beta_expo","se_gamma_expo","alpha_drop","beta_drop","gamma_drop","se_alpha_drop","se_beta_drop","se_gamma_drop","time_weibull","time_expo","time_drop"
"11438-1","heavy",100,"normal",50,0.6,0.692526005165042,0.78622211655667,-0.385314608592509,1.66454207957365,0.178052150252364,-0.0269227020984574,0.325677874557534,0.207884358999212,0.304246440618131,1.67816912640068,0.16347900454321,-0.0108377184475583,0.353940055227898,0.216734494524238,0.322976224277635,1.57616643099803,0.202129616668797,0.0405526275799377,0.357659423051242,0.22937088595727,0.296063153286308,70.324,70.52,70.958
"11438-2","heavy",100,"normal",50,0.47,0.317376253661366,0.908335194017136,0.149701384390429,1.33357542356387,0.246741258227235,0.519849427946315,0.305340899880952,0.232736376410701,0.332026759677295,1.33679799708056,0.231591946662207,0.536099336884913,0.308541024479221,0.219199437948369,0.327961224763243,1.37197243203671,0.200498851673551,0.554039190295812,0.318280469512003,0.230747806140343,0.330467068109881,56.839,56.818,58.169
"11438-3","heavy",100,"normal",50,0.5,1.25442737656746,0.244401670351059,0.354660240039074,1.63728737053222,-0.0744280763034078,0.646688110162377,0.353218676604663,0.244274162996093,0.342601579226051,1.61689386626059,-0.0593850352392996,0.629850958465654,0.29707690095134,0.190797365621402,0.299417381104501,1.7019316389495,-0.116732588864631,0.629926122120788,0.308933372842556,0.20911259689384,0.339089123847987,58.526,59.707,59.076
"11438-4","heavy",100,"normal",50,0.44,0.903090262879843,0.53110510955933,0.507255990839129,1.53496344254982,0.120442078469847,0.722152882017118,0.422077355210124,0.305028908343199,0.347884780352999,1.4497086282127,0.154200179925026,0.743902174850725,0.43897129244126,0.285037507465705,0.311616529923414,1.41436024881588,0.203553637969506,0.724158037664517,0.385112921356804,0.281226701638224,0.391446453411236,54.087,55.985,55.467
"11438-5","heavy",100,"normal",50,0.47,0.62042962215679,0.594240630655361,0.518030648681853,1.27578338258769,0.182212937530246,0.856925292173959,0.359234772706141,0.225756752740203,0.310553887135428,1.21885745058541,0.213746708371514,0.787708942570449,0.365739891723267,0.210451345982966,0.322664905694853,1.34450944374608,0.145525917007568,0.828195689249963,0.388688779490356,0.234071008902184,0.340046026706951,59.7109999999999,59.073,59.2859999999999
"11438-6","heavy",100,"normal",50,0.41,0.803396180447871,0.591490035032389,0.116029374931963,1.76884963703782,-0.0388761197960258,0.349579854344627,0.322925102382,0.214945385760044,0.34483409937588,1.75757655052617,-0.00704342811441672,0.33197484607179,0.366205560988221,0.225172704789353,0.269422543068604,1.80139014002903,-0.0437308416308944,0.336397045380095,0.394966298773976,0.232064872786868,0.28538794248748,49.879,50.0529999999999,49.1600000000001
"11438-7","heavy",100,"normal",50,0.58,1.21055626114031,0.359771372876816,0.264549786382769,1.74065975136929,0.0186538134675886,0.442716049710822,0.312734530403509,0.208687206215543,0.307649741387501,1.74823934109829,0.0126884345432389,0.461050022345288,0.298608810681074,0.194303702265992,0.317600299040858,1.81380815421206,-0.0400554657845765,0.445680729035965,0.299995632377576,0.203985204319873,0.304128995230282,68.443,69.529,70.5940000000001
"11438-8","heavy",100,"normal",50,0.56,1.55092573955691,0.257725227818175,0.138875886882479,1.90115332775164,0.0479194312439312,0.277547145985163,0.303059651559815,0.201467774367399,0.333862145882365,1.86133435896681,0.0691130950076038,0.25800610301103,0.27773804263117,0.177707294240607,0.286679240242975,1.88180294670904,0.0816081942753016,0.224607401646533,0.296272958897662,0.203823437132083,0.284818659464456,65.5139999999999,66.739,66.7939999999999
"11438-9","heavy",100,"normal",50,0.49,1.22155672178159,0.313374168358119,0.20463007437617,1.68850999815904,-0.00327972579655477,0.32781737171356,0.348283566384586,0.22931596126083,0.293666146681578,1.72887248252121,-0.0191712924792173,0.336436557947452,0.358923778685146,0.215093143093907,0.294959631845118,1.7334648241705,-0.0291956895445754,0.316487113167717,0.395197451217021,0.240399906290339,0.309868594893554,60.4949999999999,59.1410000000001,60.4069999999999
"11438-10","heavy",100,"normal",50,0.52,0.470262788041337,0.588838985417011,0.830236302309572,1.3822257774282,-0.0137840262016283,1.20667415979217,0.336699789649606,0.21689085673963,0.335995417017706,1.40672738122304,-0.0293501610243543,1.18715020907692,0.369828455812885,0.249757582935422,0.323614780912589,1.40695288575208,-0.0189369178115488,1.11185233078899,0.345959058963302,0.20549588283518,0.277516831873266,65.5069999999998,66.1490000000001,66.2510000000002
