"sim","censoring","n","distX","B","perc_censored","alpha_fc","beta_fc","gamma_fc","alpha_weibull","beta_weibull","gamma_weibull","se_alpha_weibull","se_beta_weibull","se_gamma_weibull","alpha_expo","beta_expo","gamma_expo","se_alpha_expo","se_beta_expo","se_gamma_expo","alpha_drop","beta_drop","gamma_drop","se_alpha_drop","se_beta_drop","se_gamma_drop","time_weibull","time_expo","time_drop"
"11436-1","heavy",2000,"normal",50,0.4965,1.04404680253194,0.496926004434167,0.175683863822984,1.61094471880385,0.142914689331457,0.396167137723476,0.0827952050516634,0.054319456821777,0.0671995968920532,1.62218844613369,0.135781492086706,0.393096268013144,0.069600915331214,0.0436381134610421,0.0676356437086941,1.6119562539987,0.141956147545812,0.388304291088004,0.0751670237501196,0.047362227130761,0.0711762048593641,2014.83,2010.64700000001,2019.88600000001
"11436-2","heavy",2000,"normal",50,0.4915,0.995226308347578,0.473837972303318,0.312153004599681,1.52947138681127,0.140184966260455,0.522082707784208,0.0761069139180403,0.0519115443761522,0.0582128436092247,1.53650708028445,0.138786140806291,0.521373497871922,0.0769121405355282,0.0486579099459748,0.0666125824105857,1.51931442342393,0.14773677528187,0.515768745279476,0.068505248339326,0.0451660129806012,0.0644509199735082,2016.785,2009.694,1993.977
"11436-3","heavy",2000,"normal",50,0.485,1.06933530236913,0.457542523786219,0.303821656473195,1.56972829268769,0.156394180561197,0.47825886238298,0.0780957130324026,0.0506584218500415,0.0630764325601231,1.56691142339306,0.158135538378686,0.484795655674553,0.0799070059645186,0.0572878515677299,0.0715176368210815,1.56287681778133,0.154627767309845,0.492525875357707,0.0758161384494315,0.0484607782508781,0.0715512904879701,1957.55899999999,1966.137,1969.871
"11436-4","heavy",2000,"normal",50,0.4785,0.915918118673981,0.530320449632436,0.285042901332824,1.49730972603188,0.188092715499843,0.488750064395587,0.0743075970208624,0.0496380829402053,0.0660887160263906,1.47954811289914,0.192013416524527,0.500290490102309,0.0737652979264843,0.0503452156459528,0.0663175568513183,1.48666157283771,0.192346551735659,0.498867664084714,0.0816522817136828,0.0509069025206016,0.0594603162135919,1949.557,1954.512,1944.819
"11436-5","heavy",2000,"normal",50,0.5025,0.974432675326192,0.550767431502232,0.249890869133107,1.61685829274926,0.16063716772263,0.475101923145149,0.0693355300058317,0.0492982914694334,0.0720199545718818,1.62963449031093,0.154881617460564,0.471683387583719,0.0737971926402338,0.047565870832581,0.0671564651732341,1.6177792677931,0.163933741091532,0.462889805483051,0.0742354918173087,0.0518225496118019,0.0683919712018025,2007.587,2022.704,2013.031
"11436-6","heavy",2000,"normal",50,0.5095,0.920616692961153,0.552294318197546,0.215841327135827,1.56699108166548,0.145481437143967,0.46594115224749,0.0704409838021933,0.0473088651997567,0.0622659298752986,1.57200753921441,0.137563046032772,0.471813178641324,0.0723818520323994,0.051983293675454,0.0710516825027689,1.58739659067692,0.1365357433061,0.464627883127555,0.0764973299727285,0.0524512101145471,0.0672618273673615,2044.27800000001,2064.66900000001,2047.359
"11436-7","heavy",2000,"normal",50,0.494,0.905462073184865,0.562752101696298,0.155132523647248,1.55421905032113,0.166046247602669,0.389307704419712,0.0716683151349458,0.0493482260603439,0.0603664683893633,1.56513590606714,0.158491447309709,0.386326203950172,0.0698196013616664,0.0501118628399278,0.0664553278653676,1.56722846092135,0.162003716576982,0.378599368979743,0.0733838636675481,0.0463843840406664,0.0599126301567691,2000.189,2000.947,1997.317
"11436-8","heavy",2000,"normal",50,0.5025,0.946356708625519,0.531568270073649,0.207237902631087,1.56484997280979,0.156874459963362,0.445976370756347,0.0689911209790435,0.0470414465243063,0.068750902894388,1.54941751751731,0.164078497064251,0.437290322542797,0.0644927440072634,0.0460717526145372,0.0699632028354247,1.56193114815793,0.152526432080034,0.445518004323586,0.0762493353904557,0.0505256737946042,0.0691456148425272,2013.068,2024.84199999999,2015.27099999999
"11436-9","heavy",2000,"normal",50,0.4945,0.987142098447445,0.524063826273235,0.216973687247908,1.6936020439237,0.085540973703307,0.434178946002381,0.0677780826529766,0.0477314404670104,0.0626612480951695,1.6869992691511,0.0825727714147759,0.44531896797392,0.072350290615011,0.0460182277778182,0.0622598999372054,1.684447029836,0.0898972319444688,0.429720823189351,0.0798813549584967,0.0503071455519179,0.0650064512785967,1997.451,1984.41500000001,1986.95600000001
"11436-10","heavy",2000,"normal",50,0.48,0.976684698315851,0.524266798651318,0.176243279521594,1.63528176175532,0.102600894766175,0.416441107810466,0.070367339739141,0.049066223453928,0.0641088532706808,1.62728568864563,0.107257339952934,0.421356269322054,0.0781068341706446,0.0482780345474607,0.0594169648328946,1.63332735386659,0.106356374002653,0.41764514755016,0.0790501066770132,0.0498572878843067,0.0668348879142109,1960.31000000001,1953.48,1948.28600000001
"11436-11","heavy",2000,"normal",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11436-12","heavy",2000,"normal",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11436-13","heavy",2000,"normal",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11436-14","heavy",2000,"normal",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11436-15","heavy",2000,"normal",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11436-16","heavy",2000,"normal",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11436-17","heavy",2000,"normal",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11436-18","heavy",2000,"normal",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11436-19","heavy",2000,"normal",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11436-20","heavy",2000,"normal",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11436-21","heavy",2000,"normal",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11436-22","heavy",2000,"normal",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11436-23","heavy",2000,"normal",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11436-24","heavy",2000,"normal",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11436-25","heavy",2000,"normal",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11436-26","heavy",2000,"normal",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11436-27","heavy",2000,"normal",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11436-28","heavy",2000,"normal",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11436-29","heavy",2000,"normal",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11436-30","heavy",2000,"normal",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11436-31","heavy",2000,"normal",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11436-32","heavy",2000,"normal",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11436-33","heavy",2000,"normal",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11436-34","heavy",2000,"normal",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11436-35","heavy",2000,"normal",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11436-36","heavy",2000,"normal",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11436-37","heavy",2000,"normal",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
