"sim","censoring","n","perc_censored","alpha_fc","beta_fc","gamma_fc","alpha_extrap","beta_extrap","gamma_extrap","alpha_extrap_pooled","beta_extrap_pooled","gamma_extrap_pooled","nse_alpha_extrap","nse_beta_extrap","nse_gamma_extrap","bse_alpha_extrap","bse_beta_extrap","bse_gamma_extrap","ese_alpha_extrap","ese_beta_extrap","ese_gamma_extrap","alpha_extrap_no","beta_extrap_no","gamma_extrap_no","alpha_extrap_no_pooled","beta_extrap_no_pooled","gamma_extrap_no_pooled","nse_alpha_extrap_no","nse_beta_extrap_no","nse_gamma_extrap_no","bse_alpha_extrap_no","bse_beta_extrap_no","bse_gamma_extrap_no","ese_alpha_extrap_no","ese_beta_extrap_no","ese_gamma_extrap_no","time_extrap","time_extrap_no"
"11428-1","extra_heavy",500,0.81,0.897372252611159,0.438492734269562,0.425538406275781,0.931478089437358,0.296537318859122,0.499550482390855,0.926427409828715,0.308623184164698,0.496399946412423,0.0941344525775946,0.211532156102571,0.101828953749963,0.131106098488183,0.305055198691254,0.143503019161776,0.0914125099067694,0.219914732746526,0.101213434063438,0.863749076883201,0.956649085657977,0.536114756311272,0.852282415907127,0.984332288709846,0.545737560848012,0.114223346114382,0.550692195099284,0.0914483437319807,0.159831083052216,0.780215934143372,0.132066010656211,0.111875927494438,0.553006203859447,0.0954250844486388,3.31,0.481999999999999
"11428-2","extra_heavy",500,0.826,0.959293538333958,0.366352954821057,0.380566484739453,1.14291723975267,-0.434704757731944,0.507101397828961,1.14288190891736,-0.416656162256516,0.504566840841857,0.102842750253581,0.413397337799825,0.0999047943763669,0.139497494009162,0.579379857261914,0.142190413524269,0.0939480032837974,0.404893917813712,0.10125106013183,1.14227789513872,-0.551003531008881,0.475117219100787,1.1402313335215,-0.560511953862577,0.484563098660363,0.118871787483401,0.652161796744694,0.0907615379255409,0.16271183938073,0.900452407661176,0.126181234735488,0.110830975784823,0.619717914294794,0.0876287699167131,4.178,0.477000000000004
"11428-3","extra_heavy",500,0.82,1.01653389154122,0.592769931906144,0.271329475668714,0.962442417536471,1.12253658485421,0.259427707480141,0.967027468361014,1.09724394094189,0.271094607493661,0.102392298658725,0.388109944988856,0.1191500001004,0.146758963429795,0.563652712287834,0.175564797669122,0.104891130932447,0.406997157142534,0.128650902377097,0.908598260793892,2.00746805024431,0.401440483392322,0.915095526135176,1.96312553249521,0.397168494687814,0.130694392594192,0.804555604840821,0.0996060036200428,0.192205388564452,1.19709445797616,0.143882476850547,0.141134326651138,0.887634585661297,0.103962688555546,4.76999999999998,0.474999999999994
"11428-4","extra_heavy",500,0.816,0.994173393270923,0.506229762365451,0.292863547235513,1.08288840160265,0.10609144737918,0.336931961460839,1.08733182388978,0.106756928146092,0.329310600736748,0.0837557173770754,0.0902253020973477,0.140664041865839,0.11836466398327,0.133285735270692,0.205294429920457,0.0833646892133082,0.09760122089242,0.149018349681173,0.975478622171359,1.08385551537136,0.413702146379178,0.98308388346258,1.04623866421159,0.413401418325906,0.123500037610001,0.676107470951913,0.100069579469461,0.16714607475438,0.928233318269581,0.144195214596441,0.11260084900413,0.635765935927841,0.103987545284972,2.48699999999999,0.471000000000004
"11428-5","extra_heavy",500,0.798,0.894524274100098,0.512547866032725,0.308312825949245,0.878573098463436,1.0939387822619,0.310941111478649,0.883766850515551,1.08458109135329,0.303837862214087,0.0963633375495286,0.463580486053896,0.116837365196284,0.130608008810165,0.617523601618887,0.160512379724452,0.0878813337093538,0.405432895456575,0.109789066225839,0.831616792342791,1.82546266985934,0.419778704144546,0.822304492226508,1.84814577477264,0.42566397247761,0.120862275699655,0.871398600499499,0.0971989242768138,0.161003908319261,1.15867872693747,0.133993768971392,0.106239390943581,0.762096089501929,0.0923019251745922,4.46299999999999,0.469999999999999
"11428-6","extra_heavy",500,0.802,0.997404991625219,0.550498312802949,0.271783020102331,0.897364180155193,1.43035506162988,0.253215433475912,0.900794978681857,1.40974546391148,0.253044925369413,0.0985099907139758,0.433986288979821,0.10358273655052,0.138878625570755,0.610821298534554,0.148387382531187,0.0975956885047154,0.427956124027905,0.106081449892416,0.912794669506275,1.40151791797965,0.333373736704626,0.907977170415928,1.41049343787962,0.338656135956693,0.110809825069322,0.544768771061823,0.0968301703236421,0.159154234066518,0.792348386538587,0.136284977309086,0.114063779119359,0.574819700566406,0.0960308797294223,4.83999999999997,0.47399999999999
"11428-7","extra_heavy",500,0.814,0.985246759121152,0.529085925559804,0.282242889236294,0.932006744747721,1.10558160783564,0.114046504136702,0.923087851076454,1.14615050662327,0.104155494224866,0.0896839454560957,0.327129485183021,0.131923596954368,0.123921738203942,0.464772284169844,0.185729281057856,0.0853705095431391,0.328068087081413,0.129827714785315,0.868346232996628,1.8674563253275,0.340881505689597,0.871375740316228,1.85135551473425,0.343085770788344,0.11702781944481,0.670510840012541,0.0983585126200469,0.162821636304048,0.947858212502773,0.144853320836459,0.112775600306499,0.667929815489133,0.10653012930113,3.459,0.47399999999999
"11428-8","extra_heavy",500,0.81,1.09539842016916,0.532384527091573,0.192849131777221,1.08395530372011,0.949165642399329,0.0874005836910597,1.08819539402547,0.951605872701423,0.0881399845619576,0.0866763087650225,0.301809604646564,0.119076274537967,0.123500808173943,0.43014312391326,0.170743865488868,0.0877050309663941,0.305222046267757,0.122057096345022,0.981692179767033,1.85058181040933,0.230720334403954,0.984705025417292,1.82646508368998,0.231024005145984,0.108845345165698,0.571037831816425,0.0943901409419229,0.154701264842445,0.819950566834121,0.13617146892422,0.109946731676428,0.588133028290319,0.0983051887664669,3.93899999999999,0.47399999999999
"11428-9","extra_heavy",500,0.792,0.992277410107841,0.467550077977753,0.312282898566751,0.930062754602678,0.639834519875277,0.344710476411623,0.93601660681889,0.635796424400688,0.338200333163134,0.0971128074661383,0.238339095496337,0.103491412079964,0.130810105150057,0.331205517468575,0.145937312817489,0.0877176654567783,0.229838991471684,0.103014507030431,0.885890542489153,1.58278914022216,0.424430808934008,0.882056579285066,1.59346430864657,0.43080807562592,0.117782768456516,0.658467459387939,0.0949988539667199,0.165665897327863,0.936396501840424,0.130183155341828,0.116576307926056,0.665352766371561,0.0890286402854828,3.37799999999999,0.471000000000004
"11428-10","extra_heavy",500,0.812,0.935035361394609,0.57805953062378,0.2036560087711,1.06019551847082,0.244865954746068,0.27889052326306,1.05091501696648,0.25477314260685,0.280772659310357,0.0869749208766765,0.277315636218351,0.155467962907926,0.122743606831368,0.403520386308825,0.230820609216729,0.0864113693341329,0.290056686947565,0.169155808855034,1.02857666523748,0.557120605157141,0.344369741269226,1.02564926998499,0.536733515097938,0.354891589385186,0.126603908312676,0.789876290146342,0.11479280321675,0.17407560811758,1.128217382604,0.169493858966156,0.118848855329525,0.801382909954344,0.124697971252714,4.173,0.474999999999994
