"sim","censoring","n","perc_censored","alpha_fc","beta_fc","gamma_fc","alpha_extrap","beta_extrap","gamma_extrap","alpha_extrap_pooled","beta_extrap_pooled","gamma_extrap_pooled","nse_alpha_extrap","nse_beta_extrap","nse_gamma_extrap","bse_alpha_extrap","bse_beta_extrap","bse_gamma_extrap","ese_alpha_extrap","ese_beta_extrap","ese_gamma_extrap","alpha_extrap_no","beta_extrap_no","gamma_extrap_no","alpha_extrap_no_pooled","beta_extrap_no_pooled","gamma_extrap_no_pooled","nse_alpha_extrap_no","nse_beta_extrap_no","nse_gamma_extrap_no","bse_alpha_extrap_no","bse_beta_extrap_no","bse_gamma_extrap_no","ese_alpha_extrap_no","ese_beta_extrap_no","ese_gamma_extrap_no","time_extrap","time_extrap_no"
"11423-1","light",2000,0.148,1.0114319126153,0.562158353874311,0.172694806480581,1.02828364085501,0.534684050154629,0.217520958982173,1.02936239977737,0.53294171008178,0.214580358080629,0.0337825672954049,0.0457245424280058,0.0463607367619847,0.0487621866776592,0.0640847836055538,0.0665854668568037,0.0351481120574207,0.044589173086495,0.0477655893395584,1.00295501008635,0.597769621687915,0.169921924492987,1.00258567004617,0.597422391484888,0.168909061923411,0.0338279011251163,0.0459451467060621,0.0467010893014599,0.04894148597284,0.0658200139612963,0.0647109914633933,0.0353962346837637,0.0471438000346461,0.04480825639083,16.0709999999999,1.23899999999992
"11423-2","light",2000,0.161,0.976973931871863,0.537283675521354,0.222371135272237,0.994999456070953,0.508071218473859,0.285372630222044,0.992929092391021,0.511695490072475,0.283981688404086,0.0351344127838213,0.0431953661999396,0.047424810520727,0.0500187250321019,0.065855393983454,0.0677226636192334,0.0355897792462862,0.0496275708750131,0.0483643466346144,0.97620266688404,0.537104450058076,0.236842992543358,0.976542184182895,0.537285653734116,0.236878189037323,0.0352662789405203,0.0428434233658586,0.0479655803980145,0.050579745470162,0.065395580670786,0.0673549277646567,0.0362889033398125,0.0493099304107578,0.0473864893097273,18.147,1.24300000000005
"11423-3","light",2000,0.1725,0.954956593405558,0.481345077220327,0.222957272261895,0.977702593035049,0.42366706595344,0.275617525285732,0.977656062578421,0.424178751175417,0.276567606403832,0.0339817554300413,0.040101463822595,0.046730313346688,0.0467418845041012,0.0611028734262673,0.065747802695867,0.0321020970311782,0.0459298689073905,0.0462413479302858,0.950151151616199,0.485224734065288,0.231061682672081,0.95305528644351,0.47873112345383,0.230298975749208,0.034470610330112,0.042964047199486,0.0473371173999623,0.048691319871518,0.0651984360701377,0.0671569258837784,0.034415859297879,0.0489139230233845,0.0476809052736848,19.33,1.25
"11423-4","light",2000,0.1525,0.979622730690312,0.471809035874192,0.259262476823691,0.999120395520784,0.432579676266709,0.307437707623773,0.998985678096434,0.43210372785904,0.306110214691098,0.0352812046366096,0.0439115443396754,0.0485184600844098,0.0486856239570326,0.0595816915757991,0.0676293873813194,0.0335276972621782,0.0401360577444854,0.0471275779989544,0.986414369970371,0.452933455573391,0.273090869291661,0.984582178107388,0.453743825131475,0.27340820061247,0.035481382245539,0.0441139831011108,0.0491929750018859,0.0503086691406866,0.0614132134018655,0.0689331082696525,0.0357350212582806,0.0427198729268476,0.0483767872188692,19.971,1.553
"11423-5","light",2000,0.158,0.97258630553677,0.454283558245654,0.289684403100727,0.972629634603974,0.48521427824306,0.321869136108937,0.973259197748761,0.485090137478297,0.320901271507501,0.0337733466424213,0.0436922366615957,0.0460879894009888,0.0477068165750358,0.0595997715353142,0.0652865513529897,0.0336630452009918,0.0404371050326715,0.0462274334657839,0.964665141684864,0.46995777215407,0.284718476470641,0.964016555867947,0.470482433294496,0.283829293233536,0.0339591573345102,0.041879903901113,0.0468272452409908,0.0480275915339702,0.0599385534534653,0.0640687388038353,0.033986644292698,0.0427956560934185,0.0437725667195988,20.2289999999999,1.36800000000005
"11423-6","light",2000,0.165,1.03801352276307,0.488412459358801,0.169223135223961,1.06135217344636,0.409114028011489,0.238660531215425,1.061166895643,0.414555458657408,0.235745573770842,0.0337422511082143,0.0404999680341151,0.0463111657289093,0.04663956969254,0.0607830407167294,0.0658650360357994,0.0322203140181225,0.0451969662277264,0.0468503399039927,1.04954250042384,0.427404997577062,0.184162784730528,1.05111277596443,0.427346802883222,0.182611317595066,0.0336521704072978,0.0386635653669943,0.0471252553852802,0.0479999107399452,0.0565081548125466,0.0669053324783185,0.0342310023011071,0.041175868404481,0.0475248971211136,23.4340000000001,2.10000000000002
"11423-7","light",2000,0.1685,1.02128016164224,0.475784563861297,0.220380736409953,1.0488394326432,0.404164829353773,0.279992747376528,1.0501620482555,0.407834795248668,0.277874229084323,0.0340544262290645,0.0382525976125847,0.0461360769520779,0.0473868558941557,0.0576039148843209,0.0655474597101946,0.0329356887564582,0.0427546367895896,0.0465452200650924,1.02196646348498,0.466745279930335,0.222459990860591,1.0231682179953,0.469463668277583,0.220381478362099,0.0342045197709027,0.0393274571100173,0.0466839730664634,0.0487442906793049,0.055060398047395,0.0648875408558276,0.0347768303168453,0.0384776913500523,0.0451001134868687,24.0649999999999,1.36699999999996
"11423-8","light",2000,0.1665,1.01229994615312,0.467596822953064,0.282338500271688,1.02319872730779,0.484913795579352,0.310021300600331,1.0251887687135,0.480146834731053,0.310798578529395,0.0336115548555619,0.0415394973470814,0.0451444539705988,0.0475987013179717,0.0628232035921342,0.061910092003409,0.0336617214489662,0.0468613141607528,0.0423824705107165,1.00850754029728,0.484460746353479,0.265033770851703,1.00905410709943,0.48297503124641,0.264644244866874,0.0336557434682993,0.0390026484378902,0.0455995591875216,0.0472729084789855,0.0590858871475661,0.0656113034536209,0.03325478993761,0.0444143351763931,0.0472316423292387,22.0840000000001,1.26200000000006
"11423-9","light",2000,0.159,1.02415782121583,0.467292464354437,0.226876222204891,1.03574093768006,0.454157140239067,0.266643978964903,1.03496651465757,0.454560978435974,0.270139364404874,0.0343539931174266,0.0430152844630185,0.0463147028442733,0.0477696575698859,0.0627398550617292,0.0649219865665516,0.0332088150091658,0.0457229720916635,0.0455546372748708,1.0216481707448,0.469958688564776,0.234169436117117,1.02146772812553,0.470834126058383,0.231305031412194,0.0346855430171753,0.0434727136804832,0.0469481025409848,0.0490807276546703,0.0639809502396521,0.0662149377169438,0.0347696967547541,0.0469913351099681,0.0467727448999846,17.514,1.24900000000002
"11423-10","light",2000,0.191,1.04325495086158,0.453146351098819,0.220582354715638,1.05737722403784,0.434119399196721,0.280136909868743,1.05582591368963,0.431576792432242,0.284589484256814,0.0351947480210824,0.0432552346951142,0.0471231588925679,0.0483891379685243,0.0633268486088664,0.0666308374776624,0.0332261155587369,0.0459676270404852,0.0471460753893201,1.04322478179803,0.440451710195654,0.222628027719558,1.04382268725697,0.43933663610347,0.224844124524541,0.0351201040106073,0.0399927811642034,0.0479156286373367,0.04796847454359,0.0587570214758592,0.0665664953011147,0.032634271564666,0.042929637866008,0.0462281231469716,24.653,1.38499999999999
