"sim","censoring","n","perc_censored","alpha_fc","beta_fc","gamma_fc","alpha_extrap","beta_extrap","gamma_extrap","alpha_extrap_pooled","beta_extrap_pooled","gamma_extrap_pooled","nse_alpha_extrap","nse_beta_extrap","nse_gamma_extrap","bse_alpha_extrap","bse_beta_extrap","bse_gamma_extrap","ese_alpha_extrap","ese_beta_extrap","ese_gamma_extrap","alpha_extrap_no","beta_extrap_no","gamma_extrap_no","alpha_extrap_no_pooled","beta_extrap_no_pooled","gamma_extrap_no_pooled","nse_alpha_extrap_no","nse_beta_extrap_no","nse_gamma_extrap_no","bse_alpha_extrap_no","bse_beta_extrap_no","bse_gamma_extrap_no","ese_alpha_extrap_no","ese_beta_extrap_no","ese_gamma_extrap_no","time_extrap","time_extrap_no"
"11422-1","heavy",500,0.486,0.996311229471043,0.589784528513009,0.219095752173871,0.989973265954849,0.726399310810658,0.289773258756936,0.987579251491042,0.73363948054623,0.292714685361305,0.0730512871497317,0.138986910320227,0.0971188970490998,0.10293304452512,0.193642014153867,0.142611213108282,0.0725895092969117,0.134477498389656,0.10455270159305,0.920888888093344,0.909455884980007,0.254746656396014,0.917022399975982,0.912484576716216,0.259567933036285,0.0769527665869338,0.156509804429522,0.0975571448310972,0.104061592695603,0.216451223933753,0.136687494014068,0.0702359525029157,0.1495756819634,0.0959998328011837,6.49299999999999,0.713999999999999
"11422-2","heavy",500,0.484,1.01730410797497,0.46417784360558,0.315309434561237,1.02458610640852,0.584756640718793,0.367254095939961,1.02486144744087,0.583633259048998,0.36958681957418,0.0687994838065355,0.161513167609842,0.0992596830651306,0.0939903276299951,0.240411767921557,0.141940307569637,0.064075622691445,0.178059328529416,0.101544483680553,0.945003326828852,0.946182234608105,0.278312357225906,0.948179143184643,0.943203718581846,0.273718432308114,0.0731299901172633,0.200148142907913,0.102681858502702,0.104755706278496,0.288057929126435,0.146506705376489,0.0752602509346944,0.207741792574273,0.104868523592641,6.30599999999998,0.736999999999995
"11422-3","heavy",500,0.498,1.02904577543961,0.416835925943374,0.274925519133789,1.10191320814315,0.236926451667097,0.31704378909875,1.10114056711075,0.236251431070413,0.322063055711872,0.0693001155947953,0.0993557745644969,0.0990608075711944,0.0969326353980941,0.1398343238169,0.141226016323948,0.0678428524546089,0.0982814689873645,0.100695532900382,1.06993111238551,0.32514237310894,0.305615551416759,1.06850160660063,0.323126733580693,0.30646121153483,0.0775506613979213,0.15653698809519,0.102659545932972,0.107301982108256,0.219275086839968,0.14317957526335,0.0743652039568559,0.153363436194142,0.0999319421388742,7.42600000000002,0.733000000000004
"11422-4","heavy",500,0.466,0.886781790198174,0.57663895159639,0.391647368005943,0.890894800399562,0.729638660376592,0.439204327049355,0.89264306849959,0.728678929854671,0.440042588187944,0.0729871504471835,0.155297319135978,0.0934110448182216,0.102209663915653,0.217294995649557,0.13178770220178,0.0716389464544649,0.151572175092874,0.093062572054637,0.788612471797779,0.993597634497993,0.374739611417664,0.790073196618809,0.986363249104838,0.374170020950143,0.0779413620147379,0.169680446739726,0.0940709209097134,0.10838046723568,0.235000919196335,0.131383101645098,0.075301944064594,0.162338069109965,0.0917249746017672,7.26999999999998,0.728999999999985
"11422-5","heavy",500,0.5,0.992523841046342,0.625038364064989,0.271200722914091,1.03011820409413,0.613686412826221,0.337246252364096,1.02863498344553,0.608992111771407,0.3411452360492,0.0717890130390347,0.143471123515975,0.0941084043148336,0.0964282114775044,0.202940953806435,0.135134465591744,0.0645852542800951,0.143843939413164,0.0973766207879331,0.920634347583157,0.960158722764709,0.28477442291875,0.922626467299087,0.949005260633172,0.292085183914628,0.0779493001657625,0.175066262746526,0.0943307802409965,0.103414631383341,0.242075050963625,0.133662239116955,0.0682555770958757,0.167798816101453,0.0950507314184911,6.89599999999999,0.73599999999999
"11422-6","heavy",500,0.504,0.990081114703296,0.322267329753163,0.326488414674896,0.966112650677943,0.52853274432867,0.356572342320026,0.967119020544035,0.52669508574954,0.356887788465892,0.0729447386132421,0.148797588121626,0.093899230642999,0.102801279617567,0.205248436800637,0.131590358397433,0.0725347078474817,0.141205516654805,0.092445739907689,0.915561864603748,0.579762245041129,0.302901099696994,0.917421750974811,0.581169802215789,0.293684853422403,0.0799948064361175,0.163590670245138,0.0978484797453997,0.112396237100795,0.239309920038746,0.134494872544232,0.0788394931134112,0.174731011523338,0.0924817736667776,8.05899999999997,0.727000000000032
"11422-7","heavy",500,0.46,1.04911524806674,0.429541986757237,0.2872148546793,1.09090040643281,0.359733800187881,0.32102704279244,1.08397098763407,0.373231564350004,0.319739595465993,0.0663598338973227,0.117352076744462,0.0911840282631257,0.0972660896130531,0.167961614640979,0.12759059256664,0.0713302710137814,0.119668862133017,0.0894490106059219,1.03278677899766,0.521611063799915,0.294632744055815,1.02592156611247,0.538278250361164,0.290892886880224,0.0722833754625962,0.146576408513178,0.0920765961922148,0.104527772859112,0.208189593346866,0.132166223093018,0.0754674351640072,0.147738787001523,0.0948429119763799,6.82999999999998,0.732000000000028
"11422-8","heavy",500,0.466,1.08634818432402,0.524220583051863,0.175907721664173,1.13731412048636,0.484396807446688,0.280874266732908,1.1439085156365,0.483685858392112,0.271567669256125,0.0713748402558404,0.155227523072027,0.0934526530685347,0.0978987295303592,0.225730992400734,0.136037488929025,0.0671047164755238,0.163664455168936,0.0988236714368083,1.06606823643553,0.664149875097848,0.249639744201808,1.07119391744461,0.648831832623081,0.248169198162855,0.0776631701306614,0.172673966157088,0.0940302603961097,0.113153800190552,0.251137593221453,0.134736575581699,0.0822314509359496,0.182503025184466,0.0965888699530224,7.44900000000001,0.735000000000014
"11422-9","heavy",500,0.48,0.997369242299255,0.521143738155341,0.155994282363652,1.0443363041946,0.421424559254247,0.269966426740839,1.04329736835467,0.426650473840796,0.267786694227068,0.0736694091536309,0.11822282312415,0.0988579975012885,0.103111964412877,0.17620787378943,0.136963720792069,0.0722328262396832,0.13060625270913,0.0950309294202653,0.976104447540814,0.633563305767619,0.21038049088709,0.978216567997034,0.63038125242972,0.209140517435071,0.0786518197469207,0.150218953926006,0.101511634255499,0.110054095388027,0.217978710629934,0.142090478817496,0.0769329834962227,0.158207378212665,0.0995290377786713,7.13400000000001,0.728000000000009
"11422-10","heavy",500,0.462,1.01617977426496,0.377824683690879,0.269772481354888,1.04014191247653,0.37298793568631,0.334335895232659,1.04461111968339,0.365242902764825,0.330150824767125,0.071539682210682,0.124857472414172,0.0948019157717536,0.0993507458579624,0.174729016799324,0.131805037841048,0.0688694232639762,0.121389078784492,0.0915593315392321,0.958449453892674,0.615946392818097,0.252053873314358,0.962501107953097,0.609536086377318,0.251801748475074,0.075559079264853,0.142334154186825,0.0973822977363709,0.10524174205963,0.201306152200828,0.136380553028788,0.0733219844023909,0.142508264646689,0.0956196545154026,7.13100000000003,0.721000000000004
