"sim","censoring","n","perc_censored","alpha_fc","beta_fc","gamma_fc","alpha_extrap","beta_extrap","gamma_extrap","alpha_extrap_pooled","beta_extrap_pooled","gamma_extrap_pooled","nse_alpha_extrap","nse_beta_extrap","nse_gamma_extrap","bse_alpha_extrap","bse_beta_extrap","bse_gamma_extrap","ese_alpha_extrap","ese_beta_extrap","ese_gamma_extrap","alpha_extrap_no","beta_extrap_no","gamma_extrap_no","alpha_extrap_no_pooled","beta_extrap_no_pooled","gamma_extrap_no_pooled","nse_alpha_extrap_no","nse_beta_extrap_no","nse_gamma_extrap_no","bse_alpha_extrap_no","bse_beta_extrap_no","bse_gamma_extrap_no","ese_alpha_extrap_no","ese_beta_extrap_no","ese_gamma_extrap_no","time_extrap","time_extrap_no"
"11424-1","heavy",2000,0.4725,1.01952173339367,0.452923165824256,0.283299454723846,1.06143085300526,0.372658916950118,0.324767625745132,1.06005691498996,0.370990420753076,0.328138615697362,0.0356604093560828,0.0585097597041888,0.0478331324075154,0.050960560007241,0.0797257852069557,0.0674817697258616,0.0364347783486382,0.0541211374853719,0.047616322014207,0.985200448400416,0.6055915121529,0.280676511404796,0.982141379862132,0.608362627567706,0.28284682348142,0.0384444024013433,0.0747759130683294,0.0483653609406,0.0535694932587081,0.102906927179068,0.0675094933882397,0.0372988218452444,0.0707154126497638,0.0470852605861519,28.155,1.03399999999999
"11424-2","heavy",2000,0.4875,0.974417700471771,0.46418321147724,0.273439113087262,1.01043023592,0.505083824672993,0.375488383156877,1.01382701343588,0.504480151836187,0.373276303979319,0.0370844689279447,0.0740475993779381,0.0477363328591454,0.0518793473078835,0.110857822550733,0.0678301793929059,0.0362841483536185,0.0822576245232421,0.0481801848502606,0.949574553642856,0.578470459299589,0.271432797736924,0.94831386660793,0.579102894186235,0.268751200333276,0.0396485121259635,0.0733833642484623,0.050188082002249,0.0564520129151444,0.107437755468979,0.0709639772590664,0.0401717759399229,0.0784792824299205,0.0501730002945251,31.903,1.16399999999999
"11424-3","heavy",2000,0.4615,0.980701279644772,0.490057560127108,0.237029914299549,1.04552836197664,0.342111847653892,0.327533498575571,1.04624887331231,0.33786001701008,0.327173733745081,0.0373273038616873,0.0669294625050222,0.0484909593367491,0.0518764848323925,0.0943951300732032,0.0679672613154087,0.0359990738684811,0.0664995037290268,0.0476385218992334,0.964700835533504,0.572585139612238,0.244697111417252,0.966014513098805,0.574430698112921,0.241791869217746,0.0391616089275454,0.0718654241060404,0.0498136558631931,0.0555422015597561,0.102566538975217,0.0724589567111497,0.0394018268470132,0.0732165327191,0.0526350732390283,30.162,1.03300000000002
"11424-4","heavy",2000,0.4745,0.993929773456093,0.479657178367905,0.26526893713879,1.04060911628282,0.40598965752205,0.354802201956563,1.04245504973662,0.401950790934008,0.356086138700185,0.0358138665134078,0.0639509959891224,0.0465534938127278,0.0501780935805242,0.0925682969816541,0.0646819308024892,0.0351504847222804,0.066882017023026,0.0449334458263858,0.95488725796435,0.646582274918534,0.255947632668803,0.955032537502796,0.64549181902749,0.255980688461965,0.0379294511522766,0.0715932637863419,0.0483224899812083,0.0533014347723704,0.104246253980697,0.0682771770354995,0.0375187247324315,0.0757851154221622,0.0482381981124948,31.639,1.02999999999997
"11424-5","heavy",2000,0.499,1.05539304503187,0.505707853562278,0.186045078393116,1.10568342309071,0.421146973041128,0.30662994007367,1.10610173068082,0.420561920780585,0.305862443293298,0.0366502926938633,0.062804820677557,0.0478668425340704,0.0521246827032785,0.0913097839810569,0.0670435255072428,0.0370770859196279,0.0662993269703407,0.0469318419525684,1.01778605684352,0.612513166257629,0.214779607514999,1.01747980533334,0.616193243430478,0.210248231827985,0.0393816486841003,0.0689725375595571,0.0495645642117742,0.0559894966684104,0.0970694246550069,0.0691250717574314,0.0397445137974356,0.0682586294867272,0.0481800585534595,31.5069999999999,1.0440000000001
"11424-6","heavy",2000,0.4745,1.01219144947871,0.474388461301491,0.209431759533702,1.05950491799771,0.44933751365024,0.274041622138073,1.06017441019274,0.45124473826631,0.27306438609252,0.035801075104526,0.0721828026599575,0.0476379967478551,0.0509330135358678,0.0997427389598939,0.0689788768386739,0.0362323942984687,0.06873065428409,0.0499139917401374,0.973922948886401,0.688366932543896,0.20431636300429,0.97045506023834,0.687881240777014,0.205112899493507,0.0378992206152307,0.0769511914814199,0.0484041396593318,0.0511916723309098,0.105345978961465,0.0668357252151138,0.0344301136062515,0.0718535818498436,0.0461314060106439,28.7669999999999,1.03099999999995
"11424-7","heavy",2000,0.503,0.994620418358692,0.540755194155239,0.265689806671492,1.0619473732719,0.490142307733262,0.414691283436045,1.06030895840284,0.493390165914067,0.415877748905232,0.0363587562325287,0.0718708579163342,0.047833417302411,0.0511708026728381,0.103348286601815,0.067752944368223,0.0359768643545465,0.0737551875583146,0.0479717899429841,0.968977886336488,0.629857667570225,0.280899745629057,0.972079893507325,0.62406920261817,0.28091865898735,0.0390506276947861,0.0686103175960059,0.0506818267061761,0.055504575444652,0.0979735691985388,0.069212687619069,0.0394470248160591,0.0699328344408073,0.0471722706137192,33.463,1.04399999999998
"11424-8","heavy",2000,0.4845,0.996468668038283,0.549869725157546,0.23461259702273,1.04541530140696,0.458450882139726,0.341764286582244,1.04522497465359,0.4611537477227,0.342422840583259,0.0371434747361328,0.0725911588538853,0.0477812544656605,0.0514709987396184,0.110406044031075,0.0682866556057726,0.0356909950010527,0.0832101647628748,0.0488173580293461,0.965744464031657,0.684264331273651,0.284332334847398,0.965885576440535,0.684203399925711,0.285662279625852,0.0397541347140655,0.0822309974295814,0.048559637166176,0.0559040062560203,0.119399876465548,0.0700528614633102,0.0393422315382713,0.0865691798189707,0.0505143440827994,29.377,1.03399999999999
"11424-9","heavy",2000,0.4855,0.976725577776764,0.528820462028465,0.298873229287496,1.05470174185723,0.406529438739945,0.428492158545997,1.05627230214417,0.403281586507334,0.430978667598682,0.0357307635568685,0.0698426851609386,0.0477758080540661,0.0502047920344455,0.0983180265576195,0.0667665240052855,0.0352430224541265,0.0690770251104437,0.0465771820081713,0.96200522793938,0.564987191681898,0.316758791537255,0.958620606241668,0.570023456010475,0.31579588543999,0.0382218046829407,0.0650155025668085,0.0498858061793348,0.0533620865396004,0.0909109729863177,0.0719961875461942,0.0372577591378287,0.0634887332703579,0.0518838396583684,33.0580000000001,1.03600000000006
"11424-10","heavy",2000,0.4835,0.971331035477639,0.469552596705896,0.224408583840377,1.03764129245478,0.348611399203465,0.323562207260203,1.03624621841191,0.35167508592353,0.325528067996707,0.0367176212701151,0.0696334941892054,0.0480106802050843,0.0508406613680987,0.0995973471421031,0.069084439027946,0.0351585466905638,0.0711189269645128,0.0496361512019657,0.962756578945389,0.54390779154375,0.236913472040795,0.963090839512356,0.540890952416192,0.235876827667869,0.0389743366902989,0.0735699544677361,0.050055731505021,0.0554972820350415,0.103423626173739,0.0694268936553591,0.0394793755705851,0.0727004858422809,0.0481028763415618,30.79,1.04099999999994
