"sim","censoring","n","B","perc_censored","alpha_fc","beta_fc","gamma_fc","alpha_extrap","beta_extrap","gamma_extrap","se_alpha_extrap","se_beta_extrap","se_gamma_extrap","alpha_extrap_no","beta_extrap_no","gamma_extrap_no","se_alpha_extrap_no","se_beta_extrap_no","se_gamma_extrap_no","time_extrap","time_extrap_no"
"11422-1","extra_heavy",100,80,0.79,1.06745471936762,0.425339491462492,0.170999351324329,1.06273044130024,2.28646009889081e-05,0.326361307679984,0.314089442730325,5.76610354981805e-05,0.313370790996944,0.993815910814983,1.50169807570423,0.39350350902185,0.438830479737805,3.27613044356004,0.296620910512317,1.472,1.641
"11422-2","extra_heavy",100,80,0.79,1.18947830748952,0.541400865778494,-0.0320496798238119,1.0220364657977,0.000835590328637014,0.0304948598012245,0.282105279939659,0.00103843901100431,0.293211526466333,0.818173950187261,4.64233338341701,0.076956268079938,0.343539798848192,2.73091995260799,0.268639621284379,1.51,1.628
"11422-3","extra_heavy",100,80,0.85,1.20222953184585,0.460836110875691,0.242786833906132,1.10405185009058,0.00101057098339902,-0.0106705860775274,0.298505675768802,0.00179380196662056,0.499429151271511,1.28485981340419,0.785458463888551,0.321444669871048,0.401825722454334,3.06802740943212,0.32235656777959,1.484,1.68
"11422-4","extra_heavy",100,80,0.88,1.04213681518866,0.385222218849411,0.310696032395826,1.14062304063778,5.73757854478189e-06,0.38764298792886,0.394123674573744,0.000187021534651494,0.394373576422507,1.16159799137986,0.108170299830819,0.360494481348792,0.507805557925225,3.01448897727175,0.291733116394751,1.491,1.666
"11422-5","extra_heavy",100,80,0.79,1.11372831451281,0.264088172756926,0.703297250742941,1.20108488142832,-9.68683195645473e-09,0.794639762436366,0.24214399805059,9.56090567084711e-08,0.339275087037837,1.15991605906926,0.223685646416405,0.78351864840926,0.34735457089669,3.12880754650547,0.30279596108032,1.514,1.749
"11422-6","extra_heavy",100,80,0.77,1.01965957613529,0.538564816748798,0.202144268493064,0.956399395150852,0.000215080347212295,0.336217250549209,0.297364332321352,0.000299087949454304,0.311727878407015,0.846639235355493,3.53346129249343,0.358794411288475,0.387946205734297,3.40360447383472,0.301997349853354,1.404,1.588
"11422-7","extra_heavy",100,80,0.8,1.1313964977263,0.381217366266162,0.074198329301319,1.12132613561728,0.0060108821875139,0.098240509737137,0.301530653886175,0.0173641223524911,0.350686685070397,1.02085289080598,1.21915272314537,0.208398253405993,0.344296818416894,1.89694285787798,0.31616748252884,1.422,1.688
"11422-8","extra_heavy",100,80,0.84,0.841533494062669,0.383323805409495,0.442887549858836,0.953516269460178,-1.41859215380773e-09,0.655014394587151,0.228752854670717,1.10837524661608e-07,0.326016122526729,0.683836892241525,1.94761524547515,0.564527232264037,0.382972750711238,2.92188342489729,0.282334981945689,1.468,1.623
"11422-9","extra_heavy",100,80,0.82,0.973401745767712,0.522541937306026,0.334682632542432,0.939711776259395,0.0616946231199993,0.407062017794606,0.346488895805938,0.118875358701556,0.391762138397498,0.630929310238525,2.55123238012375,0.420036991357429,0.414381157208538,1.97418790717812,0.284194941945172,1.453,1.641
"11422-10","extra_heavy",100,80,0.75,0.924557529723683,0.407724131508557,0.466770144976281,1.01750933965244,0.0101167807808071,0.540779058655851,0.268921193294578,0.1052877242246,0.361054190833754,1.07037467341863,-0.126834781080356,0.560528328659863,0.330286516286254,1.95330944818706,0.285159196893412,1.397,1.65
