"sim","censoring","n","B","perc_censored","alpha_fc","beta_fc","gamma_fc","alpha_extrap","beta_extrap","gamma_extrap","se_alpha_extrap","se_beta_extrap","se_gamma_extrap","alpha_extrap_no","beta_extrap_no","gamma_extrap_no","se_alpha_extrap_no","se_beta_extrap_no","se_gamma_extrap_no","time_extrap","time_extrap_no"
"11422-1","extra_heavy",100,80,0.79,1.06745471936762,0.425339491462492,0.170999351324329,1.18594164719149,1.53384885836663,0.203891262174602,0.191268615699486,3.14521522231445,0.214045645975855,1.15941694890849,1.78484235839003,0.235959909314419,0.192277976673841,3.0604181803202,0.236236928306073,0.125999999999999,0.12
"11422-2","extra_heavy",100,80,0.81,1.28216939183542,0.481512844969783,-0.103413855356306,1.28289329464424,2.3502719825205,0.135981414489743,0.19068278827741,3.79477460878364,0.181277945146516,1.34043117835622,1.63113495199712,0.112120561350129,0.18097380666721,3.70395493062292,0.173895356683187,0.119,0.119
"11422-3","extra_heavy",100,80,0.88,0.713969197457475,0.565420353422881,0.602027747883116,0.666118736149905,1.60962101838463,0.748914587557979,0.173830554982816,3.27243482503086,0.208767581980989,0.674875811767078,1.59243025398103,0.758310167209878,0.182782597188834,3.10792703000778,0.218807423988873,0.121,0.12
"11422-4","extra_heavy",100,80,0.77,0.917203247454246,0.328809743517322,0.372212379817068,0.971413637540917,0.470951197447663,0.284857056175265,0.18559366871727,3.38681277939587,0.254414719361468,0.954177722637127,1.09852200410989,0.296899436828648,0.191880574753486,3.57785787330148,0.256548225325867,0.119,0.12
"11422-5","extra_heavy",100,80,0.84,0.888680607671615,0.478831254272534,0.469115726781947,0.85496915706922,4.63295757395787,0.494323828042304,0.151491609923781,2.02032875430858,0.174429117641746,0.878759019076206,4.60366761513832,0.47046986653974,0.161171990801818,1.80555402274841,0.192218646909127,0.119,0.119000000000001
"11422-6","extra_heavy",100,80,0.72,1.01710314420471,0.445530291416047,0.53462324022234,0.893869544785616,4.89981764590212,0.561968970439531,0.154678494561109,2.59072729992882,0.203304765023252,0.860878239722482,4.87273043535205,0.61613774965249,0.146817380654774,2.35734372897403,0.191076271622132,0.119,0.12
"11422-7","extra_heavy",100,80,0.82,0.857278833957752,0.601581918721811,0.509315907078203,0.528823450761681,3.52280303661272,0.80549828373283,0.227270575705663,2.94000657894709,0.240923440438608,0.542983966017895,3.37350929364004,0.808889183924854,0.221101720020967,2.75776560106986,0.243949630013153,0.122000000000001,0.135
"11422-8","extra_heavy",100,80,0.77,0.887118521887864,0.740822573716862,0.194422986607777,0.884446253442892,2.87960762328136,0.486545661972462,0.18515616859781,2.71474428338605,0.212518051600693,0.893096131967232,2.86137186009964,0.476114750106658,0.17548191456373,2.54197500457429,0.214593606297437,0.119,0.116999999999999
"11422-9","extra_heavy",100,80,0.82,1.2598518523669,0.481386873896291,0.0365557863706315,1.317569709339,-0.814171004218576,0.236936697414968,0.171835359200978,3.07139470828918,0.228094427375963,1.31705087757269,-0.309328602624254,0.23249285912591,0.162944642490041,3.17781529808208,0.212432071867383,0.117000000000001,0.117999999999999
"11422-10","extra_heavy",100,80,0.84,1.0028117368517,0.433949362379324,0.518086858553075,1.10763737669805,-7.22344840083003,1.34617020446493,0.167213619365965,4.28431795251057,0.212387056657438,1.08959520185841,-6.73985979936761,1.36847034608865,0.160498311038762,4.10966674090093,0.212196410848219,0.116999999999999,0.117000000000001
"11422-11","extra_heavy",100,80,0.85,1.0522839156948,0.173568113713508,0.494627398826927,1.05444248591822,-1.4046880820701,0.74110735774866,0.16752647354699,2.5648734937278,0.182154100226727,1.0637124438973,-1.87051827880717,0.7668002576893,0.169624530676909,2.83947100082434,0.177701073574173,0.121,0.116
"11422-12","extra_heavy",100,80,0.83,1.26248416191283,0.390445193086642,-0.19588958212117,1.27122896663337,3.43063547633625,-0.160270145206198,0.164482055222009,2.50638485104909,0.2016080436747,1.24937907864004,3.89365984951543,-0.168100509228222,0.178562458199822,2.439343350684,0.19998249130749,0.116000000000001,0.116999999999999
"11422-13","extra_heavy",100,80,0.88,0.870046256928006,0.511711419557423,0.563910552103113,0.825565742385925,4.1719695803984,0.538179055995124,0.145606007634306,2.35136846560988,0.194132781072037,0.830397335340044,4.09944618846584,0.55935503647747,0.146223257801708,2.47540404598192,0.195116611972756,0.125999999999999,0.118
"11422-14","extra_heavy",100,80,0.81,1.10305518278024,0.41315639305106,-0.0385628845762171,0.890499954339194,3.20220500379203,0.235493760411521,0.180385590419301,2.97825533906627,0.22917157888976,0.91036117823447,2.97703623394615,0.250830221820638,0.183678655455543,3.03562192811117,0.217268975495003,0.116999999999999,0.116
