"sim","censoring","n","distX","perc_censored","alpha_fc","beta_fc","gamma_fc","alpha_weibull","beta_weibull","gamma_weibull","se_alpha_weibull","se_beta_weibull","se_gamma_weibull","alpha_expo","beta_expo","gamma_expo","se_alpha_expo","se_beta_expo","se_gamma_expo","alpha_drop","beta_drop","gamma_drop","se_alpha_drop","se_beta_drop","se_gamma_drop","time_weibull","time_expo","time_drop"
"11426-1","heavy",100,"normal",0.5,1.54530898677453,0.0885548885335521,0.851489099006089,1.5329263919576,0.0961779466659093,0.842372552456683,0.64194641206449,0.410942598676095,0.374122202749517,1.54799876391152,0.0875286853404012,0.851976555927502,0.638471638000399,0.41055875872843,0.37461893093641,1.51145421907724,0.107619100610742,0.842681682801365,0.646370588671404,0.413098291210502,0.367301173856851,NA,NA,NA
"11426-2","heavy",100,"normal",0.49,1.23888560437859,0.305532524192782,0.532084628302341,0.938921425068401,0.503942784199663,0.422330946544768,0.759108823451723,0.442851467601724,0.33930838401985,0.940462196749272,0.501038862865535,0.423831050236911,0.755249592297945,0.439434587062934,0.339671029902931,0.982636341387084,0.478609269089411,0.447156636483984,0.74757727396933,0.435927699934819,0.333007041936589,NA,NA,NA
"11426-3","heavy",100,"normal",0.41,1.07231323047745,0.40892428426904,0.323423344825472,1.00838528838186,0.458495078545501,0.293334391092041,0.536469663661086,0.347589253658211,0.336700654487147,0.98425377177464,0.473829142504892,0.288866551868526,0.546289518228134,0.352554596643444,0.340884979835308,0.991441887820887,0.46219159666869,0.299861381786231,0.550223719556431,0.354766443445012,0.342413084900753,NA,NA,NA
"11426-4","heavy",100,"normal",0.47,1.43622506503207,0.21008136307041,0.338031314137938,1.55844205274843,0.123535936753001,0.37749563641584,0.534771391943026,0.318890585677962,0.303865869149482,1.52594460212243,0.138005818516279,0.38348986345909,0.545193229622279,0.323869457109936,0.299696519391882,1.55271471884241,0.126690491134791,0.384510373657347,0.549022108735763,0.327201010608572,0.294071118510646,NA,NA,NA
"11426-5","heavy",100,"normal",0.52,1.39400252593563,0.275317564862445,0.0948223708125797,1.00722907857749,0.566520350391556,-0.106976302822986,0.533265429405719,0.366067926476365,0.346708832816167,1.00868925361579,0.558490015552109,-0.0902573932900635,0.541966307503925,0.373877230658358,0.358443077666716,0.99789433166914,0.568369831675901,-0.0910438091465006,0.537077454021203,0.371116413261496,0.348041964750904,NA,NA,NA
"11426-6","heavy",100,"normal",0.49,0.25086581130543,0.868438443580871,0.313970284293876,0.186357076451904,0.970332535162515,0.163395959393059,0.676979896669804,0.434202780475779,0.349347315888728,0.222491396472089,0.948258671221896,0.172593359719326,0.667812839594578,0.423386523204633,0.346450036206592,0.0975356322955497,1.04287887495448,0.136137950583162,0.694395179106455,0.442146980311516,0.344537230476438,NA,NA,NA
"11426-7","heavy",100,"normal",0.45,0.969240280736278,0.464880345006722,0.291006779887944,0.786612263654964,0.578873980242073,0.250809979041463,0.776950846246953,0.458890808446747,0.33612030939474,0.766057548534795,0.593057263082411,0.24007019535188,0.748918542896798,0.443330817355159,0.332575023850258,0.765729778916532,0.592093968094772,0.248257559861834,0.756783456203326,0.445521545924285,0.323633930927497,NA,NA,NA
"11426-8","heavy",100,"normal",0.55,0.675243855101413,0.498696860136789,0.851184374123498,0.71358887341116,0.459289295281053,0.882278948111849,0.601599488803273,0.358214009754154,0.288219606400652,0.748801392617362,0.438649536220615,0.877835813890733,0.610171374376141,0.360836112828554,0.284994093903033,0.7384608243604,0.44141538007778,0.892344018041732,0.617631792230529,0.367540392383844,0.279275903322999,NA,NA,NA
"11426-9","heavy",100,"normal",0.48,0.878029150049024,0.718828845267141,-0.0597983090848941,0.962521231702785,0.671586248517067,-0.0285678346096715,0.685675914961278,0.466925516947828,0.445547828888388,0.944282398706952,0.683687209421701,-0.032000619462472,0.687931311137875,0.468061566304221,0.444537121819427,0.966238195330681,0.669049309321762,-0.0096266521635811,0.673391411451597,0.457253441675324,0.443462044017977,NA,NA,NA
"11426-10","heavy",100,"normal",0.48,0.54359472349649,0.8071853335609,0.135794456326884,0.843399852765121,0.60720834050696,0.223653977725154,0.633754143720845,0.365526293204888,0.388368805844962,0.856638900556496,0.60268019241068,0.22257102727116,0.619725765716021,0.352202175443785,0.381491014583442,0.847134723772715,0.607536858294339,0.271194455715759,0.674177549229505,0.389531227300564,0.368312511470256,NA,NA,NA
"11426-11","heavy",100,"normal",0.42,0.90404805096267,0.512308129113942,0.297403703707896,0.698358178606779,0.631982733462707,0.29362291741704,0.682292051485228,0.39058760078718,0.31611664047306,0.69370993419399,0.637194117540361,0.290018580744952,0.708279352543734,0.407116593924529,0.319051683690382,0.694301444825181,0.628371591179745,0.314317224624606,0.706453296355794,0.405404450476741,0.32026159858674,NA,NA,NA
"11426-12","heavy",100,"normal",0.56,1.67549371812386,0.0486918076383637,0.814629930794514,2.15222573841459,-0.255990493627231,0.949942794066974,0.813133970055307,0.49101634416918,0.3572124946735,2.16506211111052,-0.261544671045408,0.945910391155024,0.788841521146782,0.474900222002642,0.359773884602739,2.20441279477883,-0.288789289200461,0.955344958032978,0.797529226866349,0.483781911786001,0.358836734809715,NA,NA,NA
"11426-13","heavy",100,"normal",0.59,0.371627663090312,0.961891116569778,-0.15523642371967,0.482683805275021,0.874153927267203,-0.0802575882863659,0.600842003458837,0.388716975823883,0.359943921279644,0.548035742986919,0.828615869867695,-0.105899797644483,0.561437836609219,0.359772066190496,0.36508235448923,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11426-14","heavy",100,"normal",0.45,1.13024771594038,0.31544202536729,0.539482814716079,0.609259655122843,0.653993818801735,0.45369941375351,0.587424669053162,0.374157629196365,0.313141078825854,0.590861689652656,0.665062925990991,0.441716825542378,0.577061650757252,0.366547006203304,0.309793288310787,0.593358360637522,0.662006719199866,0.457032221576349,0.599279949469333,0.382512590045126,0.311948372064971,NA,NA,NA
"11426-15","heavy",100,"normal",0.47,0.38252323998888,0.75309252567032,0.322014392035401,0.445760059441842,0.66686882712845,0.367913435813444,0.589697849301851,0.342585575599127,0.358121221084922,0.42404065052688,0.680398588448453,0.349881966116995,0.575943727098335,0.335430976648606,0.357277592315977,0.400641563826033,0.693521313799171,0.373666174610229,0.599881376732378,0.352908197751599,0.357796252587252,NA,NA,NA
"11426-16","heavy",100,"normal",0.5,0.906956013050476,0.487738194500113,0.500400431768898,1.21366444242719,0.295126768018453,0.561093123923421,0.571993617026899,0.383490975118826,0.401348074340283,1.2088676946513,0.30094231989474,0.557747208941522,0.563756580635143,0.376391101486079,0.407148684190321,1.20879799641943,0.294722307882125,0.577369721837484,0.581924715073011,0.385888288702716,0.403969555859297,NA,NA,NA
"11426-17","heavy",100,"normal",0.57,1.05685507555996,0.41612134303334,0.445002331679355,0.963510588408417,0.443012302003275,0.582593170670363,0.712041164978195,0.422510083985915,0.2837542050215,0.914799173760914,0.470095845790735,0.582507700920126,0.68459194258921,0.409194210154847,0.28127267623222,0.966454103190218,0.4392427257757,0.58992687810676,0.69035298339431,0.411160601537232,0.286471619584699,NA,NA,NA
"11426-18","heavy",100,"normal",0.53,0.822716389810598,0.577113479413723,0.348539701941009,0.783853350207855,0.579774169302924,0.342894278151868,0.646405921575078,0.388739090400234,0.317964545453146,0.79166637857881,0.574628874734561,0.34034320637116,0.644144303947653,0.388648178415316,0.319472182095534,0.785592408906134,0.578151470242716,0.351937759383472,0.647271257922481,0.391340668040421,0.321950277883631,NA,NA,NA
"11426-19","heavy",100,"normal",0.45,0.762272250730621,0.725846815155531,-0.0106099552967524,0.808809767419135,0.677184103161879,-0.0328986576331696,0.717236333452112,0.418427520475303,0.334281376673709,0.784687283665778,0.690643048577497,-0.0316422410821009,0.729954580482584,0.421043301860515,0.329962908860318,0.802104178468496,0.688296643128749,-0.0353811618285517,0.701047076931745,0.40872609477943,0.330086354332102,NA,NA,NA
