"sim","censoring","n","distX","perc_censored","alpha_fc","beta_fc","gamma_fc","alpha_weibull","beta_weibull","gamma_weibull","se_alpha_weibull","se_beta_weibull","se_gamma_weibull","alpha_expo","beta_expo","gamma_expo","se_alpha_expo","se_beta_expo","se_gamma_expo","alpha_drop","beta_drop","gamma_drop","se_alpha_drop","se_beta_drop","se_gamma_drop","time_weibull","time_expo","time_drop"
"11430-1","heavy",500,"gamma",0.498,0.964835822455083,0.51652797312605,0.172535036363737,1.21725847196187,0.426675504434776,0.171505144226721,0.176686742398354,0.0432904199177427,0.178724197384515,1.07719856961599,0.494201417751905,0.188693117147521,0.180208840152328,0.0449008032730944,0.178281044424655,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11430-2","heavy",500,"gamma",0.492,0.890641693233136,0.522107503171867,0.305058897530169,1.17070994982668,0.431998102523552,0.0162818471051223,0.152034502195165,0.0391988770715403,0.171760313822069,0.99611373729966,0.499663104014743,0.0858398830956457,0.149952150974269,0.0389271552577045,0.172058316602749,0.934521370402945,0.526023618695005,0.107668286857337,0.148413233129777,0.0396552761615133,0.165251729040485,NA,NA,NA
"11430-3","heavy",500,"gamma",0.532,0.900439539986596,0.518472618713215,0.324839517333282,1.1737676525,0.401253550365304,0.208390149713397,0.164091771674147,0.0341406290312674,0.180094449705235,0.862718714039229,0.539848867445929,0.277446622495568,0.178443299528341,0.0428247383372139,0.178622347548976,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11430-4","heavy",500,"gamma",0.486,0.852049871554405,0.537680317374089,0.152775957580331,1.0709066023625,0.489355579031743,0.0289772057070264,0.174329475080274,0.0505509426991147,0.188822044341263,0.819865989295514,0.597799890446,0.0982799876327732,0.171805485239626,0.0506067454117264,0.189318327407497,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11430-5","heavy",500,"gamma",0.536,0.884545177147204,0.504880325929404,0.275703811505498,1.15894153891251,0.366797615092095,0.190543525005288,0.157283906786659,0.03474640266266,0.180971111008468,1.04314942606669,0.412609550260504,0.254817402540665,0.161580792045638,0.0375160044766926,0.180110793235397,0.988650175215076,0.431170409232904,0.287457555893829,0.162756422164945,0.0398340684241108,0.175132057537211,NA,NA,NA
"11430-6","heavy",500,"gamma",0.522,1.10923046411571,0.505496385099743,0.105798304618627,1.73033160239513,0.287158899582574,0.0739495614793048,0.15485965184156,0.0287238328534686,0.19495758875619,1.32654219721606,0.443577880941874,0.16582644786947,0.168367257132493,0.039128590100342,0.190405820328814,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11430-7","heavy",500,"gamma",0.518,1.05807052563898,0.486342064398982,0.184057489142858,1.04426010859461,0.501216938731431,0.215837703730671,0.164319457550136,0.0442116413870464,0.173444637649633,1.02055927003497,0.509715965857731,0.235468593815387,0.164898086228133,0.0448273323236643,0.171294491485891,1.00937617239709,0.514404589973988,0.249029737849152,0.162902630388447,0.0449737923466871,0.173595986572768,NA,NA,NA
"11430-8","heavy",500,"gamma",0.52,1.0039230117066,0.500313095572133,0.178586917355388,1.11701383698753,0.50132747696661,0.0160388829237637,0.16303816192771,0.0432355539595741,0.177190183289548,1.10075885108833,0.509394334729531,0.0278621043277234,0.163561576429562,0.0432427729880197,0.17458414876456,1.07835035535643,0.515853464448431,0.0545643458568024,0.167092823308476,0.0442325967404959,0.17714817325861,NA,NA,NA
"11430-9","heavy",500,"gamma",0.518,0.944497824720568,0.470843725569211,0.403117250081741,1.60491287668984,0.194897090215538,0.250093680923123,0.141322731322607,0.0196591095882646,0.177285535639059,1.3400507781243,0.278411095301919,0.320394419482482,0.145400915712022,0.0250600978445412,0.170666609741063,1.27599520607556,0.300708940777856,0.334321525968396,0.144576101231755,0.0266659941028913,0.166684921131493,NA,NA,NA
"11430-10","heavy",500,"gamma",0.522,0.884692985662236,0.520415550216699,0.329400949982119,1.03826638276993,0.464410287610142,0.225276175612191,0.168720246573713,0.0418993428085174,0.191217048876162,0.847160927185355,0.537423985998296,0.309218533794412,0.17306851982529,0.0460061598468158,0.189561338073486,NA,NA,NA,NA,NA,NA,NA,NA,NA
