"sim","censoring","n","distX","perc_censored","alpha_fc","beta_fc","gamma_fc","alpha_weibull","beta_weibull","gamma_weibull","se_alpha_weibull","se_beta_weibull","se_gamma_weibull","alpha_expo","beta_expo","gamma_expo","se_alpha_expo","se_beta_expo","se_gamma_expo","alpha_drop","beta_drop","gamma_drop","se_alpha_drop","se_beta_drop","se_gamma_drop","time_weibull","time_expo","time_drop"
"11430-1","heavy",100,"t",0.5,0.97425931556737,0.514901073294456,0.238465435761232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11430-2","heavy",100,"t",0.51,1.10760701797067,0.485010834739354,0.0895233839735395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11430-3","heavy",100,"t",0.48,1.15935534480196,0.486909765622997,-0.129868422712261,NA,NA,NA,NA,NA,NA,1.58093714652176,0.795509201968721,-0.161670626402727,0.261518612569509,0.263211924455041,0.330112644529551,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11430-4","heavy",100,"t",0.44,0.863223177497196,0.484966901145975,0.460342831278036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11430-5","heavy",100,"t",0.51,0.757260878091753,0.611805587301515,0.510159143862289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11430-6","heavy",100,"t",0.5,0.877931359313449,0.302939712582473,0.0337172693882854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11430-7","heavy",100,"t",0.48,0.983087894357097,0.512512138431069,0.050090416494136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11430-8","heavy",100,"t",0.52,0.936352952305022,0.48809763384085,0.366462665846458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11430-9","heavy",100,"t",0.45,1.07453955670492,0.518620440806044,-0.0324160723792978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11430-10","heavy",100,"t",0.55,1.21404840820896,0.336595475116533,0.242335649474873,NA,NA,NA,NA,NA,NA,1.47283813606224,0.36650344481875,0.132084822335432,0.22826672098499,0.174250650454691,0.281063405622541,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11430-11","heavy",100,"t",0.48,1.11882032131978,0.433210143375318,0.115638801806494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11430-12","heavy",100,"t",0.54,0.661153086688147,0.444570016765524,0.616329041851485,NA,NA,NA,NA,NA,NA,0.915814802028706,0.537020226847119,0.572601606417407,0.262669404964756,0.192951598249273,0.319541739925807,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11430-13","heavy",100,"t",0.55,1.08539077852071,0.500292822273046,0.186451831157301,NA,NA,NA,NA,NA,NA,1.49831258935051,0.74331779022967,0.196379194530825,0.206019100222413,0.143536441485183,0.28568888154666,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11430-14","heavy",100,"t",0.5,0.967223817130695,0.58449020986732,0.400712194870415,NA,NA,NA,NA,NA,NA,1.24357306252101,0.659369378787191,0.532706720770227,0.233396726210744,0.127581854049723,0.302019068461155,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11430-15","heavy",100,"t",0.5,0.93801676566764,0.595599311041359,0.199567800375636,NA,NA,NA,NA,NA,NA,1.44534199053116,0.999751839186084,0.114879751724124,0.253498298487356,0.247565206268739,0.329820389685744,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11430-16","heavy",100,"t",0.56,0.783904008036376,0.423010585769435,0.549267190629058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11430-17","heavy",100,"t",0.46,0.988079347292062,0.523822032368507,0.49358535246778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11430-18","heavy",100,"t",0.47,0.982033898364916,0.526536389715605,0.185111390561563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11430-19","heavy",100,"t",0.48,0.909547693317761,0.534257373399121,0.223090031789282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11430-20","heavy",100,"t",0.47,1.14676834016977,0.604485230330121,-0.0865324432813209,NA,NA,NA,NA,NA,NA,1.44437489286359,0.658729388686275,-0.16053001137754,0.221244293090092,0.183513312973834,0.280028052743015,NA,NA,NA,NA,NA,NA,NA,NA,NA
