"sim","censoring","n","distX","perc_censored","alpha_fc","beta_fc","gamma_fc","alpha_weibull","beta_weibull","gamma_weibull","se_alpha_weibull","se_beta_weibull","se_gamma_weibull","alpha_expo","beta_expo","gamma_expo","se_alpha_expo","se_beta_expo","se_gamma_expo","alpha_drop","beta_drop","gamma_drop","se_alpha_drop","se_beta_drop","se_gamma_drop","time_weibull","time_expo","time_drop"
"11429-1","heavy",500,"t",0.454,1.10876871834586,0.507373312136877,0.0898532643301049,NA,NA,NA,NA,NA,NA,1.43361436329949,0.681748144746706,0.0855613422335946,0.0979270452566994,0.0727278490955888,0.1296173029236,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11429-2","heavy",500,"t",0.48,1.00629454203512,0.497678299327069,0.309272337584377,NA,NA,NA,NA,NA,NA,1.36992350952938,0.716241136707363,0.287650596098805,0.103893917401349,0.0795714293310479,0.142709316923281,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11429-3","heavy",500,"t",0.512,0.943339317274253,0.493566562517378,0.322114375202944,NA,NA,NA,NA,NA,NA,1.26659082085014,0.657217884184334,0.318550703835485,0.101295128116267,0.0766414964852954,0.129048946541943,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11429-4","heavy",500,"t",0.498,1.01867774069601,0.469452407039815,0.156408092185798,NA,NA,NA,NA,NA,NA,1.32952123233067,0.577498935272592,0.134957597625685,0.0986106615132577,0.0603965456696054,0.12841147090239,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11429-5","heavy",500,"t",0.492,1.00258055506409,0.46682446400483,0.313954960956302,NA,NA,NA,NA,NA,NA,1.34834857676979,0.610617632235333,0.296889555322124,0.100194433627991,0.0645585262404561,0.138029004575227,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11429-6","heavy",500,"t",0.496,1.04410241515178,0.517129940571499,0.219568274616464,NA,NA,NA,NA,NA,NA,1.39278654488778,0.64608494843522,0.161134761744793,0.103012730189153,0.0642958776014037,0.134363104000647,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11429-7","heavy",500,"t",0.522,0.919838378037772,0.49162862829951,0.342033046557911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11429-8","heavy",500,"t",0.478,0.85390965429333,0.478338302998775,0.354548422276805,NA,NA,NA,NA,NA,NA,1.16526306712676,0.649745147434522,0.364018933541388,0.0984747648364826,0.0866162679750853,0.128640441131837,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11429-9","heavy",500,"t",0.48,0.951338183791319,0.529093721633864,0.3427808607123,NA,NA,NA,NA,NA,NA,1.33458311001731,0.717753884501709,0.282677560786489,0.112250001264176,0.0880438546978365,0.141968146413979,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11429-10","heavy",500,"t",0.45,0.989947903093615,0.508984417252186,0.23660862104293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
