"sim","censoring","n","distX","perc_censored","alpha_fc","beta_fc","gamma_fc","alpha_weibull","beta_weibull","gamma_weibull","se_alpha_weibull","se_beta_weibull","se_gamma_weibull","alpha_expo","beta_expo","gamma_expo","se_alpha_expo","se_beta_expo","se_gamma_expo","alpha_drop","beta_drop","gamma_drop","se_alpha_drop","se_beta_drop","se_gamma_drop","time_weibull","time_expo","time_drop"
"11425-1","heavy",2000,"gamma",0.504,0.969848963192758,0.507942769635408,0.231950816929093,NA,NA,NA,NA,NA,NA,0.978511043326159,0.5125047825208,0.209968208643597,0.0842870293336526,0.021237724619062,0.0895186075902438,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11425-2","heavy",2000,"gamma",0.5045,1.01661898496062,0.502416338370537,0.212493039855874,1.002020065435,0.509774707135074,0.218899169258928,0.0837803692318664,0.0206006488458729,0.0888658466607497,0.980155364765513,0.517037539220632,0.232542307156376,0.0828973992543854,0.0210227688987731,0.0871004690489919,0.975367978433708,0.520523880953353,0.235271731553899,0.0839875843450122,0.0213657282627472,0.0860207178414481,NA,NA,NA
"11425-3","heavy",2000,"gamma",0.5145,0.982474311567266,0.503792953103994,0.212251824933235,1.05749556575778,0.472429167783821,0.182148012986611,0.0847477158310985,0.0221903530202397,0.0928482698702207,1.01487272437799,0.4880675449212,0.201396546987459,0.0832886460140327,0.0221532126805069,0.0923175467730148,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11425-4","heavy",2000,"gamma",0.511,1.00611643414675,0.504512403852634,0.188350187457686,0.993692874654784,0.516792347693311,0.171436095220494,0.0854438334200699,0.0218466221012093,0.0871094792670433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11425-5","heavy",2000,"gamma",0.499,1.0075184643895,0.505248857961661,0.244327691863294,1.13474307143227,0.446138363969202,0.162992345063999,0.0773745265871659,0.0190844112937621,0.0848506679676018,1.05020404685764,0.478119972114836,0.192885954031751,0.0789513200051144,0.0197702653475699,0.0846219754893882,1.0173585277365,0.489889997632885,0.210913588346426,0.0796683710853659,0.019883081981273,0.0840401991302199,NA,NA,NA
"11425-6","heavy",2000,"gamma",0.511,0.985801879918192,0.502990421848571,0.277715929774393,NA,NA,NA,NA,NA,NA,1.09272890484654,0.472097410522674,0.260988793924911,0.0832002607669497,0.019559213284488,0.0899321413647492,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11425-7","heavy",2000,"gamma",0.5145,0.943034067733556,0.509330136812443,0.230973724475379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11425-8","heavy",2000,"gamma",0.5035,1.05073337614183,0.504007505926093,0.144825262080672,1.04696760460424,0.481354176329489,0.206227595958635,0.0854906451906941,0.0208203225273705,0.0878086070917533,1.01551592294727,0.493103881998506,0.225329815384302,0.086387079823324,0.0213830793109553,0.0890915871242906,1.0046867818879,0.498202773772807,0.228722020465605,0.0859488603166545,0.0210336632167592,0.0887248833976774,NA,NA,NA
"11425-9","heavy",2000,"gamma",0.5095,1.03447128137118,0.501345281868399,0.141404405993926,1.08102492606083,0.491244908221776,0.147661580358539,0.0906987793390122,0.0244687747297785,0.0874083804376807,0.96187645376107,0.539973696199068,0.178805677069459,0.087520696023304,0.024050212647238,0.0857038778442431,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11425-10","heavy",2000,"gamma",0.4965,0.976911435466744,0.506205060580126,0.264775850829052,1.02521080538995,0.491091325592566,0.255352138376403,0.084874367269837,0.0210755668832563,0.0867971331098983,0.959193270773539,0.51843949943573,0.271625208960551,0.0860952527787367,0.0217771840898682,0.0850960501989142,NA,NA,NA,NA,NA,NA,NA,NA,NA
