"sim","censoring","n","distX","perc_censored","alpha_fc","beta_fc","gamma_fc","alpha_weibull","beta_weibull","gamma_weibull","se_alpha_weibull","se_beta_weibull","se_gamma_weibull","alpha_expo","beta_expo","gamma_expo","se_alpha_expo","se_beta_expo","se_gamma_expo","alpha_drop","beta_drop","gamma_drop","se_alpha_drop","se_beta_drop","se_gamma_drop","time_weibull","time_expo","time_drop"
"11428-1","heavy",100,"gamma",0.51,1.00389657068224,0.496521988928342,0.341321302564462,1.0023244607213,0.430215785734824,0.30611987945326,0.355818600441411,0.0884593120987125,0.340391810255954,0.902916150538697,0.468365027739651,0.386859136442687,0.370666521823544,0.0933041616794825,0.333580715061479,0.84262802771394,0.492411779869385,0.447371001266515,0.384666158156846,0.10018052470786,0.345804974200093,NA,NA,NA
"11428-2","heavy",100,"gamma",0.53,0.868689502699383,0.512595746733388,0.273196880366606,1.21555560552928,0.412232037506059,-0.00212574612074534,0.409234835230274,0.0892248385409922,0.483200925443508,0.80416715044418,0.592734439914813,0.162239629664281,0.445423138439194,0.120940114701206,0.468640313976512,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11428-3","heavy",100,"gamma",0.49,0.898302013973521,0.515470345099272,0.293362856862951,1.07456832231076,0.452918489682566,0.106393603632898,0.320806871630237,0.0953348943764186,0.409176389799975,0.972196086239179,0.494330948458292,0.222893079118772,0.332953717043578,0.101121223602929,0.397553097271524,0.926224334342257,0.519467633511818,0.280259276372209,0.334242895208833,0.10696459193601,0.39324994348543,NA,NA,NA
"11428-4","heavy",100,"gamma",0.63,1.18618471340749,0.530761980502703,0.0587954431234234,1.46712944441929,0.352110451126991,-0.277441859423402,0.330969867605695,0.0684141772181323,0.404914538174181,1.03875555954624,0.528207349245839,-0.0326504233304644,0.389138871803069,0.104893802927072,0.377254061789558,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11428-5","heavy",100,"gamma",0.43,1.01042861307944,0.500511246521262,0.25662878874271,0.867071042937443,0.505102519104609,0.392839541138953,0.320308584126826,0.0691236106216017,0.339774053670234,0.735092423928525,0.573760889782088,0.376697103521254,0.33564310671677,0.0789706419886331,0.330219142726187,0.707149367276997,0.602128203551839,0.356279677463579,0.345754688131595,0.0863257422610873,0.334869334266436,NA,NA,NA
"11428-6","heavy",100,"gamma",0.52,1.21149263511945,0.466336002851492,0.332097008700807,1.08971890025773,0.445419035833284,0.647746966350788,0.428241585514753,0.092361169240799,0.39911459198201,1.07829477402463,0.461631261382585,0.625825040012925,0.4389715263267,0.0958387214520002,0.4113903140832,1.08463183806487,0.47105807977816,0.608442158237409,0.430243242653295,0.0952710917466675,0.407580931567398,NA,NA,NA
"11428-7","heavy",100,"gamma",0.54,0.838325323467036,0.49507730415113,0.461340204031485,0.832826135978055,0.328170461826603,1.10047670459099,0.346193981391123,0.0662748941862649,0.383566876469044,0.489816718047195,0.51425413739697,1.05396835453561,0.373889256945416,0.0933565848683814,0.364006017717415,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11428-8","heavy",100,"gamma",0.54,1.15697964732491,0.415909426730813,0.416320772315968,1.31670078161274,0.33670587086236,0.37322415563958,0.336468351905507,0.0855521474198422,0.393475061159194,1.22799705904644,0.36983148677435,0.423155416342208,0.356316014259555,0.0948292685053767,0.386364569513567,1.18347195393002,0.392711872664672,0.435952441176034,0.359807783395186,0.0973927842971848,0.384361012541378,NA,NA,NA
"11428-9","heavy",100,"gamma",0.49,0.736431291593453,0.534819429845562,0.383757632947546,0.494988830246798,0.524527958200621,0.782002078128338,0.453072060884546,0.109052895377954,0.389225729664569,0.310113271176913,0.636899971069612,0.73653072994102,0.469803445066871,0.126471345549941,0.391417080764116,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11428-10","heavy",100,"gamma",0.45,1.2340370809224,0.451264237559864,0.0185176706015688,1.21550962173314,0.434917229038424,0.206214936125925,0.366295868883588,0.101097281037132,0.362388519057645,1.19342791824192,0.445380107709346,0.259331889151647,0.387762210374376,0.107336650165301,0.366906080867487,1.17841947252356,0.451850088051547,0.279943893319817,0.384396151881126,0.109986882343143,0.362613815727299,NA,NA,NA
"11428-11","heavy",100,"gamma",0.6,1.01360472415253,0.509422475564235,0.291009588781597,1.48869796336864,0.278614440243437,0.19930061141344,0.339067727099123,0.0615793268487555,0.369337346869704,1.0991503002604,0.439559102044595,0.267391432756681,0.389323670478977,0.0900529560938859,0.363069763557005,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11428-12","heavy",100,"gamma",0.53,1.02137167395703,0.479922992568412,0.31425293145263,1.01771682484113,0.549802902859099,0.429258689215796,0.495462649550714,0.144399728239163,0.460962781890065,1.02452184192747,0.548478732391784,0.457733121826762,0.501912900974701,0.147692301979955,0.46238779824829,1.03511454076628,0.554798843637842,0.432213689144187,0.506654165463453,0.14893471213712,0.465777634236948,NA,NA,NA
"11428-13","heavy",100,"gamma",0.49,1.02765475855083,0.494135173421756,0.29811179800984,1.32616535928341,0.361632692706621,-0.241701973866411,0.280087057935446,0.063491642282423,0.377401109136185,1.0451056867158,0.46229044569552,-0.0576424355677718,0.297825568839579,0.07538725654912,0.3483171950994,0.953196954805849,0.499359362897794,0.0498458626408215,0.311959488522937,0.0835410674487398,0.348856713535793,NA,NA,NA
"11428-14","heavy",100,"gamma",0.41,1.10019730311408,0.462111426363447,0.146619217299021,1.30466560166108,0.369246577409402,0.181677911093129,0.322664733273697,0.0719325579786517,0.363592199733691,1.03911423364397,0.491976547625593,0.164212760174872,0.311328557815812,0.0740834647745917,0.343959129536612,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11428-15","heavy",100,"gamma",0.49,1.24155768702789,0.514511043359515,0.123402361761603,1.52324521927888,0.140514005451714,0.667865320916691,0.327211340068039,0.0251689944034206,0.342600236548972,1.26150534525641,0.328198172094324,0.513620196753605,0.329743963207498,0.0553809741294142,0.323134818757708,NA,NA,NA,NA,NA,NA,NA,NA,NA
