"sim","censoring","n","distX","perc_censored","alpha_fc","beta_fc","gamma_fc","alpha_weibull","beta_weibull","gamma_weibull","se_alpha_weibull","se_beta_weibull","se_gamma_weibull","alpha_expo","beta_expo","gamma_expo","se_alpha_expo","se_beta_expo","se_gamma_expo","alpha_drop","beta_drop","gamma_drop","se_alpha_drop","se_beta_drop","se_gamma_drop","time_weibull","time_expo","time_drop"
"11422-1","heavy",2000,"lognormal",0.491,1.01178352903487,0.494831547985883,0.214779738375428,1.04555514166859,0.448545715976216,0.239797581946674,0.0919627355351527,0.06864972646848,0.0643206864045375,1.04341395551863,0.449972327718944,0.242349837083557,0.0909281396974921,0.0685925252754761,0.065246248431598,1.03605156100642,0.456542085020938,0.24008580808981,0.091263958396162,0.0693295262540962,0.066220501942621,NA,NA,NA
"11422-2","heavy",2000,"lognormal",0.5055,0.882362740132075,0.578184658939184,0.275799855831246,0.885504674470655,0.549271240066024,0.311645456497295,0.0976514171958523,0.0742901605715017,0.0623608520648763,0.877855830072184,0.55593295705566,0.31245747278503,0.0982188869591731,0.0745256335762709,0.0625078693610079,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11422-3","heavy",2000,"lognormal",0.496,0.977033831179711,0.496163032010188,0.291581573409202,0.892443881767649,0.567897712695676,0.302028177238384,0.0962406343819341,0.0754706471096944,0.065597571812169,0.88841925998148,0.5737826965361,0.300525715559563,0.0952051229607549,0.0763168619559902,0.0645140014239528,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11422-4","heavy",2000,"lognormal",0.494,0.993771887511312,0.540765837984403,0.191679219784162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11422-5","heavy",2000,"lognormal",0.506,0.916757429033037,0.540473131562301,0.243946331506417,0.89744355785589,0.551513671271474,0.245112040813592,0.0919734350132778,0.071088488924868,0.064170477215359,0.899289611291241,0.551305152522211,0.243980224475984,0.0940072750676949,0.0727067553720592,0.0648979836311565,0.898181337524373,0.552652329924212,0.244706527877383,0.0940958412266856,0.0721470301511876,0.0661082843245424,NA,NA,NA
"11422-6","heavy",2000,"lognormal",0.4895,1.06521216969304,0.465114760562169,0.24148284255693,1.03318643455159,0.481802533961515,0.26706605503079,0.0967570427537776,0.0739628706932194,0.0643385704352522,1.03350558371468,0.483140714106887,0.265067285896128,0.0976233590417366,0.0756455426480857,0.064970696026123,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11422-7","heavy",2000,"lognormal",0.484,1.03159593314153,0.462329148434075,0.274955333527496,1.11216648307733,0.399108236397649,0.268975601917789,0.0970667846648068,0.0743633524051984,0.0648638142093942,1.10966715131624,0.402619414345307,0.26682929176893,0.0950542454990081,0.0738788021906569,0.0652291104031214,1.10991169675614,0.400566560365116,0.270833004893249,0.0988794715076698,0.0764940392590485,0.0657969749563081,NA,NA,NA
"11422-8","heavy",2000,"lognormal",0.5065,1.10757885441042,0.403413530119624,0.234636001433186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11422-9","heavy",2000,"lognormal",0.5175,1.03052408628687,0.475322797887946,0.232239128711725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11422-10","heavy",2000,"lognormal",0.4975,1.0683067997802,0.448807404017843,0.249674648523096,1.01899882122927,0.499369498964334,0.238210120261962,0.093257089588014,0.0727100851627939,0.0640289489999277,1.01416766379816,0.501225928609875,0.241713488585177,0.0921213373463164,0.0723746563876089,0.0648948215758435,1.01269530747658,0.50299147326745,0.242825970715168,0.0932736568284324,0.0730584612318893,0.0643507159370336,NA,NA,NA
